CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-11-10T00:00:08Z,1731164408,60E85BB834C4,7.90,10.54,1190.05,498.00,12.45,62.87,983.51,70.03
2024-11-10T00:01:08Z,1731164468,60E85BB834C4,8.86,11.82,1157.65,470.00,12.44,62.87,956.74,78.55
2024-11-10T00:02:08Z,1731164528,60E85BB834C4,8.68,11.57,1125.64,489.00,12.48,62.92,930.28,76.93
2024-11-10T00:03:08Z,1731164588,60E85BB834C4,9.75,13.15,1133.61,680.00,12.43,63.18,936.87,84.99
2024-11-10T00:04:08Z,1731164648,60E85BB834C4,8.43,11.26,1141.60,579.00,12.46,62.93,943.47,74.50
2024-11-10T00:05:08Z,1731164708,60E85BB834C4,8.44,11.34,1101.89,503.00,12.44,62.90,910.65,74.08
2024-11-10T00:06:08Z,1731164768,60E85BB834C4,8.74,11.66,1062.75,472.00,12.46,62.86,878.31,77.47
2024-11-10T00:07:08Z,1731164828,60E85BB834C4,8.71,11.62,1039.54,462.00,12.44,62.86,859.13,77.22
2024-11-10T00:08:08Z,1731164888,60E85BB834C4,8.57,11.42,1031.85,639.00,12.44,63.01,852.77,75.93
2024-11-10T00:09:08Z,1731164948,60E85BB834C4,8.73,11.64,1024.18,566.00,12.41,62.87,846.43,77.40
2024-11-10T00:10:08Z,1731165008,60E85BB834C4,8.95,11.93,993.72,492.00,12.43,62.89,821.26,79.28
2024-11-10T00:11:08Z,1731165068,60E85BB834C4,8.29,11.18,986.16,475.00,12.42,63.00,815.01,72.33
2024-11-10T00:12:08Z,1731165128,60E85BB834C4,8.29,11.15,963.60,462.00,12.44,63.21,796.36,72.55
2024-11-10T00:13:08Z,1731165188,60E85BB834C4,8.35,11.13,971.10,655.00,12.43,63.07,802.56,73.97
2024-11-10T00:14:08Z,1731165248,60E85BB834C4,8.58,11.44,986.16,606.00,12.43,63.03,815.01,76.07
2024-11-10T00:15:08Z,1731165308,60E85BB834C4,8.50,11.33,971.10,496.00,12.39,63.01,802.56,75.29
2024-11-10T00:16:08Z,1731165368,60E85BB834C4,7.97,10.63,956.12,485.00,12.40,63.00,790.18,70.67
2024-11-10T00:17:08Z,1731165428,60E85BB834C4,8.09,10.79,941.23,469.00,12.41,63.33,777.88,71.73
2024-11-10T00:18:08Z,1731165488,60E85BB834C4,8.64,11.52,941.23,482.00,12.41,63.31,777.88,76.57
2024-11-10T00:19:08Z,1731165548,60E85BB834C4,8.10,10.80,971.10,642.00,12.42,63.09,802.56,71.79
2024-11-10T00:20:08Z,1731165608,60E85BB834C4,7.78,10.37,978.62,564.00,12.42,63.14,808.77,68.92
2024-11-10T00:21:08Z,1731165668,60E85BB834C4,8.39,11.30,963.60,493.00,12.39,63.31,796.36,73.29
2024-11-10T00:22:08Z,1731165728,60E85BB834C4,8.61,11.59,948.67,483.00,12.39,63.01,784.02,75.20
2024-11-10T00:23:08Z,1731165788,60E85BB834C4,8.00,10.67,933.81,472.00,12.41,62.99,771.75,70.94
2024-11-10T00:24:08Z,1731165848,60E85BB834C4,8.61,11.48,926.42,547.00,12.40,62.88,765.64,76.29
2024-11-10T00:25:08Z,1731165908,60E85BB834C4,8.03,10.71,941.23,606.00,12.40,63.13,777.88,71.16
2024-11-10T00:26:08Z,1731165968,60E85BB834C4,7.97,10.63,933.81,521.00,12.41,63.12,771.75,70.63
2024-11-10T00:27:08Z,1731166028,60E85BB834C4,8.27,11.02,919.04,482.00,12.42,63.15,759.54,73.26
2024-11-10T00:28:08Z,1731166088,60E85BB834C4,7.22,9.63,904.36,461.00,12.38,63.13,747.40,64.01
2024-11-10T00:29:08Z,1731166148,60E85BB834C4,8.82,11.76,926.42,642.00,12.39,63.02,765.64,78.16
2024-11-10T00:30:08Z,1731166208,60E85BB834C4,8.40,11.20,941.23,573.00,12.39,62.94,777.88,74.47
2024-11-10T00:31:08Z,1731166268,60E85BB834C4,8.13,10.84,926.42,500.00,12.41,63.37,765.64,72.04
2024-11-10T00:32:08Z,1731166328,60E85BB834C4,7.48,9.97,897.04,464.00,12.39,63.05,741.36,66.25
2024-11-10T00:33:08Z,1731166388,60E85BB834C4,8.56,11.41,889.75,464.00,12.39,63.06,735.33,75.82
2024-11-10T00:34:08Z,1731166448,60E85BB834C4,8.16,10.88,897.04,645.00,12.35,63.11,741.36,72.33
2024-11-10T00:35:08Z,1731166508,60E85BB834C4,7.91,10.55,897.04,589.00,12.38,63.14,741.36,70.14
2024-11-10T00:36:08Z,1731166568,60E85BB834C4,7.56,10.08,875.22,509.00,12.36,63.07,723.32,66.98
2024-11-10T00:37:08Z,1731166628,60E85BB834C4,7.32,9.80,853.57,475.00,12.36,63.44,705.43,64.53
2024-11-10T00:38:08Z,1731166688,60E85BB834C4,7.57,10.09,832.10,458.00,12.38,63.13,687.68,67.07
2024-11-10T00:39:08Z,1731166748,60E85BB834C4,8.33,11.11,853.57,638.00,12.36,63.10,705.43,73.86
2024-11-10T00:40:08Z,1731166808,60E85BB834C4,8.08,10.77,875.22,600.00,12.39,63.11,723.32,71.60
2024-11-10T00:41:08Z,1731166868,60E85BB834C4,7.80,10.40,867.98,526.00,12.39,63.27,717.34,69.12
