CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-10-13T00:00:36Z,1728745236,60E85BB834C4,10.91,14.65,1239.38,470,16.22,72.2,1024.29,95.67,,,
2024-10-13T00:01:36Z,1728745296,60E85BB834C4,11.4,15.37,1537.54,464,16.22,72.32,1270.69,99.47,,,
2024-10-13T00:02:36Z,1728745356,60E85BB834C4,12.15,16.28,1690.22,623,16.18,72.32,1396.87,106.87,,,514.2243056
2024-10-13T00:03:36Z,1728745416,60E85BB834C4,11.23,15.15,1862.57,514,16.2,72.32,1539.31,97.83,,,
2024-10-13T00:04:36Z,1728745476,60E85BB834C4,10.94,14.92,1969.38,464,16.14,72.56,1627.58,93.94,,,
2024-10-13T00:05:36Z,1728745536,60E85BB834C4,11.1,15.01,2069.29,504,16.18,72.51,1710.16,96.44,,,
2024-10-13T00:06:36Z,1728745596,60E85BB834C4,10.53,14.05,2138.03,605,16.14,72.46,1766.96,93.2,,,
2024-10-13T00:07:36Z,1728745656,60E85BB834C4,10.96,14.61,2173.07,488,16.12,72.61,1795.92,97.13,,,
2024-10-13T00:08:36Z,1728745716,60E85BB834C4,10.41,13.88,2173.07,449,16.11,72.63,1795.92,92.26,,,
2024-10-13T00:09:36Z,1728745776,60E85BB834C4,10.56,14.17,2184.85,568,16.11,72.65,1805.66,92.7,,,
2024-10-13T00:10:36Z,1728745836,60E85BB834C4,11.39,15.19,2208.57,597,16.08,72.73,1825.27,100.95,,,
2024-10-13T00:11:36Z,1728745896,60E85BB834C4,11.48,15.34,2244.56,491,16.1,73.11,1855,101.45,,,
2024-10-13T00:12:36Z,1728745956,60E85BB834C4,10.64,14.19,2268.81,453,16.1,72.92,1875.05,94.3,,,
2024-10-13T00:13:36Z,1728746016,60E85BB834C4,11.09,14.95,2281.03,508,16.08,72.78,1885.15,96.88,,,
