CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,,
2024-05-24T04:01:32Z,1716490892,60E85BB84CE4,20.41,27.41,580.5,611,16.82,77.2,479.75,179.04,,,,,
2024-05-24T04:02:32Z,1716490952,60E85BB84CE4,22.39,30.68,587,603,16.86,77.07,485.12,191.01,,,,,
2024-05-24T04:03:32Z,1716491012,60E85BB84CE4,22.4,30.7,600.04,588,16.84,77.14,495.9,190.97,,,,,
2024-05-24T04:04:32Z,1716491072,60E85BB84CE4,21.56,29.42,593.51,586,16.81,77.22,490.5,184.97,,,,,
2024-05-24T04:05:32Z,1716491132,60E85BB84CE4,22.76,31.07,574.01,568,16.79,77.39,474.39,195.16,,,,,
2024-05-24T04:06:32Z,1716491192,60E85BB84CE4,22.32,30.36,567.55,567,16.8,77.38,469.05,192.31,,,,,
2024-05-24T04:07:32Z,1716491252,60E85BB84CE4,21.98,30.05,554.66,565,16.79,77.36,458.4,188.07,,,,,
2024-05-24T04:08:32Z,1716491312,60E85BB84CE4,22.36,30.52,548.24,631,16.8,77.45,453.09,191.61,,,,,
2024-05-24T04:09:32Z,1716491372,60E85BB84CE4,23.93,33.14,541.83,704,16.81,77.38,447.8,200.93,,,,,
2024-05-24T04:10:32Z,1716491432,60E85BB84CE4,23.19,31.68,529.07,749,16.82,77.26,437.25,198.61,,,,,
2024-05-24T04:11:32Z,1716491492,60E85BB84CE4,23.49,32.32,529.07,774,16.86,77.39,437.25,199.01,,,,,
2024-05-24T04:12:32Z,1716491552,60E85BB84CE4,23.46,32.02,541.83,849,16.9,77.18,447.8,201.12,,,,,
2024-05-24T04:13:32Z,1716491612,60E85BB84CE4,22.91,31.53,541.83,826,16.9,77.22,447.8,194.07,,,,,
2024-05-24T04:14:32Z,1716491672,60E85BB84CE4,22.71,31.19,554.66,688,16.9,77.33,458.4,192.93,,,,,
2024-05-24T04:15:32Z,1716491732,60E85BB84CE4,22.3,30.36,561.1,677,16.87,77.46,463.72,191.98,,,,,
2024-05-24T04:16:32Z,1716491792,60E85BB84CE4,21.66,29.18,561.1,674,16.88,77.44,463.72,189.3,,,,,
2024-05-24T04:17:32Z,1716491852,60E85BB84CE4,24.4,33.25,548.24,699,16.91,77.28,453.09,209.68,,,,,
2024-05-24T04:18:32Z,1716491912,60E85BB84CE4,23.33,31.93,529.07,608,16.87,77.31,437.25,199.31,,,,,
2024-05-24T04:19:32Z,1716491972,60E85BB84CE4,22.85,31.22,522.71,672,16.94,77.29,431.99,195.62,,,,,
2024-05-24T04:20:32Z,1716492032,60E85BB84CE4,22.12,30.13,516.36,713,16.94,77.17,426.75,190.33,,,,,
2024-05-24T04:21:32Z,1716492092,60E85BB84CE4,23.24,31.71,510.03,786,17,76.97,421.52,199.32,,,,,
2024-05-24T04:22:32Z,1716492152,60E85BB84CE4,23.25,31.67,510.03,799,17,76.84,421.52,199.84,,,,,
2024-05-24T04:23:32Z,1716492212,60E85BB84CE4,23.37,31.69,503.72,791,16.97,76.96,416.3,202.2,,,,,
2024-05-24T04:24:32Z,1716492272,60E85BB84CE4,25.22,34.51,503.72,769,17,76.95,416.3,215.55,,,,,
2024-05-24T04:25:32Z,1716492332,60E85BB84CE4,25.14,34.64,497.42,794,17.06,76.57,411.09,212.55,,,,,
2024-05-24T04:26:32Z,1716492392,60E85BB84CE4,25.28,34.29,497.42,834,17.04,76.55,411.09,218.76,,,,,
2024-05-24T04:27:32Z,1716492452,60E85BB84CE4,25.24,34.73,497.42,823,16.99,76.84,411.09,213.76,,,,,
2024-05-24T04:28:32Z,1716492512,60E85BB84CE4,25.13,34.22,491.14,842,17.02,76.78,405.9,216.17,,,,,
2024-05-24T04:29:32Z,1716492572,60E85BB84CE4,25.11,33.97,491.14,807,17.05,76.46,405.9,218.05,,,,,
2024-05-24T04:30:32Z,1716492632,60E85BB84CE4,23.93,32.55,484.86,674,17.02,76.86,400.71,206.13,,,,,
2024-05-24T04:31:32Z,1716492692,60E85BB84CE4,25.23,34.69,478.61,598,16.96,76.93,395.54,214.01,,,,,
2024-05-24T04:32:32Z,1716492752,60E85BB84CE4,25.53,35.15,466.14,598,16.98,76.9,385.24,216.17,,,,,
2024-05-24T04:33:32Z,1716492812,60E85BB84CE4,24.82,33.98,453.73,599,17.02,76.87,374.98,211.89,,,,,
2024-05-24T04:34:32Z,1716492872,60E85BB84CE4,25.96,35.51,453.73,716,16.97,76.9,374.98,221.86,,,,,
2024-05-24T04:35:32Z,1716492932,60E85BB84CE4,25.65,35.14,447.55,678,17.01,76.77,369.87,218.71,,,,,
2024-05-24T04:36:32Z,1716492992,60E85BB84CE4,26.7,36.61,441.38,658,17.03,76.71,364.77,227.3,,,,,
2024-05-24T04:37:32Z,1716493052,60E85BB84CE4,25.71,34.99,435.22,673,17.07,76.45,359.69,221.35,,,,,
2024-05-24T04:38:32Z,1716493112,60E85BB84CE4,25.49,35,429.08,701,17.04,76.53,354.61,216.67,,,,,
2024-05-24T04:39:32Z,1716493172,60E85BB84CE4,26.88,36.98,416.84,711,17.03,76.39,344.5,227.83,,,,,
2024-05-24T04:40:32Z,1716493232,60E85BB84CE4,27.73,38.2,398.58,716,17.06,76.39,329.41,234.66,,,,,
2024-05-24T04:41:32Z,1716493292,60E85BB84CE4,27.78,38.09,380.45,837,17.1,76.29,314.42,236.65,,,,,
2024-05-24T04:42:32Z,1716493352,60E85BB84CE4,26.46,36.14,368.43,851,17.1,76.3,304.49,226.71,,,,,
2024-05-24T04:43:32Z,1716493412,60E85BB84CE4,26.84,36.83,362.44,841,17.16,76.22,299.54,228.43,,,,,
2024-05-24T04:44:32Z,1716493472,60E85BB84CE4,26.45,35.96,356.46,685,17.09,76.29,294.6,228.23,,,,,
2024-05-24T04:45:32Z,1716493532,60E85BB84CE4,27.1,37.26,350.5,695,17.12,76.33,289.67,229.88,,,,,
2024-05-24T04:46:32Z,1716493592,60E85BB84CE4,26.5,36.27,344.55,651,17.15,76.04,284.75,226.35,,,,,
2024-05-24T04:47:32Z,1716493652,60E85BB84CE4,27.1,37.05,338.61,624,17.07,76.32,279.84,231.8,,,,,
2024-05-24T04:48:32Z,1716493712,60E85BB84CE4,27.52,38.42,326.78,675,17.09,76.25,270.06,228.1,,,,,
2024-05-24T04:49:32Z,1716493772,60E85BB84CE4,27.45,38.25,320.88,738,17.13,76.24,265.19,228.19,,,,,
2024-05-24T04:50:32Z,1716493832,60E85BB84CE4,26.97,37.46,314.99,771,17.08,76.37,260.33,225.39,,,,,
2024-05-24T04:51:32Z,1716493892,60E85BB84CE4,25.6,34.94,314.99,778,17.12,76.06,260.33,219.45,,,,,
2024-05-24T04:52:32Z,1716493952,60E85BB84CE4,26.74,36.53,309.12,802,17.11,76.24,255.47,229.04,,,,,
2024-05-24T04:53:32Z,1716494012,60E85BB84CE4,26.36,35.88,309.12,684,17.1,76.13,255.47,226.87,,,,,
2024-05-24T04:54:32Z,1716494072,60E85BB84CE4,26.73,36.72,303.26,627,17.17,76.02,250.63,227.16,,,,,
2024-05-24T04:55:32Z,1716494132,60E85BB84CE4,27.4,37.82,303.26,634,17.15,76.14,250.63,231,,,,,
2024-05-24T04:56:32Z,1716494192,60E85BB84CE4,25.96,35.35,303.26,711,17.09,76.23,250.63,223.27,,,,,
2024-05-24T04:57:32Z,1716494252,60E85BB84CE4,26.71,36.5,303.26,692,17.06,76.41,250.63,228.56,,,,,
2024-05-24T04:58:32Z,1716494312,60E85BB84CE4,26.39,35.89,309.12,793,17.12,76.19,255.47,227.32,,,,,
2024-05-24T04:59:32Z,1716494372,60E85BB84CE4,25.88,35.26,309.12,846,17.16,76.11,255.47,222.38,,,,,
2024-05-24T05:00:32Z,1716494432,60E85BB84CE4,25.46,34.69,314.99,855,17.15,76.07,260.33,218.8,,,,,
2024-05-24T05:01:32Z,1716494492,60E85BB84CE4,26.92,36.99,314.99,746,17.19,75.98,260.33,228.57,,,,,
2024-05-24T05:02:32Z,1716494552,60E85BB84CE4,27.06,37.28,320.88,688,17.19,76.06,265.19,228.76,,,,,
2024-05-24T05:03:32Z,1716494612,60E85BB84CE4,25.74,35.47,320.88,741,17.18,76.12,265.19,217.67,,,,,
2024-05-24T05:04:32Z,1716494672,60E85BB84CE4,25.82,35.47,320.88,728,17.19,76.06,265.19,219.32,,,,,
2024-05-24T05:05:32Z,1716494732,60E85BB84CE4,25.95,35.26,320.88,645,17.17,76.17,265.19,223.85,,,,,
2024-05-24T05:06:32Z,1716494792,60E85BB84CE4,25.34,34.34,326.78,626,17.18,76.04,270.06,219.53,,,,,
2024-05-24T05:07:32Z,1716494852,60E85BB84CE4,26.08,35.52,326.78,648,17.25,75.92,270.06,224.35,,,,,
2024-05-24T05:08:32Z,1716494912,60E85BB84CE4,27.21,37.34,326.78,714,17.18,76.02,270.06,231.43,,,,,
2024-05-24T05:09:32Z,1716494972,60E85BB84CE4,26.75,36.89,326.78,758,17.19,75.98,270.06,225.95,,,,,
2024-05-24T05:10:32Z,1716495032,60E85BB84CE4,26.18,35.48,326.78,819,17.2,75.89,270.06,226.71,,,,,
2024-05-24T05:11:32Z,1716495092,60E85BB84CE4,27.34,37.22,326.78,899,17.25,75.73,270.06,235.29,,,,,
2024-05-24T05:12:32Z,1716495152,60E85BB84CE4,26.79,36.82,326.78,757,17.22,75.85,270.06,227.25,,,,,
2024-05-24T05:13:32Z,1716495212,60E85BB84CE4,25.7,35.2,326.78,692,17.22,75.86,270.06,219.34,,,,,
2024-05-24T05:14:32Z,1716495272,60E85BB84CE4,27.29,37.31,326.78,702,17.26,75.84,270.06,233.39,,,,,
2024-05-24T05:15:32Z,1716495332,60E85BB84CE4,25.89,35.43,332.69,742,17.29,75.69,274.95,221.03,,,,,
2024-05-24T05:16:32Z,1716495392,60E85BB84CE4,26.91,36.8,332.69,729,17.32,75.61,274.95,230.04,,,,,
2024-05-24T05:17:32Z,1716495452,60E85BB84CE4,26.35,36.19,338.61,737,17.27,75.83,279.84,223.93,,,,,
2024-05-24T05:18:32Z,1716495512,60E85BB84CE4,26.32,35.99,350.5,753,17.28,75.8,289.67,225.08,,,,,
2024-05-24T05:19:32Z,1716495572,60E85BB84CE4,26.26,36.01,374.43,752,17.28,75.74,309.45,223.56,,,,,
2024-05-24T05:20:32Z,1716495632,60E85BB84CE4,26.28,35.79,398.58,710,17.34,75.51,329.41,226.01,,,,,
2024-05-24T05:21:32Z,1716495692,60E85BB84CE4,27.23,37.61,416.84,682,17.3,75.51,344.5,229.48,,,,,
2024-05-24T05:22:32Z,1716495752,60E85BB84CE4,26.54,36.15,429.08,672,17.3,75.54,354.61,228.11,,,,,
2024-05-24T05:23:32Z,1716495812,60E85BB84CE4,26.86,36.71,429.08,731,17.27,75.79,354.61,229.76,,,,,
2024-05-24T05:24:32Z,1716495872,60E85BB84CE4,26.75,36.78,429.08,785,17.29,75.82,354.61,226.97,,,,,
2024-05-24T05:25:32Z,1716495932,60E85BB84CE4,25.62,35.02,429.08,826,17.3,75.81,354.61,219.25,,,,,
2024-05-24T05:26:32Z,1716495992,60E85BB84CE4,26.75,37.25,429.08,688,17.29,75.73,354.61,222.66,,,,,
2024-05-24T05:27:32Z,1716496052,60E85BB84CE4,26.74,36.56,422.95,615,17.26,75.94,349.55,228.74,,,,,
2024-05-24T05:28:32Z,1716496112,60E85BB84CE4,25.97,35.27,422.95,759,17.27,75.86,349.55,224.36,,,,,
2024-05-24T05:29:32Z,1716496172,60E85BB84CE4,27.23,38.17,422.95,769,17.28,75.86,349.55,224.38,,,,,
2024-05-24T05:30:32Z,1716496232,60E85BB84CE4,27.47,37.84,422.95,680,17.26,75.86,349.55,232.32,,,,,
2024-05-24T05:31:32Z,1716496292,60E85BB84CE4,27.16,37.51,416.84,624,17.22,75.97,344.5,228.96,,,,,
2024-05-24T05:32:32Z,1716496352,60E85BB84CE4,26.88,36.94,416.84,603,17.18,76.15,344.5,228.03,,,,,
2024-05-24T05:33:32Z,1716496412,60E85BB84CE4,27.31,37.58,416.84,606,17.22,76.07,344.5,231.37,,,,,
2024-05-24T05:34:32Z,1716496472,60E85BB84CE4,26.92,36.91,410.74,647,17.25,76.02,339.46,229.28,,,,,
2024-05-24T05:35:32Z,1716496532,60E85BB84CE4,27.56,37.64,410.74,638,17.23,76.15,339.46,236.12,,,,,
2024-05-24T05:36:32Z,1716496592,60E85BB84CE4,27.85,38.09,410.74,626,17.26,76.06,339.46,238.22,,,,,
2024-05-24T05:37:32Z,1716496652,60E85BB84CE4,28.29,38.84,410.74,839,17.24,76.09,339.46,240.51,,,,,
2024-05-24T05:38:32Z,1716496712,60E85BB84CE4,27.27,37.36,410.74,916,17.3,75.85,339.46,232.59,,,,,
2024-05-24T05:39:32Z,1716496772,60E85BB84CE4,26.56,36.35,410.74,867,17.3,75.7,339.46,226.86,,,,,
2024-05-24T05:40:32Z,1716496832,60E85BB84CE4,27.85,38.18,410.74,850,17.33,75.81,339.46,237.27,,,,,
2024-05-24T05:41:32Z,1716496892,60E85BB84CE4,26.63,36.24,410.74,827,17.34,75.62,339.46,229.32,,,,,
2024-05-24T05:42:32Z,1716496952,60E85BB84CE4,28.01,38.94,410.74,779,17.36,75.63,339.46,233.63,,,,,
2024-05-24T05:43:32Z,1716497012,60E85BB84CE4,27.56,37.94,410.74,667,17.35,75.59,339.46,233.41,,,,,
2024-05-24T05:44:32Z,1716497072,60E85BB84CE4,27.24,37.49,410.74,624,17.33,75.71,339.46,230.74,,,,,
2024-05-24T05:45:32Z,1716497132,60E85BB84CE4,29.15,39.96,410.74,595,17.36,75.66,339.46,248.26,,,,,
2024-05-24T05:46:32Z,1716497192,60E85BB84CE4,28.63,39.41,416.84,577,17.33,75.58,344.5,242.31,,,,,
2024-05-24T05:47:32Z,1716497252,60E85BB84CE4,29,39.8,435.22,557,17.38,75.44,359.69,246.58,,,,,
2024-05-24T05:48:32Z,1716497312,60E85BB84CE4,28.79,39.19,447.55,730,17.38,75.77,369.87,247.71,,,,,
2024-05-24T05:49:32Z,1716497372,60E85BB84CE4,28.05,38.56,453.73,735,17.36,75.7,374.98,237.92,,,,,
2024-05-24T05:50:32Z,1716497432,60E85BB84CE4,28.68,39.29,466.14,724,17.37,75.76,385.24,244.54,,,,,
2024-05-24T05:51:32Z,1716497492,60E85BB84CE4,28.64,39.15,472.37,792,17.4,75.62,390.39,245,,,,,
2024-05-24T05:52:32Z,1716497552,60E85BB84CE4,28.71,39.51,478.61,806,17.44,75.43,395.54,243.25,,,,,
2024-05-24T05:53:32Z,1716497612,60E85BB84CE4,30.34,41.92,484.86,790,17.49,75.15,400.71,255.61,,,,,
2024-05-24T05:54:32Z,1716497672,60E85BB84CE4,29.71,41.64,484.86,723,17.55,75.04,400.71,244.87,,,,,
2024-05-24T05:55:32Z,1716497732,60E85BB84CE4,29.6,40.47,491.14,708,17.53,75.15,405.9,253.22,,,,,
2024-05-24T05:56:32Z,1716497792,60E85BB84CE4,28.57,39.38,497.42,871,17.56,75.08,411.09,241.43,,,,,
2024-05-24T05:57:32Z,1716497852,60E85BB84CE4,28.29,38.8,510.03,937,17.59,75.03,421.52,240.92,,,,,
2024-05-24T05:58:32Z,1716497912,60E85BB84CE4,28.87,40.03,522.71,912,17.6,75.04,431.99,241.81,,,,,
2024-05-24T05:59:32Z,1716497972,60E85BB84CE4,27.38,38.03,541.83,1028,17.62,75,447.8,228.68,,,,,
2024-05-24T06:00:32Z,1716498032,60E85BB84CE4,28.67,39.43,567.55,1031,17.6,74.97,469.05,243.08,,,,,
2024-05-24T06:01:32Z,1716498092,60E85BB84CE4,29.91,41.66,574.01,939,17.62,74.73,474.39,248.78,,,,,
2024-05-24T06:02:32Z,1716498152,60E85BB84CE4,29.09,40.06,574.01,823,17.63,74.93,474.39,246.21,,,,,
2024-05-24T06:03:32Z,1716498212,60E85BB84CE4,29.54,40.22,567.55,852,17.59,74.95,469.05,254.12,,,,,
2024-05-24T06:04:32Z,1716498272,60E85BB84CE4,29.13,40.29,561.1,872,17.6,74.77,463.72,244.91,,,,,
2024-05-24T06:05:32Z,1716498332,60E85BB84CE4,28.99,39.6,548.24,887,17.66,74.75,453.09,248.29,,,,,
2024-05-24T06:06:32Z,1716498392,60E85BB84CE4,28.63,39.3,541.83,966,17.58,74.79,447.8,243.49,,,,,
2024-05-24T06:07:32Z,1716498452,60E85BB84CE4,28.07,38.45,529.07,804,17.58,74.89,437.25,239.34,,,,,
2024-05-24T06:08:32Z,1716498512,60E85BB84CE4,28.25,38.91,522.71,773,17.59,74.87,431.99,238.97,,,,,
2024-05-24T06:09:32Z,1716498572,60E85BB84CE4,29.59,41.11,516.36,763,17.58,74.82,426.75,247.14,,,,,
2024-05-24T06:10:32Z,1716498632,60E85BB84CE4,27.98,38.73,516.36,813,17.61,74.83,426.75,235.11,,,,,
2024-05-24T06:11:32Z,1716498692,60E85BB84CE4,27.42,37.27,510.03,940,17.61,74.99,421.52,236.63,,,,,
2024-05-24T06:12:32Z,1716498752,60E85BB84CE4,29.03,39.87,510.03,926,17.61,75,421.52,246.57,,,,,
2024-05-24T06:13:32Z,1716498812,60E85BB84CE4,29.27,40.63,510.03,918,17.63,74.97,421.52,244.84,,,,,
2024-05-24T06:14:32Z,1716498872,60E85BB84CE4,29.29,40.81,516.36,938,17.67,74.79,426.75,243.57,,,,,
2024-05-24T06:15:32Z,1716498932,60E85BB84CE4,29.25,39.99,522.71,939,17.68,74.64,431.99,250.2,,,,,
2024-05-24T06:16:32Z,1716498992,60E85BB84CE4,26.95,37.26,529.07,1001,17.71,74.56,437.25,226.75,,,,,
2024-05-24T06:17:32Z,1716499052,60E85BB84CE4,28.28,38.6,529.07,828,17.62,74.77,437.25,242.55,,,,,
2024-05-24T06:18:32Z,1716499112,60E85BB84CE4,28.11,38.38,516.36,774,17.62,74.83,426.75,240.99,,,,,
2024-05-24T06:19:32Z,1716499172,60E85BB84CE4,30.2,42.58,510.03,865,17.63,74.92,421.52,246.58,,,,,
2024-05-24T06:20:32Z,1716499232,60E85BB84CE4,28.9,40.05,510.03,967,17.68,74.75,421.52,242.24,,,,,
2024-05-24T06:21:32Z,1716499292,60E85BB84CE4,28.63,39.43,510.03,991,17.72,74.68,421.52,242.16,,,,,
2024-05-24T06:22:32Z,1716499352,60E85BB84CE4,29.43,40.46,510.03,918,17.7,74.74,421.52,249.63,,,,,
2024-05-24T06:23:32Z,1716499412,60E85BB84CE4,28.87,39.57,510.03,828,17.67,74.93,421.52,246.11,,,,,
2024-05-24T06:24:32Z,1716499472,60E85BB84CE4,27.98,38.47,510.03,919,17.72,74.96,421.52,237.31,,,,,
2024-05-24T06:25:32Z,1716499532,60E85BB84CE4,27.14,37.26,510.03,907,17.75,74.77,421.52,230.79,,,,,
2024-05-24T06:26:32Z,1716499592,60E85BB84CE4,28.46,38.84,580.5,828,17.8,74.66,479.75,244.13,,,,,
2024-05-24T06:27:32Z,1716499652,60E85BB84CE4,27.45,37.92,693.17,775,17.81,74.68,572.87,231.16,,,,,
2024-05-24T06:28:32Z,1716499712,60E85BB84CE4,29.16,40.08,775.66,719,17.82,74.52,641.04,247.33,,,,,
2024-05-24T06:29:32Z,1716499772,60E85BB84CE4,28.73,39.17,796.69,718,17.85,74.53,658.42,246.82,,,,,
2024-05-24T06:30:32Z,1716499832,60E85BB84CE4,28.52,38.77,817.88,913,17.84,74.58,675.93,245.96,,,,,
2024-05-24T06:31:32Z,1716499892,60E85BB84CE4,29.37,40.38,817.88,970,17.84,74.52,675.93,249.22,,,,,
2024-05-24T06:32:32Z,1716499952,60E85BB84CE4,29.34,40.85,824.98,917,17.87,74.58,681.8,244.09,,,,,
2024-05-24T06:33:32Z,1716500012,60E85BB84CE4,28.79,39.65,817.88,912,17.9,74.57,675.93,243.7,,,,,
2024-05-24T06:34:32Z,1716500072,60E85BB84CE4,28.58,39.43,817.88,876,17.93,74.58,675.93,241.14,,,,,
2024-05-24T06:35:32Z,1716500132,60E85BB84CE4,27.89,38.33,824.98,871,17.94,74.49,681.8,236.82,,,,,
2024-05-24T06:36:32Z,1716500192,60E85BB84CE4,27.74,38.38,839.24,1000,18.04,74.07,693.58,233.09,,,,,
2024-05-24T06:37:32Z,1716500252,60E85BB84CE4,28.48,39.41,853.57,965,17.98,74.13,705.43,239.31,,,,,
2024-05-24T06:38:32Z,1716500312,60E85BB84CE4,29.51,40.57,867.98,901,17.99,74.07,717.34,250.28,,,,,
2024-05-24T06:39:32Z,1716500372,60E85BB84CE4,29.69,41.66,846.39,925,17.98,74.08,699.5,244.2,,,,,
2024-05-24T06:40:32Z,1716500432,60E85BB84CE4,29.14,40.84,803.73,809,17.93,74.32,664.24,240.05,,,,,
2024-05-24T06:41:32Z,1716500492,60E85BB84CE4,28.89,39.53,768.69,705,17.97,74.39,635.28,246.75,,,,,
2024-05-24T06:42:32Z,1716500552,60E85BB84CE4,29.91,41.88,754.8,774,17.98,74.31,623.8,246.76,,,,,
2024-05-24T06:43:32Z,1716500612,60E85BB84CE4,30.05,42.13,747.88,892,18,74.22,618.08,247.53,,,,,
2024-05-24T06:44:32Z,1716500672,60E85BB84CE4,29.67,40.64,740.98,836,18.03,74.04,612.38,253.06,,,,,
2024-05-24T06:45:32Z,1716500732,60E85BB84CE4,29.72,40.91,734.1,832,18.07,73.99,606.69,251.75,,,,,
2024-05-24T06:46:32Z,1716500792,60E85BB84CE4,29.15,40.43,740.98,1000,18.06,73.97,612.38,244.07,,,,,
2024-05-24T06:47:32Z,1716500852,60E85BB84CE4,28.63,39.37,740.98,854,18.13,73.7,612.38,242.79,,,,,
2024-05-24T06:48:32Z,1716500912,60E85BB84CE4,29.12,40.31,734.1,783,18.11,73.68,606.69,244.52,,,,,
2024-05-24T06:49:32Z,1716500972,60E85BB84CE4,28.58,39.21,740.98,959,18.16,73.63,612.38,243.28,,,,,
2024-05-24T06:50:32Z,1716501032,60E85BB84CE4,26.95,36.64,747.88,929,18.21,73.38,618.08,232.47,,,,,
2024-05-24T06:51:32Z,1716501092,60E85BB84CE4,27.11,37.11,740.98,861,18.23,73.38,612.38,231.49,,,,,
2024-05-24T06:52:32Z,1716501152,60E85BB84CE4,28.98,39.77,734.1,863,18.21,73.43,606.69,246.43,,,,,
2024-05-24T06:53:32Z,1716501212,60E85BB84CE4,28.67,39.5,727.24,721,18.24,73.28,601.02,242.48,,,,,
2024-05-24T06:54:32Z,1716501272,60E85BB84CE4,29.27,39.76,713.56,665,18.27,73.32,589.72,252.79,,,,,
2024-05-24T06:55:32Z,1716501332,60E85BB84CE4,29.59,40.81,706.75,658,18.23,73.44,584.09,249.82,,,,,
2024-05-24T06:56:32Z,1716501392,60E85BB84CE4,28.98,40.04,713.56,710,18.32,73.28,589.72,244.03,,,,,
2024-05-24T06:57:32Z,1716501452,60E85BB84CE4,27.37,37.58,727.24,812,18.33,73.21,601.02,232.7,,,,,
2024-05-24T06:58:32Z,1716501512,60E85BB84CE4,29.3,40.29,734.1,944,18.36,73.02,606.69,248.49,,,,,
2024-05-24T06:59:32Z,1716501572,60E85BB84CE4,29.14,40.06,740.98,917,18.36,72.84,612.38,247.22,,,,,
2024-05-24T07:00:32Z,1716501632,60E85BB84CE4,30.19,42.25,734.1,715,18.4,72.59,606.69,249.42,,,,,
2024-05-24T07:01:32Z,1716501692,60E85BB84CE4,30.08,41.84,740.98,688,18.39,72.53,612.38,250.66,,,,,
2024-05-24T07:02:32Z,1716501752,60E85BB84CE4,30.89,42.89,740.98,987,18.43,72.44,612.38,258.25,,,,,
2024-05-24T07:03:32Z,1716501812,60E85BB84CE4,30.22,41.84,754.8,1088,18.43,72.37,623.8,253.82,,,,,
2024-05-24T07:04:32Z,1716501872,60E85BB84CE4,29.36,40.03,768.69,943,18.43,72.18,635.28,252.17,,,,,
2024-05-24T07:05:32Z,1716501932,60E85BB84CE4,30.49,41.73,782.65,816,18.46,72.27,646.82,260.42,,,,,
2024-05-24T07:06:32Z,1716501992,60E85BB84CE4,29.77,40.86,796.69,964,18.49,72.23,658.42,253.24,,,,,
2024-05-24T07:07:32Z,1716502052,60E85BB84CE4,30.87,42.75,832.1,972,18.48,72.26,687.68,259.14,,,,,
2024-05-24T07:08:32Z,1716502112,60E85BB84CE4,31.54,44,853.57,934,18.47,72.29,705.43,261.71,,,,,
2024-05-24T07:09:32Z,1716502172,60E85BB84CE4,30.43,41.64,875.22,936,18.48,72.35,723.32,259.98,,,,,
2024-05-24T07:10:32Z,1716502232,60E85BB84CE4,30.32,41.62,919.04,894,18.52,72.27,759.54,257.8,,,,,
2024-05-24T07:11:32Z,1716502292,60E85BB84CE4,30.8,42.53,853.57,740,18.56,71.89,705.43,259.49,,,,,
2024-05-24T07:12:32Z,1716502352,60E85BB84CE4,30.5,42.11,775.66,683,18.59,71.95,641.04,257.03,,,,,
2024-05-24T07:13:32Z,1716502412,60E85BB84CE4,31.92,44.24,734.1,720,18.63,71.7,606.69,267.67,,,,,
2024-05-24T07:14:32Z,1716502472,60E85BB84CE4,32.19,44.56,484.86,791,18.64,71.65,400.71,270.37,,,,,
2024-05-24T07:15:32Z,1716502532,60E85BB84CE4,31.35,43.27,344.55,848,18.63,71.76,284.75,264.4,,,,,
2024-05-24T07:16:32Z,1716502592,60E85BB84CE4,21.62,46.66,332.69,834,18.57,71.97,274.95,269.97,,,,,
2024-05-24T07:17:32Z,1716502652,60E85BB84CE4,21.35,45.58,516.36,764,18.56,71.99,426.75,271.32,,,,,
2024-05-24T07:18:32Z,1716502712,60E85BB84CE4,31.55,43.54,429.08,740,18.58,71.83,354.61,266.07,,,,,
2024-05-24T07:19:32Z,1716502772,60E85BB84CE4,21.09,44.75,285.76,758,18.58,71.77,236.17,270.46,,,,,
2024-05-24T07:20:32Z,1716502832,60E85BB84CE4,31.2,42.9,216.88,714,18.58,71.84,179.24,264.75,,,,,
2024-05-24T07:21:32Z,1716502892,60E85BB84CE4,30.81,42.93,362.44,635,18.57,72.05,299.54,256.24,,,,,
2024-05-24T07:22:32Z,1716502952,60E85BB84CE4,31.08,43.18,320.88,651,18.63,71.87,265.19,259.67,,,,,
2024-05-24T07:23:32Z,1716503012,60E85BB84CE4,30.03,41.19,222.55,682,18.63,71.74,183.92,255.66,,,,,
2024-05-24T07:24:32Z,1716503072,60E85BB84CE4,32.17,45.08,177.5,670,18.66,71.69,146.69,265.1,,,,,
2024-05-24T07:25:32Z,1716503132,60E85BB84CE4,31.63,44.62,138.68,609,18.7,71.58,114.62,257.97,,,,,
2024-05-24T07:26:32Z,1716503192,60E85BB84CE4,31.18,42.77,116.76,662,18.7,71.46,96.49,265.49,,,,,
2024-05-24T07:27:32Z,1716503252,60E85BB84CE4,31.24,43.13,100.43,711,18.74,71.4,83,263.35,,,,,
2024-05-24T07:28:32Z,1716503312,60E85BB84CE4,31.73,43.63,95.01,768,18.82,71.22,78.52,269.2,,,,,
2024-05-24T07:29:32Z,1716503372,60E85BB84CE4,30.74,42.86,84.2,851,18.87,70.76,69.59,255.35,,,,,
2024-05-24T07:30:32Z,1716503432,60E85BB84CE4,29.93,42.05,84.2,880,18.86,70.7,69.59,245.7,,,,,
2024-05-24T07:31:32Z,1716503492,60E85BB84CE4,31.47,43.72,78.81,811,18.98,70.44,65.13,262.85,,,,,
2024-05-24T07:32:32Z,1716503552,60E85BB84CE4,31.61,44.38,78.81,727,18.96,70.47,65.13,259.73,,,,,
2024-05-24T07:33:32Z,1716503612,60E85BB84CE4,31.13,43.22,73.43,723,18.97,70.55,60.69,260.28,,,,,
2024-05-24T07:34:32Z,1716503672,60E85BB84CE4,30.9,42.85,73.43,767,18.96,70.28,60.69,258.66,,,,,
