CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-30T00:00:11Z,1716994811,60E85BB84CE4,2.99,3.98,166.35,868,18.33,36.51,137.48,26.46,,,
2024-05-30T00:01:11Z,1716994871,60E85BB84CE4,2.84,3.79,166.35,635,18.37,36.61,137.48,25.2,,,
2024-05-30T00:02:11Z,1716994931,60E85BB84CE4,2.74,3.65,171.92,534,18.37,36.59,142.08,24.26,,,
2024-05-30T00:03:11Z,1716994991,60E85BB84CE4,3.09,4.12,171.92,502,18.38,36.59,142.08,27.41,,,
2024-05-30T00:04:11Z,1716995051,60E85BB84CE4,2.53,3.37,171.92,489,18.34,36.82,142.08,22.41,,,
2024-05-30T00:05:11Z,1716995111,60E85BB84CE4,3.08,4.1,171.92,894,18.37,37.11,142.08,27.27,,,
2024-05-30T00:06:11Z,1716995171,60E85BB84CE4,2.72,3.63,171.92,702,18.26,37.59,142.08,24.14,,,
2024-05-30T00:07:11Z,1716995231,60E85BB84CE4,3.04,4.05,171.92,565,18.24,37.94,142.08,26.92,,,
2024-05-30T00:08:11Z,1716995291,60E85BB84CE4,2.99,3.98,177.5,501,18.3,38.18,146.69,26.48,,,
2024-05-30T00:09:11Z,1716995351,60E85BB84CE4,2.75,3.66,183.09,489,18.24,38.69,151.31,24.35,,,
2024-05-30T00:10:11Z,1716995411,60E85BB84CE4,2.89,3.86,183.09,574,18.25,38.79,151.31,25.66,,,
2024-05-30T00:11:11Z,1716995471,60E85BB84CE4,3.21,4.28,188.69,821,18.27,38.75,155.94,28.46,,,
2024-05-30T00:12:11Z,1716995531,60E85BB84CE4,2.98,3.98,188.69,604,18.28,39.24,155.94,26.45,,,
2024-05-30T00:13:11Z,1716995591,60E85BB84CE4,3.15,4.2,188.69,517,18.28,39.21,155.94,27.9,,,689.4256944
2024-05-30T00:14:11Z,1716995651,60E85BB84CE4,3.01,4.02,188.69,501,18.27,39.5,155.94,26.69,,,
2024-05-30T00:15:11Z,1716995711,60E85BB84CE4,3.33,4.44,194.3,523,18.24,39.05,160.58,29.5,,,
2024-05-30T00:16:11Z,1716995771,60E85BB84CE4,3.14,4.18,199.93,941,18.35,38.77,165.23,27.81,,,
2024-05-30T00:17:11Z,1716995831,60E85BB84CE4,3.06,4.08,211.21,613,18.36,38.81,174.56,27.09,,,
2024-05-30T00:18:11Z,1716995891,60E85BB84CE4,3.08,4.11,222.55,531,18.32,38.75,183.92,27.29,,,
2024-05-30T00:19:11Z,1716995951,60E85BB84CE4,3.02,4.02,256.84,496,18.28,39.04,212.27,26.75,,,
2024-05-30T00:20:11Z,1716996011,60E85BB84CE4,2.78,3.7,285.76,488,18.24,39.31,236.17,24.62,,,
2024-05-30T00:21:11Z,1716996071,60E85BB84CE4,2.97,3.96,338.61,1008,18.33,39.12,279.84,26.33,,,
2024-05-30T00:22:11Z,1716996131,60E85BB84CE4,2.9,3.87,380.45,723,18.27,39.36,314.42,25.74,,,
2024-05-30T00:23:11Z,1716996191,60E85BB84CE4,2.88,3.84,422.95,553,18.27,39.53,349.55,25.49,,,
2024-05-30T00:24:11Z,1716996251,60E85BB84CE4,3.05,4.07,441.38,510,18.3,39.49,364.77,27.04,,,
2024-05-30T00:25:11Z,1716996311,60E85BB84CE4,3.28,4.38,447.55,488,18.28,39.55,369.87,29.1,,,
2024-05-30T00:26:11Z,1716996371,60E85BB84CE4,3.05,4.07,447.55,667,18.27,39.94,369.87,27.05,,,
2024-05-30T00:27:11Z,1716996431,60E85BB84CE4,3.01,4.01,447.55,891,18.35,40.2,369.87,26.66,,,
2024-05-30T00:28:11Z,1716996491,60E85BB84CE4,3.36,4.48,441.38,621,18.34,40.7,364.77,29.75,,,
2024-05-30T00:29:11Z,1716996551,60E85BB84CE4,2.7,3.6,435.22,540,18.31,40.86,359.69,23.95,,,
2024-05-30T00:30:11Z,1716996611,60E85BB84CE4,2.95,3.93,422.95,499,18.27,41.48,349.55,26.15,,,
2024-05-30T00:31:11Z,1716996671,60E85BB84CE4,2.91,3.88,422.95,485,18.3,41.67,349.55,25.78,,,
2024-05-30T00:32:11Z,1716996731,60E85BB84CE4,3.15,4.2,447.55,855,18.2,42.02,369.87,27.92,,,
2024-05-30T00:33:11Z,1716996791,60E85BB84CE4,2.5,3.34,447.55,698,18.28,41.9,369.87,22.18,,,
2024-05-30T00:34:11Z,1716996851,60E85BB84CE4,2.69,3.58,422.95,532,18.24,42.57,349.55,23.82,,,
2024-05-30T00:35:11Z,1716996911,60E85BB84CE4,2.56,3.41,404.66,506,18.23,42.73,334.43,22.66,,,
2024-05-30T00:36:11Z,1716996971,60E85BB84CE4,2.9,3.86,380.45,482,18.28,42.62,314.42,25.66,,,
2024-05-30T00:37:11Z,1716997031,60E85BB84CE4,3.12,4.15,374.43,923,18.24,42.92,309.45,27.62,,,
2024-05-30T00:38:11Z,1716997091,60E85BB84CE4,3.05,4.07,368.43,675,18.24,42.94,304.49,27.07,,,
2024-05-30T00:39:11Z,1716997151,60E85BB84CE4,2.88,3.84,362.44,565,18.26,42.79,299.54,25.5,,,
2024-05-30T00:40:11Z,1716997211,60E85BB84CE4,2.73,3.64,356.46,509,18.21,43.12,294.6,24.22,,,
2024-05-30T00:41:11Z,1716997271,60E85BB84CE4,2.59,3.46,356.46,486,18.21,43.1,294.6,22.99,,,
2024-05-30T00:42:11Z,1716997331,60E85BB84CE4,2.84,3.78,356.46,737,18.22,43.01,294.6,25.13,,,
2024-05-30T00:43:11Z,1716997391,60E85BB84CE4,3.07,4.09,362.44,872,18.26,42.86,299.54,27.22,,,
2024-05-30T00:44:11Z,1716997451,60E85BB84CE4,2.72,3.63,368.43,653,18.23,43.15,304.49,24.11,,,
2024-05-30T00:45:11Z,1716997511,60E85BB84CE4,2.81,3.75,386.48,548,18.2,43.43,319.41,24.93,,,
2024-05-30T00:46:11Z,1716997571,60E85BB84CE4,2.66,3.55,404.66,519,18.18,43.64,334.43,23.59,,,
2024-05-30T00:47:11Z,1716997631,60E85BB84CE4,2.86,3.82,453.73,505,18.23,43.76,374.98,25.38,,,
2024-05-30T00:48:11Z,1716997691,60E85BB84CE4,2.99,3.99,503.72,490,18.29,44.04,416.3,26.51,,,
2024-05-30T00:49:11Z,1716997751,60E85BB84CE4,2.73,3.65,580.5,908,18.2,44.12,479.75,24.24,,,
2024-05-30T00:50:11Z,1716997811,60E85BB84CE4,2.72,3.62,619.73,730,18.28,44.18,512.17,24.08,,,
2024-05-30T00:51:11Z,1716997871,60E85BB84CE4,2.52,3.36,639.56,577,18.22,44.4,528.56,22.36,,,
2024-05-30T00:52:11Z,1716997931,60E85BB84CE4,2.33,3.11,639.56,515,18.2,44.58,528.56,20.65,,,
2024-05-30T00:53:11Z,1716997991,60E85BB84CE4,2.63,3.51,613.15,498,18.2,44.74,506.73,23.35,,,
2024-05-30T00:54:11Z,1716998051,60E85BB84CE4,2.88,3.84,587,486,18.23,44.72,485.12,25.51,,,
2024-05-30T00:55:11Z,1716998111,60E85BB84CE4,2.36,3.15,548.24,911,18.2,45.11,453.09,20.96,,,
2024-05-30T00:56:11Z,1716998171,60E85BB84CE4,2.62,3.49,516.36,696,18.16,45.08,426.75,23.18,,,
2024-05-30T00:57:11Z,1716998231,60E85BB84CE4,2.49,3.33,472.37,542,18.17,45.15,390.39,22.11,,,
2024-05-30T00:58:11Z,1716998291,60E85BB84CE4,2.74,3.65,447.55,508,18.26,44.8,369.87,24.29,,,
2024-05-30T00:59:11Z,1716998351,60E85BB84CE4,2.46,3.28,435.22,493,18.31,44.8,359.69,21.77,,,
2024-05-30T01:00:11Z,1716998411,60E85BB84CE4,2.6,3.46,429.08,697,18.24,44.93,354.61,23.01,,,
2024-05-30T01:01:11Z,1716998471,60E85BB84CE4,2.86,3.81,422.95,808,18.21,45.15,349.55,25.31,,,
2024-05-30T01:02:11Z,1716998531,60E85BB84CE4,2.46,3.28,422.95,569,18.2,45.36,349.55,21.83,,,
2024-05-30T01:03:11Z,1716998591,60E85BB84CE4,2.43,3.23,422.95,512,18.24,45.51,349.55,21.49,,,
2024-05-30T01:04:11Z,1716998651,60E85BB84CE4,2.53,3.37,416.84,491,18.22,45.64,344.5,22.4,,,
2024-05-30T01:05:11Z,1716998711,60E85BB84CE4,2.51,3.35,410.74,578,18.17,45.51,339.46,22.28,,,
2024-05-30T01:06:11Z,1716998771,60E85BB84CE4,2.78,3.71,404.66,935,18.27,45.52,334.43,24.66,,,
2024-05-30T01:07:11Z,1716998831,60E85BB84CE4,2.6,3.46,404.66,645,18.18,45.73,334.43,23.01,,,
2024-05-30T01:08:11Z,1716998891,60E85BB84CE4,2.62,3.5,398.58,538,18.17,45.85,329.41,23.26,,,
2024-05-30T01:09:11Z,1716998951,60E85BB84CE4,2.73,3.64,398.58,502,18.15,45.88,329.41,24.22,,,
2024-05-30T01:10:11Z,1716999011,60E85BB84CE4,2.78,3.7,392.53,489,18.16,45.9,324.4,24.6,,,
2024-05-30T01:11:11Z,1716999071,60E85BB84CE4,2.85,3.8,386.48,785,18.19,45.87,319.41,25.25,,,
2024-05-30T01:12:11Z,1716999131,60E85BB84CE4,2.86,3.82,386.48,710,18.16,45.82,319.41,25.39,,,
2024-05-30T01:13:11Z,1716999191,60E85BB84CE4,2.56,3.41,380.45,567,18.17,45.95,314.42,22.67,,,
2024-05-30T01:14:11Z,1716999251,60E85BB84CE4,2.85,3.81,380.45,507,18.16,46.01,314.42,25.29,,,
2024-05-30T01:15:11Z,1716999311,60E85BB84CE4,2.61,3.48,380.45,490,18.14,46.2,314.42,23.13,,,
2024-05-30T01:16:11Z,1716999371,60E85BB84CE4,2.25,3.01,380.45,489,18.23,46.19,314.42,19.98,,,
2024-05-30T01:17:11Z,1716999431,60E85BB84CE4,2.64,3.51,380.45,1031,18.2,46.13,314.42,23.36,,,
2024-05-30T01:18:11Z,1716999491,60E85BB84CE4,2.88,3.84,380.45,769,18.18,46.04,314.42,25.51,,,
2024-05-30T01:19:11Z,1716999551,60E85BB84CE4,2.78,3.7,386.48,547,18.13,45.9,319.41,24.6,,,
2024-05-30T01:20:11Z,1716999611,60E85BB84CE4,2.3,3.06,386.48,510,18.14,46.2,319.41,20.35,,,
2024-05-30T01:21:11Z,1716999671,60E85BB84CE4,2.55,3.4,386.48,494,18.11,45.94,319.41,22.6,,,
