CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-06-03T00:00:13Z,1717340413,60E85BB84CE4,4.65,6.2,127.7,716,17.66,54.04,105.54,41.24,,
2024-06-03T00:01:13Z,1717340473,60E85BB84CE4,5.04,6.72,127.7,566,17.64,54.26,105.54,44.69,,
2024-06-03T00:02:13Z,1717340533,60E85BB84CE4,4.33,5.78,127.7,516,17.62,54.35,105.54,38.42,,
2024-06-03T00:03:13Z,1717340593,60E85BB84CE4,4.85,6.47,127.7,665,17.65,54.34,105.54,43,,
2024-06-03T00:04:13Z,1717340653,60E85BB84CE4,5.3,7.06,127.7,704,17.69,54.18,105.54,46.95,,
2024-06-03T00:05:13Z,1717340713,60E85BB84CE4,4.42,5.89,127.7,561,17.69,54.18,105.54,39.13,,
2024-06-03T00:06:13Z,1717340773,60E85BB84CE4,4.12,5.5,127.7,500,17.68,54.29,105.54,36.55,,
2024-06-03T00:07:13Z,1717340833,60E85BB84CE4,4.27,5.7,127.7,753,17.65,54.34,105.54,37.88,,
2024-06-03T00:08:13Z,1717340893,60E85BB84CE4,4.94,6.59,127.7,678,17.63,54.38,105.54,43.79,,
2024-06-03T00:09:13Z,1717340953,60E85BB84CE4,4.56,6.08,127.7,544,17.62,54.41,105.54,40.38,,460.8027778
2024-06-03T00:10:13Z,1717341013,60E85BB84CE4,5.03,6.7,127.7,508,17.65,54.33,105.54,44.56,,
2024-06-03T00:11:13Z,1717341073,60E85BB84CE4,4.97,6.63,127.7,713,17.65,54.41,105.54,44.04,,
2024-06-03T00:12:13Z,1717341133,60E85BB84CE4,4.29,5.71,127.7,607,17.63,54.33,105.54,37.98,,
2024-06-03T00:13:13Z,1717341193,60E85BB84CE4,4.43,5.91,127.7,532,17.66,54.29,105.54,39.26,,
2024-06-03T00:14:13Z,1717341253,60E85BB84CE4,4.6,6.14,127.7,513,17.62,54.31,105.54,40.8,,
2024-06-03T00:15:13Z,1717341313,60E85BB84CE4,4.95,6.6,127.7,737,17.67,54.19,105.54,43.86,,
