CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-28T00:00:42Z,1716822042,60E85BB84CE4,3.64,4.86,105.86,475,17.13,63.36,87.49,32.29,,,
2024-05-28T00:01:42Z,1716822102,60E85BB84CE4,3.6,4.8,105.86,481,17.1,63.64,87.49,31.91,,,
2024-05-28T00:02:42Z,1716822162,60E85BB84CE4,4.24,5.65,105.86,480,17.07,64.04,87.49,37.54,,,
2024-05-28T00:03:42Z,1716822222,60E85BB84CE4,3.64,4.85,111.3,478,16.97,64.27,91.99,32.26,,,
2024-05-28T00:04:42Z,1716822282,60E85BB84CE4,4.38,5.84,111.3,478,16.97,64.27,91.99,38.82,,,
2024-05-28T00:05:42Z,1716822342,60E85BB84CE4,3.97,5.29,111.3,477,17.03,64.11,91.99,35.16,,,
2024-05-28T00:06:42Z,1716822402,60E85BB84CE4,3.66,4.89,111.3,481,17.06,63.87,91.99,32.47,,,460.0430556
2024-05-28T00:07:42Z,1716822462,60E85BB84CE4,3.54,4.72,111.3,482,17.05,63.68,91.99,31.39,,,
2024-05-28T00:08:42Z,1716822522,60E85BB84CE4,3.99,5.32,111.3,479,17.06,63.67,91.99,35.37,,,
2024-05-28T00:09:42Z,1716822582,60E85BB84CE4,4.18,5.57,116.76,472,17.01,63.87,96.49,37.02,,,
2024-05-28T00:10:42Z,1716822642,60E85BB84CE4,3.71,4.95,116.76,473,17.01,63.77,96.49,32.9,,,
2024-05-28T00:11:42Z,1716822702,60E85BB84CE4,3.93,5.25,116.76,475,17.05,63.49,96.49,34.87,,,
2024-05-28T00:12:42Z,1716822762,60E85BB84CE4,4.29,5.73,116.76,477,17,64.09,96.49,38.06,,,
2024-05-28T00:13:42Z,1716822822,60E85BB84CE4,4.22,5.63,116.76,476,16.94,64.57,96.49,37.4,,,
2024-05-28T00:14:42Z,1716822882,60E85BB84CE4,4.56,6.08,116.76,475,16.92,64.75,96.49,40.42,,,
2024-05-28T00:15:42Z,1716822942,60E85BB84CE4,4.09,5.46,116.76,474,16.93,64.56,96.49,36.28,,,
2024-05-28T00:16:42Z,1716823002,60E85BB84CE4,3.96,5.28,122.22,482,16.97,64.52,101.01,35.08,,,
2024-05-28T00:17:42Z,1716823062,60E85BB84CE4,3.94,5.25,122.22,483,16.94,64.47,101.01,34.88,,,
2024-05-28T00:18:42Z,1716823122,60E85BB84CE4,3.8,5.07,122.22,483,16.9,64.57,101.01,33.72,,,
2024-05-28T00:19:42Z,1716823182,60E85BB84CE4,4.18,5.58,127.7,479,16.93,64.69,105.54,37.09,,,
2024-05-28T00:20:42Z,1716823242,60E85BB84CE4,3.85,5.14,127.7,476,16.91,64.49,105.54,34.15,,,
2024-05-28T00:21:42Z,1716823302,60E85BB84CE4,3.84,5.12,127.7,475,16.8,64.86,105.54,34,,,
2024-05-28T00:22:42Z,1716823362,60E85BB84CE4,3.67,4.89,127.7,477,16.83,65.3,105.54,32.52,,,
2024-05-28T00:23:42Z,1716823422,60E85BB84CE4,4.05,5.41,127.7,476,16.8,65.59,105.54,35.93,,,
2024-05-28T00:24:42Z,1716823482,60E85BB84CE4,3.86,5.14,127.7,475,16.78,65.47,105.54,34.19,,,
2024-05-28T00:25:42Z,1716823542,60E85BB84CE4,4.01,5.35,133.19,476,16.76,65.54,110.07,35.53,,,
2024-05-28T00:26:42Z,1716823602,60E85BB84CE4,3.47,4.62,133.19,478,16.77,65.63,110.07,30.72,,,
2024-05-28T00:27:42Z,1716823662,60E85BB84CE4,3.73,4.97,133.19,481,16.8,65.41,110.07,33.05,,,
2024-05-28T00:28:42Z,1716823722,60E85BB84CE4,3.63,4.85,133.19,483,16.78,65.26,110.07,32.21,,,
2024-05-28T00:29:42Z,1716823782,60E85BB84CE4,4.07,5.43,138.68,482,16.7,65.46,114.62,36.07,,,
2024-05-28T00:30:42Z,1716823842,60E85BB84CE4,4,5.33,138.68,477,16.67,66.05,114.62,35.42,,,
2024-05-28T00:31:42Z,1716823902,60E85BB84CE4,3.71,4.95,138.68,475,16.7,66.14,114.62,32.88,,,
2024-05-28T00:32:42Z,1716823962,60E85BB84CE4,3.96,5.28,138.68,474,16.69,65.88,114.62,35.1,,,
2024-05-28T00:33:42Z,1716824022,60E85BB84CE4,4.19,5.59,138.68,481,16.6,66.28,114.62,37.16,,,
2024-05-28T00:34:42Z,1716824082,60E85BB84CE4,3.83,5.1,138.68,483,16.65,66.11,114.62,33.93,,,
2024-05-28T00:35:42Z,1716824142,60E85BB84CE4,4.24,5.65,144.19,484,16.71,66.04,119.17,37.54,,,
2024-05-28T00:36:42Z,1716824202,60E85BB84CE4,3.73,4.97,144.19,482,16.72,66.04,119.17,33.06,,,
2024-05-28T00:37:42Z,1716824262,60E85BB84CE4,3.89,5.19,144.19,479,16.69,66.28,119.17,34.51,,,
2024-05-28T00:38:42Z,1716824322,60E85BB84CE4,4.55,6.07,149.72,480,16.69,66.34,123.73,40.33,,,
2024-05-28T00:39:42Z,1716824382,60E85BB84CE4,3.82,5.09,149.72,486,16.7,66.24,123.73,33.86,,,
2024-05-28T00:40:42Z,1716824442,60E85BB84CE4,4.2,5.6,155.25,479,16.68,66.31,128.31,37.22,,,
2024-05-28T00:41:42Z,1716824502,60E85BB84CE4,4.18,5.58,160.79,478,16.67,66.54,132.89,37.06,,,
2024-05-28T00:42:42Z,1716824562,60E85BB84CE4,4.14,5.52,160.79,478,16.63,66.66,132.89,36.72,,,
2024-05-28T00:43:42Z,1716824622,60E85BB84CE4,4.33,5.77,166.35,481,16.53,67.13,137.48,38.36,,,
2024-05-28T00:44:42Z,1716824682,60E85BB84CE4,4.22,5.62,166.35,480,16.52,67.17,137.48,37.36,,,
2024-05-28T00:45:42Z,1716824742,60E85BB84CE4,4.14,5.52,171.92,478,16.47,67.21,142.08,36.71,,,
2024-05-28T00:46:42Z,1716824802,60E85BB84CE4,4.08,5.43,177.5,476,16.58,67.02,146.69,36.12,,,
2024-05-28T00:47:42Z,1716824862,60E85BB84CE4,4.2,5.6,177.5,474,16.63,66.94,146.69,37.25,,,
2024-05-28T00:48:42Z,1716824922,60E85BB84CE4,3.78,5.04,183.09,476,16.64,66.9,151.31,33.47,,,
2024-05-28T00:49:42Z,1716824982,60E85BB84CE4,4.28,5.7,194.3,483,16.64,67.22,160.58,37.89,,,
2024-05-28T00:50:42Z,1716825042,60E85BB84CE4,3.93,5.24,222.55,491,16.62,67.09,183.92,34.83,,,
2024-05-28T00:51:42Z,1716825102,60E85BB84CE4,4.01,5.35,251.1,490,16.68,66.84,207.52,35.54,,,
2024-05-28T00:52:42Z,1716825162,60E85BB84CE4,4.19,5.59,285.76,489,16.65,66.83,236.17,37.17,,,
2024-05-28T00:53:42Z,1716825222,60E85BB84CE4,3.84,5.12,303.26,490,16.58,67.11,250.63,34.02,,,
2024-05-28T00:54:42Z,1716825282,60E85BB84CE4,4.11,5.48,320.88,490,16.61,67.16,265.19,36.42,,,
2024-05-28T00:55:42Z,1716825342,60E85BB84CE4,4.15,5.54,326.78,490,16.64,67.26,270.06,36.8,,,
2024-05-28T00:56:42Z,1716825402,60E85BB84CE4,4.02,5.35,344.55,494,16.64,67.25,284.75,35.59,,,
2024-05-28T00:57:42Z,1716825462,60E85BB84CE4,4.35,5.81,362.44,495,16.61,67.33,299.54,38.59,,,
2024-05-28T00:58:42Z,1716825522,60E85BB84CE4,4.19,5.59,374.43,496,16.67,66.8,309.45,37.13,,,
2024-05-28T00:59:42Z,1716825582,60E85BB84CE4,3.78,5.04,374.43,498,16.65,67.07,309.45,33.51,,,
2024-05-28T01:00:42Z,1716825642,60E85BB84CE4,3.94,5.25,374.43,490,16.65,66.89,309.45,34.88,,,
2024-05-28T01:01:42Z,1716825702,60E85BB84CE4,4.1,5.46,368.43,488,16.71,66.91,304.49,36.31,,,
