CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-15T00:00:31Z,1715698831,60E85BB84CE4,3.65,4.87,510.03,672,17.19,42.53,421.52,32.37,,
2024-05-15T00:01:31Z,1715698891,60E85BB84CE4,3.33,4.45,503.72,644,17.08,42.53,416.3,29.55,,
2024-05-15T00:02:31Z,1715698951,60E85BB84CE4,3.52,4.7,491.14,600,16.95,42.88,405.9,31.23,,
2024-05-15T00:03:31Z,1715699011,60E85BB84CE4,3.43,4.57,484.86,551,16.92,43.13,400.71,30.36,,
2024-05-15T00:04:31Z,1715699071,60E85BB84CE4,3.5,4.67,478.61,617,16.99,43.23,395.54,31.03,,
2024-05-15T00:05:31Z,1715699131,60E85BB84CE4,3.59,4.78,484.86,681,16.99,43.29,400.71,31.78,,575.0958333
2024-05-15T00:06:31Z,1715699191,60E85BB84CE4,3.7,4.93,503.72,664,16.91,43.59,416.3,32.79,,
2024-05-15T00:07:31Z,1715699251,60E85BB84CE4,3.51,4.68,541.83,707,16.94,43.75,447.8,31.08,,
2024-05-15T00:08:31Z,1715699311,60E85BB84CE4,3.37,4.5,734.1,900,16.98,43.7,606.69,29.9,,
2024-05-15T00:09:31Z,1715699371,60E85BB84CE4,3.94,5.25,948.67,984,16.97,43.64,784.02,34.89,,
2024-05-15T00:10:31Z,1715699431,60E85BB84CE4,3.54,4.72,897.04,752,16.85,44.15,741.36,31.4,,
2024-05-15T00:11:31Z,1715699491,60E85BB84CE4,3.72,4.96,775.66,653,16.82,44.27,641.04,32.99,,
2024-05-15T00:12:31Z,1715699551,60E85BB84CE4,3.19,4.26,672.94,627,16.85,44.16,556.15,28.31,,
2024-05-15T00:13:31Z,1715699611,60E85BB84CE4,3.62,4.83,639.56,646,16.84,44.25,528.56,32.12,,
2024-05-15T00:14:31Z,1715699671,60E85BB84CE4,3.82,5.09,600.04,648,16.86,44.17,495.9,33.83,,
2024-05-15T00:15:31Z,1715699731,60E85BB84CE4,3.75,5,593.51,674,16.9,44.06,490.5,33.2,,
2024-05-15T00:16:31Z,1715699791,60E85BB84CE4,3.78,5.04,652.86,737,16.91,44.11,539.56,33.52,,
2024-05-15T00:17:31Z,1715699851,60E85BB84CE4,3.26,4.34,659.54,727,16.95,43.94,545.07,28.88,,
2024-05-15T00:18:31Z,1715699911,60E85BB84CE4,3.14,4.19,699.95,780,16.98,43.71,578.47,27.83,,
2024-05-15T00:19:31Z,1715699971,60E85BB84CE4,3.22,4.29,775.66,835,17,43.63,641.04,28.53,,
2024-05-15T00:20:31Z,1715700031,60E85BB84CE4,3.11,4.15,846.39,851,17.06,43.21,699.5,27.58,,
2024-05-15T00:21:31Z,1715700091,60E85BB84CE4,2.95,3.93,817.88,790,17.07,42.96,675.93,26.1,,
2024-05-15T00:22:31Z,1715700151,60E85BB84CE4,3.31,4.41,846.39,813,17.14,42.98,699.5,29.29,,
2024-05-15T00:23:31Z,1715700211,60E85BB84CE4,3.32,4.42,875.22,866,17.16,42.83,723.32,29.38,,
2024-05-15T00:24:31Z,1715700271,60E85BB84CE4,2.98,3.98,993.72,947,17.23,42.14,821.26,26.44,,
2024-05-15T00:25:31Z,1715700331,60E85BB84CE4,3.24,4.31,1101.89,1004,17.28,42.17,910.65,28.68,,
2024-05-15T00:26:31Z,1715700391,60E85BB84CE4,3.13,4.17,1031.85,892,17.24,42.09,852.77,27.72,,
2024-05-15T00:27:31Z,1715700451,60E85BB84CE4,3.04,4.05,867.98,766,17.17,42.18,717.34,26.9,,
