CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-29T00:00:42Z,1716908442,60E85BB84CE4,1.68,2.24,484.86,587,18.32,58.36,400.71,14.91,,
2024-05-29T00:01:42Z,1716908502,60E85BB84CE4,2.09,2.79,503.72,594,18.3,58.74,416.3,18.56,,
2024-05-29T00:02:42Z,1716908562,60E85BB84CE4,2.2,2.93,478.61,579,18.31,58.6,395.54,19.46,,
2024-05-29T00:03:42Z,1716908622,60E85BB84CE4,2.07,2.76,453.73,577,18.32,58.27,374.98,18.37,,
2024-05-29T00:04:42Z,1716908682,60E85BB84CE4,1.79,2.38,416.84,601,18.32,58.45,344.5,15.84,,
2024-05-29T00:05:42Z,1716908742,60E85BB84CE4,1.72,2.29,392.53,594,18.25,58.67,324.4,15.25,,
2024-05-29T00:06:42Z,1716908802,60E85BB84CE4,1.99,2.66,404.66,577,18.24,58.73,334.43,17.67,,
2024-05-29T00:07:42Z,1716908862,60E85BB84CE4,1.94,2.59,441.38,565,18.25,58.95,364.77,17.21,,
2024-05-29T00:08:42Z,1716908922,60E85BB84CE4,1.66,2.21,478.61,545,18.22,59.34,395.54,14.71,,
2024-05-29T00:09:42Z,1716908982,60E85BB84CE4,2.1,2.8,472.37,538,18.17,59.29,390.39,18.61,,502.6271777
2024-05-29T00:10:42Z,1716909042,60E85BB84CE4,2.17,2.9,447.55,530,18.17,59.47,369.87,19.27,,
2024-05-29T00:11:42Z,1716909102,60E85BB84CE4,1.77,2.36,422.95,530,18.22,59.33,349.55,15.69,,
2024-05-29T00:12:42Z,1716909162,60E85BB84CE4,1.41,1.88,392.53,544,18.15,59.48,324.4,12.48,,
2024-05-29T00:13:42Z,1716909222,60E85BB84CE4,2.06,2.74,380.45,547,18.08,59.55,314.42,18.22,,
2024-05-29T00:14:42Z,1716909282,60E85BB84CE4,1.78,2.38,356.46,542,18.08,59.83,294.6,15.82,,
2024-05-29T00:15:42Z,1716909342,60E85BB84CE4,1.9,2.53,356.46,526,18.05,59.9,294.6,16.83,,
2024-05-29T00:16:42Z,1716909402,60E85BB84CE4,1.85,2.47,362.44,521,18.08,59.71,299.54,16.41,,
2024-05-29T00:17:42Z,1716909462,60E85BB84CE4,1.84,2.45,350.5,523,18.16,59.52,289.67,16.3,,
2024-05-29T00:18:42Z,1716909522,60E85BB84CE4,2,2.66,338.61,907,18.17,59.52,279.84,17.7,,
2024-05-29T00:19:42Z,1716909582,60E85BB84CE4,2.59,3.45,344.55,1259,18.13,59.6,284.75,22.94,,
2024-05-29T00:20:42Z,1716909642,60E85BB84CE4,1.81,2.41,350.5,1077,18.16,59.57,289.67,16.04,,
2024-05-29T00:21:42Z,1716909702,60E85BB84CE4,2,2.67,392.53,858,18.12,59.88,324.4,17.75,,
2024-05-29T00:22:42Z,1716909762,60E85BB84CE4,2.1,2.8,453.73,791,18.09,59.91,374.98,18.62,,
2024-05-29T00:23:42Z,1716909822,60E85BB84CE4,2.28,3.04,510.03,721,18.04,60.32,421.52,20.2,,
2024-05-29T00:24:42Z,1716909882,60E85BB84CE4,2.13,2.84,535.44,707,18.06,60.29,442.52,18.9,,
2024-05-29T00:25:42Z,1716909942,60E85BB84CE4,1.95,2.6,503.72,652,18.1,60.02,416.3,17.25,,
2024-05-29T00:26:42Z,1716910002,60E85BB84CE4,2.44,3.25,447.55,719,18.08,60.02,369.87,21.58,,
2024-05-29T00:27:42Z,1716910062,60E85BB84CE4,2.36,3.14,374.43,742,18.13,60.11,309.45,20.88,,
2024-05-29T00:28:42Z,1716910122,60E85BB84CE4,2.01,2.67,344.55,715,18.13,59.9,284.75,17.77,,
2024-05-29T00:29:42Z,1716910182,60E85BB84CE4,1.92,2.56,332.69,707,18.04,60.26,274.95,17.02,,
2024-05-29T00:30:42Z,1716910242,60E85BB84CE4,2.05,2.73,332.69,664,18.02,60.35,274.95,18.13,,
2024-05-29T00:31:42Z,1716910302,60E85BB84CE4,1.78,2.38,441.38,601,18.03,60.36,364.77,15.79,,
2024-05-29T00:32:42Z,1716910362,60E85BB84CE4,1.91,2.54,497.42,589,17.97,60.75,411.09,16.91,,
2024-05-29T00:33:42Z,1716910422,60E85BB84CE4,2.17,2.9,497.42,568,17.99,60.69,411.09,19.26,,
2024-05-29T00:34:42Z,1716910482,60E85BB84CE4,2.04,2.72,503.72,574,17.99,60.94,416.3,18.07,,
2024-05-29T00:35:42Z,1716910542,60E85BB84CE4,2.48,3.3,497.42,586,18,60.7,411.09,21.94,,
2024-05-29T00:36:42Z,1716910602,60E85BB84CE4,2.18,2.91,472.37,579,18.01,60.95,390.39,19.35,,
2024-05-29T00:37:42Z,1716910662,60E85BB84CE4,2.13,2.84,447.55,537,18.07,60.51,369.87,18.9,,
2024-05-29T00:38:42Z,1716910722,60E85BB84CE4,2.08,2.77,404.66,529,18.11,60.31,334.43,18.43,,
2024-05-29T00:39:42Z,1716910782,60E85BB84CE4,1.82,2.43,368.43,524,18.12,60.66,304.49,16.17,,
2024-05-29T00:40:42Z,1716910842,60E85BB84CE4,1.92,2.56,320.88,520,18.05,60.81,265.19,17.01,,
2024-05-29T00:41:42Z,1716910902,60E85BB84CE4,2.24,2.99,297.42,518,18.07,60.68,245.8,19.89,,
2024-05-29T00:42:42Z,1716910962,60E85BB84CE4,2.14,2.86,274.16,516,18.07,60.75,226.58,18.98,,
2024-05-29T00:43:42Z,1716911022,60E85BB84CE4,1.85,2.47,256.84,533,18.05,60.66,212.27,16.43,,
2024-05-29T00:44:42Z,1716911082,60E85BB84CE4,2.37,3.16,245.36,544,18.07,60.87,202.78,21.01,,
2024-05-29T00:45:42Z,1716911142,60E85BB84CE4,2.06,2.75,239.64,534,18.01,60.91,198.05,18.3,,
2024-05-29T00:46:42Z,1716911202,60E85BB84CE4,2.32,3.09,228.23,540,18.06,60.78,188.62,20.56,,
2024-05-29T00:47:42Z,1716911262,60E85BB84CE4,1.98,2.64,222.55,537,18.02,60.96,183.92,17.54,,
2024-05-29T00:48:42Z,1716911322,60E85BB84CE4,1.75,2.33,216.88,581,18,60.97,179.24,15.48,,
2024-05-29T00:49:42Z,1716911382,60E85BB84CE4,2.19,2.92,216.88,556,17.95,61.24,179.24,19.41,,
2024-05-29T00:50:42Z,1716911442,60E85BB84CE4,2.49,3.32,211.21,522,17.99,61.35,174.56,22.09,,
2024-05-29T00:51:42Z,1716911502,60E85BB84CE4,1.64,2.19,211.21,513,17.96,61.39,174.56,14.58,,
2024-05-29T00:52:42Z,1716911562,60E85BB84CE4,2.09,2.79,211.21,516,18.01,61.23,174.56,18.53,,
2024-05-29T00:53:42Z,1716911622,60E85BB84CE4,2.11,2.81,211.21,517,17.93,61.43,174.56,18.67,,
2024-05-29T00:54:42Z,1716911682,60E85BB84CE4,1.77,2.36,216.88,517,17.98,61.4,179.24,15.72,,
2024-05-29T00:55:42Z,1716911742,60E85BB84CE4,2.02,2.7,216.88,516,18,61.29,179.24,17.92,,
2024-05-29T00:56:42Z,1716911802,60E85BB84CE4,2.15,2.86,222.55,517,17.96,61.34,183.92,19.02,,
2024-05-29T00:57:42Z,1716911862,60E85BB84CE4,1.85,2.47,222.55,516,17.92,61.68,183.92,16.43,,
2024-05-29T00:58:42Z,1716911922,60E85BB84CE4,2.39,3.18,222.55,506,17.87,61.95,183.92,21.15,,
2024-05-29T00:59:42Z,1716911982,60E85BB84CE4,2.1,2.81,233.93,497,17.86,61.99,193.33,18.65,,
2024-05-29T01:00:42Z,1716912042,60E85BB84CE4,2,2.67,239.64,495,17.89,61.96,198.05,17.72,,
2024-05-29T01:01:42Z,1716912102,60E85BB84CE4,1.96,2.62,245.36,496,17.84,62.02,202.78,17.4,,
2024-05-29T01:02:42Z,1716912162,60E85BB84CE4,2.63,3.51,245.36,495,17.88,61.94,202.78,23.32,,
2024-05-29T01:03:42Z,1716912222,60E85BB84CE4,2.08,2.77,239.64,497,17.89,61.91,198.05,18.39,,
2024-05-29T01:04:42Z,1716912282,60E85BB84CE4,1.93,2.58,239.64,494,17.93,61.82,198.05,17.14,,
2024-05-29T01:05:42Z,1716912342,60E85BB84CE4,2.11,2.81,239.64,658,17.86,62.24,198.05,18.71,,
2024-05-29T01:06:42Z,1716912402,60E85BB84CE4,2.33,3.1,239.64,839,17.85,62.17,198.05,20.61,,
2024-05-29T01:07:42Z,1716912462,60E85BB84CE4,2.17,2.89,239.64,791,17.8,62.48,198.05,19.24,,
2024-05-29T01:08:42Z,1716912522,60E85BB84CE4,1.74,2.32,233.93,763,17.79,62.67,193.33,15.41,,
2024-05-29T01:09:42Z,1716912582,60E85BB84CE4,2.18,2.91,233.93,658,17.78,62.72,193.33,19.32,,
2024-05-29T01:10:42Z,1716912642,60E85BB84CE4,2.55,3.4,245.36,640,17.87,62.52,202.78,22.63,,
2024-05-29T01:11:42Z,1716912702,60E85BB84CE4,2.72,3.62,274.16,651,17.87,62.45,226.58,24.07,,
2024-05-29T01:12:42Z,1716912762,60E85BB84CE4,2.52,3.36,326.78,620,17.81,62.62,270.06,22.31,,
2024-05-29T01:13:42Z,1716912822,60E85BB84CE4,2.45,3.27,356.46,624,17.78,62.76,294.6,21.73,,
2024-05-29T01:14:42Z,1716912882,60E85BB84CE4,2.57,3.43,380.45,617,17.77,62.71,314.42,22.81,,
2024-05-29T01:15:42Z,1716912942,60E85BB84CE4,1.97,2.63,386.48,583,17.82,62.56,319.41,17.5,,
2024-05-29T01:16:42Z,1716913002,60E85BB84CE4,2.26,3.01,392.53,573,17.82,62.59,324.4,20.03,,
2024-05-29T01:17:42Z,1716913062,60E85BB84CE4,2.42,3.23,392.53,568,17.81,62.68,324.4,21.46,,
2024-05-29T01:18:42Z,1716913122,60E85BB84CE4,2.11,2.82,392.53,565,17.81,62.64,324.4,18.72,,
2024-05-29T01:19:42Z,1716913182,60E85BB84CE4,2.2,2.93,398.58,563,17.88,62.55,329.41,19.48,,
2024-05-29T01:20:42Z,1716913242,60E85BB84CE4,2,2.67,404.66,551,17.87,62.57,334.43,17.77,,
2024-05-29T01:21:42Z,1716913302,60E85BB84CE4,2.63,3.51,404.66,541,17.86,62.52,334.43,23.3,,
2024-05-29T01:22:42Z,1716913362,60E85BB84CE4,2.49,3.32,404.66,527,17.78,62.82,334.43,22.06,,
2024-05-29T01:23:42Z,1716913422,60E85BB84CE4,2.36,3.15,404.66,525,17.81,62.7,334.43,20.94,,
2024-05-29T01:24:42Z,1716913482,60E85BB84CE4,2.65,3.54,392.53,528,17.8,62.73,324.4,23.51,,
2024-05-29T01:25:42Z,1716913542,60E85BB84CE4,2.28,3.04,380.45,530,17.74,62.95,314.42,20.2,,
2024-05-29T01:26:42Z,1716913602,60E85BB84CE4,2.49,3.32,362.44,528,17.78,62.96,299.54,22.08,,
2024-05-29T01:27:42Z,1716913662,60E85BB84CE4,2.17,2.9,344.55,524,17.79,63.09,284.75,19.27,,
2024-05-29T01:28:42Z,1716913722,60E85BB84CE4,2.47,3.29,344.55,510,17.84,63.08,284.75,21.86,,
2024-05-29T01:29:42Z,1716913782,60E85BB84CE4,2.53,3.37,350.5,511,17.81,63.13,289.67,22.39,,
2024-05-29T01:30:42Z,1716913842,60E85BB84CE4,2.55,3.39,362.44,514,17.81,63.19,299.54,22.56,,
2024-05-29T01:31:42Z,1716913902,60E85BB84CE4,2.24,2.99,374.43,514,17.79,63.44,309.45,19.87,,
2024-05-29T01:32:42Z,1716913962,60E85BB84CE4,2.47,3.3,380.45,516,17.72,63.85,314.42,21.93,,
2024-05-29T01:33:42Z,1716914022,60E85BB84CE4,2.4,3.2,380.45,512,17.72,63.92,314.42,21.28,,
2024-05-29T01:34:42Z,1716914082,60E85BB84CE4,2.3,3.07,380.45,507,17.73,63.97,314.42,20.38,,
2024-05-29T01:35:42Z,1716914142,60E85BB84CE4,2.22,2.97,380.45,506,17.74,63.81,314.42,19.72,,
2024-05-29T01:36:42Z,1716914202,60E85BB84CE4,2.36,3.15,374.43,510,17.74,64.04,309.45,20.9,,
2024-05-29T01:37:42Z,1716914262,60E85BB84CE4,2.71,3.62,362.44,511,17.66,64.57,299.54,24.05,,
2024-05-29T01:38:42Z,1716914322,60E85BB84CE4,2.71,3.61,350.5,510,17.67,64.6,289.67,24.01,,
2024-05-29T01:39:42Z,1716914382,60E85BB84CE4,2.78,3.71,326.78,508,17.65,64.78,270.06,24.67,,
2024-05-29T01:40:42Z,1716914442,60E85BB84CE4,2.88,3.84,314.99,504,17.68,64.69,260.33,25.54,,
2024-05-29T01:41:42Z,1716914502,60E85BB84CE4,2.5,3.33,309.12,501,17.75,64.65,255.47,22.16,,
2024-05-29T01:42:42Z,1716914562,60E85BB84CE4,2.49,3.32,314.99,500,17.77,64.6,260.33,22.04,,
2024-05-29T01:43:42Z,1716914622,60E85BB84CE4,2.53,3.37,332.69,499,17.8,64.47,274.95,22.43,,
2024-05-29T01:44:42Z,1716914682,60E85BB84CE4,2.68,3.57,350.5,496,17.75,64.6,289.67,23.75,,
2024-05-29T01:45:42Z,1716914742,60E85BB84CE4,2.96,3.95,356.46,496,17.78,64.73,294.6,26.25,,
2024-05-29T01:46:42Z,1716914802,60E85BB84CE4,2.35,3.13,362.44,495,17.74,64.8,299.54,20.81,,
2024-05-29T01:47:42Z,1716914862,60E85BB84CE4,2.75,3.67,362.44,497,17.72,64.84,299.54,24.4,,
2024-05-29T01:48:42Z,1716914922,60E85BB84CE4,2.54,3.39,380.45,650,17.72,64.95,314.42,22.55,,
2024-05-29T01:49:42Z,1716914982,60E85BB84CE4,2.86,3.81,398.58,815,17.68,65.28,329.41,25.32,,
2024-05-29T01:50:42Z,1716915042,60E85BB84CE4,2.71,3.61,435.22,888,17.7,65.17,359.69,24,,
2024-05-29T01:51:42Z,1716915102,60E85BB84CE4,2.57,3.42,466.14,887,17.72,65.26,385.24,22.74,,
2024-05-29T01:52:42Z,1716915162,60E85BB84CE4,2.55,3.41,510.03,778,17.67,65.53,421.52,22.64,,
2024-05-29T01:53:42Z,1716915222,60E85BB84CE4,2.96,3.94,541.83,766,17.67,65.59,447.8,26.19,,
2024-05-29T01:54:42Z,1716915282,60E85BB84CE4,2.68,3.57,554.66,716,17.62,65.83,458.4,23.75,,
2024-05-29T01:55:42Z,1716915342,60E85BB84CE4,2.83,3.77,554.66,806,17.59,66.05,458.4,25.05,,
2024-05-29T01:56:42Z,1716915402,60E85BB84CE4,2.88,3.84,554.66,669,17.56,66.35,458.4,25.49,,
2024-05-29T01:57:42Z,1716915462,60E85BB84CE4,2.77,3.69,548.24,464,17.57,66.38,453.09,24.51,,
2024-05-29T01:58:42Z,1716915522,60E85BB84CE4,2.74,3.66,541.83,461,17.52,66.48,447.8,24.32,,
2024-05-29T01:59:42Z,1716915582,60E85BB84CE4,2.95,3.93,541.83,461,17.5,66.84,447.8,26.13,,
2024-05-29T02:00:42Z,1716915642,60E85BB84CE4,2.95,3.93,535.44,462,17.48,66.82,442.52,26.14,,
