CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-10-18T00:00:16Z,1729177216,60E85BB834C4,5.85,7.81,251.1,628,20.59,65.49,207.52,51.81,,
2024-10-18T00:01:16Z,1729177276,60E85BB834C4,5.88,7.84,251.1,621,20.6,65.48,207.52,52.1,,
2024-10-18T00:02:16Z,1729177336,60E85BB834C4,6.04,8.1,251.1,614,20.59,65.57,207.52,53.04,,
2024-10-18T00:03:16Z,1729177396,60E85BB834C4,5.89,7.91,251.1,597,20.59,65.45,207.52,51.66,,576.1576389
2024-10-18T00:04:16Z,1729177456,60E85BB834C4,5.94,7.97,251.1,566,20.58,65.46,207.52,52.13,,
2024-10-18T00:05:16Z,1729177516,60E85BB834C4,5.97,7.99,251.1,559,20.56,65.66,207.52,52.65,,
2024-10-18T00:06:16Z,1729177576,60E85BB834C4,5.53,7.37,251.1,556,20.56,65.85,207.52,49,,
2024-10-18T00:07:16Z,1729177636,60E85BB834C4,5.67,7.56,251.1,552,20.53,65.94,207.52,50.24,,
2024-10-18T00:08:16Z,1729177696,60E85BB834C4,5.79,7.72,251.1,540,20.52,65.75,207.52,51.33,,
2024-10-18T00:09:16Z,1729177756,60E85BB834C4,5.66,7.57,251.1,537,20.51,65.94,207.52,49.89,,
2024-10-18T00:10:16Z,1729177816,60E85BB834C4,5.51,7.37,251.1,536,20.51,65.78,207.52,48.55,,
2024-10-18T00:11:16Z,1729177876,60E85BB834C4,6.02,8.02,251.1,536,20.51,65.68,207.52,53.3,,
2024-10-18T00:12:16Z,1729177936,60E85BB834C4,5.75,7.67,251.1,531,20.51,65.76,207.52,50.98,,
2024-10-18T00:13:16Z,1729177996,60E85BB834C4,5.86,7.81,245.36,527,20.49,65.82,202.78,51.92,,
2024-10-18T00:14:16Z,1729178056,60E85BB834C4,5.81,7.78,245.36,533,20.5,65.95,202.78,51.22,,
2024-10-18T00:15:16Z,1729178116,60E85BB834C4,6.09,8.13,245.36,528,20.5,65.78,202.78,53.93,,
2024-10-18T00:16:16Z,1729178176,60E85BB834C4,6.3,8.39,245.36,532,20.49,65.71,202.78,55.8,,
2024-10-18T00:17:16Z,1729178236,60E85BB834C4,5.96,7.95,239.64,626,20.51,65.91,198.05,52.81,,
2024-10-18T00:18:16Z,1729178296,60E85BB834C4,5.65,7.58,239.64,684,20.49,66.05,198.05,49.64,,
2024-10-18T00:19:16Z,1729178356,60E85BB834C4,5.98,8.05,239.64,699,20.48,65.91,198.05,52.23,,
2024-10-18T00:20:16Z,1729178416,60E85BB834C4,6.22,8.34,239.64,695,20.49,66.11,198.05,54.59,,
2024-10-18T00:21:16Z,1729178476,60E85BB834C4,6.63,8.89,239.64,700,20.48,65.98,198.05,58.4,,
2024-10-18T00:22:16Z,1729178536,60E85BB834C4,5.62,7.52,239.64,658,20.45,66,198.05,49.57,,
2024-10-18T00:23:16Z,1729178596,60E85BB834C4,5.85,7.83,239.64,627,20.47,66.14,198.05,51.62,,
2024-10-18T00:24:16Z,1729178656,60E85BB834C4,5.74,7.7,239.64,614,20.44,66.07,198.05,50.5,,
2024-10-18T00:25:16Z,1729178716,60E85BB834C4,5.75,7.67,245.36,614,20.45,66.22,202.78,50.98,,
2024-10-18T00:26:16Z,1729178776,60E85BB834C4,5.79,7.72,245.36,640,20.43,66.32,202.78,51.28,,
2024-10-18T00:27:16Z,1729178836,60E85BB834C4,5.89,7.88,245.36,680,20.43,66.34,202.78,52.07,,
2024-10-18T00:28:16Z,1729178896,60E85BB834C4,5.64,7.52,245.36,697,20.41,66.31,202.78,50.01,,
2024-10-18T00:29:16Z,1729178956,60E85BB834C4,5.92,7.89,245.36,725,20.42,66.24,202.78,52.43,,
2024-10-18T00:30:16Z,1729179016,60E85BB834C4,5.92,7.9,245.36,730,20.43,66.14,202.78,52.51,,
2024-10-18T00:31:16Z,1729179076,60E85BB834C4,6.17,8.23,251.1,714,20.41,66.11,207.52,54.7,,
2024-10-18T00:32:16Z,1729179136,60E85BB834C4,5.77,7.69,251.1,689,20.43,66.1,207.52,51.09,,
2024-10-18T00:33:16Z,1729179196,60E85BB834C4,4.97,6.63,256.84,706,20.41,66.08,212.27,44.05,,
2024-10-18T00:34:16Z,1729179256,60E85BB834C4,5.67,7.56,256.84,716,20.4,66.19,212.27,50.27,,
2024-10-18T00:35:16Z,1729179316,60E85BB834C4,5.79,7.74,256.84,715,20.43,65.9,212.27,51.02,,
2024-10-18T00:36:16Z,1729179376,60E85BB834C4,5.48,7.31,256.84,698,20.4,65.82,212.27,48.48,,
2024-10-18T00:37:16Z,1729179436,60E85BB834C4,5.91,7.88,256.84,682,20.4,65.94,212.27,52.37,,
2024-10-18T00:38:16Z,1729179496,60E85BB834C4,6.04,8.06,256.84,678,20.39,65.88,212.27,53.54,,
2024-10-18T00:39:16Z,1729179556,60E85BB834C4,5.35,7.14,256.84,671,20.39,65.92,212.27,47.43,,
2024-10-18T00:40:16Z,1729179616,60E85BB834C4,5.41,7.25,256.84,656,20.4,65.93,212.27,47.66,,
2024-10-18T00:41:16Z,1729179676,60E85BB834C4,5.59,7.5,256.84,660,20.38,66.12,212.27,49.02,,
2024-10-18T00:42:16Z,1729179736,60E85BB834C4,5.43,7.3,256.84,669,20.4,66.01,212.27,47.56,,
2024-10-18T00:43:16Z,1729179796,60E85BB834C4,5.9,7.88,256.84,681,20.39,65.88,212.27,52.16,,
2024-10-18T00:44:16Z,1729179856,60E85BB834C4,5.75,7.67,262.6,666,20.4,65.77,217.03,50.99,,
2024-10-18T00:45:16Z,1729179916,60E85BB834C4,5.32,7.12,262.6,618,20.41,65.65,217.03,46.94,,
2024-10-18T00:46:16Z,1729179976,60E85BB834C4,5.19,6.93,262.6,596,20.38,65.75,217.03,46.03,,
2024-10-18T00:47:16Z,1729180036,60E85BB834C4,5.97,8.01,256.84,607,20.42,65.54,212.27,52.37,,
2024-10-18T00:48:16Z,1729180096,60E85BB834C4,5.92,7.99,256.84,598,20.43,65.61,212.27,51.69,,
2024-10-18T00:49:16Z,1729180156,60E85BB834C4,5.54,7.44,256.84,593,20.42,65.7,212.27,48.7,,
2024-10-18T00:50:16Z,1729180216,60E85BB834C4,5.14,6.85,256.84,576,20.42,65.5,212.27,45.49,,
2024-10-18T00:51:16Z,1729180276,60E85BB834C4,5.62,7.49,256.84,546,20.44,65.37,212.27,49.77,,
2024-10-18T00:52:16Z,1729180336,60E85BB834C4,5.49,7.37,256.84,533,20.43,65.36,212.27,48.19,,
2024-10-18T00:53:16Z,1729180396,60E85BB834C4,5.92,7.9,256.84,534,20.42,65.61,212.27,52.31,,
2024-10-18T00:54:16Z,1729180456,60E85BB834C4,5.64,7.56,251.1,539,20.43,65.48,207.52,49.71,,
2024-10-18T00:55:16Z,1729180516,60E85BB834C4,5.25,7.02,251.1,537,20.44,65.41,207.52,46.26,,
2024-10-18T00:56:16Z,1729180576,60E85BB834C4,5.14,6.86,251.1,523,20.45,65.37,207.52,45.57,,
2024-10-18T00:57:16Z,1729180636,60E85BB834C4,5.61,7.47,251.1,526,20.46,65.4,207.52,49.68,,
2024-10-18T00:58:16Z,1729180696,60E85BB834C4,5.63,7.53,251.1,583,20.45,65.49,207.52,49.72,,
2024-10-18T00:59:16Z,1729180756,60E85BB834C4,6.1,8.17,251.1,619,20.44,65.35,207.52,53.73,,
2024-10-18T01:00:16Z,1729180816,60E85BB834C4,5.78,7.72,251.1,651,20.48,65.47,207.52,51.23,,
2024-10-18T01:01:16Z,1729180876,60E85BB834C4,5.87,7.82,251.1,658,20.45,65.68,207.52,52.01,,
