CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-06-01T00:00:11Z,1717167611,60E85BB84CE4,10.86,14.48,1556.16,589,18.3,88.01,1286.08,96.26,,,
2024-06-01T00:01:11Z,1717167671,60E85BB84CE4,10.94,14.58,1593.78,540,18.33,87.89,1317.17,96.92,,,
2024-06-01T00:02:11Z,1717167731,60E85BB84CE4,10.75,14.34,1631.94,900,18.33,87.85,1348.71,95.3,,,
2024-06-01T00:03:11Z,1717167791,60E85BB84CE4,10.95,14.6,1670.65,781,18.34,88.01,1380.7,97.03,,,
2024-06-01T00:04:11Z,1717167851,60E85BB84CE4,11.35,15.13,1690.22,581,18.35,87.8,1396.87,100.58,,,
2024-06-01T00:05:11Z,1717167911,60E85BB84CE4,10.64,14.19,1690.22,527,18.32,87.87,1396.87,94.34,,,
2024-06-01T00:06:11Z,1717167971,60E85BB84CE4,11.97,15.96,1700.05,934,18.36,87.43,1405,106.05,,,673.6791667
2024-06-01T00:07:11Z,1717168031,60E85BB84CE4,12.87,17.16,1700.05,762,18.38,87.38,1405,114.02,,,
2024-06-01T00:08:11Z,1717168091,60E85BB84CE4,12.01,16.01,1680.41,570,18.32,87.36,1388.77,106.39,,,
2024-06-01T00:09:11Z,1717168151,60E85BB84CE4,11.72,15.63,1641.56,529,18.35,87.14,1356.66,103.91,,,
2024-06-01T00:10:11Z,1717168211,60E85BB84CE4,11.69,15.59,1603.27,853,18.38,87.28,1325.02,103.63,,,
2024-06-01T00:11:11Z,1717168271,60E85BB84CE4,11.99,15.99,1574.9,716,18.33,87.51,1301.57,106.3,,,
2024-06-01T00:12:11Z,1717168331,60E85BB84CE4,12.23,16.33,1528.28,555,18.37,87.31,1263.04,108.16,,,
2024-06-01T00:13:11Z,1717168391,60E85BB84CE4,13.37,17.83,1446.35,540,18.36,86.53,1195.33,118.5,,,
2024-06-01T00:14:11Z,1717168451,60E85BB84CE4,14.23,19,1281.21,950,18.35,86.74,1058.85,125.83,,,
2024-06-01T00:15:11Z,1717168511,60E85BB84CE4,13.89,18.77,1181.91,655,18.33,86.66,976.79,120.77,,,
2024-06-01T00:16:11Z,1717168571,60E85BB84CE4,14.74,19.66,1157.65,541,18.34,87.23,956.74,130.62,,,
2024-06-01T00:17:11Z,1717168631,60E85BB84CE4,15.13,20.23,1101.89,587,18.35,87.35,910.65,133.55,,,
2024-06-01T00:18:11Z,1717168691,60E85BB84CE4,15.69,21.15,1016.53,962,18.32,86.92,840.11,137.01,,,
2024-06-01T00:19:11Z,1717168751,60E85BB84CE4,14.94,19.93,919.04,635,18.4,87.04,759.54,132.37,,,
2024-06-01T00:20:11Z,1717168811,60E85BB84CE4,16.3,21.74,846.39,541,18.42,87.04,699.5,144.42,,,
2024-06-01T00:21:11Z,1717168871,60E85BB84CE4,15.98,21.3,775.66,716,18.37,87.26,641.04,141.58,,,
2024-06-01T00:22:11Z,1717168931,60E85BB84CE4,16.5,22.05,740.98,849,18.33,87.14,612.38,145.83,,,
2024-06-01T00:23:11Z,1717168991,60E85BB84CE4,16.01,21.34,706.75,580,18.33,87.31,584.09,141.85,,,
2024-06-01T00:24:11Z,1717169051,60E85BB84CE4,15.6,20.8,679.67,531,18.32,87.17,561.71,138.22,,,
2024-06-01T00:25:11Z,1717169111,60E85BB84CE4,14.82,19.76,646.2,913,18.36,87.03,534.05,131.32,,,
2024-06-01T00:26:11Z,1717169171,60E85BB84CE4,15.36,20.62,626.32,748,18.32,87.22,517.62,134.87,,,
2024-06-01T00:27:11Z,1717169231,60E85BB84CE4,13.86,18.49,593.51,549,18.28,87.69,490.5,122.88,,,
2024-06-01T00:28:11Z,1717169291,60E85BB84CE4,14.61,19.69,574.01,525,18.28,87.51,474.39,127.48,,,
2024-06-01T00:29:11Z,1717169351,60E85BB84CE4,14.25,19,574.01,888,18.3,87.47,474.39,126.24,,,
2024-06-01T00:30:11Z,1717169411,60E85BB84CE4,14.95,20.09,574.01,659,18.37,87.44,474.39,131.06,,,
2024-06-01T00:31:11Z,1717169471,60E85BB84CE4,14.57,19.61,580.5,544,18.31,87.65,479.75,127.49,,,
2024-06-01T00:32:11Z,1717169531,60E85BB84CE4,14.45,19.61,587,791,18.3,87.3,485.12,125.02,,,
2024-06-01T00:33:11Z,1717169591,60E85BB84CE4,14.47,19.56,600.04,837,18.32,87.32,495.9,125.77,,,
2024-06-01T00:34:11Z,1717169651,60E85BB84CE4,14.28,19.21,606.59,588,18.3,87.47,501.31,124.92,,,
2024-06-01T00:35:11Z,1717169711,60E85BB84CE4,15.18,20.62,606.59,528,18.41,87.05,501.31,131.14,,,
2024-06-01T00:36:11Z,1717169771,60E85BB84CE4,14.59,19.73,600.04,893,18.35,86.88,495.9,126.84,,,
2024-06-01T00:37:11Z,1717169831,60E85BB84CE4,15.06,20.32,587,805,18.28,87.58,485.12,131.2,,,
2024-06-01T00:38:11Z,1717169891,60E85BB84CE4,13.21,17.68,554.66,569,18.34,87.81,458.4,116.49,,,
2024-06-01T00:39:11Z,1717169951,60E85BB84CE4,14.23,19.02,541.83,528,18.31,87.27,447.8,125.6,,,
2024-06-01T00:40:11Z,1717170011,60E85BB84CE4,14.3,19.11,516.36,897,18.22,87.38,426.75,126.24,,,
2024-06-01T00:41:11Z,1717170071,60E85BB84CE4,13.68,18.23,491.14,773,18.28,87.33,405.9,121.2,,,
2024-06-01T00:42:11Z,1717170131,60E85BB84CE4,14.17,18.9,459.93,566,18.24,87.52,380.11,125.57,,,
2024-06-01T00:43:11Z,1717170191,60E85BB84CE4,15.58,20.8,441.38,524,18.25,87.47,364.77,137.76,,,
2024-06-01T00:44:11Z,1717170251,60E85BB84CE4,15.04,20.07,422.95,919,18.23,87.37,349.55,133.23,,,
2024-06-01T00:45:11Z,1717170311,60E85BB84CE4,15.53,20.73,410.74,714,18.25,87.51,339.46,137.37,,,
2024-06-01T00:46:11Z,1717170371,60E85BB84CE4,15.92,21.25,398.58,554,18.24,87.16,329.41,140.85,,,
2024-06-01T00:47:11Z,1717170431,60E85BB84CE4,15.45,20.63,386.48,522,18.24,86.93,319.41,136.7,,,
2024-06-01T00:48:11Z,1717170491,60E85BB84CE4,16.5,22.01,380.45,915,18.28,86.61,314.42,146.21,,,
2024-06-01T00:49:11Z,1717170551,60E85BB84CE4,15.99,21.35,374.43,655,18.32,86.56,309.45,141.36,,,
2024-06-01T00:50:11Z,1717170611,60E85BB84CE4,17.23,22.98,362.44,548,18.33,86.38,299.54,152.73,,,
2024-06-01T00:51:11Z,1717170671,60E85BB84CE4,17.59,23.8,344.55,580,18.3,85.9,284.75,152.63,,,
2024-06-01T00:52:11Z,1717170731,60E85BB84CE4,16.84,22.78,338.61,944,18.29,85.96,279.84,146.21,,,
2024-06-01T00:53:11Z,1717170791,60E85BB84CE4,18.13,24.23,326.78,617,18.36,86.19,270.06,160.12,,,
2024-06-01T00:54:11Z,1717170851,60E85BB84CE4,16.41,21.94,320.88,544,18.36,86.43,265.19,144.89,,,
2024-06-01T00:55:11Z,1717170911,60E85BB84CE4,17.37,23.49,320.88,766,18.39,85.98,265.19,150.85,,,
2024-06-01T00:56:11Z,1717170971,60E85BB84CE4,17.9,24.26,326.78,839,18.39,85.85,270.06,155.02,,,
2024-06-01T00:57:11Z,1717171031,60E85BB84CE4,19.1,25.95,320.88,588,18.39,85.54,265.19,164.85,,,
2024-06-01T00:58:11Z,1717171091,60E85BB84CE4,18.38,24.5,314.99,523,18.36,85.72,260.33,162.86,,,
2024-06-01T00:59:11Z,1717171151,60E85BB84CE4,18.08,24.12,314.99,916,18.39,85.6,260.33,160.04,,,
2024-06-01T01:00:11Z,1717171211,60E85BB84CE4,17.65,23.73,320.88,708,18.42,85.56,265.19,154.55,,,
2024-06-01T01:01:11Z,1717171271,60E85BB84CE4,17.69,23.59,320.88,542,18.39,85.58,265.19,156.67,,,
2024-06-01T01:02:11Z,1717171331,60E85BB84CE4,17.85,23.86,320.88,519,18.36,85.3,265.19,157.62,,,
2024-06-01T01:03:11Z,1717171391,60E85BB84CE4,19.49,26.27,332.69,912,18.4,85.31,274.95,170.09,,,
2024-06-01T01:04:11Z,1717171451,60E85BB84CE4,18.62,24.85,332.69,665,18.41,85.43,274.95,164.71,,,
2024-06-01T01:05:11Z,1717171511,60E85BB84CE4,18.48,24.64,326.78,539,18.35,85.38,270.06,163.76,,,
2024-06-01T01:06:11Z,1717171571,60E85BB84CE4,18.93,25.43,320.88,526,18.33,85.1,265.19,166.06,,,
2024-06-01T01:07:11Z,1717171631,60E85BB84CE4,19.63,26.56,314.99,824,18.33,85.34,260.33,170.39,,,
2024-06-01T01:08:11Z,1717171691,60E85BB84CE4,18.69,25.36,309.12,609,18.37,85.31,255.47,161.55,,,
2024-06-01T01:09:11Z,1717171751,60E85BB84CE4,18.93,25.51,303.26,550,18.36,85.23,250.63,165.24,,,
2024-06-01T01:10:11Z,1717171811,60E85BB84CE4,19.25,25.87,297.42,806,18.36,85.23,245.8,168.69,,,
2024-06-01T01:11:11Z,1717171871,60E85BB84CE4,18.82,25.13,303.26,876,18.33,85.3,250.63,166.54,,,
2024-06-01T01:12:11Z,1717171931,60E85BB84CE4,18.27,24.39,309.12,597,18.32,85.24,255.47,161.71,,,
2024-06-01T01:13:11Z,1717171991,60E85BB84CE4,18.71,25.05,309.12,536,18.35,84.85,255.47,164.91,,,
2024-06-01T01:14:11Z,1717172051,60E85BB84CE4,19.42,26.08,303.26,721,18.34,84.72,250.63,170.37,,,
2024-06-01T01:15:11Z,1717172111,60E85BB84CE4,19.06,25.55,303.26,895,18.29,84.41,250.63,167.68,,,
2024-06-01T01:16:11Z,1717172171,60E85BB84CE4,19.91,26.55,279.95,608,18.28,84.78,231.37,176.45,,,
2024-06-01T01:17:11Z,1717172231,60E85BB84CE4,19.14,25.55,262.6,528,18.24,85.11,217.03,169.36,,,
2024-06-01T01:18:11Z,1717172291,60E85BB84CE4,21.3,28.66,251.1,827,18.27,84.58,207.52,186.5,,,
2024-06-01T01:19:11Z,1717172351,60E85BB84CE4,20.47,27.3,239.64,838,18.25,84.78,198.05,181.3,,,
2024-06-01T01:20:11Z,1717172411,60E85BB84CE4,20.08,26.86,233.93,572,18.27,85.03,193.33,177.14,,,
2024-06-01T01:21:11Z,1717172471,60E85BB84CE4,19.39,26.05,228.23,523,18.25,84.9,188.62,169.95,,,
2024-06-01T01:22:11Z,1717172531,60E85BB84CE4,19.19,25.65,216.88,852,18.23,84.76,179.24,169.39,,,
2024-06-01T01:23:11Z,1717172591,60E85BB84CE4,19.31,25.93,216.88,793,18.26,84.97,179.24,169.42,,,
2024-06-01T01:24:11Z,1717172651,60E85BB84CE4,19.99,26.93,211.21,600,18.26,84.99,174.56,174.74,,,
2024-06-01T01:25:11Z,1717172711,60E85BB84CE4,19.51,26.06,211.21,514,18.24,84.85,174.56,172.56,,,
2024-06-01T01:26:11Z,1717172771,60E85BB84CE4,19.37,26.11,211.21,891,18.24,85.11,174.56,169.01,,,
2024-06-01T01:27:11Z,1717172831,60E85BB84CE4,20.44,27.44,211.21,712,18.23,84.96,174.56,179.48,,,
2024-06-01T01:28:11Z,1717172891,60E85BB84CE4,19.15,25.55,211.21,562,18.24,84.52,174.56,169.5,,,
2024-06-01T01:29:11Z,1717172951,60E85BB84CE4,20.74,27.72,211.21,509,18.26,85.19,174.56,183.12,,,
2024-06-01T01:30:11Z,1717173011,60E85BB84CE4,20.22,27.12,216.88,891,18.26,85.15,179.24,177.69,,,
2024-06-01T01:31:11Z,1717173071,60E85BB84CE4,19.78,26.69,228.23,676,18.28,84.8,188.62,172.35,,,
2024-06-01T01:32:11Z,1717173131,60E85BB84CE4,20.07,26.81,228.23,554,18.26,84.47,188.62,177.5,,,
2024-06-01T01:33:11Z,1717173191,60E85BB84CE4,20.34,27.32,222.55,511,18.23,84.89,183.92,178.44,,,
2024-06-01T01:34:11Z,1717173251,60E85BB84CE4,20.13,26.93,222.55,902,18.26,84.69,183.92,177.51,,,
2024-06-01T01:35:11Z,1717173311,60E85BB84CE4,19.02,25.49,222.55,656,18.25,84.69,183.92,167.32,,,
2024-06-01T01:36:11Z,1717173371,60E85BB84CE4,20.64,27.92,216.88,555,18.31,84.59,179.24,179.24,,,
2024-06-01T01:37:11Z,1717173431,60E85BB84CE4,20.09,27.16,211.21,601,18.23,84.07,174.56,174.75,,,
2024-06-01T01:38:11Z,1717173491,60E85BB84CE4,21.64,29.19,211.21,902,18.27,84.01,174.56,188.71,,,
2024-06-01T01:39:11Z,1717173551,60E85BB84CE4,21.11,28.32,199.93,604,18.23,84.27,165.23,185.62,,,
2024-06-01T01:40:11Z,1717173611,60E85BB84CE4,20.79,28.03,188.69,537,18.25,84.16,155.94,181.35,,,
2024-06-01T01:41:11Z,1717173671,60E85BB84CE4,21.03,28.58,183.09,592,18.3,84.17,151.31,181.43,,,
2024-06-01T01:42:11Z,1717173731,60E85BB84CE4,21.73,29.09,188.69,857,18.26,84,155.94,191.38,,,
2024-06-01T01:43:11Z,1717173791,60E85BB84CE4,20.94,28.07,188.69,614,18.24,84.15,155.94,184.1,,,
2024-06-01T01:44:11Z,1717173851,60E85BB84CE4,20.6,27.94,188.69,522,18.27,84.26,155.94,178.29,,,
2024-06-01T01:45:11Z,1717173911,60E85BB84CE4,19.82,26.62,194.3,652,18.25,84.38,160.58,173.89,,,
2024-06-01T01:46:11Z,1717173971,60E85BB84CE4,21.03,28.19,199.93,842,18.27,84.04,165.23,185.08,,,
2024-06-01T01:47:11Z,1717174031,60E85BB84CE4,22.14,29.67,194.3,612,18.24,83.91,160.58,194.94,,,
2024-06-01T01:48:11Z,1717174091,60E85BB84CE4,21.7,28.97,188.69,542,18.24,83.82,155.94,192.09,,,
2024-06-01T01:49:11Z,1717174151,60E85BB84CE4,20.9,27.88,183.09,595,18.2,83.72,151.31,185.08,,,
2024-06-01T01:50:11Z,1717174211,60E85BB84CE4,21.31,28.44,177.5,845,18.2,84.03,146.69,188.67,,,
2024-06-01T01:51:11Z,1717174271,60E85BB84CE4,21.5,28.96,171.92,620,18.14,84.42,142.08,187.82,,,
2024-06-01T01:52:11Z,1717174331,60E85BB84CE4,21.98,29.72,171.92,531,18.2,84.49,142.08,191.01,,,
2024-06-01T01:53:11Z,1717174391,60E85BB84CE4,21.09,28.4,171.92,524,18.2,84.16,142.08,184.45,,,
2024-06-01T01:54:11Z,1717174451,60E85BB84CE4,21.12,28.24,171.92,889,18.18,84.16,142.08,186.43,,,
2024-06-01T01:55:11Z,1717174511,60E85BB84CE4,21.1,28.62,177.5,645,18.2,84.41,146.69,182.63,,,
2024-06-01T01:56:11Z,1717174571,60E85BB84CE4,20.95,27.95,177.5,546,18.24,84.17,146.69,185.53,,,
2024-06-01T01:57:11Z,1717174631,60E85BB84CE4,21.71,29.03,183.09,519,18.28,83.97,151.31,191.71,,,
2024-06-01T01:58:11Z,1717174691,60E85BB84CE4,20.36,27.34,188.69,941,18.29,83.98,155.94,178.6,,,
2024-06-01T01:59:11Z,1717174751,60E85BB84CE4,21.77,29.62,194.3,669,18.27,83.67,160.58,187.59,,,
2024-06-01T02:00:11Z,1717174811,60E85BB84CE4,19.94,26.93,194.3,571,18.3,83.78,160.58,173.55,,,
2024-06-01T02:01:11Z,1717174871,60E85BB84CE4,21.49,28.76,199.93,520,18.28,83.59,165.23,189.41,,,
