CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-05-18T00:00:59Z,1715958059,60E85BB84CE4,2.76,3.67,1206.39,552.00,17.36,58.59,997.02,24.42
2024-05-18T00:01:59Z,1715958119,60E85BB84CE4,2.77,3.69,1198.21,591.00,17.38,59.07,990.25,24.55
2024-05-18T00:02:59Z,1715958179,60E85BB84CE4,2.88,3.84,1198.21,581.00,17.34,58.97,990.25,25.54
2024-05-18T00:03:59Z,1715958239,60E85BB84CE4,2.68,3.57,1222.84,554.00,17.30,58.60,1010.61,23.74
2024-05-18T00:04:59Z,1715958299,60E85BB84CE4,2.75,3.67,1173.80,583.00,17.25,58.49,970.08,24.39
2024-05-18T00:05:59Z,1715958359,60E85BB84CE4,2.47,3.29,1101.89,568.00,17.20,58.85,910.65,21.90
2024-05-18T00:06:59Z,1715958419,60E85BB84CE4,2.68,3.58,1039.54,552.00,17.18,58.27,859.13,23.77
2024-05-18T00:07:59Z,1715958479,60E85BB84CE4,2.93,3.90,986.16,596.00,17.17,58.37,815.01,25.95
2024-05-18T00:08:59Z,1715958539,60E85BB84CE4,2.87,3.83,971.10,550.00,17.18,58.61,802.56,25.47
2024-05-18T00:09:59Z,1715958599,60E85BB84CE4,2.50,3.33,971.10,548.00,17.23,58.97,802.56,22.14
2024-05-18T00:10:59Z,1715958659,60E85BB84CE4,2.68,3.57,971.10,669.00,17.33,58.42,802.56,23.73
2024-05-18T00:11:59Z,1715958719,60E85BB84CE4,2.73,3.65,971.10,589.00,17.25,58.71,802.56,24.23
2024-05-18T00:12:59Z,1715958779,60E85BB84CE4,2.46,3.29,971.10,564.00,17.12,59.49,802.56,21.80
2024-05-18T00:13:59Z,1715958839,60E85BB84CE4,2.56,3.44,971.10,575.00,17.20,59.20,802.56,22.55
2024-05-18T00:14:59Z,1715958899,60E85BB84CE4,2.59,3.48,993.72,554.00,17.10,59.25,821.26,22.75
2024-05-18T00:15:59Z,1715958959,60E85BB84CE4,2.71,3.64,1008.91,547.00,17.04,59.62,833.81,23.75
2024-05-18T00:16:59Z,1715959019,60E85BB84CE4,2.35,3.16,1024.18,570.00,17.00,59.92,846.43,20.65
2024-05-18T00:17:59Z,1715959079,60E85BB84CE4,2.43,3.25,1047.26,554.00,16.98,59.89,865.50,21.52
2024-05-18T00:18:59Z,1715959139,60E85BB84CE4,2.83,3.77,1078.34,570.00,16.96,59.69,891.19,25.07
2024-05-18T00:19:59Z,1715959199,60E85BB84CE4,2.31,3.07,1086.16,567.00,17.00,59.42,897.66,20.43
2024-05-18T00:20:59Z,1715959259,60E85BB84CE4,2.59,3.46,1078.34,549.00,17.10,59.49,891.19,22.97
2024-05-18T00:21:59Z,1715959319,60E85BB84CE4,2.36,3.15,1070.53,574.00,17.00,59.74,884.74,20.96
2024-05-18T00:22:59Z,1715959379,60E85BB84CE4,2.45,3.27,1062.75,568.00,16.96,59.53,878.31,21.73
2024-05-18T00:23:59Z,1715959439,60E85BB84CE4,2.35,3.13,1039.54,550.00,16.87,59.88,859.13,20.84
