CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-25T00:00:32Z,1716562832,60E85BB84CE4,17.16,23.36,1500.69,580,19.41,82.59,1240.24,147.73,,,
2024-05-25T00:01:32Z,1716562892,60E85BB84CE4,17.6,23.86,1509.86,576,19.4,82.81,1247.82,152.42,,,
2024-05-25T00:02:32Z,1716562952,60E85BB84CE4,15.96,21.56,1509.86,638,19.44,82.6,1247.82,138.8,,,
2024-05-25T00:03:32Z,1716563012,60E85BB84CE4,16.68,22.33,1500.69,622,19.38,82.8,1240.24,147.05,,,
2024-05-25T00:04:32Z,1716563072,60E85BB84CE4,16.79,22.6,1509.86,598,19.41,82.76,1247.82,146.89,,,
2024-05-25T00:05:32Z,1716563132,60E85BB84CE4,16.49,22.11,1500.69,591,19.37,82.71,1240.24,145.03,,,
2024-05-25T00:06:32Z,1716563192,60E85BB84CE4,16.17,21.71,1491.56,586,19.37,82.99,1232.69,141.94,,,521.9076389
2024-05-25T00:07:32Z,1716563252,60E85BB84CE4,17.67,23.98,1482.46,585,19.36,83.01,1225.17,152.79,,,
2024-05-25T00:08:32Z,1716563312,60E85BB84CE4,16.74,22.96,1464.34,577,19.31,83.09,1210.2,142.5,,,
2024-05-25T00:09:32Z,1716563372,60E85BB84CE4,17.59,24.13,1455.33,562,19.31,83.11,1202.76,149.59,,,
2024-05-25T00:10:32Z,1716563432,60E85BB84CE4,17.6,24.1,1446.35,567,19.31,83.23,1195.33,150.24,,,
2024-05-25T00:11:32Z,1716563492,60E85BB84CE4,17,23.37,1455.33,568,19.27,83.37,1202.76,144.31,,,
2024-05-25T00:12:32Z,1716563552,60E85BB84CE4,16.88,22.87,1455.33,576,19.33,83.24,1202.76,146.24,,,
2024-05-25T00:13:32Z,1716563612,60E85BB84CE4,17.39,23.87,1455.33,607,19.33,83.25,1202.76,147.82,,,
2024-05-25T00:14:32Z,1716563672,60E85BB84CE4,17.27,23.58,1455.33,615,19.31,83.31,1202.76,148.05,,,
2024-05-25T00:15:32Z,1716563732,60E85BB84CE4,17.35,23.47,1455.33,614,19.27,83.48,1202.76,150.56,,,
2024-05-25T00:16:32Z,1716563792,60E85BB84CE4,17.22,23.34,1446.35,624,19.23,83.63,1195.33,149.12,,,
2024-05-25T00:17:32Z,1716563852,60E85BB84CE4,17.23,23.23,1437.4,615,19.26,83.73,1187.94,150.28,,,
2024-05-25T00:18:32Z,1716563912,60E85BB84CE4,17.84,24.49,1437.4,574,19.24,83.72,1187.94,151.6,,,
2024-05-25T00:19:32Z,1716563972,60E85BB84CE4,17,23.31,1428.48,545,19.27,83.74,1180.56,144.77,,,
2024-05-25T00:20:32Z,1716564032,60E85BB84CE4,17.21,23.55,1419.59,546,19.25,83.83,1173.22,146.95,,,
2024-05-25T00:21:32Z,1716564092,60E85BB84CE4,17.84,24.04,1428.48,544,19.26,83.69,1180.56,155.74,,,
