CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-05-16T00:00:31Z,1715785231,60E85BB84CE4,0.33,0.45,832.1,473,10.76,74.48,687.68,2.89,,,,
2024-05-16T00:01:31Z,1715785291,60E85BB84CE4,0.42,0.57,810.79,473,10.79,74.3,670.08,3.68,,,,456.6513889
2024-05-16T00:02:31Z,1715785351,60E85BB84CE4,0.31,0.42,775.66,474,10.69,74.72,641.04,2.74,,,,
2024-05-16T00:03:31Z,1715785411,60E85BB84CE4,0.38,0.51,740.98,476,10.52,75.25,612.38,3.32,,,,
2024-05-16T00:04:31Z,1715785471,60E85BB84CE4,0.26,0.35,679.67,473,10.51,75.18,561.71,2.3,,,,
2024-05-16T00:05:31Z,1715785531,60E85BB84CE4,0.23,0.31,639.56,472,10.54,75.56,528.56,2.04,,,,
2024-05-16T00:06:31Z,1715785591,60E85BB84CE4,0.35,0.47,600.04,473,10.59,76.2,495.9,3.05,,,,
2024-05-16T00:07:31Z,1715785651,60E85BB84CE4,0.29,0.4,619.73,474,10.65,76.31,512.17,2.56,,,,
2024-05-16T00:08:31Z,1715785711,60E85BB84CE4,0.36,0.49,666.23,475,10.69,76.54,550.61,3.16,,,,
2024-05-16T00:09:31Z,1715785771,60E85BB84CE4,0.26,0.35,679.67,473,10.72,76.09,561.71,2.23,,,,
2024-05-16T00:10:31Z,1715785831,60E85BB84CE4,0.29,0.39,686.41,472,10.74,76.05,567.28,2.49,,,,
2024-05-16T00:11:31Z,1715785891,60E85BB84CE4,0.4,0.54,693.17,473,10.65,77.34,572.87,3.47,,,,
2024-05-16T00:12:31Z,1715785951,60E85BB84CE4,0.25,0.34,699.95,472,10.57,77.77,578.47,2.16,,,,
2024-05-16T00:13:31Z,1715786011,60E85BB84CE4,0.27,0.36,706.75,470,10.57,77.77,584.09,2.32,,,,
2024-05-16T00:14:31Z,1715786071,60E85BB84CE4,0.27,0.36,713.56,470,10.65,76.8,589.72,2.35,,,,
2024-05-16T00:15:31Z,1715786131,60E85BB84CE4,0.35,0.48,713.56,470,10.67,76.62,589.72,3.09,,,,
2024-05-16T00:16:31Z,1715786191,60E85BB84CE4,0.31,0.41,720.39,470,10.66,77.01,595.36,2.67,,,,
2024-05-16T00:17:31Z,1715786251,60E85BB84CE4,0.39,0.52,754.8,469,10.74,76.94,623.8,3.37,,,,
2024-05-16T00:18:31Z,1715786311,60E85BB84CE4,0.42,0.57,796.69,471,10.69,76.56,658.42,3.64,,,,
2024-05-16T00:19:31Z,1715786371,60E85BB84CE4,0.36,0.48,824.98,470,10.71,76.46,681.8,3.1,,,,
2024-05-16T00:20:31Z,1715786431,60E85BB84CE4,0.27,0.36,846.39,472,10.67,76.64,699.5,2.34,,,,
2024-05-16T00:21:31Z,1715786491,60E85BB84CE4,0.18,0.25,875.22,473,10.7,76.74,723.32,1.6,,,,
2024-05-16T00:22:31Z,1715786551,60E85BB84CE4,0.37,0.5,882.47,475,10.52,76.73,729.32,3.27,,,,
2024-05-16T00:23:31Z,1715786611,60E85BB84CE4,0.38,0.5,867.98,474,10.61,76.38,717.34,3.35,,,,
2024-05-16T00:24:31Z,1715786671,60E85BB84CE4,0.45,0.59,867.98,475,10.72,76.82,717.34,3.95,,,,
2024-05-16T00:25:31Z,1715786731,60E85BB84CE4,0.38,0.51,904.36,472,10.49,77.36,747.4,3.4,,,,
2024-05-16T00:26:31Z,1715786791,60E85BB84CE4,0.28,0.37,956.12,475,10.6,77.32,790.18,2.48,,,,
2024-05-16T00:27:31Z,1715786851,60E85BB84CE4,0.31,0.42,1001.3,472,10.7,77.41,827.52,2.76,,,,
2024-05-16T00:28:31Z,1715786911,60E85BB84CE4,0.28,0.37,1001.3,472,10.77,77.33,827.52,2.45,,,,
2024-05-16T00:29:31Z,1715786971,60E85BB84CE4,0.31,0.42,1008.91,475,10.81,77.41,833.81,2.78,,,,
2024-05-16T00:30:31Z,1715787031,60E85BB84CE4,0.23,0.3,1031.85,475,10.92,76.77,852.77,2,,,,
2024-05-16T00:31:31Z,1715787091,60E85BB84CE4,0.51,0.68,1141.6,476,10.98,75.63,943.47,4.52,,,,
2024-05-16T00:32:31Z,1715787151,60E85BB84CE4,0.33,0.45,1239.38,474,10.89,75.98,1024.29,2.97,,,,
2024-05-16T00:33:31Z,1715787211,60E85BB84CE4,0.32,0.42,1264.4,473,10.92,76.33,1044.96,2.8,,,,
2024-05-16T00:34:31Z,1715787271,60E85BB84CE4,0.32,0.42,1256.03,471,10.92,76.76,1038.05,2.8,,,,
2024-05-16T00:35:31Z,1715787331,60E85BB84CE4,0.37,0.49,1239.38,471,10.96,77.03,1024.29,3.24,,,,
2024-05-16T00:36:31Z,1715787391,60E85BB84CE4,0.36,0.48,1247.7,473,10.8,77.63,1031.15,3.21,,,,
2024-05-16T00:37:31Z,1715787451,60E85BB84CE4,0.46,0.62,1272.79,473,10.89,77.44,1051.89,4.11,,,,
2024-05-16T00:38:31Z,1715787511,60E85BB84CE4,0.67,0.89,1256.03,475,10.71,77.63,1038.05,5.91,,,,
2024-05-16T00:39:31Z,1715787571,60E85BB84CE4,0.49,0.65,1173.8,472,10.68,76.9,970.08,4.31,,,,
2024-05-16T00:40:31Z,1715787631,60E85BB84CE4,0.64,0.85,1094.01,470,10.79,76.88,904.14,5.66,,,,
2024-05-16T00:41:31Z,1715787691,60E85BB84CE4,0.46,0.62,1109.78,472,10.9,77.08,917.18,4.1,,,,
2024-05-16T00:42:31Z,1715787751,60E85BB84CE4,0.53,0.71,1198.21,470,10.76,77.68,990.25,4.71,,,,
2024-05-16T00:43:31Z,1715787811,60E85BB84CE4,0.53,0.71,1198.21,472,10.68,77.78,990.25,4.73,,,,
2024-05-16T00:44:31Z,1715787871,60E85BB84CE4,0.63,0.85,1181.91,470,10.51,78.8,976.79,5.62,,,,
2024-05-16T00:45:31Z,1715787931,60E85BB84CE4,0.52,0.7,1198.21,468,10.67,78.77,990.25,4.63,,,,
2024-05-16T00:46:31Z,1715787991,60E85BB84CE4,0.74,0.98,1231.1,468,10.74,78.56,1017.44,6.52,,,,
2024-05-16T00:47:31Z,1715788051,60E85BB84CE4,0.53,0.71,1306.61,468,10.77,78.54,1079.85,4.72,,,,
2024-05-16T00:48:31Z,1715788111,60E85BB84CE4,0.57,0.76,1306.61,470,10.59,79.15,1079.85,5.03,,,,
2024-05-16T00:49:31Z,1715788171,60E85BB84CE4,0.62,0.82,1247.7,471,10.59,79.13,1031.15,5.48,,,,
2024-05-16T00:50:31Z,1715788231,60E85BB84CE4,0.7,0.93,1198.21,471,10.53,79.58,990.25,6.2,,,,
2024-05-16T00:51:31Z,1715788291,60E85BB84CE4,0.58,0.78,1165.71,474,10.56,79.44,963.4,5.18,,,,
2024-05-16T00:52:31Z,1715788351,60E85BB84CE4,0.77,1.02,1149.61,475,10.54,79.45,950.09,6.78,,,,
2024-05-16T00:53:31Z,1715788411,60E85BB84CE4,0.68,0.91,1133.61,474,10.56,79.39,936.87,6.03,,,,
2024-05-16T00:54:31Z,1715788471,60E85BB84CE4,0.62,0.82,1157.65,477,10.68,78.84,956.74,5.48,,,,
2024-05-16T00:55:31Z,1715788531,60E85BB84CE4,0.74,0.99,1214.6,475,10.75,78.17,1003.8,6.59,,,,
2024-05-16T00:56:31Z,1715788591,60E85BB84CE4,0.68,0.9,1198.21,476,10.61,78.91,990.25,5.98,,,,
2024-05-16T00:57:31Z,1715788651,60E85BB84CE4,0.67,0.9,1165.71,474,10.56,78.62,963.4,5.95,,,,
2024-05-16T00:58:31Z,1715788711,60E85BB84CE4,0.85,1.14,1117.7,476,10.47,78.36,923.72,7.55,,,,
2024-05-16T00:59:31Z,1715788771,60E85BB84CE4,0.74,0.98,1094.01,476,10.43,78.57,904.14,6.54,,,,
2024-05-16T01:00:31Z,1715788831,60E85BB84CE4,0.68,0.91,1086.16,477,10.35,78.57,897.66,6.02,,,,
2024-05-16T01:01:31Z,1715788891,60E85BB84CE4,0.77,1.03,1070.53,476,10.34,79.7,884.74,6.82,,,,
2024-05-16T01:02:31Z,1715788951,60E85BB84CE4,0.92,1.23,1062.75,473,10.34,79.23,878.31,8.17,,,,
2024-05-16T01:03:31Z,1715789011,60E85BB84CE4,0.63,0.84,1047.26,475,10.41,78.8,865.5,5.59,,,,
2024-05-16T01:04:31Z,1715789071,60E85BB84CE4,0.74,0.98,1024.18,478,10.44,78.6,846.43,6.54,,,,
2024-05-16T01:05:31Z,1715789131,60E85BB84CE4,0.56,0.75,986.16,481,10.53,77.62,815.01,4.95,,,,
2024-05-16T01:06:31Z,1715789191,60E85BB84CE4,0.86,1.14,941.23,480,10.53,76.96,777.88,7.6,,,,
2024-05-16T01:07:31Z,1715789251,60E85BB84CE4,0.79,1.05,904.36,475,10.39,77.5,747.4,6.98,,,,
2024-05-16T01:08:31Z,1715789311,60E85BB84CE4,0.66,0.88,839.24,477,10.49,77.46,693.58,5.82,,,,
2024-05-16T01:09:31Z,1715789371,60E85BB84CE4,0.74,0.99,796.69,477,10.36,78.71,658.42,6.56,,,,
2024-05-16T01:10:31Z,1715789431,60E85BB84CE4,0.84,1.12,803.73,477,10.49,78.22,664.24,7.44,,,,
2024-05-16T01:11:31Z,1715789491,60E85BB84CE4,0.64,0.86,832.1,479,10.57,76.89,687.68,5.69,,,,
2024-05-16T01:12:31Z,1715789551,60E85BB84CE4,0.76,1.02,846.39,478,10.63,76.06,699.5,6.77,,,,
2024-05-16T01:13:31Z,1715789611,60E85BB84CE4,0.67,0.9,846.39,481,10.7,76.12,699.5,5.97,,,,
2024-05-16T01:14:31Z,1715789671,60E85BB84CE4,0.65,0.86,846.39,483,10.75,75.8,699.5,5.72,,,,
2024-05-16T01:15:31Z,1715789731,60E85BB84CE4,0.74,0.99,846.39,479,10.81,75.69,699.5,6.56,,,,
2024-05-16T01:16:31Z,1715789791,60E85BB84CE4,0.44,0.58,853.57,482,10.85,75.33,705.43,3.86,,,,
2024-05-16T01:17:31Z,1715789851,60E85BB84CE4,0.58,0.77,860.77,485,10.85,75.59,711.38,5.14,,,,
2024-05-16T01:18:31Z,1715789911,60E85BB84CE4,0.49,0.66,904.36,483,10.85,75.42,747.4,4.36,,,,
2024-05-16T01:19:31Z,1715789971,60E85BB84CE4,0.65,0.87,986.16,481,10.86,75.54,815.01,5.76,,,,
2024-05-16T01:20:31Z,1715790031,60E85BB84CE4,0.66,0.89,1094.01,480,10.87,75.8,904.14,5.88,,,,
2024-05-16T01:21:31Z,1715790091,60E85BB84CE4,0.56,0.74,1206.39,480,10.9,76,997.02,4.95,,,,
2024-05-16T01:22:31Z,1715790151,60E85BB84CE4,0.46,0.62,1366.86,477,11.01,75.02,1129.63,4.12,,,,
2024-05-16T01:23:31Z,1715790211,60E85BB84CE4,0.76,1.02,1491.56,478,10.83,76.04,1232.69,6.75,,,,
2024-05-16T01:24:31Z,1715790271,60E85BB84CE4,0.56,0.75,1500.69,477,10.78,76.6,1240.24,4.97,,,,
2024-05-16T01:25:31Z,1715790331,60E85BB84CE4,0.55,0.73,1401.9,476,10.85,76.26,1158.59,4.85,,,,
2024-05-16T01:26:31Z,1715790391,60E85BB84CE4,0.57,0.76,1340.87,475,10.89,76.47,1108.16,5.07,,,,
2024-05-16T01:27:31Z,1715790451,60E85BB84CE4,0.51,0.68,1298.12,477,10.92,76.21,1072.82,4.51,,,,
2024-05-16T01:28:31Z,1715790511,60E85BB84CE4,0.59,0.79,1289.65,475,10.93,76.68,1065.83,5.25,,,,
2024-05-16T01:29:31Z,1715790571,60E85BB84CE4,0.51,0.68,1349.51,474,10.95,74.76,1115.29,4.54,,,,
2024-05-16T01:30:31Z,1715790631,60E85BB84CE4,0.55,0.74,1332.27,475,10.81,76.08,1101.05,4.92,,,,
2024-05-16T01:31:31Z,1715790691,60E85BB84CE4,0.44,0.59,1231.1,479,10.83,76.57,1017.44,3.94,,,,
2024-05-16T01:32:31Z,1715790751,60E85BB84CE4,0.54,0.72,1165.71,482,10.86,74.35,963.4,4.77,,,,
2024-05-16T01:33:31Z,1715790811,60E85BB84CE4,0.65,0.87,1149.61,481,10.92,74.68,950.09,5.8,,,,
2024-05-16T01:34:31Z,1715790871,60E85BB84CE4,0.76,1.01,1149.61,482,10.98,74.71,950.09,6.73,,,,
2024-05-16T01:35:31Z,1715790931,60E85BB84CE4,0.49,0.66,1149.61,482,10.92,74.31,950.09,4.35,,,,
2024-05-16T01:36:31Z,1715790991,60E85BB84CE4,0.68,0.9,1157.65,480,10.92,74.58,956.74,6,,,,
2024-05-16T01:37:31Z,1715791051,60E85BB84CE4,0.46,0.61,1181.91,477,10.95,75.19,976.79,4.04,,,,
2024-05-16T01:38:31Z,1715791111,60E85BB84CE4,0.59,0.79,1198.21,475,10.87,75.36,990.25,5.26,,,,
