CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-18T00:00:00Z,1758121200,60E85BB84CE4,5.97,5.97,1078.34,721.00,22.63,90.63,891.19,28.37
2025-09-18T00:10:00Z,1758121800,60E85BB84CE4,7.14,7.14,1078.34,482.00,22.54,90.67,891.19,33.92
2025-09-18T00:20:00Z,1758122400,60E85BB84CE4,7.44,7.44,1086.16,678.00,22.53,90.70,897.66,35.32
2025-09-18T00:30:00Z,1758123000,60E85BB84CE4,6.55,6.55,1078.34,559.00,22.51,90.57,891.19,31.08
2025-09-18T00:40:00Z,1758123600,60E85BB84CE4,8.75,8.75,1086.16,471.00,22.40,91.03,897.66,41.53
2025-09-18T00:50:00Z,1758124200,60E85BB84CE4,7.39,7.39,1101.89,682.00,22.48,91.07,910.65,35.07
2025-09-18T01:00:00Z,1758124800,60E85BB84CE4,10.25,10.25,1125.64,491.00,22.48,90.53,930.28,48.64
2025-09-18T01:10:00Z,1758125400,60E85BB84CE4,10.25,10.25,1231.10,688.00,22.49,90.35,1017.44,48.69
2025-09-18T01:20:00Z,1758126000,60E85BB84CE4,10.48,10.48,1247.70,478.00,22.48,89.80,1031.15,49.76
2025-09-18T01:30:00Z,1758126600,60E85BB84CE4,10.18,10.18,1323.69,572.00,22.47,90.26,1093.96,48.31
2025-09-18T01:40:00Z,1758127200,60E85BB84CE4,10.74,10.74,1323.69,484.00,22.46,90.38,1093.96,50.98
2025-09-18T01:50:00Z,1758127800,60E85BB84CE4,10.11,10.11,1298.12,694.00,22.51,90.22,1072.82,48.00
2025-09-18T02:00:00Z,1758128400,60E85BB84CE4,9.69,9.69,1264.40,494.00,22.39,90.14,1044.96,46.01
2025-09-18T02:10:00Z,1758129000,60E85BB84CE4,10.56,10.56,1231.10,531.00,22.30,89.92,1017.44,50.12
2025-09-18T02:20:00Z,1758129600,60E85BB84CE4,10.21,10.21,1222.84,475.00,22.27,90.15,1010.61,48.46
2025-09-18T02:30:00Z,1758130200,60E85BB84CE4,8.66,8.66,1133.61,708.00,22.23,89.52,936.87,41.10
2025-09-18T02:40:00Z,1758130800,60E85BB84CE4,7.79,7.79,1062.75,538.00,22.07,89.15,878.31,36.98
