CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-21T00:00:00Z,1758380400,60E85BB84CE4,0.85,0.85,882.47,600.00,21.00,79.92,729.32,4.04
2025-09-21T00:10:00Z,1758381000,60E85BB84CE4,1.09,1.09,919.04,798.00,20.83,80.60,759.54,5.18
2025-09-21T00:20:00Z,1758381600,60E85BB84CE4,0.84,0.84,941.23,469.00,20.72,81.59,777.88,4.01
2025-09-21T00:30:00Z,1758382200,60E85BB84CE4,0.97,0.97,993.72,574.00,20.64,81.98,821.26,4.59
2025-09-21T00:40:00Z,1758382800,60E85BB84CE4,1.06,1.06,1024.18,825.00,20.55,82.75,846.43,5.04
2025-09-21T00:50:00Z,1758383400,60E85BB84CE4,1.53,1.54,1070.53,473.00,20.43,82.64,884.74,7.25
2025-09-21T01:00:00Z,1758384000,60E85BB84CE4,1.33,1.33,1173.80,756.00,20.33,83.35,970.08,6.28
2025-09-21T01:10:00Z,1758384600,60E85BB84CE4,1.72,1.72,1239.38,459.00,20.24,83.49,1024.29,8.19
2025-09-21T01:20:00Z,1758385200,60E85BB84CE4,1.08,1.08,1173.80,573.00,20.17,83.68,970.08,5.11
2025-09-21T01:30:00Z,1758385800,60E85BB84CE4,1.63,1.65,1157.65,454.00,20.12,83.98,956.74,7.61
2025-09-21T01:40:00Z,1758386400,60E85BB84CE4,1.32,1.33,1181.91,532.00,20.05,84.26,976.79,6.23
2025-09-21T01:50:00Z,1758387000,60E85BB84CE4,1.49,1.50,1198.21,454.00,19.94,84.54,990.25,7.01
2025-09-21T02:00:00Z,1758387600,60E85BB84CE4,1.78,1.78,1264.40,791.00,19.86,84.77,1044.96,8.44
2025-09-21T02:10:00Z,1758388200,60E85BB84CE4,1.79,1.79,1231.10,486.00,19.79,84.95,1017.44,8.50
2025-09-21T02:20:00Z,1758388800,60E85BB84CE4,1.48,1.48,1231.10,681.00,19.71,85.19,1017.44,7.03
2025-09-21T02:30:00Z,1758389400,60E85BB84CE4,1.87,1.87,1222.84,592.00,19.71,85.16,1010.61,8.87
2025-09-21T02:40:00Z,1758390000,60E85BB84CE4,1.35,1.36,1157.65,451.00,19.65,85.06,956.74,6.40
2025-09-21T02:50:00Z,1758390600,60E85BB84CE4,1.33,1.36,1141.60,564.00,19.64,85.01,943.47,6.11
2025-09-21T03:00:00Z,1758391200,60E85BB84CE4,1.36,1.38,1109.78,455.00,19.51,85.18,917.18,6.40
2025-09-21T03:10:00Z,1758391800,60E85BB84CE4,1.26,1.29,1101.89,601.00,19.47,85.14,910.65,5.81
2025-09-21T03:20:00Z,1758392400,60E85BB84CE4,1.70,1.73,1062.75,455.00,19.42,85.09,878.31,7.84
2025-09-21T03:30:00Z,1758393000,60E85BB84CE4,1.65,1.70,1047.26,504.00,19.33,85.31,865.50,7.55
2025-09-21T03:40:00Z,1758393600,60E85BB84CE4,1.57,1.61,1008.91,689.00,19.35,84.81,833.81,7.17
2025-09-21T03:50:00Z,1758394200,60E85BB84CE4,1.23,1.23,978.62,489.00,19.25,84.77,808.77,5.84
2025-09-21T04:00:00Z,1758394800,60E85BB84CE4,1.37,1.37,956.12,950.00,19.27,84.63,790.18,6.50
2025-09-21T04:10:00Z,1758395400,60E85BB84CE4,1.40,1.40,796.69,455.00,19.24,84.06,658.42,6.67
2025-09-21T04:20:00Z,1758396000,60E85BB84CE4,1.23,1.23,839.24,574.00,19.15,84.25,693.58,5.83
2025-09-21T04:30:00Z,1758396600,60E85BB84CE4,1.47,1.47,824.98,612.00,19.15,84.28,681.80,6.97
2025-09-21T04:40:00Z,1758397200,60E85BB84CE4,1.38,1.38,867.98,476.00,19.09,84.28,717.34,6.58
2025-09-21T04:50:00Z,1758397800,60E85BB84CE4,1.47,1.47,904.36,708.00,19.03,84.42,747.40,6.98
2025-09-21T05:00:00Z,1758398400,60E85BB84CE4,1.50,1.50,941.23,507.00,18.98,84.93,777.88,7.12
2025-09-21T05:10:00Z,1758399000,60E85BB84CE4,1.18,1.18,948.67,460.00,18.93,84.91,784.02,5.62
2025-09-21T05:20:00Z,1758399600,60E85BB84CE4,1.59,1.59,956.12,526.00,18.89,84.97,790.18,7.55
2025-09-21T05:30:00Z,1758400200,60E85BB84CE4,2.16,2.16,948.67,562.00,18.88,84.97,784.02,10.27
2025-09-21T05:40:00Z,1758400800,60E85BB84CE4,1.60,1.63,933.81,487.00,18.88,84.74,771.75,7.36
2025-09-21T05:50:00Z,1758401400,60E85BB84CE4,1.20,1.21,897.04,452.00,18.78,85.08,741.36,5.61
2025-09-21T06:00:00Z,1758402000,60E85BB84CE4,1.62,1.64,897.04,565.00,18.81,84.90,741.36,7.60
2025-09-21T06:10:00Z,1758402600,60E85BB84CE4,1.50,1.51,904.36,448.00,18.74,84.74,747.40,7.09
2025-09-21T06:20:00Z,1758403200,60E85BB84CE4,1.35,1.36,911.69,526.00,18.70,84.65,753.46,6.34
2025-09-21T06:30:00Z,1758403800,60E85BB84CE4,1.32,1.33,1016.53,522.00,18.61,85.11,840.11,6.21
2025-09-21T06:40:00Z,1758404400,60E85BB84CE4,1.40,1.41,1070.53,539.00,18.65,85.11,884.74,6.62
2025-09-21T06:50:00Z,1758405000,60E85BB84CE4,1.54,1.55,1039.54,693.00,18.74,84.99,859.13,7.25
2025-09-21T07:00:00Z,1758405600,60E85BB84CE4,1.51,1.51,1289.65,483.00,18.88,84.80,1065.83,7.19
2025-09-21T07:10:00Z,1758406200,60E85BB84CE4,1.31,1.31,1173.80,866.00,19.07,83.96,970.08,6.24
2025-09-21T07:20:00Z,1758406800,60E85BB84CE4,1.75,1.75,1117.70,485.00,19.35,82.86,923.72,8.30
2025-09-21T07:30:00Z,1758407400,60E85BB84CE4,0.99,0.99,1070.53,838.00,19.61,81.96,884.74,4.70
2025-09-21T07:40:00Z,1758408000,60E85BB84CE4,1.20,1.20,1039.54,462.00,19.85,81.21,859.13,5.71
2025-09-21T07:50:00Z,1758408600,60E85BB84CE4,1.36,1.36,1231.10,735.00,20.20,80.51,1017.44,6.45
2025-09-21T08:00:00Z,1758409200,60E85BB84CE4,1.71,1.71,1181.91,577.00,20.47,79.01,976.79,8.13
2025-09-21T08:10:00Z,1758409800,60E85BB84CE4,1.21,1.21,1281.21,540.00,20.70,76.69,1058.85,5.76
2025-09-21T08:20:00Z,1758410400,60E85BB84CE4,1.14,1.14,1556.16,1008.00,21.01,75.77,1286.08,5.42
2025-09-21T08:30:00Z,1758411000,60E85BB84CE4,1.40,1.41,1537.54,496.00,21.24,75.46,1270.69,6.52
2025-09-21T08:40:00Z,1758411600,60E85BB84CE4,0.85,0.85,1670.65,720.00,21.46,73.61,1380.70,4.06
2025-09-21T08:50:00Z,1758412200,60E85BB84CE4,0.71,0.72,1428.48,604.00,21.68,72.35,1180.56,3.37
2025-09-21T09:00:00Z,1758412800,60E85BB84CE4,1.14,1.16,211.21,476.00,21.89,71.11,174.56,5.32
2025-09-21T09:10:00Z,1758413400,60E85BB84CE4,0.51,0.51,199.93,809.00,22.12,71.10,165.23,2.42
2025-09-21T09:20:00Z,1758414000,60E85BB84CE4,0.58,0.58,171.92,729.00,22.31,70.14,142.08,2.74
2025-09-21T09:30:00Z,1758414600,60E85BB84CE4,0.76,0.76,149.72,506.00,22.48,68.02,123.73,3.59
2025-09-21T09:40:00Z,1758415200,60E85BB84CE4,0.73,0.73,144.19,573.00,22.71,67.50,119.17,3.47
2025-09-21T09:50:00Z,1758415800,60E85BB84CE4,0.41,0.41,116.76,543.00,22.76,66.09,96.49,1.95
2025-09-21T10:00:00Z,1758416400,60E85BB84CE4,0.76,0.76,116.76,535.00,22.88,66.78,96.49,3.59
2025-09-21T10:10:00Z,1758417000,60E85BB84CE4,0.48,0.48,122.22,488.00,23.07,65.52,101.01,2.29
2025-09-21T10:20:00Z,1758417600,60E85BB84CE4,0.45,0.45,116.76,461.00,23.25,65.76,96.49,2.13
2025-09-21T10:30:00Z,1758418200,60E85BB84CE4,0.65,0.65,127.70,440.00,23.52,64.10,105.54,3.10
2025-09-21T10:40:00Z,1758418800,60E85BB84CE4,0.54,0.56,133.19,446.00,23.69,63.70,110.07,2.45
2025-09-21T10:50:00Z,1758419400,60E85BB84CE4,0.80,0.82,122.22,439.00,23.80,63.65,101.01,3.67
2025-09-21T11:00:00Z,1758420000,60E85BB84CE4,0.68,0.70,122.22,438.00,23.96,63.04,101.01,3.08
2025-09-21T11:10:00Z,1758420600,60E85BB84CE4,0.78,0.80,127.70,436.00,24.16,62.18,105.54,3.59
2025-09-21T11:20:00Z,1758421200,60E85BB84CE4,0.70,0.70,127.70,441.00,24.36,61.57,105.54,3.32
2025-09-21T11:30:00Z,1758421800,60E85BB84CE4,0.63,0.65,127.70,440.00,24.63,59.87,105.54,2.90
2025-09-21T11:40:00Z,1758422400,60E85BB84CE4,0.52,0.53,116.76,440.00,24.79,60.50,96.49,2.38
2025-09-21T11:50:00Z,1758423000,60E85BB84CE4,0.41,0.41,116.76,435.00,25.00,58.27,96.49,1.95
2025-09-21T12:00:00Z,1758423600,60E85BB84CE4,0.56,0.56,111.30,431.00,25.10,56.63,91.99,2.66
2025-09-21T12:10:00Z,1758424200,60E85BB84CE4,0.71,0.71,111.30,438.00,25.34,54.86,91.99,3.39
2025-09-21T12:20:00Z,1758424800,60E85BB84CE4,0.73,0.73,111.30,441.00,25.50,54.66,91.99,3.45
2025-09-21T12:30:00Z,1758425400,60E85BB84CE4,0.47,0.48,111.30,437.00,25.73,54.23,91.99,2.19
2025-09-21T12:40:00Z,1758426000,60E85BB84CE4,1.72,1.72,111.30,431.00,25.83,50.85,91.99,8.19
2025-09-21T12:50:00Z,1758426600,60E85BB84CE4,0.67,0.67,105.86,427.00,25.96,51.88,87.49,3.19
2025-09-21T13:00:00Z,1758427200,60E85BB84CE4,1.05,1.05,105.86,427.00,26.16,50.88,87.49,5.01
2025-09-21T13:10:00Z,1758427800,60E85BB84CE4,0.92,0.92,105.86,429.00,26.32,49.45,87.49,4.39
2025-09-21T13:20:00Z,1758428400,60E85BB84CE4,0.85,0.85,111.30,427.00,26.56,51.73,91.99,4.04
2025-09-21T13:30:00Z,1758429000,60E85BB84CE4,0.72,0.72,111.30,422.00,26.66,51.90,91.99,3.43
