CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-16T00:00:03Z,1715785203,60E85BB834C4,0.27,0.35,1500.69,638,9.73,81.11,1240.24,2.35,,,
2024-05-16T00:01:03Z,1715785263,60E85BB834C4,0.42,0.56,1298.12,610,9.66,81.75,1072.82,3.69,,,
2024-05-16T00:02:03Z,1715785323,60E85BB834C4,0.37,0.5,1117.7,613,9.68,81.73,923.72,3.31,,,530.2097222
2024-05-16T00:03:03Z,1715785383,60E85BB834C4,0.33,0.44,1101.89,636,9.68,82.03,910.65,2.93,,,
2024-05-16T00:04:03Z,1715785443,60E85BB834C4,0.36,0.48,1086.16,619,9.73,81.55,897.66,3.19,,,
2024-05-16T00:05:03Z,1715785503,60E85BB834C4,0.2,0.27,1141.6,651,9.8,81.43,943.47,1.81,,,
2024-05-16T00:06:03Z,1715785563,60E85BB834C4,0.42,0.56,1125.64,649,9.75,81.41,930.28,3.75,,,
2024-05-16T00:07:03Z,1715785623,60E85BB834C4,0.33,0.45,1133.61,636,9.66,82.63,936.87,2.97,,,
2024-05-16T00:08:03Z,1715785683,60E85BB834C4,0.41,0.55,1298.12,706,9.67,82.8,1072.82,3.65,,,
2024-05-16T00:09:03Z,1715785743,60E85BB834C4,0.28,0.38,1546.83,791,9.74,82.68,1278.37,2.51,,,
2024-05-16T00:10:03Z,1715785803,60E85BB834C4,0.39,0.51,1574.9,770,9.7,82.39,1301.57,3.42,,,
2024-05-16T00:11:03Z,1715785863,60E85BB834C4,0.36,0.48,1670.65,730,9.75,83.19,1380.7,3.19,,,
2024-05-16T00:12:03Z,1715785923,60E85BB834C4,0.5,0.67,1680.41,689,9.75,83.6,1388.77,4.43,,,
2024-05-16T00:13:03Z,1715785983,60E85BB834C4,0.31,0.41,1670.65,659,9.75,83.58,1380.7,2.73,,,
2024-05-16T00:14:03Z,1715786043,60E85BB834C4,0.54,0.71,1670.65,682,9.68,83.37,1380.7,4.75,,,
2024-05-16T00:15:03Z,1715786103,60E85BB834C4,0.4,0.54,1719.84,719,9.66,83.19,1421.35,3.57,,,
2024-05-16T00:16:03Z,1715786163,60E85BB834C4,0.38,0.51,2080.62,805,9.75,83.34,1719.52,3.38,,,
2024-05-16T00:17:03Z,1715786223,60E85BB834C4,0.4,0.54,2537.74,849,9.74,83.41,2097.31,3.56,,,
2024-05-16T00:18:03Z,1715786283,60E85BB834C4,0.41,0.54,3156.19,975,9.77,83.44,2608.42,3.61,,,
2024-05-16T00:19:03Z,1715786343,60E85BB834C4,0.64,0.85,3295.48,848,9.8,82.6,2723.53,5.64,,,
2024-05-16T00:20:03Z,1715786403,60E85BB834C4,0.33,0.45,3461.34,850,9.87,82.84,2860.61,2.96,,,
2024-05-16T00:21:03Z,1715786463,60E85BB834C4,0.34,0.45,3367.93,797,9.89,82.73,2783.41,3.01,,,
2024-05-16T00:22:03Z,1715786523,60E85BB834C4,0.33,0.44,3331.46,802,9.9,82.83,2753.27,2.92,,,
2024-05-16T00:23:03Z,1715786583,60E85BB834C4,0.38,0.5,3156.19,742,9.88,81.85,2608.42,3.34,,,
2024-05-16T00:24:03Z,1715786643,60E85BB834C4,0.37,0.49,3056.28,793,9.83,82.45,2525.85,3.27,,,
2024-05-16T00:25:03Z,1715786703,60E85BB834C4,0.33,0.44,3190.34,807,9.87,82.68,2636.64,2.9,,,
2024-05-16T00:26:03Z,1715786763,60E85BB834C4,0.3,0.4,3072.68,768,9.88,82.59,2539.4,2.68,,,
2024-05-16T00:27:03Z,1715786823,60E85BB834C4,0.39,0.52,3597.84,959,9.88,82.85,2973.42,3.44,,,
2024-05-16T00:28:03Z,1715786883,60E85BB834C4,0.42,0.56,4303.14,1039,9.95,83.22,3556.32,3.73,,,
2024-05-16T00:29:03Z,1715786943,60E85BB834C4,0.55,0.74,4694.76,951,9.98,83.7,3879.97,4.89,,,
2024-05-16T00:30:03Z,1715787003,60E85BB834C4,0.22,0.29,5262.98,1016,9.95,82.28,4349.57,1.94,,,
2024-05-16T00:31:03Z,1715787063,60E85BB834C4,0.34,0.45,4849.76,896,9.82,81.38,4008.06,3.01,,,
2024-05-16T00:32:03Z,1715787123,60E85BB834C4,0.55,0.74,4436.54,821,9.81,82.4,3666.56,4.89,,,
2024-05-16T00:33:03Z,1715787183,60E85BB834C4,0.46,0.61,4031.14,799,9.85,82.53,3331.52,4.04,,,
2024-05-16T00:34:03Z,1715787243,60E85BB834C4,0.37,0.49,4126.89,869,9.92,82.77,3410.65,3.26,,,
2024-05-16T00:35:03Z,1715787303,60E85BB834C4,0.47,0.62,4176.08,854,9.97,83.5,3451.3,4.12,,,
2024-05-16T00:36:03Z,1715787363,60E85BB834C4,0.47,0.62,4277.24,867,9.99,83.88,3534.91,4.12,,,
2024-05-16T00:37:03Z,1715787423,60E85BB834C4,0.38,0.5,4725.05,944,10,83.61,3905,3.33,,,
2024-05-16T00:38:03Z,1715787483,60E85BB834C4,0.56,0.75,4576.92,833,10.04,83.63,3782.58,4.99,,,
2024-05-16T00:39:03Z,1715787543,60E85BB834C4,0.54,0.72,4176.08,785,10.06,83.07,3451.3,4.81,,,
2024-05-16T00:40:03Z,1715787603,60E85BB834C4,0.59,0.79,3938.7,772,10.01,82.66,3255.12,5.25,,,
2024-05-16T00:41:03Z,1715787663,60E85BB834C4,0.44,0.58,3984.52,818,9.9,83.27,3292.99,3.86,,,
2024-05-16T00:42:03Z,1715787723,60E85BB834C4,0.51,0.69,4151.37,874,9.92,83.54,3430.88,4.55,,,
2024-05-16T00:43:03Z,1715787783,60E85BB834C4,0.61,0.81,4409.32,890,9.91,83.38,3644.07,5.37,,,
2024-05-16T00:44:03Z,1715787843,60E85BB834C4,0.77,1.03,4201.01,822,9.89,83.55,3471.91,6.85,,,
2024-05-16T00:45:03Z,1715787903,60E85BB834C4,0.7,0.94,3827.45,774,9.81,84.27,3163.18,6.23,,,
2024-05-16T00:46:03Z,1715787963,60E85BB834C4,0.59,0.79,4031.14,796,9.84,84.15,3331.52,5.23,,,
2024-05-16T00:47:03Z,1715788023,60E85BB834C4,0.61,0.81,4078.59,828,9.9,83.91,3370.73,5.39,,,
2024-05-16T00:48:03Z,1715788083,60E85BB834C4,0.66,0.88,3827.45,754,9.82,84.28,3163.18,5.84,,,
2024-05-16T00:49:03Z,1715788143,60E85BB834C4,0.79,1.06,3679.08,769,9.84,84.24,3040.56,6.97,,,
2024-05-16T00:50:03Z,1715788203,60E85BB834C4,0.81,1.08,3597.84,756,9.82,83.94,2973.42,7.12,,,
2024-05-16T00:51:03Z,1715788263,60E85BB834C4,0.6,0.8,3720.64,834,9.76,83.87,3074.91,5.3,,,
2024-05-16T00:52:03Z,1715788323,60E85BB834C4,0.64,0.85,3827.45,816,9.79,84.52,3163.18,5.63,,,
2024-05-16T00:53:03Z,1715788383,60E85BB834C4,0.65,0.86,3617.92,760,9.77,84.27,2990.02,5.74,,,
2024-05-16T00:54:03Z,1715788443,60E85BB834C4,0.69,0.92,3558.13,775,9.77,84.05,2940.6,6.12,,,
2024-05-16T00:55:03Z,1715788503,60E85BB834C4,0.53,0.71,3679.08,808,9.74,83.86,3040.56,4.74,,,
