CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,,,
2024-05-25T15:10:00Z,1716617400,60E85BB834C4,12.67,17.01,78.81,444,27.37,42.44,65.13,111.1,,,,,,
2024-05-25T15:11:00Z,1716617460,60E85BB834C4,12.9,17.38,78.81,447,27.41,42.37,65.13,112.69,,,,,,
2024-05-25T15:12:00Z,1716617520,60E85BB834C4,12.8,17.3,78.81,469,27.47,42.52,65.13,111.35,,,,,,
2024-05-25T15:13:00Z,1716617580,60E85BB834C4,13.09,17.61,78.81,467,27.5,42.62,65.13,114.51,,,,,,
2024-05-25T15:14:00Z,1716617640,60E85BB834C4,13.96,18.77,78.81,459,27.53,42.56,65.13,122.34,,,,,,
2024-05-25T15:15:00Z,1716617700,60E85BB834C4,12.92,17.38,78.81,454,27.58,41.93,65.13,113.04,,,,,,
2024-05-25T15:16:00Z,1716617760,60E85BB834C4,13.15,17.73,78.81,453,27.6,41.76,65.13,114.81,,,,,,
2024-05-25T15:17:00Z,1716617820,60E85BB834C4,12.53,16.95,78.81,461,27.62,41.89,65.13,108.73,,,,,,
2024-05-25T15:18:00Z,1716617880,60E85BB834C4,12.92,17.32,78.81,457,27.65,42.21,65.13,113.59,,,,,,
2024-05-25T15:19:00Z,1716617940,60E85BB834C4,13.05,17.63,78.81,452,27.65,41.81,65.13,113.56,,,,,,
2024-05-25T15:20:00Z,1716618000,60E85BB834C4,13,17.49,78.81,452,27.62,41.92,65.13,113.92,,,,,,
2024-05-25T15:21:00Z,1716618060,60E85BB834C4,13.6,18.35,78.81,444,27.53,41.61,65.13,118.45,,,,,,
2024-05-25T15:22:00Z,1716618120,60E85BB834C4,13.04,17.58,78.81,447,27.48,41.61,65.13,113.87,,,,,,
2024-05-25T15:23:00Z,1716618180,60E85BB834C4,13.23,17.72,78.81,460,27.35,41.91,65.13,116.53,,,,,,
2024-05-25T15:24:00Z,1716618240,60E85BB834C4,13.08,17.44,78.81,458,27.35,42.68,65.13,115.94,,,,,,
2024-05-25T15:25:00Z,1716618300,60E85BB834C4,13.27,17.7,78.81,451,27.36,42.1,65.13,117.63,,,,,,
2024-05-25T15:26:00Z,1716618360,60E85BB834C4,13.53,18.16,78.81,457,27.36,42.56,65.13,118.78,,,,,,
2024-05-25T15:27:00Z,1716618420,60E85BB834C4,13.2,17.6,78.81,450,27.28,42.51,65.13,116.92,,,,,,
2024-05-25T15:28:00Z,1716618480,60E85BB834C4,13.7,18.6,78.81,440,27.24,42.29,65.13,118.3,,,,,,
2024-05-25T15:29:00Z,1716618540,60E85BB834C4,12.61,17.28,78.81,432,27.23,42.75,65.13,107.54,,,,,,
2024-05-25T15:30:00Z,1716618600,60E85BB834C4,13.65,18.5,73.43,433,27.24,42.67,60.69,118.17,,,,,,
2024-05-25T15:31:00Z,1716618660,60E85BB834C4,12.64,17.13,73.43,431,27.27,42.79,60.69,109.43,,,,,,
2024-05-25T15:32:00Z,1716618720,60E85BB834C4,13.27,17.97,73.43,428,27.32,42.61,60.69,115.01,,,,,,
2024-05-25T15:33:00Z,1716618780,60E85BB834C4,13.06,17.5,73.43,426,27.34,42.87,60.69,114.94,,,,,,
2024-05-25T15:34:00Z,1716618840,60E85BB834C4,12.78,17.05,73.43,424,27.41,42.25,60.69,113.21,,,,,,
2024-05-25T15:35:00Z,1716618900,60E85BB834C4,13.74,18.42,73.43,423,27.43,41.9,60.69,120.82,,,,,,
2024-05-25T15:36:00Z,1716618960,60E85BB834C4,14.51,19.44,73.43,423,27.4,41.28,60.69,127.8,,,,,,
2024-05-25T15:37:00Z,1716619020,60E85BB834C4,13,17.47,73.43,422,27.34,41.71,60.69,113.94,,,,,,
2024-05-25T15:38:00Z,1716619080,60E85BB834C4,13.63,18.18,73.43,420,27.35,42.05,60.69,120.8,,,,,,
2024-05-25T15:39:00Z,1716619140,60E85BB834C4,13.21,17.62,73.43,419,27.34,42.29,60.69,116.9,,,,,,
2024-05-25T15:40:00Z,1716619200,60E85BB834C4,12.81,17.08,73.43,423,27.35,42.69,60.69,113.52,,,,,,
2024-05-25T15:41:00Z,1716619260,60E85BB834C4,13.47,18.01,73.43,417,27.33,42.82,60.69,119.01,,,,,,
2024-05-25T15:42:00Z,1716619320,60E85BB834C4,13,17.43,73.43,421,27.34,42.44,60.69,114.32,,,,,,
2024-05-25T15:43:00Z,1716619380,60E85BB834C4,12.45,16.72,73.43,423,27.41,42.71,60.69,109.26,,,,,,
2024-05-25T15:44:00Z,1716619440,60E85BB834C4,12.69,17.02,73.43,427,27.46,42.45,60.69,111.55,,,,,,
2024-05-25T15:45:00Z,1716619500,60E85BB834C4,12.8,17.28,73.43,420,27.52,43.1,60.69,111.41,,,,,,
2024-05-25T15:46:00Z,1716619560,60E85BB834C4,12.63,17.04,73.43,418,27.56,43.32,60.69,110.1,,,,,,
2024-05-25T15:47:00Z,1716619620,60E85BB834C4,11.87,15.85,73.43,419,27.62,43.11,60.69,105.11,,,,,,
2024-05-25T15:48:00Z,1716619680,60E85BB834C4,12.55,16.76,73.43,416,27.68,42.4,60.69,111.07,,,,,,
2024-05-25T15:49:00Z,1716619740,60E85BB834C4,12.25,16.45,73.43,414,27.65,41.86,60.69,107.44,,,,,,
2024-05-25T15:50:00Z,1716619800,60E85BB834C4,12.94,17.26,73.43,414,27.65,42.4,60.69,114.63,,,,,,
2024-05-25T15:51:00Z,1716619860,60E85BB834C4,13.37,17.92,73.43,414,27.64,42.45,60.69,117.67,,,,,,
2024-05-25T15:52:00Z,1716619920,60E85BB834C4,12.17,16.34,73.43,417,27.76,42.95,60.69,106.91,,,,,,
2024-05-25T15:53:00Z,1716619980,60E85BB834C4,12.27,16.44,73.43,416,27.73,42.19,60.69,107.95,,,,,,
2024-05-25T15:54:00Z,1716620040,60E85BB834C4,12.02,16.03,73.43,415,27.77,42.21,60.69,106.48,,,,,,
2024-05-25T15:55:00Z,1716620100,60E85BB834C4,12.56,16.82,73.43,415,27.78,41.57,60.69,110.72,,,,,,
2024-05-25T15:56:00Z,1716620160,60E85BB834C4,12.43,16.57,78.81,417,27.79,41.84,65.13,110.17,,,,,,
2024-05-25T15:57:00Z,1716620220,60E85BB834C4,11.85,15.91,78.81,421,27.85,41.77,65.13,103.96,,,,,,
2024-05-25T15:58:00Z,1716620280,60E85BB834C4,12.44,16.78,78.81,425,27.91,41.88,65.13,108.5,,,,,,
2024-05-25T15:59:00Z,1716620340,60E85BB834C4,13.62,18.35,78.81,419,27.88,41.57,65.13,118.94,,,,,,
2024-05-25T16:00:00Z,1716620400,60E85BB834C4,12,16.01,78.81,418,27.92,42.07,65.13,106.35,,,,,,
2024-05-25T16:01:00Z,1716620460,60E85BB834C4,12.65,17.07,78.81,417,27.93,41.93,65.13,110.19,,,,,,
2024-05-25T16:02:00Z,1716620520,60E85BB834C4,12.4,16.75,78.81,418,27.98,42.9,65.13,107.98,,,,,,
2024-05-25T16:03:00Z,1716620580,60E85BB834C4,12.49,16.89,84.2,417,28.03,42.35,69.59,108.58,,,,,,
2024-05-25T16:04:00Z,1716620640,60E85BB834C4,12,16.3,84.2,417,28.05,42.91,69.59,103.67,,,,,,
2024-05-25T16:05:00Z,1716620700,60E85BB834C4,12.74,17.22,84.2,418,28.1,42.26,69.59,110.65,,,,,,
2024-05-25T16:06:00Z,1716620760,60E85BB834C4,13.23,17.83,89.6,419,28.12,42.53,74.05,115.44,,,,,,
2024-05-25T16:07:00Z,1716620820,60E85BB834C4,14.55,19.7,95.01,419,28.13,42.01,78.52,126.07,,,,,,
2024-05-25T16:08:00Z,1716620880,60E85BB834C4,13.89,18.52,95.01,420,28.11,42.2,78.52,123.11,,,,,,
2024-05-25T16:09:00Z,1716620940,60E85BB834C4,13.01,17.35,95.01,421,28.06,42.66,78.52,115.14,,,,,,
2024-05-25T16:10:00Z,1716621000,60E85BB834C4,13.26,17.68,95.01,419,28.05,43,78.52,117.51,,,,,,
2024-05-25T16:11:00Z,1716621060,60E85BB834C4,13.78,18.54,95.01,421,28.05,43.04,78.52,120.63,,,,,,
2024-05-25T16:12:00Z,1716621120,60E85BB834C4,13.05,17.4,95.01,417,28.09,42.68,78.52,115.61,,,,,,
2024-05-25T16:13:00Z,1716621180,60E85BB834C4,13.92,18.61,95.01,417,28.04,42.11,78.52,122.94,,,,,,
2024-05-25T16:14:00Z,1716621240,60E85BB834C4,14.26,19.24,95.01,418,27.97,42.31,78.52,124.29,,,,,,
2024-05-25T16:15:00Z,1716621300,60E85BB834C4,14.52,19.57,100.43,418,27.89,43.14,83,126.73,,,,,,
2024-05-25T16:16:00Z,1716621360,60E85BB834C4,14.31,19.17,100.43,414,27.81,43.06,83,125.93,,,,,,
2024-05-25T16:17:00Z,1716621420,60E85BB834C4,13.82,18.54,100.43,411,27.72,43.55,83,121.5,,,,,,
2024-05-25T16:18:00Z,1716621480,60E85BB834C4,14.79,19.85,100.43,416,27.69,44,83,129.83,,,,,,
2024-05-25T16:19:00Z,1716621540,60E85BB834C4,13.93,18.9,105.86,419,27.68,44.18,87.49,120.55,,,,,,
2024-05-25T16:20:00Z,1716621600,60E85BB834C4,14.36,19.56,111.3,420,27.64,43.7,91.99,123.6,,,,,,
2024-05-25T16:21:00Z,1716621660,60E85BB834C4,14.71,19.78,116.76,421,27.6,43.9,96.49,128.9,,,,,,
2024-05-25T16:22:00Z,1716621720,60E85BB834C4,13.16,17.58,122.22,418,27.63,44.28,101.01,116.35,,,,,,
2024-05-25T16:23:00Z,1716621780,60E85BB834C4,14.85,19.86,122.22,420,27.57,44.02,101.01,130.95,,,,,,
2024-05-25T16:24:00Z,1716621840,60E85BB834C4,14.66,19.56,127.7,417,27.45,43.86,105.54,129.69,,,,,,
2024-05-25T16:25:00Z,1716621900,60E85BB834C4,14.36,19.31,127.7,416,27.36,44.6,105.54,125.66,,,,,,
2024-05-25T16:26:00Z,1716621960,60E85BB834C4,15.18,20.83,127.7,420,27.27,45.71,105.54,129.07,,,,,,
2024-05-25T16:27:00Z,1716622020,60E85BB834C4,15.8,21.58,133.19,419,27.18,44.85,110.07,135.27,,,,,,
2024-05-25T16:28:00Z,1716622080,60E85BB834C4,14.05,18.74,133.19,427,27.09,44.85,110.07,124.53,,,,,,
2024-05-25T16:29:00Z,1716622140,60E85BB834C4,15.05,20.14,133.19,424,27.05,45.17,110.07,132.84,,,,,,
2024-05-25T16:30:00Z,1716622200,60E85BB834C4,14.52,19.49,133.19,422,27.05,45.65,110.07,127.42,,,,,,
2024-05-25T16:31:00Z,1716622260,60E85BB834C4,14.27,19.19,133.19,423,27.07,46.16,110.07,125,,,,,,
2024-05-25T16:32:00Z,1716622320,60E85BB834C4,14.98,20.27,133.19,425,27.09,46.17,110.07,130.02,,,,,,
2024-05-25T16:33:00Z,1716622380,60E85BB834C4,14.84,20.04,133.19,424,27.11,45.92,110.07,129.3,,,,,,
2024-05-25T16:34:00Z,1716622440,60E85BB834C4,14.4,19.2,133.19,422,27.09,45.94,110.07,127.6,,,,,,
2024-05-25T16:35:00Z,1716622500,60E85BB834C4,13.16,17.61,133.19,420,27.07,45.76,110.07,116.13,,,,,,
2024-05-25T16:36:00Z,1716622560,60E85BB834C4,14.07,18.99,133.19,417,27.03,45.99,110.07,122.63,,,,,,
2024-05-25T16:37:00Z,1716622620,60E85BB834C4,14.76,19.96,133.19,419,27,45.61,110.07,128.33,,,,,,
2024-05-25T16:38:00Z,1716622680,60E85BB834C4,15.34,20.61,133.19,421,26.97,46.11,110.07,134.4,,,,,,
2024-05-25T16:39:00Z,1716622740,60E85BB834C4,13.71,18.38,127.7,419,26.98,46.63,105.54,120.64,,,,,,
2024-05-25T16:40:00Z,1716622800,60E85BB834C4,14.18,19.17,127.7,421,26.99,46.61,105.54,123.35,,,,,,
2024-05-25T16:41:00Z,1716622860,60E85BB834C4,15.67,21.17,127.7,421,27,46.82,105.54,136.43,,,,,,
2024-05-25T16:42:00Z,1716622920,60E85BB834C4,15.71,20.99,127.7,418,26.91,46.32,105.54,138.79,,,,,,
2024-05-25T16:43:00Z,1716622980,60E85BB834C4,15.42,20.71,133.19,416,26.89,46.27,110.07,135.22,,,,,,
2024-05-25T16:44:00Z,1716623040,60E85BB834C4,15.4,20.71,133.19,418,26.86,46.74,110.07,134.97,,,,,,
2024-05-25T16:45:00Z,1716623100,60E85BB834C4,15.64,20.86,138.68,418,26.82,47.26,114.62,138.57,,,,,,
2024-05-25T16:46:00Z,1716623160,60E85BB834C4,15.8,21.23,138.68,417,26.83,47.3,114.62,138.6,,,,,,
2024-05-25T16:47:00Z,1716623220,60E85BB834C4,15.45,20.86,133.19,422,26.84,47.05,110.07,134.59,,,,,,
2024-05-25T16:48:00Z,1716623280,60E85BB834C4,16.32,22.02,133.19,417,26.75,47.21,110.07,142.15,,,,,,
2024-05-25T16:49:00Z,1716623340,60E85BB834C4,14.21,19.03,133.19,420,26.78,47.92,110.07,125.17,,,,,,
2024-05-25T16:50:00Z,1716623400,60E85BB834C4,14.44,19.48,133.19,421,26.81,47.69,110.07,125.89,,,,,,
2024-05-25T16:51:00Z,1716623460,60E85BB834C4,14.18,19.14,133.19,420,26.79,47.49,110.07,123.44,,,,,,
2024-05-25T16:52:00Z,1716623520,60E85BB834C4,14.41,19.35,138.68,423,26.83,47.45,114.62,126.37,,,,,,
2024-05-25T16:53:00Z,1716623580,60E85BB834C4,15.22,20.48,138.68,421,26.86,47.58,114.62,133.24,,,,,,
2024-05-25T16:54:00Z,1716623640,60E85BB834C4,14.44,19.48,138.68,419,26.82,47.51,114.62,125.94,,,,,,
2024-05-25T16:55:00Z,1716623700,60E85BB834C4,14.02,18.85,144.19,418,26.82,47.6,119.17,122.82,,,,,,
2024-05-25T16:56:00Z,1716623760,60E85BB834C4,14.8,19.73,144.19,418,26.85,47.94,119.17,131.15,,,,,,
2024-05-25T16:57:00Z,1716623820,60E85BB834C4,14.46,19.28,144.19,417,26.9,47.96,119.17,128.17,,,,,,
2024-05-25T16:58:00Z,1716623880,60E85BB834C4,15.24,20.32,144.19,420,26.82,47.12,119.17,135.07,,,,,,
2024-05-25T16:59:00Z,1716623940,60E85BB834C4,15.75,21.2,144.19,420,26.8,47.95,119.17,137.75,,,,,,
2024-05-25T17:00:00Z,1716624000,60E85BB834C4,15.29,20.6,144.19,419,26.74,47.79,119.17,133.55,,,,,,
2024-05-25T17:01:00Z,1716624060,60E85BB834C4,15.1,20.21,144.19,421,26.74,47.8,119.17,133.14,,,,,,
2024-05-25T17:02:00Z,1716624120,60E85BB834C4,15.49,20.66,144.19,420,26.69,47.94,119.17,137.31,,,,,,
2024-05-25T17:03:00Z,1716624180,60E85BB834C4,15.28,20.56,144.19,420,26.64,47.78,119.17,133.69,,,,,,
2024-05-25T17:04:00Z,1716624240,60E85BB834C4,15.4,20.83,144.19,421,26.63,47.97,119.17,133.79,,,,,,
2024-05-25T17:05:00Z,1716624300,60E85BB834C4,14.11,19.02,144.19,420,26.67,48.24,119.17,123.11,,,,,,
2024-05-25T17:06:00Z,1716624360,60E85BB834C4,14.98,19.99,144.19,414,26.67,47.81,119.17,132.57,,,,,,
2024-05-25T17:07:00Z,1716624420,60E85BB834C4,15.37,20.75,149.72,417,26.63,48.55,123.73,133.84,,,,,,
2024-05-25T17:08:00Z,1716624480,60E85BB834C4,16.24,22.07,149.72,418,26.64,48.12,123.73,140.23,,,,,,
2024-05-25T17:09:00Z,1716624540,60E85BB834C4,14.95,20.26,149.72,419,26.68,48.57,123.73,129.56,,,,,,
2024-05-25T17:10:00Z,1716624600,60E85BB834C4,14.42,19.42,149.72,420,26.65,47.78,123.73,126.13,,,,,,
2024-05-25T17:11:00Z,1716624660,60E85BB834C4,14.9,20.07,149.72,422,26.66,47.71,123.73,130.31,,,,,,
2024-05-25T17:12:00Z,1716624720,60E85BB834C4,15.25,20.46,149.72,420,26.65,48.02,123.73,134,,,,,,
2024-05-25T17:13:00Z,1716624780,60E85BB834C4,14.31,19.1,149.72,420,26.55,47.75,123.73,126.63,,,,,,
2024-05-25T17:14:00Z,1716624840,60E85BB834C4,14.48,19.39,149.72,422,26.54,47.33,123.73,127.6,,,,,,
2024-05-25T17:15:00Z,1716624900,60E85BB834C4,15.29,20.71,149.72,423,26.56,48.02,123.73,132.45,,,,,,
2024-05-25T17:16:00Z,1716624960,60E85BB834C4,15.3,20.67,149.72,421,26.5,47.83,123.73,133.07,,,,,,
2024-05-25T17:17:00Z,1716625020,60E85BB834C4,15.06,20.24,149.72,423,26.44,47.74,123.73,132.02,,,,,,
2024-05-25T17:18:00Z,1716625080,60E85BB834C4,14.63,19.56,149.72,423,26.44,47.52,123.73,129.1,,,,,,
2024-05-25T17:19:00Z,1716625140,60E85BB834C4,15.33,20.45,155.25,422,26.39,47.82,128.31,135.87,,,,,,
2024-05-25T17:20:00Z,1716625200,60E85BB834C4,14.88,19.84,155.25,421,26.38,48.09,128.31,131.87,,,,,,
2024-05-25T17:21:00Z,1716625260,60E85BB834C4,15.16,20.28,155.25,422,26.37,48.06,128.31,133.8,,,,,,
2024-05-25T17:22:00Z,1716625320,60E85BB834C4,14.11,19.11,183.09,420,26.36,48.22,151.31,122.32,,,,,,
2024-05-25T17:23:00Z,1716625380,60E85BB834C4,15.07,20.29,245.36,426,26.38,48.39,202.78,131.69,,,,,,
2024-05-25T17:24:00Z,1716625440,60E85BB834C4,17.03,23.09,245.36,422,26.33,47.39,202.78,147.48,,,,,,
2024-05-25T17:25:00Z,1716625500,60E85BB834C4,16.01,21.39,228.23,423,26.25,47.46,188.62,141.46,,,,,,
2024-05-25T17:26:00Z,1716625560,60E85BB834C4,15.17,20.22,211.21,424,26.25,47.65,174.56,134.42,,,,,,
2024-05-25T17:27:00Z,1716625620,60E85BB834C4,14.28,19.21,205.56,421,26.23,47.89,169.89,125.08,,,,,,
2024-05-25T17:28:00Z,1716625680,60E85BB834C4,14.67,19.71,205.56,422,26.23,47.99,169.89,128.7,,,,,,
2024-05-25T17:29:00Z,1716625740,60E85BB834C4,16.27,22.04,199.93,423,26.2,48.09,165.23,141.11,,,,,,
2024-05-25T17:30:00Z,1716625800,60E85BB834C4,16.41,22.12,199.93,425,26.17,48.05,165.23,143.28,,,,,,
2024-05-25T17:31:00Z,1716625860,60E85BB834C4,15.01,20.2,199.93,428,26.16,48.42,165.23,131.35,,,,,,
2024-05-25T17:32:00Z,1716625920,60E85BB834C4,14.96,20.13,194.3,428,26.15,48.66,160.58,130.82,,,,,,
2024-05-25T17:33:00Z,1716625980,60E85BB834C4,15.43,20.73,194.3,425,26.13,48.57,160.58,135.27,,,,,,
2024-05-25T17:34:00Z,1716626040,60E85BB834C4,15.9,21.49,194.3,424,26.19,48.44,160.58,138.23,,,,,,
2024-05-25T17:35:00Z,1716626100,60E85BB834C4,14.44,19.27,194.3,424,26.19,48.94,160.58,127.79,,,,,,
2024-05-25T17:36:00Z,1716626160,60E85BB834C4,15.87,21.43,194.3,423,26.19,48.94,160.58,138.2,,,,,,
2024-05-25T17:37:00Z,1716626220,60E85BB834C4,14.8,19.96,188.69,424,26.2,49.11,155.94,129.13,,,,,,
2024-05-25T17:38:02Z,1716626282,60E85BB834C4,16.12,21.77,188.69,423,26.12,48.55,155.94,140.39,,,,,,
2024-05-25T17:39:02Z,1716626342,60E85BB834C4,15.05,20.35,188.69,422,26.17,49.25,155.94,130.71,,,,,,
2024-05-25T17:40:02Z,1716626402,60E85BB834C4,15.13,20.39,188.69,421,26.2,49.22,155.94,132.07,,,,,,
2024-05-25T17:41:02Z,1716626462,60E85BB834C4,14.43,19.33,183.09,423,26.26,49.66,151.31,127.16,,,,,,
2024-05-25T17:42:02Z,1716626522,60E85BB834C4,15.33,20.57,183.09,423,26.29,49.14,151.31,134.68,,,,,,
2024-05-25T17:43:02Z,1716626582,60E85BB834C4,15.71,21.06,183.09,420,26.29,49.12,151.31,138.25,,,,,,
2024-05-25T17:44:02Z,1716626642,60E85BB834C4,15.8,21.36,183.09,419,26.25,48.71,151.31,137.38,,,,,,
2024-05-25T17:45:02Z,1716626702,60E85BB834C4,16.82,22.78,183.09,420,26.26,48.58,151.31,145.74,,,,,,
2024-05-25T17:46:02Z,1716626762,60E85BB834C4,15.67,21.22,183.09,421,26.27,48.96,151.31,135.88,,,,,,
2024-05-25T17:47:02Z,1716626822,60E85BB834C4,16.01,21.68,183.09,420,26.27,49.26,151.31,138.81,,,,,,
2024-05-25T17:48:02Z,1716626882,60E85BB834C4,17.21,22.99,177.5,420,26.29,49.73,146.69,152.1,,,,,,
2024-05-25T17:49:02Z,1716626942,60E85BB834C4,17.85,24.11,177.5,418,26.25,49.21,146.69,155.33,,,,,,
2024-05-25T17:50:02Z,1716627002,60E85BB834C4,17.98,24.35,177.5,421,26.22,49.12,146.69,155.81,,,,,,
2024-05-25T17:51:02Z,1716627062,60E85BB834C4,17.55,23.65,177.5,423,26.16,49.69,146.69,153.27,,,,,,
2024-05-25T17:52:02Z,1716627122,60E85BB834C4,16.16,21.65,177.5,423,26.17,50.18,146.69,142.24,,,,,,
2024-05-25T17:53:02Z,1716627182,60E85BB834C4,17.1,23.07,171.92,420,26.11,49.62,142.08,149.07,,,,,,
2024-05-25T17:54:02Z,1716627242,60E85BB834C4,16.67,22.48,171.92,421,26.06,49.82,142.08,145.37,,,,,,
2024-05-25T17:55:02Z,1716627302,60E85BB834C4,17.18,23.09,171.92,422,25.97,50.23,142.08,150.7,,,,,,
2024-05-25T17:56:02Z,1716627362,60E85BB834C4,18.01,24.2,171.92,421,26,50.45,142.08,157.98,,,,,,
2024-05-25T17:57:02Z,1716627422,60E85BB834C4,18.04,24.38,166.35,422,25.89,49.97,137.48,156.95,,,,,,
2024-05-25T17:58:02Z,1716627482,60E85BB834C4,18.23,24.63,166.35,423,25.89,50.61,137.48,158.59,,,,,,
2024-05-25T17:59:02Z,1716627542,60E85BB834C4,16.7,22.53,166.35,422,25.88,50.92,137.48,145.68,,,,,,
2024-05-25T18:00:02Z,1716627602,60E85BB834C4,17.79,24.13,160.79,418,25.88,51.08,132.89,154.02,,,,,,
2024-05-25T18:01:02Z,1716627662,60E85BB834C4,18.56,25.26,160.79,418,25.85,50.1,132.89,159.79,,,,,,
2024-05-25T18:02:02Z,1716627722,60E85BB834C4,18.74,25.32,160.79,416,25.81,50.42,132.89,162.96,,,,,,
2024-05-25T18:03:02Z,1716627782,60E85BB834C4,17.42,23.53,160.79,417,25.84,50.87,132.89,151.7,,,,,,
2024-05-25T18:04:02Z,1716627842,60E85BB834C4,18.54,25.2,155.25,422,25.84,50.63,128.31,159.96,,,,,,
2024-05-25T18:05:02Z,1716627902,60E85BB834C4,17.21,23.3,155.25,422,25.88,51.08,128.31,149.29,,,,,,
2024-05-25T18:06:02Z,1716627962,60E85BB834C4,16.51,22.3,155.25,425,25.92,50.89,128.31,143.79,,,,,,
2024-05-25T18:07:02Z,1716628022,60E85BB834C4,16.52,22.2,155.25,424,25.95,50.82,128.31,144.94,,,,,,
2024-05-25T18:08:02Z,1716628082,60E85BB834C4,18.13,24.25,149.72,424,26,50.56,123.73,159.88,,,,,,
2024-05-25T18:09:02Z,1716628142,60E85BB834C4,16.65,22.35,149.72,425,26.03,50.53,123.73,146.22,,,,,,
2024-05-25T18:10:02Z,1716628202,60E85BB834C4,18.58,25.23,149.72,427,26.01,49.98,123.73,160.49,,,,,,
2024-05-25T18:11:02Z,1716628262,60E85BB834C4,18.34,24.83,149.72,423,25.98,50.22,123.73,158.96,,,,,,
2024-05-25T18:12:02Z,1716628322,60E85BB834C4,18.54,24.96,144.19,419,26,50.34,119.17,162.19,,,,,,
2024-05-25T18:13:02Z,1716628382,60E85BB834C4,18.41,25.06,144.19,419,26.01,50.59,119.17,158.43,,,,,,
2024-05-25T18:14:02Z,1716628442,60E85BB834C4,17.69,23.63,144.19,420,25.93,50.77,119.17,156.38,,,,,,
2024-05-25T18:15:02Z,1716628502,60E85BB834C4,17.86,24.17,144.19,421,25.9,50.66,119.17,155.14,,,,,,
2024-05-25T18:16:02Z,1716628562,60E85BB834C4,19.38,26.4,138.68,423,25.89,50.52,114.62,166.59,,,,,,
2024-05-25T18:17:02Z,1716628622,60E85BB834C4,17.96,24.14,138.68,426,25.81,50.48,114.62,157.47,,,,,,
2024-05-25T18:18:02Z,1716628682,60E85BB834C4,18.48,25.13,138.68,424,25.81,51.27,114.62,159.24,,,,,,
2024-05-25T18:19:02Z,1716628742,60E85BB834C4,17.4,23.7,138.68,425,25.84,51.61,114.62,149.7,,,,,,
2024-05-25T18:20:02Z,1716628802,60E85BB834C4,16.93,23.01,138.68,427,25.76,51.31,114.62,146.11,,,,,,
2024-05-25T18:21:02Z,1716628862,60E85BB834C4,19.26,26.2,133.19,423,25.77,50.99,110.07,165.96,,,,,,
2024-05-25T18:22:02Z,1716628922,60E85BB834C4,18.75,25.38,133.19,425,25.67,51.32,110.07,162.76,,,,,,
2024-05-25T18:23:02Z,1716628982,60E85BB834C4,18.57,25.16,133.19,424,25.64,51.42,110.07,160.98,,,,,,
2024-05-25T18:24:02Z,1716629042,60E85BB834C4,18.41,24.84,133.19,421,25.58,51.71,110.07,160.34,,,,,,
2024-05-25T18:25:02Z,1716629102,60E85BB834C4,18.95,25.56,133.19,422,25.53,52.06,110.07,165.21,,,,,,
2024-05-25T18:26:02Z,1716629162,60E85BB834C4,19.69,26.65,133.19,423,25.45,52.28,110.07,170.89,,,,,,
2024-05-25T18:27:02Z,1716629222,60E85BB834C4,17.97,24.25,127.7,423,25.47,52.65,105.54,156.67,,,,,,
2024-05-25T18:28:02Z,1716629282,60E85BB834C4,17.93,24.47,127.7,426,25.47,52.55,105.54,153.79,,,,,,
2024-05-25T18:29:02Z,1716629342,60E85BB834C4,18.41,24.87,127.7,424,25.37,52.11,105.54,160.23,,,,,,
2024-05-25T18:30:02Z,1716629402,60E85BB834C4,19.78,26.69,127.7,424,25.3,52.05,105.54,172.36,,,,,,
2024-05-25T18:31:02Z,1716629462,60E85BB834C4,19.33,25.98,127.7,427,25.28,52.73,105.54,169.45,,,,,,
2024-05-25T18:32:02Z,1716629522,60E85BB834C4,19.07,25.45,127.7,429,25.28,52.72,105.54,168.78,,,,,,
2024-05-25T18:33:02Z,1716629582,60E85BB834C4,18.7,25.17,127.7,428,25.25,52.96,105.54,163.65,,,,,,
2024-05-25T18:34:02Z,1716629642,60E85BB834C4,17.96,23.94,127.7,426,25.19,52.75,105.54,159.13,,,,,,
2024-05-25T18:35:02Z,1716629702,60E85BB834C4,19.05,25.7,127.7,428,25.19,53.29,105.54,166.08,,,,,,
2024-05-25T18:36:02Z,1716629762,60E85BB834C4,19.41,26.3,127.7,429,25.17,53.04,105.54,168.15,,,,,,
2024-05-25T18:37:02Z,1716629822,60E85BB834C4,19.12,25.86,127.7,427,25.12,53.36,105.54,166.16,,,,,,
2024-05-25T18:38:02Z,1716629882,60E85BB834C4,19.47,26.38,127.7,428,25.09,53.65,105.54,168.71,,,,,,
2024-05-25T18:39:02Z,1716629942,60E85BB834C4,18.12,24.58,127.7,428,25.09,54.21,105.54,156.74,,,,,,
2024-05-25T18:40:02Z,1716630002,60E85BB834C4,18.45,24.77,127.7,430,25.05,54.16,105.54,161.95,,,,,,
2024-05-25T18:41:02Z,1716630062,60E85BB834C4,19.11,25.98,127.7,428,25,54.27,105.54,164.85,,,,,,
2024-05-25T18:42:02Z,1716630122,60E85BB834C4,19.05,26.03,127.7,427,25.04,54.45,105.54,162.98,,,,,,
2024-05-25T18:43:02Z,1716630182,60E85BB834C4,19.51,26.35,127.7,428,25.02,54.65,105.54,169.93,,,,,,
