CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-29T00:00:27Z,1716908427,60E85BB834C4,1.85,2.47,782.65,465,19.1,55.63,646.82,16.41,,
2024-05-29T00:01:27Z,1716908487,60E85BB834C4,1.77,2.37,824.98,461,19.11,55.6,681.8,15.72,,
2024-05-29T00:02:27Z,1716908547,60E85BB834C4,1.57,2.09,824.98,457,19.09,55.64,681.8,13.91,,
2024-05-29T00:03:27Z,1716908607,60E85BB834C4,2.42,3.22,796.69,450,19.11,55.7,658.42,21.42,,
2024-05-29T00:04:27Z,1716908667,60E85BB834C4,2.05,2.74,761.74,447,19.12,55.63,629.53,18.21,,641.7426778
2024-05-29T00:05:27Z,1716908727,60E85BB834C4,1.7,2.27,747.88,447,19.12,55.56,618.08,15.06,,
2024-05-29T00:06:27Z,1716908787,60E85BB834C4,1.81,2.41,740.98,442,19.12,55.58,612.38,16.02,,
2024-05-29T00:07:27Z,1716908847,60E85BB834C4,1.96,2.62,747.88,451,19.1,55.67,618.08,17.4,,
2024-05-29T00:08:27Z,1716908907,60E85BB834C4,1.83,2.44,782.65,457,19.07,55.92,646.82,16.23,,
2024-05-29T00:09:27Z,1716908967,60E85BB834C4,2.22,2.97,789.66,464,19.04,55.95,652.61,19.71,,
2024-05-29T00:10:27Z,1716909027,60E85BB834C4,1.93,2.58,761.74,470,19.05,56.14,629.53,17.13,,
2024-05-29T00:11:27Z,1716909087,60E85BB834C4,1.95,2.6,734.1,476,19.05,56.32,606.69,17.28,,
2024-05-29T00:12:27Z,1716909147,60E85BB834C4,1.96,2.62,713.56,480,19.03,56.32,589.72,17.38,,
2024-05-29T00:13:27Z,1716909207,60E85BB834C4,1.69,2.26,693.17,480,19.04,56.42,572.87,15.01,,
2024-05-29T00:14:27Z,1716909267,60E85BB834C4,2,2.66,659.54,480,19.04,56.22,545.07,17.69,,
