CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-10-14T00:00:57Z,1728831657,60E85BB84CE4,4.39,5.85,95.01,506,19.94,60.01,78.52,38.92,,,
2024-10-14T00:01:57Z,1728831717,60E85BB84CE4,4.21,5.61,95.01,900,19.98,60.13,78.52,37.31,,,
2024-10-14T00:02:57Z,1728831777,60E85BB84CE4,3.95,5.27,89.6,615,20.02,60.17,74.05,35.03,,,
2024-10-14T00:03:57Z,1728831837,60E85BB84CE4,4.65,6.21,89.6,503,19.99,60.05,74.05,41.25,,,592.0805556
2024-10-14T00:04:57Z,1728831897,60E85BB84CE4,4.09,5.45,89.6,456,20,59.74,74.05,36.24,,,
2024-10-14T00:05:57Z,1728831957,60E85BB84CE4,4.43,5.91,89.6,860,20.04,59.9,74.05,39.25,,,
2024-10-14T00:06:57Z,1728832017,60E85BB84CE4,5.1,6.8,89.6,600,20.06,60.2,74.05,45.21,,,
2024-10-14T00:07:57Z,1728832077,60E85BB84CE4,4.56,6.07,89.6,485,20.06,60.68,74.05,40.38,,,
2024-10-14T00:08:57Z,1728832137,60E85BB84CE4,4.36,5.82,89.6,442,20.08,60.33,74.05,38.66,,,
2024-10-14T00:09:57Z,1728832197,60E85BB84CE4,4.29,5.72,89.6,899,20.03,60.29,74.05,38.01,,,
2024-10-14T00:10:57Z,1728832257,60E85BB84CE4,4.85,6.46,89.6,696,20.03,59.98,74.05,42.95,,,
2024-10-14T00:11:57Z,1728832317,60E85BB84CE4,4.69,6.26,89.6,492,20.03,59.42,74.05,41.58,,,
2024-10-14T00:12:57Z,1728832377,60E85BB84CE4,4.14,5.52,84.2,443,20.04,59.42,69.59,36.71,,,
2024-10-14T00:13:57Z,1728832437,60E85BB84CE4,3.93,5.23,84.2,790,20.04,59.13,69.59,34.79,,,
2024-10-14T00:14:57Z,1728832497,60E85BB84CE4,3.54,4.72,84.2,666,20.04,58.95,69.59,31.4,,,
2024-10-14T00:15:57Z,1728832557,60E85BB84CE4,4.12,5.49,84.2,487,20.09,58.43,69.59,36.48,,,
2024-10-14T00:16:57Z,1728832617,60E85BB84CE4,3.96,5.29,84.2,439,20.07,58.06,69.59,35.13,,,
2024-10-14T00:17:57Z,1728832677,60E85BB84CE4,3.83,5.11,78.81,736,20.1,57.85,65.13,33.97,,,
2024-10-14T00:18:57Z,1728832737,60E85BB84CE4,3.62,4.83,78.81,632,20.06,58.05,65.13,32.1,,,
2024-10-14T00:19:57Z,1728832797,60E85BB84CE4,3.86,5.15,78.81,469,20.12,57.87,65.13,34.22,,,
2024-10-14T00:20:57Z,1728832857,60E85BB84CE4,3.71,4.94,78.81,446,20.12,57.93,65.13,32.85,,,
2024-10-14T00:21:57Z,1728832917,60E85BB84CE4,3.4,4.54,73.43,805,20.17,58,60.69,30.16,,,
2024-10-14T00:22:57Z,1728832977,60E85BB84CE4,3.92,5.23,73.43,645,20.1,57.87,60.69,34.74,,,
2024-10-14T00:23:57Z,1728833037,60E85BB84CE4,3.82,5.1,73.43,477,20.2,57.83,60.69,33.89,,,
2024-10-14T00:24:57Z,1728833097,60E85BB84CE4,3.69,4.91,73.43,439,20.22,57.9,60.69,32.66,,,
2024-10-14T00:25:57Z,1728833157,60E85BB84CE4,3.17,4.22,73.43,797,20.19,58.04,60.69,28.06,,,
2024-10-14T00:26:57Z,1728833217,60E85BB84CE4,3.78,5.04,73.43,686,20.24,57.98,60.69,33.47,,,
2024-10-14T00:27:57Z,1728833277,60E85BB84CE4,3.6,4.8,73.43,515,20.22,57.58,60.69,31.88,,,
2024-10-14T00:28:57Z,1728833337,60E85BB84CE4,3.42,4.55,73.43,436,20.23,57.75,60.69,30.28,,,
2024-10-14T00:29:57Z,1728833397,60E85BB84CE4,3.56,4.74,73.43,727,20.25,57.53,60.69,31.51,,,
2024-10-14T00:30:57Z,1728833457,60E85BB84CE4,4.52,6.02,73.43,594,20.25,57.38,60.69,40.02,,,
2024-10-14T00:31:57Z,1728833517,60E85BB84CE4,4.03,5.38,73.43,491,20.22,57.29,60.69,35.75,,,
2024-10-14T00:32:57Z,1728833577,60E85BB84CE4,3.66,4.88,73.43,427,20.23,57.71,60.69,32.46,,,
2024-10-14T00:33:57Z,1728833637,60E85BB84CE4,3.88,5.18,73.43,752,20.26,57.44,60.69,34.4,,,
2024-10-14T00:34:57Z,1728833697,60E85BB84CE4,3.87,5.16,73.43,667,20.29,57.51,60.69,34.32,,,
2024-10-14T00:35:57Z,1728833757,60E85BB84CE4,3.25,4.33,73.43,508,20.3,57.23,60.69,28.78,,,
2024-10-14T00:36:57Z,1728833817,60E85BB84CE4,3.91,5.21,73.43,443,20.23,57.64,60.69,34.62,,,
2024-10-14T00:37:57Z,1728833877,60E85BB84CE4,3.85,5.13,73.43,684,20.27,57.4,60.69,34.12,,,
2024-10-14T00:38:57Z,1728833937,60E85BB84CE4,3.83,5.11,73.43,628,20.29,57.48,60.69,33.94,,,
2024-10-14T00:39:57Z,1728833997,60E85BB84CE4,3.66,4.88,73.43,504,20.26,57.31,60.69,32.43,,,
2024-10-14T00:40:57Z,1728834057,60E85BB84CE4,3.68,4.91,73.43,440,20.31,57.14,60.69,32.64,,,
2024-10-14T00:41:57Z,1728834117,60E85BB84CE4,4.05,5.39,68.07,685,20.3,57.29,56.25,35.86,,,
2024-10-14T00:42:57Z,1728834177,60E85BB84CE4,3.97,5.29,68.07,698,20.29,57.61,56.25,35.19,,,
2024-10-14T00:43:57Z,1728834237,60E85BB84CE4,3.37,4.5,68.07,517,20.3,57.5,56.25,29.88,,,
2024-10-14T00:44:57Z,1728834297,60E85BB84CE4,3.85,5.13,68.07,452,20.32,57.74,56.25,34.1,,,
2024-10-14T00:45:57Z,1728834357,60E85BB84CE4,3.88,5.17,68.07,707,20.32,57.81,56.25,34.35,,,
2024-10-14T00:46:57Z,1728834417,60E85BB84CE4,3.96,5.28,68.07,746,20.33,57.94,56.25,35.09,,,
2024-10-14T00:47:57Z,1728834477,60E85BB84CE4,3.68,4.9,73.43,508,20.34,57.88,60.69,32.58,,,
2024-10-14T00:48:57Z,1728834537,60E85BB84CE4,3.99,5.32,73.43,453,20.38,57.71,60.69,35.36,,,
2024-10-14T00:49:57Z,1728834597,60E85BB84CE4,3.84,5.12,73.43,738,20.31,57.56,60.69,34.02,,,
2024-10-14T00:50:57Z,1728834657,60E85BB84CE4,3.78,5.04,73.43,713,20.32,57.59,60.69,33.5,,,
2024-10-14T00:51:57Z,1728834717,60E85BB84CE4,3.83,5.1,73.43,512,20.35,57.67,60.69,33.92,,,
2024-10-14T00:52:57Z,1728834777,60E85BB84CE4,3.44,4.59,73.43,454,20.36,57.81,60.69,30.5,,,
2024-10-14T00:53:57Z,1728834837,60E85BB84CE4,4.19,5.59,73.43,783,20.34,57.9,60.69,37.17,,,
2024-10-14T00:54:57Z,1728834897,60E85BB84CE4,3.98,5.31,73.43,858,20.35,57.77,60.69,35.29,,,
