CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
2024-11-11T20:29:09Z,1731324549,60E85BB84CE4,25.17,34.08,374.43,440,15.04,60.59,309.45,218.42,
2024-11-11T20:30:09Z,1731324609,60E85BB84CE4,25.12,33.9,380.45,441,15.08,60.69,314.42,219.01,
2024-11-11T20:31:09Z,1731324669,60E85BB84CE4,26.27,35.18,398.58,441,15.04,60.98,329.41,231.48,
2024-11-11T20:32:09Z,1731324729,60E85BB84CE4,25.75,34.99,453.73,442,15.01,61.32,374.98,222.16,
2024-11-11T20:33:09Z,1731324789,60E85BB84CE4,26.26,35.76,503.72,449,15.04,61.11,416.3,225.85,
2024-11-11T20:34:09Z,1731324849,60E85BB84CE4,25.91,36.03,554.66,451,15.03,60.94,458.4,216.09,
2024-11-11T20:35:09Z,1731324909,60E85BB84CE4,25.27,34.67,580.5,447,15.05,60.81,479.75,214.95,
2024-11-11T20:36:09Z,1731324969,60E85BB84CE4,26.75,36.64,574.01,446,15.04,60.75,474.39,228.19,
2024-11-11T20:37:09Z,1731325029,60E85BB84CE4,24.93,33.45,535.44,442,15.02,60.53,442.52,219,
2024-11-11T20:38:09Z,1731325089,60E85BB84CE4,24.14,32.66,491.14,445,15.07,60.31,405.9,209.62,
2024-11-11T20:39:09Z,1731325149,60E85BB84CE4,25.98,35.71,429.08,443,15.1,60.3,354.61,220.54,
2024-11-11T20:40:09Z,1731325209,60E85BB84CE4,24.48,33.24,386.48,438,15.13,60.23,319.41,211.41,
2024-11-11T20:41:09Z,1731325269,60E85BB84CE4,26.53,35.96,338.61,436,15.13,60.4,279.84,229.71,
2024-11-11T20:42:09Z,1731325329,60E85BB84CE4,25.31,33.97,314.99,436,15.17,60.51,260.33,222.3,
2024-11-11T20:43:09Z,1731325389,60E85BB84CE4,24.19,32.66,303.26,436,15.18,60.43,250.63,210.63,
2024-11-11T20:44:09Z,1731325449,60E85BB84CE4,25.3,34.12,303.26,434,15.2,60.39,250.63,220.66,
2024-11-11T20:45:09Z,1731325509,60E85BB84CE4,25.31,34.3,314.99,434,15.23,60.37,260.33,219.25,
2024-11-11T20:46:09Z,1731325569,60E85BB84CE4,24.34,32.73,332.69,438,15.29,60.2,274.95,213.11,
2024-11-11T20:47:09Z,1731325629,60E85BB84CE4,22.83,31.18,356.46,442,15.24,59.94,294.6,195.68,
2024-11-11T20:48:09Z,1731325689,60E85BB84CE4,22.96,31.02,368.43,439,15.29,59.65,304.49,199.72,
2024-11-11T20:49:09Z,1731325749,60E85BB84CE4,23,30.92,380.45,440,15.3,59.55,314.42,201.56,
2024-11-11T20:50:09Z,1731325809,60E85BB84CE4,22.8,31.24,392.53,441,15.2,59.79,324.4,194.28,
2024-11-11T20:51:09Z,1731325869,60E85BB84CE4,22.42,30.1,404.66,441,15.22,59.82,334.43,196.81,
2024-11-11T20:52:09Z,1731325929,60E85BB84CE4,22.33,29.84,416.84,443,15.22,59.82,344.5,197.33,
2024-11-11T20:53:09Z,1731325989,60E85BB84CE4,22.58,30.55,422.95,447,15.25,59.67,349.55,196.07,
2024-11-11T20:54:09Z,1731326049,60E85BB84CE4,22.53,30.49,435.22,444,15.27,59.55,359.69,195.53,
2024-11-11T20:55:09Z,1731326109,60E85BB84CE4,21.58,29.15,441.38,438,15.26,59.12,364.77,187.85,
2024-11-11T20:56:09Z,1731326169,60E85BB84CE4,20.12,26.83,429.08,440,15.19,59.01,354.61,178.31,
2024-11-11T20:57:09Z,1731326229,60E85BB84CE4,19.62,26.41,404.66,445,15.16,59,334.43,171.67,
2024-11-11T20:58:09Z,1731326289,60E85BB84CE4,18.99,25.63,368.43,445,15.16,58.73,304.49,165.37,
2024-11-11T20:59:09Z,1731326349,60E85BB84CE4,18.5,24.96,338.61,443,15.12,58.61,279.84,161.21,
2024-11-11T21:00:09Z,1731326409,60E85BB84CE4,18.34,24.57,303.26,441,15.09,58.54,250.63,161.52,
2024-11-11T21:01:09Z,1731326469,60E85BB84CE4,17.09,23.07,279.95,441,15.06,58.64,231.37,148.84,
2024-11-11T21:02:09Z,1731326529,60E85BB84CE4,17.99,24.5,262.6,441,15.06,58.67,217.03,154.76,
2024-11-11T21:03:09Z,1731326589,60E85BB84CE4,18.27,24.74,251.1,441,15.01,58.97,207.52,158.41,
2024-11-11T21:04:09Z,1731326649,60E85BB84CE4,17.46,23.41,251.1,438,14.99,59.44,207.52,153.58,
2024-11-11T21:05:09Z,1731326709,60E85BB84CE4,17.18,23,268.37,440,15.03,59.15,221.8,151.49,
2024-11-11T21:06:09Z,1731326769,60E85BB84CE4,16.88,22.61,297.42,443,15,59.36,245.8,148.61,
2024-11-11T21:07:09Z,1731326829,60E85BB84CE4,17.53,23.62,320.88,442,15,59.49,265.19,153.16,
2024-11-11T21:08:09Z,1731326889,60E85BB84CE4,17.29,23.17,338.61,439,15.02,59.55,279.84,152.2,
2024-11-11T21:09:09Z,1731326949,60E85BB84CE4,17.18,23,350.5,447,15,59.33,289.67,151.3,
2024-11-11T21:10:09Z,1731327009,60E85BB84CE4,16.86,22.71,350.5,444,14.94,59.29,289.67,147.35,
2024-11-11T21:11:09Z,1731327069,60E85BB84CE4,16.97,22.74,344.55,440,14.93,59.28,284.75,149.27,
2024-11-11T21:12:09Z,1731327129,60E85BB84CE4,15.69,21.13,338.61,440,14.86,59.06,279.84,137.25,
2024-11-11T21:13:09Z,1731327189,60E85BB84CE4,15.65,20.95,320.88,435,14.88,58.99,265.19,137.87,
2024-11-11T21:14:09Z,1731327249,60E85BB84CE4,15.33,20.66,309.12,434,14.9,58.82,255.47,133.96,
2024-11-11T21:15:09Z,1731327309,60E85BB84CE4,15.12,20.51,291.58,434,14.89,58.82,240.98,130.9,
2024-11-11T21:16:09Z,1731327369,60E85BB84CE4,15.01,20.29,279.95,437,14.88,58.55,231.37,130.54,
2024-11-11T21:17:09Z,1731327429,60E85BB84CE4,14.64,19.61,262.6,438,14.85,58.41,217.03,129.04,
2024-11-11T21:18:09Z,1731327489,60E85BB84CE4,14.44,19.41,251.1,438,14.9,58.38,207.52,126.62,
2024-11-11T21:19:09Z,1731327549,60E85BB84CE4,15.2,20.64,233.93,439,14.78,58.37,193.33,131.26,
2024-11-11T21:20:09Z,1731327609,60E85BB84CE4,14.01,18.86,216.88,438,14.78,58.35,179.24,122.52,
2024-11-11T21:21:09Z,1731327669,60E85BB84CE4,14.1,19.11,199.93,437,14.77,58.16,165.23,122.24,
2024-11-11T21:22:09Z,1731327729,60E85BB84CE4,13.55,18.14,194.3,436,14.76,58.22,160.58,119.28,
2024-11-11T21:23:09Z,1731327789,60E85BB84CE4,13.56,18.25,183.09,433,14.75,58.36,151.31,118.6,
2024-11-11T21:24:09Z,1731327849,60E85BB84CE4,13.15,17.66,183.09,435,14.73,58.47,151.31,115.47,
2024-11-11T21:25:09Z,1731327909,60E85BB84CE4,13.67,18.24,183.09,434,14.71,58.59,151.31,121.09,
2024-11-11T21:26:09Z,1731327969,60E85BB84CE4,14.06,18.94,188.69,431,14.74,58.84,155.94,122.9,
2024-11-11T21:27:09Z,1731328029,60E85BB84CE4,13.02,17.58,194.3,437,14.71,58.87,160.58,113.46,
2024-11-11T21:28:09Z,1731328089,60E85BB84CE4,12.87,17.31,211.21,440,14.72,58.75,174.56,112.75,
2024-11-11T21:29:09Z,1731328149,60E85BB84CE4,12.98,17.31,216.88,440,14.74,58.52,179.24,115.07,
2024-11-11T21:30:09Z,1731328209,60E85BB84CE4,12.85,17.25,222.55,438,14.74,58.3,183.92,112.88,
2024-11-11T21:31:09Z,1731328269,60E85BB84CE4,12.77,17.17,228.23,438,14.7,58.35,188.62,111.92,
2024-11-11T21:32:09Z,1731328329,60E85BB84CE4,12.41,16.75,228.23,437,14.65,58.4,188.62,108.06,
2024-11-11T21:33:09Z,1731328389,60E85BB84CE4,12.32,16.64,222.55,435,14.6,58.34,183.92,107.2,
2024-11-11T21:34:09Z,1731328449,60E85BB84CE4,12.46,16.61,222.55,427,14.6,58.44,183.92,110.4,
2024-11-11T21:35:09Z,1731328509,60E85BB84CE4,11.56,15.42,216.88,430,14.59,58.44,179.24,102.27,
2024-11-11T21:36:09Z,1731328569,60E85BB84CE4,11.53,15.55,222.55,432,14.55,58.74,183.92,100.51,
2024-11-11T21:37:09Z,1731328629,60E85BB84CE4,12.12,16.34,228.23,430,14.53,58.44,188.62,105.78,
2024-11-11T21:38:09Z,1731328689,60E85BB84CE4,10.94,14.74,239.64,428,14.53,58.64,198.05,95.69,
2024-11-11T21:39:09Z,1731328749,60E85BB84CE4,11.46,15.31,245.36,430,14.52,58.23,202.78,101.33,
2024-11-11T21:40:09Z,1731328809,60E85BB84CE4,11.01,14.69,245.36,440,14.52,58.6,202.78,97.39,
2024-11-11T21:41:09Z,1731328869,60E85BB84CE4,11.22,14.98,239.64,438,14.52,58.44,198.05,99.29,
2024-11-11T21:42:09Z,1731328929,60E85BB84CE4,10.72,14.3,239.64,437,14.51,58.42,198.05,95.02,
2024-11-11T21:43:09Z,1731328989,60E85BB84CE4,11.02,14.7,233.93,433,14.51,58.68,193.33,97.7,
2024-11-11T21:44:09Z,1731329049,60E85BB84CE4,11.21,15.02,233.93,435,14.53,58.69,193.33,98.74,
2024-11-11T21:45:09Z,1731329109,60E85BB84CE4,11.1,14.8,239.64,434,14.46,58.69,198.05,98.38,
2024-11-11T21:46:09Z,1731329169,60E85BB84CE4,11.52,15.4,239.64,434,14.47,58.62,198.05,101.68,
2024-11-11T21:47:09Z,1731329229,60E85BB84CE4,11.16,14.9,251.1,432,14.47,58.71,207.52,98.79,
2024-11-11T21:48:09Z,1731329289,60E85BB84CE4,11.34,15.12,256.84,434,14.47,58.8,212.27,100.47,
2024-11-11T21:49:09Z,1731329349,60E85BB84CE4,10.39,13.86,268.37,430,14.42,58.96,221.8,92.11,
2024-11-11T21:50:09Z,1731329409,60E85BB84CE4,11.38,15.18,279.95,434,14.47,58.85,231.37,100.87,
2024-11-11T21:51:09Z,1731329469,60E85BB84CE4,10.44,13.97,291.58,438,14.46,58.78,240.98,92.15,
2024-11-11T21:52:09Z,1731329529,60E85BB84CE4,10.25,13.68,303.26,434,14.47,58.85,250.63,90.86,
2024-11-11T21:53:09Z,1731329589,60E85BB84CE4,10.86,14.48,314.99,433,14.41,58.61,260.33,96.27,
2024-11-11T21:54:09Z,1731329649,60E85BB84CE4,11.41,15.37,320.88,434,14.39,58.85,265.19,99.63,
2024-11-11T21:55:09Z,1731329709,60E85BB84CE4,10.95,14.68,314.99,434,14.38,58.75,260.33,96.3,
2024-11-11T21:56:09Z,1731329769,60E85BB84CE4,10.81,14.41,309.12,434,14.35,58.7,255.47,95.77,
2024-11-11T21:57:09Z,1731329829,60E85BB84CE4,11.47,15.34,297.42,432,14.36,58.85,245.8,101.31,
2024-11-11T21:58:09Z,1731329889,60E85BB84CE4,10.53,14.05,285.76,426,14.36,58.92,236.17,93.27,
2024-11-11T21:59:09Z,1731329949,60E85BB84CE4,10.63,14.22,279.95,426,14.34,58.89,231.37,93.81,
2024-11-11T22:00:09Z,1731330009,60E85BB84CE4,10.37,13.92,274.16,432,14.36,59.1,226.58,90.97,
2024-11-11T22:01:09Z,1731330069,60E85BB84CE4,11.65,15.6,274.16,433,14.37,59.07,226.58,102.69,
2024-11-11T22:02:09Z,1731330129,60E85BB84CE4,11.97,16.06,279.95,431,14.38,59.08,231.37,105.13,
2024-11-11T22:03:09Z,1731330189,60E85BB84CE4,12.03,16.04,279.95,428,14.31,59.07,231.37,106.64,
2024-11-11T22:04:09Z,1731330249,60E85BB84CE4,12.12,16.34,285.76,431,14.32,58.93,236.17,105.86,
2024-11-11T22:05:09Z,1731330309,60E85BB84CE4,12.22,16.3,279.95,431,14.32,58.92,231.37,108.24,
2024-11-11T22:06:09Z,1731330369,60E85BB84CE4,11.7,15.64,279.95,432,14.29,58.88,231.37,103.3,
2024-11-11T22:07:09Z,1731330429,60E85BB84CE4,12.8,17.16,274.16,432,14.24,59.01,226.58,112.53,
2024-11-11T22:08:09Z,1731330489,60E85BB84CE4,12.34,16.63,274.16,429,14.23,59.36,226.58,107.79,
2024-11-11T22:09:09Z,1731330549,60E85BB84CE4,12.78,17.21,274.16,431,14.24,59.67,226.58,111.68,
2024-11-11T22:10:09Z,1731330609,60E85BB84CE4,12.5,16.7,285.76,439,14.22,59.96,236.17,110.56,
2024-11-11T22:11:09Z,1731330669,60E85BB84CE4,13.78,18.51,291.58,438,14.23,59.97,240.98,120.89,
2024-11-11T22:12:09Z,1731330729,60E85BB84CE4,13.72,18.48,303.26,438,14.21,60.33,250.63,119.89,
2024-11-11T22:13:09Z,1731330789,60E85BB84CE4,14.85,19.95,309.12,438,14.22,60.68,255.47,130.21,
2024-11-11T22:14:09Z,1731330849,60E85BB84CE4,14.42,19.41,314.99,437,14.23,60.69,260.33,126.05,
2024-11-11T22:15:09Z,1731330909,60E85BB84CE4,14.37,19.47,320.88,438,14.16,60.49,265.19,124.43,
2024-11-11T22:16:09Z,1731330969,60E85BB84CE4,14.11,19.04,344.55,438,14.16,60.42,284.75,122.93,
2024-11-11T22:17:09Z,1731331029,60E85BB84CE4,13.05,17.61,386.48,441,14.13,60.37,319.41,113.85,
2024-11-11T22:18:09Z,1731331089,60E85BB84CE4,13.28,18.02,404.66,438,14.1,60.28,334.43,114.96,
2024-11-11T22:19:09Z,1731331149,60E85BB84CE4,12.93,17.32,416.84,436,14.1,60.24,344.5,113.93,
2024-11-11T22:20:09Z,1731331209,60E85BB84CE4,13.34,17.98,422.95,433,14.12,60.3,349.55,116.38,
2024-11-11T22:21:09Z,1731331269,60E85BB84CE4,12.6,16.83,429.08,432,14.16,60.37,354.61,111.42,
2024-11-11T22:22:09Z,1731331329,60E85BB84CE4,14.15,19.08,435.22,434,14.13,60.58,359.69,123.45,
2024-11-11T22:23:09Z,1731331389,60E85BB84CE4,14.51,19.63,447.55,434,14.16,60.62,369.87,126.04,
2024-11-11T22:24:09Z,1731331449,60E85BB84CE4,13.04,17.53,459.93,435,14.14,60.48,380.11,114.32,
2024-11-11T22:25:09Z,1731331509,60E85BB84CE4,13.09,17.51,472.37,430,14.06,60.04,390.39,115.47,
2024-11-11T22:26:09Z,1731331569,60E85BB84CE4,13.46,18.13,472.37,431,14.02,59.94,390.39,117.62,
2024-11-11T22:27:09Z,1731331629,60E85BB84CE4,12.81,17.08,472.37,431,13.98,60.4,390.39,113.5,
2024-11-11T22:28:09Z,1731331689,60E85BB84CE4,12.48,16.64,466.14,432,14.02,60.43,385.24,110.53,
2024-11-11T22:29:09Z,1731331749,60E85BB84CE4,12.75,17.1,466.14,430,14.03,60.47,385.24,112.03,
2024-11-11T22:30:09Z,1731331809,60E85BB84CE4,13.2,17.65,459.93,436,14.04,60.4,380.11,116.5,
2024-11-11T22:31:09Z,1731331869,60E85BB84CE4,13.34,17.81,459.93,433,13.98,60.53,380.11,117.92,
2024-11-11T22:32:09Z,1731331929,60E85BB84CE4,13.23,17.64,459.93,433,13.97,60.58,380.11,117.24,
2024-11-11T22:33:09Z,1731331989,60E85BB84CE4,12.56,16.79,459.93,429,13.93,60.9,380.11,110.88,
2024-11-11T22:34:09Z,1731332049,60E85BB84CE4,12.84,17.36,459.93,432,13.96,60.82,380.11,111.49,
2024-11-11T22:35:09Z,1731332109,60E85BB84CE4,13.73,18.46,459.93,434,13.93,61.03,380.11,120.18,
2024-11-11T22:36:09Z,1731332169,60E85BB84CE4,14.27,19.32,459.93,434,13.91,61.34,380.11,123.89,
2024-11-11T22:37:09Z,1731332229,60E85BB84CE4,15.18,20.48,466.14,434,13.89,61.31,385.24,132.33,
2024-11-11T22:38:09Z,1731332289,60E85BB84CE4,16.35,21.85,472.37,440,13.85,61.73,390.39,144.39,
2024-11-11T22:39:09Z,1731332349,60E85BB84CE4,15,20.17,472.37,439,13.84,61.62,390.39,131.51,
2024-11-11T22:40:09Z,1731332409,60E85BB84CE4,15.59,21.06,478.61,435,13.87,61.49,395.54,135.66,
2024-11-11T22:41:09Z,1731332469,60E85BB84CE4,14.94,20.07,478.61,435,13.88,61.48,395.54,131.08,
2024-11-11T22:42:09Z,1731332529,60E85BB84CE4,15.15,20.45,484.86,439,13.88,61.55,400.71,131.92,
2024-11-11T22:43:09Z,1731332589,60E85BB84CE4,15.26,20.54,491.14,439,13.84,61.38,405.9,133.51,
2024-11-11T22:44:09Z,1731332649,60E85BB84CE4,14.52,19.51,503.72,436,13.87,61.35,416.3,127.22,
2024-11-11T22:45:09Z,1731332709,60E85BB84CE4,15.31,20.58,510.03,437,13.8,61.43,421.52,134.28,
2024-11-11T22:46:09Z,1731332769,60E85BB84CE4,14.27,19.23,522.71,437,13.83,61.42,431.99,124.55,
2024-11-11T22:47:09Z,1731332829,60E85BB84CE4,15.99,21.56,529.07,441,13.86,61.43,437.25,139.62,
2024-11-11T22:48:09Z,1731332889,60E85BB84CE4,15.83,21.19,541.83,431,13.81,61.69,447.8,139.51,
2024-11-11T22:49:09Z,1731332949,60E85BB84CE4,16.18,21.78,541.83,431,13.82,61.77,447.8,141.62,
2024-11-11T22:50:09Z,1731333009,60E85BB84CE4,16.04,21.53,548.24,434,13.76,62.13,453.09,140.85,
2024-11-11T22:51:09Z,1731333069,60E85BB84CE4,16.26,21.85,554.66,436,13.66,62.43,458.4,142.48,
2024-11-11T22:52:09Z,1731333129,60E85BB84CE4,16.33,22.03,561.1,433,13.72,62.42,463.72,142.36,
2024-11-11T22:53:09Z,1731333189,60E85BB84CE4,16.71,22.59,574.01,433,13.76,62.41,474.39,145.22,
2024-11-11T22:54:09Z,1731333249,60E85BB84CE4,16.21,21.92,593.51,435,13.74,62.41,490.5,140.87,
2024-11-11T22:55:09Z,1731333309,60E85BB84CE4,17.19,23.23,613.15,437,13.78,62.59,506.73,149.58,
2024-11-11T22:56:09Z,1731333369,60E85BB84CE4,17.82,23.93,626.32,436,13.8,62.56,517.62,156.49,
2024-11-11T22:57:09Z,1731333429,60E85BB84CE4,18,24.22,639.56,443,13.82,62.58,528.56,157.5,
2024-11-11T22:58:09Z,1731333489,60E85BB84CE4,17.72,23.82,646.2,443,13.78,62.78,534.05,155.36,
2024-11-11T22:59:09Z,1731333549,60E85BB84CE4,18.98,25.86,659.54,440,13.81,62.86,545.07,163.17,
2024-11-11T23:00:09Z,1731333609,60E85BB84CE4,18,24.17,672.94,441,13.82,62.92,556.15,157.92,
2024-11-11T23:01:09Z,1731333669,60E85BB84CE4,19.78,26.86,686.41,439,13.82,63.13,567.28,170.9,
2024-11-11T23:02:09Z,1731333729,60E85BB84CE4,18.28,24.68,706.75,442,13.83,63.04,584.09,159.26,
2024-11-11T23:03:09Z,1731333789,60E85BB84CE4,18.76,25.22,734.1,441,13.77,63.87,606.69,164.33,
2024-11-11T23:04:09Z,1731333849,60E85BB84CE4,20.33,27.38,754.8,440,13.78,63.84,623.8,177.7,
2024-11-11T23:05:09Z,1731333909,60E85BB84CE4,21.54,29.02,768.69,440,13.77,64.19,635.28,188.07,
2024-11-11T23:06:09Z,1731333969,60E85BB84CE4,20.7,28.14,782.65,440,13.78,64.13,646.82,178.54,
2024-11-11T23:07:09Z,1731334029,60E85BB84CE4,22.44,30.67,796.69,448,13.75,64.62,658.42,191.94,
2024-11-11T23:08:09Z,1731334089,60E85BB84CE4,22.98,31.31,824.98,447,13.76,64.81,681.8,197.43,
2024-11-11T23:09:09Z,1731334149,60E85BB84CE4,24.52,33.69,846.39,445,13.69,65.23,699.5,208.12,
2024-11-11T23:10:09Z,1731334209,60E85BB84CE4,23.26,31.6,875.22,448,13.67,65.38,723.32,200.85,
2024-11-11T23:11:09Z,1731334269,60E85BB84CE4,25.74,35.7,904.36,451,13.67,65.58,747.4,215.5,
2024-11-11T23:12:09Z,1731334329,60E85BB84CE4,27.1,37.05,941.23,449,13.68,65.85,777.88,231.79,
2024-11-11T23:13:09Z,1731334389,60E85BB84CE4,25.44,34.6,956.12,447,13.61,66.12,790.18,219.17,
2024-11-11T23:14:09Z,1731334449,60E85BB84CE4,25.24,34.41,986.16,447,13.66,65.98,815.01,216.83,
2024-11-11T23:15:09Z,1731334509,60E85BB84CE4,24.95,34.21,1001.3,450,13.69,65.87,827.52,212.55,
2024-11-11T23:16:09Z,1731334569,60E85BB84CE4,25.58,34.58,1039.54,456,13.68,65.93,859.13,222.5,
2024-11-11T23:17:09Z,1731334629,60E85BB84CE4,23.86,32.31,1078.34,456,13.71,65.76,891.19,206.83,
2024-11-11T23:18:09Z,1731334689,60E85BB84CE4,24.83,33.74,1109.78,452,13.7,66.2,917.18,214.23,
2024-11-11T23:19:09Z,1731334749,60E85BB84CE4,26.5,35.92,1149.61,454,13.66,66.53,950.09,229.58,
2024-11-11T23:20:09Z,1731334809,60E85BB84CE4,25.7,34.83,1198.21,456,13.64,66.86,990.25,222.58,
2024-11-11T23:21:09Z,1731334869,60E85BB84CE4,25.62,35.18,1264.4,455,13.65,66.9,1044.96,217.65,
2024-11-11T23:22:09Z,1731334929,60E85BB84CE4,25.73,34.91,1419.59,459,13.68,66.91,1173.22,222.52,
2024-11-11T23:23:09Z,1731334989,60E85BB84CE4,24.4,33.13,1528.28,454,13.72,66.66,1263.04,210.78,
2024-11-11T23:24:09Z,1731335049,60E85BB84CE4,25.1,34.54,1593.78,455,13.73,66.71,1317.17,212.76,
2024-11-11T23:25:09Z,1731335109,60E85BB84CE4,23.79,32.49,1641.56,464,13.77,66.72,1356.66,203.9,
2024-11-11T23:26:09Z,1731335169,60E85BB84CE4,26.47,36.62,1641.56,458,13.77,66.82,1356.66,222.44,
2024-11-11T23:27:09Z,1731335229,60E85BB84CE4,26.91,37,1603.27,456,13.81,66.73,1325.02,228.17,
2024-11-11T23:28:09Z,1731335289,60E85BB84CE4,27.11,37.12,1556.16,452,13.8,66.91,1286.08,231.28,
2024-11-11T23:29:09Z,1731335349,60E85BB84CE4,27.5,38.1,1500.69,464,13.82,66.97,1240.24,230.53,
2024-11-11T23:30:09Z,1731335409,60E85BB84CE4,26.48,36.08,1464.34,466,13.86,66.88,1210.2,227.5,
2024-11-11T23:31:09Z,1731335469,60E85BB84CE4,25.78,35.15,1419.59,458,13.81,67.27,1173.22,221.35,
2024-11-11T23:32:09Z,1731335529,60E85BB84CE4,25.34,34.41,1401.9,463,13.82,67.1,1158.59,218.88,
2024-11-11T23:33:09Z,1731335589,60E85BB84CE4,26.3,35.9,1375.57,462,13.8,67.32,1136.84,225.51,
2024-11-11T23:34:09Z,1731335649,60E85BB84CE4,27.06,37.15,1366.86,464,13.76,67.71,1129.63,229.97,
2024-11-11T23:35:09Z,1731335709,60E85BB84CE4,26.88,36.53,1358.17,460,13.74,68.16,1122.45,231.87,
2024-11-11T23:36:09Z,1731335769,60E85BB84CE4,27.23,37.44,1349.51,462,13.75,68.23,1115.29,230.89,
2024-11-11T23:37:09Z,1731335829,60E85BB84CE4,28,38.4,1340.87,461,13.77,68.33,1108.16,238.34,
2024-11-11T23:38:09Z,1731335889,60E85BB84CE4,26.37,35.69,1332.27,462,13.81,68.35,1101.05,228.98,
2024-11-11T23:39:09Z,1731335949,60E85BB84CE4,28.12,38.16,1340.87,463,13.83,68.47,1108.16,243.06,
2024-11-11T23:40:09Z,1731336009,60E85BB84CE4,28.56,39.57,1340.87,462,13.86,68.33,1108.16,239.41,
2024-11-11T23:41:09Z,1731336069,60E85BB84CE4,28.39,38.99,1349.51,461,13.9,68.36,1115.29,241.13,
2024-11-11T23:42:09Z,1731336129,60E85BB84CE4,28.15,38.56,1349.51,463,13.92,68.41,1115.29,240.1,
2024-11-11T23:43:09Z,1731336189,60E85BB84CE4,28.58,39.5,1349.51,463,13.91,68.55,1115.29,240.58,
2024-11-11T23:44:09Z,1731336249,60E85BB84CE4,28.64,39.03,1349.51,462,13.92,68.79,1115.29,246.06,
2024-11-11T23:45:09Z,1731336309,60E85BB84CE4,21.4,44.72,1340.87,461,13.86,69.96,1108.16,280.78,
2024-11-11T23:46:09Z,1731336369,60E85BB84CE4,31.62,43.38,1332.27,462,13.93,69.88,1101.05,269.05,
2024-11-11T23:47:09Z,1731336429,60E85BB84CE4,21.24,44.61,1323.69,467,13.96,69.64,1093.96,276.53,
2024-11-11T23:48:09Z,1731336489,60E85BB84CE4,21.64,45.46,1306.61,468,13.96,70.31,1079.85,281.87,
2024-11-11T23:49:09Z,1731336549,60E85BB84CE4,21.27,44.15,1289.65,467,13.96,70.54,1065.83,281.73,
2024-11-11T23:50:09Z,1731336609,60E85BB84CE4,31.88,43.1,1272.79,469,13.99,70.22,1051.89,277.17,
2024-11-11T23:51:09Z,1731336669,60E85BB84CE4,31.48,43.05,1264.4,472,14.05,70.11,1044.96,269.18,
2024-11-11T23:52:09Z,1731336729,60E85BB84CE4,31.41,42.67,1272.79,477,14.08,70.16,1051.89,271.15,
2024-11-11T23:53:09Z,1731336789,60E85BB84CE4,32.18,43.83,1272.79,476,14.09,70.81,1051.89,276.76,
2024-11-11T23:54:09Z,1731336849,60E85BB84CE4,21.65,45.98,1264.4,474,14.16,70.16,1044.96,277.34,
2024-11-11T23:55:09Z,1731336909,60E85BB84CE4,21.73,45.84,1272.79,476,14.2,70.53,1051.89,281.16,
2024-11-11T23:56:09Z,1731336969,60E85BB84CE4,22.81,48.15,1289.65,477,14.22,70.36,1065.83,295.01,
2024-11-11T23:57:09Z,1731337029,60E85BB84CE4,22.51,47.15,1298.12,476,14.26,70.27,1072.82,294.19,
2024-11-11T23:58:09Z,1731337089,60E85BB84CE4,21.59,44.89,1306.61,478,14.26,70.29,1079.85,285.41,
2024-11-11T23:59:09Z,1731337149,60E85BB84CE4,21.73,45.57,1315.14,478,14.24,70.35,1086.89,283.46,
