CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
2024-11-11T03:45:09Z,1731264309,60E85BB84CE4,17.59,23.52,867.98,452,11.76,71.63,717.34,155.27,461
2024-11-11T03:46:09Z,1731264369,60E85BB84CE4,17.29,23.28,824.98,586,11.79,70.97,681.8,151.13,460
2024-11-11T03:47:09Z,1731264429,60E85BB84CE4,17.74,23.81,803.73,691,11.77,69.76,664.24,155.89,457
2024-11-11T03:48:09Z,1731264489,60E85BB84CE4,17.47,23.48,789.66,544,11.76,69.84,652.61,153.19,456
2024-11-11T03:49:09Z,1731264549,60E85BB84CE4,16.81,22.51,713.56,481,11.8,70.28,589.72,148,453
2024-11-11T03:50:09Z,1731264609,60E85BB84CE4,18.05,24.1,646.2,455,11.75,70.15,534.05,159.74,455
2024-11-11T03:51:09Z,1731264669,60E85BB84CE4,17.72,23.73,593.51,676,11.76,69.95,490.5,156.02,455
2024-11-11T03:52:09Z,1731264729,60E85BB84CE4,17.98,24.15,541.83,645,11.78,69.81,447.8,157.72,453
2024-11-11T03:53:09Z,1731264789,60E85BB84CE4,17.12,22.91,510.03,498,11.78,69.84,421.52,151.05,451
2024-11-11T03:54:09Z,1731264849,60E85BB84CE4,17.02,22.72,491.14,454,11.76,69.79,405.9,150.65,452
2024-11-11T03:55:09Z,1731264909,60E85BB84CE4,16.52,22.08,484.86,518,11.78,69.82,400.71,145.95,457
2024-11-11T03:56:09Z,1731264969,60E85BB84CE4,16.12,21.49,484.86,703,11.83,69.59,400.71,142.83,455
2024-11-11T03:57:09Z,1731265029,60E85BB84CE4,16.77,22.53,491.14,542,11.81,69.63,405.9,146.93,460
2024-11-11T03:58:09Z,1731265089,60E85BB84CE4,17.18,22.91,497.42,478,11.74,69.76,411.09,152.21,461
2024-11-11T03:59:09Z,1731265149,60E85BB84CE4,17.62,23.5,510.03,447,11.73,69.7,421.52,156.03,455
2024-11-11T04:00:09Z,1731265209,60E85BB84CE4,16.87,22.51,516.36,661,11.75,69.74,426.75,149.31,458
2024-11-11T04:01:09Z,1731265269,60E85BB84CE4,17.4,23.2,522.71,586,11.73,69.82,431.99,154.23,454
2024-11-11T04:02:09Z,1731265329,60E85BB84CE4,17.12,22.83,529.07,508,11.68,69.93,437.25,151.72,457
2024-11-11T04:03:09Z,1731265389,60E85BB84CE4,17.96,23.94,535.44,454,11.65,69.98,442.52,159.13,459
2024-11-11T04:04:09Z,1731265449,60E85BB84CE4,17.34,23.29,535.44,510,11.61,70.13,442.52,152.17,457
2024-11-11T04:05:09Z,1731265509,60E85BB84CE4,18.15,24.39,541.83,707,11.58,70.28,447.8,159.2,460
2024-11-11T04:06:09Z,1731265569,60E85BB84CE4,18.16,24.37,541.83,549,11.52,70.65,447.8,159.54,458
2024-11-11T04:07:09Z,1731265629,60E85BB84CE4,18.9,25.45,541.83,485,11.53,70.62,447.8,165.31,460
2024-11-11T04:08:09Z,1731265689,60E85BB84CE4,18.82,25.23,548.24,447,11.49,70.91,453.09,165.63,454
2024-11-11T04:09:09Z,1731265749,60E85BB84CE4,19.34,25.79,548.24,622,11.49,71.14,453.09,171.36,455
2024-11-11T04:10:09Z,1731265809,60E85BB84CE4,19.18,25.71,554.66,667,11.46,71.33,458.4,168.8,454
2024-11-11T04:11:09Z,1731265869,60E85BB84CE4,18.01,24.11,554.66,524,11.48,71.31,458.4,158.68,452
2024-11-11T04:12:09Z,1731265929,60E85BB84CE4,18.92,25.49,561.1,468,11.5,71.22,463.72,165.21,454
2024-11-11T04:13:09Z,1731265989,60E85BB84CE4,18.91,25.44,567.55,450,11.5,71.2,469.05,165.54,453
2024-11-11T04:14:09Z,1731266049,60E85BB84CE4,18.68,25.07,567.55,718,11.53,71.21,469.05,164.14,453
2024-11-11T04:15:09Z,1731266109,60E85BB84CE4,19.45,26.09,567.55,658,11.54,71.24,469.05,170.87,454
2024-11-11T04:16:09Z,1731266169,60E85BB84CE4,18.39,24.52,574.01,506,11.5,71.41,474.39,162.98,460
2024-11-11T04:17:09Z,1731266229,60E85BB84CE4,18.29,24.41,580.5,471,11.54,71.34,479.75,161.85,460
2024-11-11T04:18:09Z,1731266289,60E85BB84CE4,19.41,25.88,593.51,452,11.53,71.54,490.5,172.03,456
2024-11-11T04:19:09Z,1731266349,60E85BB84CE4,19.19,25.75,619.73,678,11.5,71.68,512.17,168.59,457
2024-11-11T04:20:09Z,1731266409,60E85BB84CE4,19.86,26.58,652.86,616,11.52,71.62,539.56,175.15,462
2024-11-11T04:21:09Z,1731266469,60E85BB84CE4,19.24,25.78,699.95,520,11.51,71.75,578.47,169.33,460
2024-11-11T04:22:09Z,1731266529,60E85BB84CE4,20.38,27.37,740.98,469,11.49,71.73,612.38,178.79,462
2024-11-11T04:23:09Z,1731266589,60E85BB84CE4,18.91,25.21,789.66,452,11.5,71.87,652.61,167.58,462
2024-11-11T04:24:09Z,1731266649,60E85BB84CE4,19.83,26.46,875.22,718,11.48,71.9,723.32,175.43,463
2024-11-11T04:25:09Z,1731266709,60E85BB84CE4,19.1,25.5,963.6,629,11.49,72,796.36,169.06,463
2024-11-11T04:26:09Z,1731266769,60E85BB84CE4,20.52,27.74,1062.75,519,11.47,72.33,878.31,178.44,459
2024-11-11T04:27:09Z,1731266829,60E85BB84CE4,19.86,26.61,1094.01,470,11.47,72.11,904.14,174.86,462
2024-11-11T04:28:09Z,1731266889,60E85BB84CE4,21.34,28.45,1125.64,452,11.43,72.35,930.28,189.09,459
2024-11-11T04:29:09Z,1731266949,60E85BB84CE4,21,28.05,1133.61,650,11.38,72.54,936.87,185.67,464
2024-11-11T04:30:09Z,1731267009,60E85BB84CE4,20.1,26.82,1157.65,594,11.36,72.5,956.74,177.93,464
2024-11-11T04:31:09Z,1731267069,60E85BB84CE4,22.33,30.08,1165.71,488,11.36,72.49,963.4,195.04,464
2024-11-11T04:32:09Z,1731267129,60E85BB84CE4,20.75,27.89,1165.71,466,11.39,72.29,963.4,181.92,463
2024-11-11T04:33:09Z,1731267189,60E85BB84CE4,20.38,27.34,1157.65,466,11.36,72.21,956.74,179.05,462
2024-11-11T04:34:09Z,1731267249,60E85BB84CE4,19.56,26.07,1149.61,709,11.34,72.49,950.09,173.31,457
2024-11-11T04:35:09Z,1731267309,60E85BB84CE4,20.31,27.28,1157.65,566,11.4,72.12,956.74,178.1,465
2024-11-11T04:36:09Z,1731267369,60E85BB84CE4,19.63,26.27,1094.01,498,11.44,71.97,904.14,173.19,465
2024-11-11T04:37:09Z,1731267429,60E85BB84CE4,19.71,26.48,1086.16,460,11.42,71.99,897.66,172.76,467
2024-11-11T04:38:09Z,1731267489,60E85BB84CE4,21.27,28.77,1165.71,474,11.41,72.44,963.4,184.73,466
2024-11-11T04:39:09Z,1731267549,60E85BB84CE4,20.54,27.82,1231.1,727,11.45,72.47,1017.44,178,468
2024-11-11T04:40:09Z,1731267609,60E85BB84CE4,20.65,27.67,1306.61,585,11.44,72.42,1079.85,181.62,469
2024-11-11T04:41:09Z,1731267669,60E85BB84CE4,19.94,26.88,1366.86,500,11.45,72.49,1129.63,174.18,469
2024-11-11T04:42:09Z,1731267729,60E85BB84CE4,19.74,26.33,1410.73,468,11.43,72.76,1165.89,174.86,469
2024-11-11T04:43:09Z,1731267789,60E85BB84CE4,20.5,27.33,1437.4,455,11.37,72.95,1187.94,181.69,471
2024-11-11T04:44:09Z,1731267849,60E85BB84CE4,20.37,27.15,1437.4,727,11.37,72.84,1187.94,180.49,468
2024-11-11T04:45:09Z,1731267909,60E85BB84CE4,20.18,26.99,1455.33,633,11.37,73,1202.76,178.11,470
2024-11-11T04:46:09Z,1731267969,60E85BB84CE4,20.75,27.86,1473.39,509,11.37,72.97,1217.67,182.14,468
2024-11-11T04:47:09Z,1731268029,60E85BB84CE4,21.15,28.34,1482.46,473,11.34,73.03,1225.17,186.23,466
2024-11-11T04:48:09Z,1731268089,60E85BB84CE4,21.97,29.64,1482.46,455,11.29,73.26,1225.17,191.45,465
2024-11-11T04:49:09Z,1731268149,60E85BB84CE4,20.4,27.43,1482.46,708,11.28,73.29,1225.17,178.77,468
2024-11-11T04:50:09Z,1731268209,60E85BB84CE4,21.68,29.14,1491.56,619,11.31,73.2,1232.69,190.13,471
2024-11-11T04:51:09Z,1731268269,60E85BB84CE4,20.51,27.53,1491.56,522,11.28,73,1232.69,180.12,470
2024-11-11T04:52:09Z,1731268329,60E85BB84CE4,20.24,27.12,1491.56,483,11.3,72.82,1232.69,178.2,469
2024-11-11T04:53:09Z,1731268389,60E85BB84CE4,19.37,25.94,1482.46,463,11.28,72.35,1225.17,170.61,466
2024-11-11T04:54:09Z,1731268449,60E85BB84CE4,19.96,26.83,1455.33,733,11.28,72.12,1202.76,174.91,464
2024-11-11T04:55:09Z,1731268509,60E85BB84CE4,19.33,25.86,1306.61,627,11.3,71.82,1079.85,170.55,465
2024-11-11T04:56:09Z,1731268569,60E85BB84CE4,19.69,26.31,1214.6,513,11.27,71.97,1003.8,173.95,465
2024-11-11T04:57:09Z,1731268629,60E85BB84CE4,18.8,25.06,1125.64,462,11.35,71.76,930.28,166.6,463
2024-11-11T04:58:09Z,1731268689,60E85BB84CE4,18.83,25.19,1086.16,459,11.37,71.47,897.66,166.09,457
2024-11-11T04:59:09Z,1731268749,60E85BB84CE4,18.61,24.9,1062.75,739,11.38,71.31,878.31,164.18,462
2024-11-11T05:00:09Z,1731268809,60E85BB84CE4,19.65,26.21,1047.26,610,11.38,71.06,865.5,174.12,465
2024-11-11T05:01:09Z,1731268869,60E85BB84CE4,19.81,26.44,1039.54,498,11.33,71.06,859.13,175.4,465
2024-11-11T05:02:09Z,1731268929,60E85BB84CE4,20.5,27.68,1031.85,464,11.29,71,852.77,178.58,463
2024-11-11T05:03:09Z,1731268989,60E85BB84CE4,18.17,24.23,1031.85,471,11.3,70.64,852.77,161.05,461
2024-11-11T05:04:09Z,1731269049,60E85BB84CE4,19.16,25.62,1016.53,708,11.32,70.46,840.11,169.25,463
2024-11-11T05:05:09Z,1731269109,60E85BB84CE4,18.92,25.33,993.72,569,11.28,70.34,821.26,166.79,470
2024-11-11T05:06:09Z,1731269169,60E85BB84CE4,18.96,25.3,956.12,491,11.34,70.01,790.18,167.8,467
2024-11-11T05:07:09Z,1731269229,60E85BB84CE4,19.76,26.62,926.42,453,11.26,69.99,765.64,172.57,467
2024-11-11T05:08:09Z,1731269289,60E85BB84CE4,19.79,26.56,882.47,508,11.28,69.82,729.32,173.88,461
2024-11-11T05:09:09Z,1731269349,60E85BB84CE4,19.33,25.89,846.39,731,11.26,69.78,699.5,170.34,459
2024-11-11T05:10:09Z,1731269409,60E85BB84CE4,18.65,25.1,810.79,561,11.26,69.76,670.08,163.07,461
2024-11-11T05:11:09Z,1731269469,60E85BB84CE4,17.95,24.05,796.69,485,11.28,69.6,658.42,158.09,462
2024-11-11T05:12:09Z,1731269529,60E85BB84CE4,19.13,25.57,775.66,450,11.32,69.42,641.04,169.04,461
2024-11-11T05:13:09Z,1731269589,60E85BB84CE4,19.01,25.35,761.74,475,11.28,69.34,629.53,168.45,462
2024-11-11T05:14:09Z,1731269649,60E85BB84CE4,17.77,23.76,754.8,724,11.3,69.41,623.8,156.76,461
2024-11-11T05:15:09Z,1731269709,60E85BB84CE4,18.22,24.29,747.88,578,11.27,69.18,618.08,161.45,464
2024-11-11T05:16:09Z,1731269769,60E85BB84CE4,18.09,24.12,740.98,484,11.28,69.18,612.38,160.35,466
2024-11-11T05:17:09Z,1731269829,60E85BB84CE4,17.91,24.2,734.1,461,11.29,69.26,606.69,155.84,460
2024-11-11T05:18:09Z,1731269889,60E85BB84CE4,18.29,24.83,727.24,583,11.3,69.21,601.02,158.07,463
2024-11-11T05:19:09Z,1731269949,60E85BB84CE4,18.71,24.98,727.24,686,11.25,69.13,601.02,165.56,461
2024-11-11T05:20:09Z,1731270009,60E85BB84CE4,19.34,25.93,727.24,536,11.26,69.2,601.02,169.97,458
2024-11-11T05:21:09Z,1731270069,60E85BB84CE4,18.78,25.19,734.1,479,11.17,69.38,606.69,164.99,459
2024-11-11T05:22:09Z,1731270129,60E85BB84CE4,18.69,25.19,734.1,457,11.18,69.49,606.69,163.27,459
2024-11-11T05:23:09Z,1731270189,60E85BB84CE4,18.31,24.44,740.98,609,11.2,69.44,612.38,162.01,458
2024-11-11T05:24:09Z,1731270249,60E85BB84CE4,18.17,24.37,747.88,636,11.22,69.36,618.08,159.64,462
2024-11-11T05:25:09Z,1731270309,60E85BB84CE4,18.73,25.21,754.8,523,11.21,69.48,623.8,163.71,465
2024-11-11T05:26:09Z,1731270369,60E85BB84CE4,19.82,26.73,761.74,466,11.18,69.49,629.53,172.84,467
2024-11-11T05:27:09Z,1731270429,60E85BB84CE4,18.14,24.34,768.69,448,11.17,69.55,635.28,159.31,466
2024-11-11T05:28:09Z,1731270489,60E85BB84CE4,18.33,24.64,768.69,652,11.14,69.62,635.28,160.73,466
2024-11-11T05:29:09Z,1731270549,60E85BB84CE4,19.43,26.01,775.66,675,11.13,69.7,641.04,171.29,463
2024-11-11T05:30:09Z,1731270609,60E85BB84CE4,19.13,25.75,775.66,543,11.15,69.71,641.04,167.31,463
2024-11-11T05:31:09Z,1731270669,60E85BB84CE4,18.47,24.84,782.65,479,11.16,69.72,646.82,161.75,464
2024-11-11T05:32:09Z,1731270729,60E85BB84CE4,18.94,25.37,782.65,459,11.15,69.65,646.82,166.68,461
2024-11-11T05:33:09Z,1731270789,60E85BB84CE4,19.68,26.61,782.65,618,11.14,69.78,646.82,170.98,461
2024-11-11T05:34:09Z,1731270849,60E85BB84CE4,19.27,25.74,789.66,720,11.12,69.78,652.61,170.33,465
2024-11-11T05:35:09Z,1731270909,60E85BB84CE4,18.24,24.37,839.24,548,11.14,69.77,693.58,161.15,461
2024-11-11T05:36:09Z,1731270969,60E85BB84CE4,17.67,23.62,1008.91,493,11.16,69.73,833.81,156.12,464
2024-11-11T05:37:09Z,1731271029,60E85BB84CE4,19.41,26.4,1149.61,463,11.12,69.74,950.09,167.38,464
2024-11-11T05:38:09Z,1731271089,60E85BB84CE4,19.62,26.6,1289.65,596,11.13,69.74,1065.83,169.81,462
2024-11-11T05:39:09Z,1731271149,60E85BB84CE4,20.05,27.06,1366.86,661,11.1,69.81,1129.63,174.65,464
2024-11-11T05:40:09Z,1731271209,60E85BB84CE4,19.66,26.41,1428.48,545,11.11,69.92,1180.56,172.51,463
2024-11-11T05:41:09Z,1731271269,60E85BB84CE4,18.68,25.03,1455.33,476,11.11,69.93,1202.76,164.42,464
2024-11-11T05:42:09Z,1731271329,60E85BB84CE4,19.66,26.48,1464.34,457,11.09,69.92,1210.2,171.89,465
2024-11-11T05:43:09Z,1731271389,60E85BB84CE4,19.52,26.1,1464.34,696,11.1,69.95,1210.2,172.38,463
2024-11-11T05:44:09Z,1731271449,60E85BB84CE4,19.21,25.79,1455.33,655,11.11,69.96,1202.76,168.53,460
2024-11-11T05:45:09Z,1731271509,60E85BB84CE4,18.87,25.2,1437.4,515,11.1,70.01,1187.94,166.92,463
2024-11-11T05:46:09Z,1731271569,60E85BB84CE4,18.02,24.43,1410.73,479,11.1,70.07,1165.89,155.96,464
2024-11-11T05:47:09Z,1731271629,60E85BB84CE4,19,25.68,1384.32,457,11.08,70.1,1144.07,165.18,467
2024-11-11T05:48:09Z,1731271689,60E85BB84CE4,18.79,25.08,1340.87,744,11.03,70.25,1108.16,166.38,465
2024-11-11T05:49:09Z,1731271749,60E85BB84CE4,18.38,24.75,1306.61,656,11.06,70.15,1079.85,160.72,463
2024-11-11T05:50:09Z,1731271809,60E85BB84CE4,19.26,25.69,1272.79,517,11.05,70.12,1051.89,170.48,465
2024-11-11T05:51:09Z,1731271869,60E85BB84CE4,18.55,24.86,1222.84,477,11.07,70.15,1010.61,163.12,463
2024-11-11T05:52:09Z,1731271929,60E85BB84CE4,19.2,25.69,1190.05,468,11.05,70.16,983.51,169.29,463
2024-11-11T05:53:09Z,1731271989,60E85BB84CE4,18.7,25.08,1149.61,707,11.03,70.18,950.09,164.48,463
2024-11-11T05:54:09Z,1731272049,60E85BB84CE4,17.96,24.02,1125.64,591,11.03,70.2,930.28,158.56,466
2024-11-11T05:55:09Z,1731272109,60E85BB84CE4,18.27,24.71,1109.78,495,11.03,70.13,917.18,158.76,464
2024-11-11T05:56:09Z,1731272169,60E85BB84CE4,19.26,25.79,1101.89,460,11.05,70.19,910.65,169.69,463
2024-11-11T05:57:09Z,1731272229,60E85BB84CE4,18.8,25.29,1094.01,473,11.02,70.02,904.14,164.61,468
2024-11-11T05:58:09Z,1731272289,60E85BB84CE4,18.66,25.02,1086.16,647,11.01,70.03,897.66,164.14,463
2024-11-11T05:59:09Z,1731272349,60E85BB84CE4,19.08,25.67,1062.75,552,11.01,69.99,878.31,166.96,467
2024-11-11T06:00:09Z,1731272409,60E85BB84CE4,18.9,25.6,1031.85,480,11.01,69.85,852.77,163.92,465
2024-11-11T06:01:09Z,1731272469,60E85BB84CE4,18.2,24.28,963.6,455,11.03,69.83,796.36,161.2,460
2024-11-11T06:02:09Z,1731272529,60E85BB84CE4,18.51,24.8,911.69,691,11.04,69.74,753.46,163,461
2024-11-11T06:03:09Z,1731272589,60E85BB84CE4,18.17,24.46,853.57,659,11.03,69.74,705.43,158.76,461
2024-11-11T06:04:09Z,1731272649,60E85BB84CE4,18.32,24.47,810.79,534,11.01,69.83,670.08,162.02,463
2024-11-11T06:05:09Z,1731272709,60E85BB84CE4,18.27,24.46,782.65,475,11.05,69.84,646.82,161.05,459
2024-11-11T06:06:09Z,1731272769,60E85BB84CE4,18.5,24.74,775.66,450,11.05,69.95,641.04,163.31,460
2024-11-11T06:07:09Z,1731272829,60E85BB84CE4,17.77,23.74,775.66,700,11.04,69.86,641.04,157.03,464
2024-11-11T06:08:09Z,1731272889,60E85BB84CE4,18.02,24.05,768.69,706,11.05,69.93,635.28,159.49,468
2024-11-11T06:09:09Z,1731272949,60E85BB84CE4,17.3,23.11,761.74,544,11.03,69.97,629.53,152.98,469
2024-11-11T06:10:09Z,1731273009,60E85BB84CE4,18.09,24.16,754.8,478,11.02,70,623.8,160.07,468
2024-11-11T06:11:09Z,1731273069,60E85BB84CE4,17.13,22.85,754.8,445,11.03,69.93,623.8,151.85,469
2024-11-11T06:12:09Z,1731273129,60E85BB84CE4,17.78,23.72,754.8,606,10.99,70.11,623.8,157.39,463
2024-11-11T06:13:09Z,1731273189,60E85BB84CE4,17.21,22.94,747.88,639,11.01,70.08,618.08,152.5,463
2024-11-11T06:14:09Z,1731273249,60E85BB84CE4,19.02,25.42,747.88,524,10.98,70.22,618.08,168.01,463
2024-11-11T06:15:09Z,1731273309,60E85BB84CE4,18.44,24.82,747.88,473,11.01,70.18,618.08,161.26,467
2024-11-11T06:16:09Z,1731273369,60E85BB84CE4,19.13,26.05,754.8,453,10.96,70.38,623.8,164.52,468
2024-11-11T06:17:09Z,1731273429,60E85BB84CE4,18.51,25.11,761.74,743,10.93,70.5,629.53,160.11,467
2024-11-11T06:18:09Z,1731273489,60E85BB84CE4,18.03,24.12,768.69,622,10.93,70.58,635.28,159.15,466
2024-11-11T06:19:09Z,1731273549,60E85BB84CE4,18.75,25.35,782.65,508,10.92,70.55,646.82,163.12,467
2024-11-11T06:20:09Z,1731273609,60E85BB84CE4,18.66,24.9,789.66,468,10.97,70.5,652.61,165.06,468
2024-11-11T06:21:09Z,1731273669,60E85BB84CE4,18.62,24.96,796.69,456,10.92,70.51,658.42,163.82,465
2024-11-11T06:22:09Z,1731273729,60E85BB84CE4,19.17,25.75,803.73,752,10.9,70.66,664.24,168.13,466
2024-11-11T06:23:09Z,1731273789,60E85BB84CE4,17.32,23.09,803.73,617,10.95,70.63,664.24,153.45,463
2024-11-11T06:24:09Z,1731273849,60E85BB84CE4,18.29,24.39,810.79,498,10.92,70.69,670.08,162.09,465
2024-11-11T06:25:09Z,1731273909,60E85BB84CE4,18.12,24.46,817.88,470,10.97,70.55,675.93,157.82,467
2024-11-11T06:26:09Z,1731273969,60E85BB84CE4,18.82,25.09,817.88,464,10.95,70.66,675.93,166.75,464
2024-11-11T06:27:09Z,1731274029,60E85BB84CE4,18.54,24.89,824.98,734,10.93,70.73,681.8,162.69,466
2024-11-11T06:28:09Z,1731274089,60E85BB84CE4,19.2,25.67,824.98,591,10.93,70.69,681.8,169.54,467
2024-11-11T06:29:09Z,1731274149,60E85BB84CE4,18.83,25.29,832.1,510,10.92,70.79,687.68,165.21,469
2024-11-11T06:30:09Z,1731274209,60E85BB84CE4,18.29,24.62,832.1,460,10.92,70.77,687.68,159.95,469
2024-11-11T06:31:09Z,1731274269,60E85BB84CE4,18.47,24.69,832.1,446,10.96,70.65,687.68,163.01,464
2024-11-11T06:32:09Z,1731274329,60E85BB84CE4,18.59,25.01,832.1,736,10.95,70.66,687.68,162.66,464
2024-11-11T06:33:09Z,1731274389,60E85BB84CE4,19.13,25.51,839.24,620,10.91,70.62,693.58,169.49,459
2024-11-11T06:34:09Z,1731274449,60E85BB84CE4,18.63,24.89,839.24,500,10.91,70.67,693.58,164.77,464
2024-11-11T06:35:09Z,1731274509,60E85BB84CE4,18.03,24.22,839.24,478,10.9,70.69,693.58,158.13,464
2024-11-11T06:36:09Z,1731274569,60E85BB84CE4,19.27,25.76,839.24,463,10.9,70.57,693.58,170.15,461
2024-11-11T06:37:09Z,1731274629,60E85BB84CE4,18.15,24.29,839.24,743,10.91,70.69,693.58,160.08,459
2024-11-11T06:38:09Z,1731274689,60E85BB84CE4,18.43,25.01,839.24,630,10.91,70.48,693.58,159.38,458
2024-11-11T06:39:09Z,1731274749,60E85BB84CE4,17.94,24.08,839.24,513,10.92,70.31,693.58,157.49,463
2024-11-11T06:40:09Z,1731274809,60E85BB84CE4,18.29,24.48,839.24,473,10.91,70.4,693.58,161.21,466
2024-11-11T06:41:09Z,1731274869,60E85BB84CE4,18.65,24.87,832.1,456,10.92,70.17,687.68,165.3,467
2024-11-11T06:42:09Z,1731274929,60E85BB84CE4,18.64,24.98,810.79,724,10.92,69.7,670.08,164.13,466
2024-11-11T06:43:09Z,1731274989,60E85BB84CE4,17.78,23.77,754.8,585,10.9,69.74,623.8,157.12,465
2024-11-11T06:44:09Z,1731275049,60E85BB84CE4,18.46,24.64,672.94,491,10.89,69.65,556.15,163.46,460
2024-11-11T06:45:09Z,1731275109,60E85BB84CE4,17.57,23.48,613.15,456,10.96,69.52,506.73,155.2,459
2024-11-11T06:46:09Z,1731275169,60E85BB84CE4,17.41,23.31,561.1,468,10.95,69.45,463.72,153.51,457
2024-11-11T06:47:09Z,1731275229,60E85BB84CE4,18.18,24.41,529.07,635,10.95,69.5,437.25,159.59,461
2024-11-11T06:48:09Z,1731275289,60E85BB84CE4,18.23,24.45,491.14,533,10.91,69.41,405.9,160.19,459
2024-11-11T06:49:09Z,1731275349,60E85BB84CE4,17.55,23.5,466.14,466,10.94,69.43,385.24,154.67,461
2024-11-11T06:50:09Z,1731275409,60E85BB84CE4,18.8,25.31,441.38,447,10.9,69.57,364.77,164.42,459
2024-11-11T06:51:09Z,1731275469,60E85BB84CE4,18.57,24.97,429.08,699,10.89,69.56,354.61,162.64,458
2024-11-11T06:52:09Z,1731275529,60E85BB84CE4,18.67,25.25,416.84,601,10.89,69.48,344.5,162.17,462
2024-11-11T06:53:09Z,1731275589,60E85BB84CE4,18.41,24.69,410.74,487,10.91,69.71,339.46,161.9,463
2024-11-11T06:54:09Z,1731275649,60E85BB84CE4,17.42,23.53,410.74,462,10.93,69.43,339.46,151.69,460
2024-11-11T06:55:09Z,1731275709,60E85BB84CE4,17.89,24,416.84,524,10.96,69.28,344.5,157.19,463
2024-11-11T06:56:09Z,1731275769,60E85BB84CE4,17.56,23.59,429.08,642,10.97,69.32,354.61,153.97,463
2024-11-11T06:57:09Z,1731275829,60E85BB84CE4,17.46,23.53,441.38,543,10.99,69.19,364.77,152.47,462
2024-11-11T06:58:09Z,1731275889,60E85BB84CE4,18.44,24.61,447.55,466,11.02,69.13,369.87,163.08,463
2024-11-11T06:59:09Z,1731275949,60E85BB84CE4,19.04,25.42,453.73,448,10.95,69.34,374.98,168.55,463
2024-11-11T07:00:09Z,1731276009,60E85BB84CE4,17.56,23.42,453.73,654,10.95,69.49,374.98,155.67,460
2024-11-11T07:01:09Z,1731276069,60E85BB84CE4,17.67,23.59,466.14,606,10.94,69.43,385.24,156.36,463
2024-11-11T07:02:09Z,1731276129,60E85BB84CE4,17.86,24,472.37,500,10.93,69.54,390.39,156.6,466
2024-11-11T07:03:09Z,1731276189,60E85BB84CE4,18.86,25.24,472.37,462,10.93,69.53,390.39,166.39,469
2024-11-11T07:04:09Z,1731276249,60E85BB84CE4,17.83,23.77,478.61,561,10.94,69.54,395.54,157.98,466
2024-11-11T07:05:09Z,1731276309,60E85BB84CE4,18.45,24.82,478.61,737,10.88,69.74,395.54,161.5,460
2024-11-11T07:06:09Z,1731276369,60E85BB84CE4,19.3,26.22,491.14,559,10.88,69.78,405.9,166.52,465
2024-11-11T07:07:09Z,1731276429,60E85BB84CE4,17.83,23.79,503.72,489,10.9,69.99,416.3,157.84,466
2024-11-11T07:08:09Z,1731276489,60E85BB84CE4,17.65,23.59,516.36,461,10.92,69.87,426.75,155.94,467
2024-11-11T07:09:09Z,1731276549,60E85BB84CE4,17.47,23.33,541.83,546,10.93,69.76,447.8,154.55,465
2024-11-11T07:10:09Z,1731276609,60E85BB84CE4,16.75,22.52,567.55,659,10.97,69.74,469.05,146.67,465
2024-11-11T07:11:09Z,1731276669,60E85BB84CE4,17.88,23.85,593.51,542,10.96,69.69,490.5,158.44,472
2024-11-11T07:12:09Z,1731276729,60E85BB84CE4,18.3,24.4,606.59,483,10.99,69.77,501.31,162.19,471
2024-11-11T07:13:09Z,1731276789,60E85BB84CE4,19.06,25.44,619.73,459,10.96,70,512.17,168.72,469
2024-11-11T07:14:09Z,1731276849,60E85BB84CE4,18.7,25.19,626.32,608,10.96,70.02,517.62,163.35,470
2024-11-11T07:15:09Z,1731276909,60E85BB84CE4,18.59,25.03,632.93,668,10.94,70.09,523.08,162.62,471
2024-11-11T07:16:09Z,1731276969,60E85BB84CE4,17.43,23.37,639.56,532,10.94,70.17,528.56,153.25,475
2024-11-11T07:17:09Z,1731277029,60E85BB84CE4,17.98,24.19,646.2,471,10.94,70.26,534.05,157.41,481
2024-11-11T07:18:09Z,1731277089,60E85BB84CE4,18.47,24.63,679.67,456,10.94,70.23,561.71,163.64,472
2024-11-11T07:19:09Z,1731277149,60E85BB84CE4,19.27,26.05,713.56,687,10.92,70.39,589.72,167.58,475
2024-11-11T07:20:09Z,1731277209,60E85BB84CE4,19.44,25.95,761.74,682,10.91,70.48,629.53,172.01,477
2024-11-11T07:21:09Z,1731277269,60E85BB84CE4,18.64,25.12,796.69,517,10.94,70.38,658.42,162.71,477
2024-11-11T07:22:09Z,1731277329,60E85BB84CE4,18.24,24.66,839.24,486,10.97,70.42,693.58,158.65,478
2024-11-11T07:23:09Z,1731277389,60E85BB84CE4,19.79,26.41,875.22,462,10.97,70.37,723.32,175.2,478
2024-11-11T07:24:09Z,1731277449,60E85BB84CE4,18.57,24.89,911.69,582,10.96,70.54,753.46,163.36,477
2024-11-11T07:25:09Z,1731277509,60E85BB84CE4,18.65,25.04,933.81,640,10.95,70.69,771.75,163.75,478
2024-11-11T07:26:09Z,1731277569,60E85BB84CE4,19.21,25.8,956.12,536,10.92,70.82,790.18,168.57,474
2024-11-11T07:27:09Z,1731277629,60E85BB84CE4,19.46,26.17,963.6,484,10.93,70.83,796.36,170.47,472
