CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-14T00:00:26Z,1715612426,60E85BB834C4,6.35,8.47,138.68,671,17.47,47.43,114.62,56.31,,
2024-05-14T00:01:26Z,1715612486,60E85BB834C4,6.35,8.47,138.68,684,17.43,47.19,114.62,56.28,,
2024-05-14T00:02:26Z,1715612546,60E85BB834C4,6.45,8.6,138.68,716,17.43,47.69,114.62,57.19,,
2024-05-14T00:03:26Z,1715612606,60E85BB834C4,6.47,8.63,138.68,721,17.43,46.68,114.62,57.38,,680.9986043
2024-05-14T00:04:26Z,1715612666,60E85BB834C4,6.79,9.05,138.68,709,17.35,45.84,114.62,60.14,,
2024-05-14T00:05:26Z,1715612726,60E85BB834C4,6.71,8.95,138.68,672,17.3,46.58,114.62,59.46,,
2024-05-14T00:06:26Z,1715612786,60E85BB834C4,6.54,8.72,138.68,662,17.25,46.82,114.62,57.98,,
2024-05-14T00:07:26Z,1715612846,60E85BB834C4,6.99,9.32,138.68,715,17.22,47.2,114.62,61.95,,
2024-05-14T00:08:26Z,1715612906,60E85BB834C4,6.83,9.11,138.68,751,17.21,47.58,114.62,60.52,,
2024-05-14T00:09:26Z,1715612966,60E85BB834C4,6.35,8.46,138.68,761,17.24,48,114.62,56.26,,
2024-05-14T00:10:26Z,1715613026,60E85BB834C4,5.89,7.86,138.68,764,17.25,48.08,114.62,52.23,,
2024-05-14T00:11:26Z,1715613086,60E85BB834C4,6.32,8.42,138.68,760,17.33,47.95,114.62,55.98,,
2024-05-14T00:12:26Z,1715613146,60E85BB834C4,6.91,9.21,144.19,748,17.29,47.69,119.17,61.24,,
2024-05-14T00:13:26Z,1715613206,60E85BB834C4,6.31,8.42,144.19,751,17.25,47.94,119.17,55.95,,
2024-05-14T00:14:26Z,1715613266,60E85BB834C4,6.52,8.69,144.19,756,17.3,47.13,119.17,57.75,,
2024-05-14T00:15:26Z,1715613326,60E85BB834C4,6.3,8.4,149.72,789,17.32,47.73,123.73,55.84,,
2024-05-14T00:16:26Z,1715613386,60E85BB834C4,6.66,8.88,155.25,796,17.3,48.2,128.31,59.03,,
2024-05-14T00:17:26Z,1715613446,60E85BB834C4,6.43,8.57,155.25,757,17.28,48.77,128.31,56.94,,
2024-05-14T00:18:26Z,1715613506,60E85BB834C4,6.32,8.42,160.79,752,17.29,48.88,132.89,55.97,,
2024-05-14T00:19:26Z,1715613566,60E85BB834C4,6.5,8.67,166.35,747,17.28,49.17,137.48,57.6,,
2024-05-14T00:20:26Z,1715613626,60E85BB834C4,6.05,8.07,171.92,734,17.21,49.3,142.08,53.61,,
2024-05-14T00:21:26Z,1715613686,60E85BB834C4,6.86,9.15,177.5,725,17.19,49.06,146.69,60.83,,
2024-05-14T00:22:26Z,1715613746,60E85BB834C4,6.88,9.18,188.69,765,17.2,49.09,155.94,61.01,,
2024-05-14T00:23:26Z,1715613806,60E85BB834C4,6.6,8.8,205.56,784,17.19,49.32,169.89,58.47,,
