CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-06-03T00:00:35Z,1717340435,60E85BB834C4,4.9,6.54,122.22,490,17.31,55.59,101.01,43.44,,
2024-06-03T00:01:35Z,1717340495,60E85BB834C4,5.31,7.08,122.22,878,17.28,55.56,101.01,47.04,,
2024-06-03T00:02:35Z,1717340555,60E85BB834C4,4.67,6.22,122.22,651,17.31,55.61,101.01,41.37,,
2024-06-03T00:03:35Z,1717340615,60E85BB834C4,4.96,6.61,116.76,533,17.26,55.74,96.49,43.91,,
2024-06-03T00:04:35Z,1717340675,60E85BB834C4,4.66,6.22,116.76,522,17.31,55.77,96.49,41.31,,
2024-06-03T00:05:35Z,1717340735,60E85BB834C4,4.87,6.49,116.76,870,17.32,55.64,96.49,43.12,,
2024-06-03T00:06:35Z,1717340795,60E85BB834C4,4.39,5.85,116.76,612,17.31,55.7,96.49,38.87,,516.1083333
2024-06-03T00:07:35Z,1717340855,60E85BB834C4,5.12,6.83,122.22,526,17.35,55.61,101.01,45.39,,
2024-06-03T00:08:35Z,1717340915,60E85BB834C4,4.51,6.01,122.22,899,17.32,55.44,101.01,39.95,,
2024-06-03T00:09:35Z,1717340975,60E85BB834C4,5.32,7.09,122.22,690,17.32,55.51,101.01,47.11,,
2024-06-03T00:10:35Z,1717341035,60E85BB834C4,4.9,6.54,122.22,534,17.31,55.59,101.01,43.46,,
2024-06-03T00:11:35Z,1717341095,60E85BB834C4,4.32,5.77,122.22,501,17.23,55.81,101.01,38.33,,
2024-06-03T00:12:35Z,1717341155,60E85BB834C4,4.38,5.84,122.22,673,17.31,55.66,101.01,38.82,,
2024-06-03T00:13:35Z,1717341215,60E85BB834C4,4.31,5.74,122.22,738,17.34,55.65,101.01,38.17,,
2024-06-03T00:14:35Z,1717341275,60E85BB834C4,4.53,6.04,122.22,549,17.39,55.39,101.01,40.14,,
2024-06-03T00:15:35Z,1717341335,60E85BB834C4,4.63,6.18,122.22,521,17.35,55.38,101.01,41.05,,
2024-06-03T00:16:35Z,1717341395,60E85BB834C4,4.24,5.65,122.22,717,17.38,55.4,101.01,37.53,,
2024-06-03T00:17:35Z,1717341455,60E85BB834C4,4.38,5.84,122.22,597,17.34,55.5,101.01,38.83,,
2024-06-03T00:18:35Z,1717341515,60E85BB834C4,4.67,6.22,122.22,514,17.27,56.02,101.01,41.34,,
2024-06-03T00:19:35Z,1717341575,60E85BB834C4,4.33,5.77,122.22,765,17.31,55.89,101.01,38.34,,
2024-06-03T00:20:35Z,1717341635,60E85BB834C4,4.33,5.78,122.22,619,17.27,55.86,101.01,38.39,,
2024-06-03T00:21:35Z,1717341695,60E85BB834C4,4.45,5.93,122.22,522,17.31,56,101.01,39.42,,
2024-06-03T00:22:35Z,1717341755,60E85BB834C4,3.92,5.22,122.22,563,17.3,56.06,101.01,34.71,,
2024-06-03T00:23:35Z,1717341815,60E85BB834C4,4.44,5.92,122.22,782,17.3,55.71,101.01,39.38,,
2024-06-03T00:24:35Z,1717341875,60E85BB834C4,4.3,5.74,122.22,586,17.23,55.34,101.01,38.13,,
2024-06-03T00:25:35Z,1717341935,60E85BB834C4,4.33,5.77,122.22,538,17.33,55.47,101.01,38.35,,
2024-06-03T00:26:35Z,1717341995,60E85BB834C4,4.69,6.26,122.22,817,17.29,55.34,101.01,41.59,,
2024-06-03T00:27:35Z,1717342055,60E85BB834C4,4.65,6.2,122.22,589,17.25,55.46,101.01,41.23,,
2024-06-03T00:28:35Z,1717342115,60E85BB834C4,4.12,5.49,122.22,501,17.29,55.23,101.01,36.5,,
2024-06-03T00:29:35Z,1717342175,60E85BB834C4,4.27,5.69,122.22,657,17.31,54.94,101.01,37.82,,
2024-06-03T00:30:35Z,1717342235,60E85BB834C4,4.72,6.29,122.22,698,17.22,55.35,101.01,41.8,,
2024-06-03T00:31:35Z,1717342295,60E85BB834C4,4.36,5.82,122.22,542,17.24,55.48,101.01,38.66,,
2024-06-03T00:32:35Z,1717342355,60E85BB834C4,4.1,5.47,116.76,495,17.27,55.51,96.49,36.36,,
2024-06-03T00:33:35Z,1717342415,60E85BB834C4,4.39,5.86,116.76,837,17.35,55.17,96.49,38.95,,
2024-06-03T00:34:35Z,1717342475,60E85BB834C4,4.17,5.55,116.76,673,17.34,55.26,96.49,36.92,,
2024-06-03T00:35:35Z,1717342535,60E85BB834C4,4.5,6,116.76,551,17.3,55.17,96.49,39.9,,
2024-06-03T00:36:35Z,1717342595,60E85BB834C4,5.06,6.74,116.76,572,17.35,55.04,96.49,44.83,,
2024-06-03T00:37:35Z,1717342655,60E85BB834C4,4.92,6.56,116.76,690,17.3,55.07,96.49,43.58,,
2024-06-03T00:38:35Z,1717342715,60E85BB834C4,5.45,7.27,116.76,549,17.2,55.23,96.49,48.3,,
2024-06-03T00:39:35Z,1717342775,60E85BB834C4,4.54,6.06,116.76,489,17.16,55.4,96.49,40.28,,
2024-06-03T00:40:35Z,1717342835,60E85BB834C4,4.19,5.58,111.3,742,17.21,55.33,91.99,37.1,,
2024-06-03T00:41:35Z,1717342895,60E85BB834C4,4.41,5.88,111.3,610,17.17,55.32,91.99,39.06,,
2024-06-03T00:42:35Z,1717342955,60E85BB834C4,4.67,6.23,111.3,507,17.19,55.39,91.99,41.42,,
2024-06-03T00:43:35Z,1717343015,60E85BB834C4,4.79,6.39,111.3,660,17.22,55.27,91.99,42.48,,
2024-06-03T00:44:35Z,1717343075,60E85BB834C4,4.29,5.72,105.86,592,17.23,55.18,87.49,38.04,,
2024-06-03T00:45:35Z,1717343135,60E85BB834C4,4.48,5.98,105.86,530,17.25,55.63,87.49,39.73,,
2024-06-03T00:46:35Z,1717343195,60E85BB834C4,4.28,5.71,105.86,662,17.26,55.39,87.49,37.93,,
2024-06-03T00:47:35Z,1717343255,60E85BB834C4,4.54,6.05,105.86,650,17.27,55.24,87.49,40.24,,
2024-06-03T00:48:35Z,1717343315,60E85BB834C4,4.43,5.9,105.86,533,17.24,55.56,87.49,39.25,,
2024-06-03T00:49:35Z,1717343375,60E85BB834C4,4.6,6.13,105.86,508,17.2,55.69,87.49,40.74,,
2024-06-03T00:50:35Z,1717343435,60E85BB834C4,4.45,5.94,105.86,657,17.26,55.47,87.49,39.46,,
2024-06-03T00:51:35Z,1717343495,60E85BB834C4,4.62,6.16,105.86,568,17.22,55.59,87.49,40.95,,
2024-06-03T00:52:35Z,1717343555,60E85BB834C4,4.2,5.6,105.86,506,17.19,56,87.49,37.19,,
2024-06-03T00:53:35Z,1717343615,60E85BB834C4,4.43,5.9,105.86,674,17.14,56.08,87.49,39.25,,
2024-06-03T00:54:35Z,1717343675,60E85BB834C4,4.33,5.77,105.86,641,17,56.87,87.49,38.38,,
2024-06-03T00:55:35Z,1717343735,60E85BB834C4,4.15,5.54,105.86,505,16.84,57.38,87.49,36.82,,
2024-06-03T00:56:35Z,1717343795,60E85BB834C4,4.39,5.86,105.86,568,16.94,56.89,87.49,38.93,,
2024-06-03T00:57:35Z,1717343855,60E85BB834C4,4.37,5.83,105.86,719,16.94,56.92,87.49,38.75,,
2024-06-03T00:58:35Z,1717343915,60E85BB834C4,4.67,6.22,105.86,577,16.92,57.12,87.49,41.36,,
2024-06-03T00:59:35Z,1717343975,60E85BB834C4,4.45,5.94,105.86,519,16.94,57.05,87.49,39.46,,
2024-06-03T01:00:35Z,1717344035,60E85BB834C4,4.15,5.53,105.86,781,16.92,56.92,87.49,36.75,,
2024-06-03T01:01:35Z,1717344095,60E85BB834C4,4.8,6.39,105.86,607,16.81,57.11,87.49,42.5,,
2024-06-03T01:02:35Z,1717344155,60E85BB834C4,4.28,5.71,105.86,510,16.88,56.8,87.49,37.93,,
2024-06-03T01:03:35Z,1717344215,60E85BB834C4,4.71,6.29,105.86,735,16.84,56.94,87.49,41.78,,
2024-06-03T01:04:35Z,1717344275,60E85BB834C4,4.27,5.69,105.86,707,16.85,56.98,87.49,37.85,,
2024-06-03T01:05:35Z,1717344335,60E85BB834C4,4.16,5.54,105.86,545,16.82,57.02,87.49,36.85,,
2024-06-03T01:06:35Z,1717344395,60E85BB834C4,4.28,5.7,105.86,496,16.76,57.4,87.49,37.89,,
2024-06-03T01:07:35Z,1717344455,60E85BB834C4,4.44,5.92,105.86,728,16.78,57.25,87.49,39.37,,
2024-06-03T01:08:35Z,1717344515,60E85BB834C4,4.86,6.49,105.86,564,16.82,57.05,87.49,43.11,,
2024-06-03T01:09:35Z,1717344575,60E85BB834C4,4.48,5.97,100.43,510,16.78,57.2,83,39.67,,
2024-06-03T01:10:35Z,1717344635,60E85BB834C4,3.98,5.3,100.43,823,16.78,57.32,83,35.25,,
2024-06-03T01:11:35Z,1717344695,60E85BB834C4,4.48,5.97,100.43,628,16.83,57.25,83,39.71,,
2024-06-03T01:12:35Z,1717344755,60E85BB834C4,4.23,5.63,100.43,501,16.78,57.4,83,37.45,,
2024-06-03T01:13:35Z,1717344815,60E85BB834C4,4.25,5.66,100.43,653,16.74,57.58,83,37.64,,
