CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-26T00:00:00Z,1758812400,60E85BB8254C,15.00,15.00,4914.35,434.00,21.49,84.50,4061.45,135.99
2025-09-26T00:10:00Z,1758813000,60E85BB8254C,15.70,15.72,5842.59,434.00,21.47,84.72,4828.59,142.10
2025-09-26T00:20:00Z,1758813600,60E85BB8254C,14.94,15.10,5936.66,433.00,21.45,84.73,4906.33,133.76
2025-09-26T00:30:00Z,1758814200,60E85BB8254C,13.93,13.93,5620.93,430.00,21.50,84.68,4645.40,126.26
2025-09-26T00:40:00Z,1758814800,60E85BB8254C,14.81,14.85,4078.59,425.00,21.45,84.91,3370.73,133.92
2025-09-26T00:50:00Z,1758815400,60E85BB8254C,15.18,15.18,3617.92,426.00,21.43,84.96,2990.02,137.57
2025-09-26T01:00:00Z,1758816000,60E85BB8254C,15.85,15.85,3617.92,429.00,21.41,85.29,2990.02,143.63
2025-09-26T01:10:00Z,1758816600,60E85BB8254C,15.69,15.73,3871.40,433.00,21.42,85.17,3199.50,141.89
2025-09-26T01:20:00Z,1758817200,60E85BB8254C,17.00,17.01,4078.59,434.00,21.41,85.20,3370.73,154.11
2025-09-26T01:30:00Z,1758817800,60E85BB8254C,15.57,15.57,4151.37,433.00,21.40,85.35,3430.88,141.17
2025-09-26T01:40:00Z,1758818400,60E85BB8254C,15.89,16.03,3849.33,427.00,21.31,85.45,3181.27,142.48
2025-09-26T01:50:00Z,1758819000,60E85BB8254C,16.55,16.59,3139.28,426.00,21.22,85.66,2594.45,149.67
2025-09-26T02:00:00Z,1758819600,60E85BB8254C,14.60,14.65,2551.25,425.00,21.19,85.65,2108.47,131.89
2025-09-26T02:10:00Z,1758820200,60E85BB8254C,13.91,13.91,2013.32,423.00,21.05,85.98,1663.90,126.07
2025-09-26T02:20:00Z,1758820800,60E85BB8254C,13.32,13.32,1574.90,421.00,21.13,85.86,1301.57,120.75
2025-09-26T02:30:00Z,1758821400,60E85BB8254C,13.74,13.74,1340.87,421.00,21.06,85.85,1108.16,124.57
2025-09-26T02:40:00Z,1758822000,60E85BB8254C,13.18,13.18,1133.61,422.00,20.99,86.03,936.87,119.43
2025-09-26T02:50:00Z,1758822600,60E85BB8254C,15.13,15.13,993.72,420.00,20.95,85.88,821.26,137.18
