CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-06-01T00:00:14Z,1717167614,60E85BB84C91,10.08,13.44,626.32,471,17.83,90.32,517.62,89.37,,
2024-06-01T00:01:14Z,1717167674,60E85BB84C91,10.72,14.29,652.86,472,17.85,90.68,539.56,95.01,,
2024-06-01T00:02:14Z,1717167734,60E85BB84C91,11.08,14.77,686.41,473,17.91,90.27,567.28,98.18,,
2024-06-01T00:03:14Z,1717167794,60E85BB84C91,11.16,14.88,713.56,471,17.9,90.28,589.72,98.92,,
2024-06-01T00:04:14Z,1717167854,60E85BB84C91,11.93,16.02,734.1,469,17.89,90.13,606.69,104.65,,
2024-06-01T00:05:14Z,1717167914,60E85BB84C91,11,14.72,747.88,467,17.92,90.25,618.08,96.92,,
2024-06-01T00:06:14Z,1717167974,60E85BB84C91,11.5,15.34,747.88,464,17.88,89.72,618.08,101.95,,
2024-06-01T00:07:14Z,1717168034,60E85BB84C91,11.63,15.5,740.98,463,17.87,90.18,612.38,103.03,,446.14375
2024-06-01T00:08:14Z,1717168094,60E85BB84C91,12.19,16.25,727.24,465,17.86,90,601.02,108.01,,
2024-06-01T00:09:14Z,1717168154,60E85BB84C91,11.63,15.5,706.75,464,17.83,89.97,584.09,103.06,,
2024-06-01T00:10:14Z,1717168214,60E85BB84C91,12.64,16.85,686.41,463,17.85,89.92,567.28,111.99,,
2024-06-01T00:11:14Z,1717168274,60E85BB84C91,12.24,16.48,659.54,459,17.92,90.22,545.07,107.04,,
2024-06-01T00:12:14Z,1717168334,60E85BB84C91,13.55,18.36,646.2,458,17.87,89.81,534.05,117.48,,
2024-06-01T00:13:14Z,1717168394,60E85BB84C91,13.86,18.63,593.51,457,17.82,89.54,490.5,121.41,,
2024-06-01T00:14:14Z,1717168454,60E85BB84C91,14.38,19.61,535.44,454,17.82,89.8,442.52,123.55,,
2024-06-01T00:15:14Z,1717168514,60E85BB84C91,14.78,19.81,503.72,454,17.82,89.61,416.3,130.08,,
2024-06-01T00:16:14Z,1717168574,60E85BB84C91,14.82,19.94,497.42,454,17.84,90.26,411.09,129.65,,
2024-06-01T00:17:14Z,1717168634,60E85BB84C91,15.3,20.72,484.86,456,17.89,90.24,400.71,132.76,,
2024-06-01T00:18:14Z,1717168694,60E85BB84C91,16.46,22.36,466.14,456,17.88,89.87,385.24,142.07,,
2024-06-01T00:19:14Z,1717168754,60E85BB84C91,17.19,23.41,435.22,458,17.85,90.15,359.69,147.95,,
2024-06-01T00:20:14Z,1717168814,60E85BB84C91,16.34,21.96,398.58,457,17.9,90.04,329.41,143.17,,
2024-06-01T00:21:14Z,1717168874,60E85BB84C91,15.94,21.53,356.46,457,17.88,89.96,294.6,138.83,,
2024-06-01T00:22:14Z,1717168934,60E85BB84C91,14.7,19.6,326.78,454,17.94,89.62,270.06,130.29,,
2024-06-01T00:23:14Z,1717168994,60E85BB84C91,16.09,21.45,291.58,450,17.87,89.99,240.98,142.57,,
2024-06-01T00:24:14Z,1717169054,60E85BB84C91,15.21,20.43,274.16,451,17.91,89.55,226.58,133.44,,
2024-06-01T00:25:14Z,1717169114,60E85BB84C91,14.7,19.82,256.84,453,17.92,89.51,212.27,128.18,,
2024-06-01T00:26:14Z,1717169174,60E85BB84C91,13.88,18.86,239.64,457,17.9,89.49,198.05,119.86,,
2024-06-01T00:27:14Z,1717169234,60E85BB84C91,13.86,18.66,228.23,459,17.92,89.91,188.62,121.34,,
2024-06-01T00:28:14Z,1717169294,60E85BB84C91,14.37,19.22,222.55,456,17.94,89.7,183.92,126.72,,
2024-06-01T00:29:14Z,1717169354,60E85BB84C91,14.36,19.15,222.55,457,17.94,89.82,183.92,127.15,,
2024-06-01T00:30:14Z,1717169414,60E85BB84C91,14.14,18.85,216.88,452,17.94,90.02,179.24,125.31,,
2024-06-01T00:31:14Z,1717169474,60E85BB84C91,13.34,17.91,216.88,456,17.95,89.77,179.24,117.11,,
2024-06-01T00:32:14Z,1717169534,60E85BB84C91,13.63,18.31,216.88,457,17.92,89.89,179.24,119.54,,
2024-06-01T00:33:14Z,1717169594,60E85BB84C91,13.62,18.29,216.88,457,17.93,89.86,179.24,119.58,,
2024-06-01T00:34:14Z,1717169654,60E85BB84C91,14.52,19.51,216.88,459,17.9,89.56,179.24,127.36,,
2024-06-01T00:35:14Z,1717169714,60E85BB84C91,14.82,19.76,216.88,459,17.92,89.79,179.24,131.22,,
2024-06-01T00:36:14Z,1717169774,60E85BB84C91,13.26,17.78,216.88,456,17.91,89.42,179.24,116.49,,
2024-06-01T00:37:14Z,1717169834,60E85BB84C91,14.16,19.4,211.21,460,17.91,89.96,174.56,120.84,,
2024-06-01T00:38:14Z,1717169894,60E85BB84C91,14.37,19.62,205.56,458,17.92,90.14,169.89,123.1,,
2024-06-01T00:39:14Z,1717169954,60E85BB84C91,14.41,19.59,199.93,457,17.84,89.52,165.23,124.39,,
2024-06-01T00:40:14Z,1717170014,60E85BB84C91,13.54,18.06,194.3,458,17.83,89.73,160.58,119.91,,
2024-06-01T00:41:14Z,1717170074,60E85BB84C91,13.28,17.71,188.69,451,17.86,89.68,155.94,117.69,,
2024-06-01T00:42:14Z,1717170134,60E85BB84C91,13.86,18.76,177.5,452,17.81,90.03,146.69,120.32,,
2024-06-01T00:43:14Z,1717170194,60E85BB84C91,15.36,20.98,177.5,453,17.81,89.94,146.69,131.61,,
2024-06-01T00:44:14Z,1717170254,60E85BB84C91,14.26,19.17,171.92,452,17.8,89.99,142.08,124.93,,
2024-06-01T00:45:14Z,1717170314,60E85BB84C91,15.39,20.88,166.35,450,17.78,89.5,137.48,133.05,,
2024-06-01T00:46:14Z,1717170374,60E85BB84C91,16.1,21.9,166.35,453,17.8,89.61,137.48,138.69,,
2024-06-01T00:47:14Z,1717170434,60E85BB84C91,15.98,21.63,160.79,450,17.76,89.22,132.89,138.71,,
2024-06-01T00:48:14Z,1717170494,60E85BB84C91,16.17,21.76,160.79,449,17.82,89.15,132.89,141.53,,
2024-06-01T00:49:14Z,1717170554,60E85BB84C91,17.09,23.17,155.25,451,17.82,88.81,128.31,147.94,,
2024-06-01T00:50:14Z,1717170614,60E85BB84C91,15.97,21.59,149.72,452,17.82,88.89,123.73,138.74,,
2024-06-01T00:51:14Z,1717170674,60E85BB84C91,16.12,21.52,149.72,452,17.85,88.4,123.73,142.57,,
2024-06-01T00:52:14Z,1717170734,60E85BB84C91,17.09,22.79,144.19,452,17.84,88.72,119.17,151.46,,
2024-06-01T00:53:14Z,1717170794,60E85BB84C91,16.98,22.92,144.19,455,17.86,88.77,119.17,147.99,,
2024-06-01T00:54:14Z,1717170854,60E85BB84C91,16.89,23,144.19,453,17.9,88.98,119.17,145.37,,
2024-06-01T00:55:14Z,1717170914,60E85BB84C91,17.27,23.54,144.19,453,17.95,88.5,119.17,148.3,,
2024-06-01T00:56:14Z,1717170974,60E85BB84C91,18.33,25.07,144.19,454,17.95,88.21,119.17,156.72,,
2024-06-01T00:57:14Z,1717171034,60E85BB84C91,17.3,23.4,144.19,453,17.95,87.76,119.17,150.31,,
2024-06-01T00:58:14Z,1717171094,60E85BB84C91,17.78,23.87,144.19,456,17.98,87.9,119.17,156.12,,
2024-06-01T00:59:14Z,1717171154,60E85BB84C91,17.44,23.46,144.19,458,17.96,88,119.17,152.62,,
2024-06-01T01:00:14Z,1717171214,60E85BB84C91,17.87,23.84,144.19,457,17.96,88.39,119.17,158.29,,
2024-06-01T01:01:14Z,1717171274,60E85BB84C91,18.02,24.06,144.19,457,17.99,88.4,119.17,159.37,,
2024-06-01T01:02:14Z,1717171334,60E85BB84C91,18.45,24.99,144.19,460,17.96,87.73,119.17,159.96,,
2024-06-01T01:03:14Z,1717171394,60E85BB84C91,18.23,24.31,149.72,458,17.94,87.96,123.73,161.5,,
2024-06-01T01:04:14Z,1717171454,60E85BB84C91,18.84,25.13,149.72,460,17.96,87.91,123.73,166.97,,
2024-06-01T01:05:14Z,1717171514,60E85BB84C91,18.51,25.26,149.72,459,17.98,87.74,123.73,158.83,,
2024-06-01T01:06:14Z,1717171574,60E85BB84C91,18.55,25.07,149.72,461,17.94,87.42,123.73,161.32,,
2024-06-01T01:07:14Z,1717171634,60E85BB84C91,19.18,26,149.72,460,17.95,87.68,123.73,165.99,,
2024-06-01T01:08:14Z,1717171694,60E85BB84C91,19.59,26.43,149.72,462,17.99,87.46,123.73,170.74,,
2024-06-01T01:09:14Z,1717171754,60E85BB84C91,20.09,27.15,149.72,462,17.99,87.41,123.73,174.68,,
2024-06-01T01:10:14Z,1717171814,60E85BB84C91,18.32,24.76,149.72,463,17.98,87.44,123.73,159.37,,
2024-06-01T01:11:14Z,1717171874,60E85BB84C91,19.79,26.77,149.72,460,17.98,87.31,123.73,171.9,,
2024-06-01T01:12:14Z,1717171934,60E85BB84C91,19.51,26.22,149.72,461,17.98,87.5,123.73,171.12,,
2024-06-01T01:13:14Z,1717171994,60E85BB84C91,19.31,25.79,149.72,462,17.96,86.96,123.73,170.64,,
