CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-05-16T00:00:11Z,1715785211,60E85BB84C91,0.26,0.35,416.84,483,10.53,75.82,344.5,2.34,,,,
2024-05-16T00:01:11Z,1715785271,60E85BB84C91,0.35,0.47,404.66,480,10.49,76.2,334.43,3.1,,,,
2024-05-16T00:02:11Z,1715785331,60E85BB84C91,0.22,0.29,398.58,479,10.5,76.64,329.41,1.94,,,,
2024-05-16T00:03:11Z,1715785391,60E85BB84C91,0.32,0.43,398.58,480,10.53,76.2,329.41,2.82,,,,
2024-05-16T00:04:11Z,1715785451,60E85BB84C91,0.48,0.64,386.48,481,10.57,75.28,319.41,4.2,,,,
2024-05-16T00:05:11Z,1715785511,60E85BB84C91,0.24,0.32,368.43,476,10.47,76.21,304.49,2.1,,,,446.3645833
2024-05-16T00:06:11Z,1715785571,60E85BB84C91,0.27,0.36,356.46,468,10.47,76.66,294.6,2.35,,,,
2024-05-16T00:07:11Z,1715785631,60E85BB84C91,0.19,0.25,344.55,467,10.52,76.9,284.75,1.66,,,,
2024-05-16T00:08:11Z,1715785691,60E85BB84C91,0.27,0.37,350.5,469,10.57,77.09,289.67,2.4,,,,
2024-05-16T00:09:11Z,1715785751,60E85BB84C91,0.36,0.48,386.48,498,10.62,77,319.41,3.14,,,,
2024-05-16T00:10:11Z,1715785811,60E85BB84C91,0.19,0.26,410.74,500,10.54,77.03,339.46,1.7,,,,
2024-05-16T00:11:11Z,1715785871,60E85BB84C91,0.28,0.37,422.95,503,10.59,77.64,349.55,2.43,,,,
2024-05-16T00:12:11Z,1715785931,60E85BB84C91,0.41,0.54,429.08,510,10.56,77.65,354.61,3.56,,,,
2024-05-16T00:13:11Z,1715785991,60E85BB84C91,0.27,0.36,447.55,526,10.53,78.15,369.87,2.37,,,,
2024-05-16T00:14:11Z,1715786051,60E85BB84C91,0.4,0.54,497.42,536,10.52,77.19,411.09,3.54,,,,
2024-05-16T00:15:11Z,1715786111,60E85BB84C91,0.29,0.39,541.83,525,10.59,77.59,447.8,2.53,,,,
2024-05-16T00:16:11Z,1715786171,60E85BB84C91,0.41,0.55,580.5,524,10.54,77.43,479.75,3.65,,,,
2024-05-16T00:17:11Z,1715786231,60E85BB84C91,0.41,0.55,632.93,519,10.55,77.85,523.08,3.61,,,,
2024-05-16T00:18:11Z,1715786291,60E85BB84C91,0.25,0.33,679.67,518,10.66,77.53,561.71,2.16,,,,
2024-05-16T00:19:11Z,1715786351,60E85BB84C91,0.35,0.47,686.41,508,10.65,77.44,567.28,3.1,,,,
2024-05-16T00:20:11Z,1715786411,60E85BB84C91,0.35,0.46,734.1,528,10.66,77.56,606.69,3.08,,,,
2024-05-16T00:21:11Z,1715786471,60E85BB84C91,0.33,0.43,853.57,537,10.65,77.89,705.43,2.88,,,,
2024-05-16T00:22:11Z,1715786531,60E85BB84C91,0.45,0.6,941.23,548,10.74,77.27,777.88,3.97,,,,
2024-05-16T00:23:11Z,1715786591,60E85BB84C91,0.29,0.39,904.36,530,10.7,76.37,747.4,2.6,,,,
2024-05-16T00:24:11Z,1715786651,60E85BB84C91,0.4,0.53,889.75,529,10.74,76.66,735.33,3.53,,,,
2024-05-16T00:25:11Z,1715786711,60E85BB84C91,0.32,0.43,911.69,534,10.7,76.77,753.46,2.83,,,,
2024-05-16T00:26:11Z,1715786771,60E85BB84C91,0.22,0.29,948.67,534,10.71,77.09,784.02,1.91,,,,
2024-05-16T00:27:11Z,1715786831,60E85BB84C91,0.32,0.43,963.6,529,10.76,77.39,796.36,2.86,,,,
2024-05-16T00:28:11Z,1715786891,60E85BB84C91,0.45,0.6,941.23,514,10.81,77.27,777.88,4.02,,,,
2024-05-16T00:29:11Z,1715786951,60E85BB84C91,0.31,0.41,904.36,485,10.87,77.65,747.4,2.71,,,,
2024-05-16T00:30:11Z,1715787011,60E85BB84C91,0.33,0.44,853.57,483,10.86,76.87,705.43,2.95,,,,
2024-05-16T00:31:11Z,1715787071,60E85BB84C91,0.43,0.57,803.73,488,10.75,75.61,664.24,3.78,,,,
2024-05-16T00:32:11Z,1715787131,60E85BB84C91,0.3,0.4,740.98,487,10.78,76.43,612.38,2.67,,,,
2024-05-16T00:33:11Z,1715787191,60E85BB84C91,0.27,0.35,796.69,518,10.76,76.8,658.42,2.35,,,,
2024-05-16T00:34:11Z,1715787251,60E85BB84C91,0.59,0.78,993.72,569,10.86,77.34,821.26,5.21,,,,
2024-05-16T00:35:11Z,1715787311,60E85BB84C91,0.52,0.69,1190.05,579,10.86,77.91,983.51,4.61,,,,
2024-05-16T00:36:11Z,1715787371,60E85BB84C91,0.36,0.48,1401.9,575,10.89,78.42,1158.59,3.18,,,,
