CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-28T00:00:55Z,1716822055,60E85BB84C91,3.72,4.96,73.43,448,16.8,64.95,60.69,32.99,,,
2024-05-28T00:01:55Z,1716822115,60E85BB84C91,3.95,5.27,73.43,443,16.76,65.41,60.69,35.02,,,
2024-05-28T00:02:55Z,1716822175,60E85BB84C91,3.71,4.94,78.81,442,16.68,65.67,65.13,32.86,,,
2024-05-28T00:03:55Z,1716822235,60E85BB84C91,3.32,4.42,78.81,437,16.64,65.75,65.13,29.39,,,
2024-05-28T00:04:55Z,1716822295,60E85BB84C91,3.87,5.15,78.81,434,16.65,65.75,65.13,34.26,,,
2024-05-28T00:05:55Z,1716822355,60E85BB84C91,3.19,4.26,78.81,438,16.67,65.61,65.13,28.27,,,
2024-05-28T00:06:55Z,1716822415,60E85BB84C91,3.5,4.66,78.81,440,16.7,65.44,65.13,30.99,,,
2024-05-28T00:07:55Z,1716822475,60E85BB84C91,3.72,4.96,84.2,445,16.71,65.41,69.59,32.98,,,
2024-05-28T00:08:55Z,1716822535,60E85BB84C91,3.91,5.22,84.2,443,16.69,65.61,69.59,34.67,,,441.0944444
2024-05-28T00:09:55Z,1716822595,60E85BB84C91,3.91,5.22,84.2,440,16.73,65.35,69.59,34.68,,,
2024-05-28T00:10:55Z,1716822655,60E85BB84C91,3.49,4.66,84.2,446,16.73,65.14,69.59,30.95,,,
2024-05-28T00:11:55Z,1716822715,60E85BB84C91,3.88,5.17,84.2,448,16.69,65.27,69.59,34.4,,,
2024-05-28T00:12:55Z,1716822775,60E85BB84C91,3.89,5.18,84.2,445,16.59,65.61,69.59,34.44,,,
2024-05-28T00:13:55Z,1716822835,60E85BB84C91,3.45,4.61,84.2,445,16.56,66.41,69.59,30.61,,,
2024-05-28T00:14:55Z,1716822895,60E85BB84C91,3.53,4.71,84.2,443,16.55,66.36,69.59,31.3,,,
2024-05-28T00:15:55Z,1716822955,60E85BB84C91,3.54,4.72,89.6,445,16.59,66.43,74.05,31.37,,,
2024-05-28T00:16:55Z,1716823015,60E85BB84C91,3.74,4.99,89.6,451,16.54,66.48,74.05,33.16,,,
2024-05-28T00:17:55Z,1716823075,60E85BB84C91,3.38,4.51,95.01,449,16.59,66.29,78.52,29.95,,,
2024-05-28T00:18:55Z,1716823135,60E85BB84C91,3.17,4.23,95.01,445,16.52,66.46,78.52,28.13,,,
2024-05-28T00:19:55Z,1716823195,60E85BB84C91,4.17,5.56,100.43,441,16.61,66.04,83,36.93,,,
2024-05-28T00:20:55Z,1716823255,60E85BB84C91,3.78,5.04,100.43,444,16.55,66.3,83,33.48,,,
2024-05-28T00:21:55Z,1716823315,60E85BB84C91,3.38,4.51,100.43,443,16.52,66.5,83,29.97,,,
2024-05-28T00:22:55Z,1716823375,60E85BB84C91,4.15,5.53,100.43,439,16.43,67.18,83,36.76,,,
2024-05-28T00:23:55Z,1716823435,60E85BB84C91,3.82,5.09,100.43,437,16.35,67.35,83,33.85,,,
2024-05-28T00:24:55Z,1716823495,60E85BB84C91,3.4,4.54,105.86,438,16.41,67.31,87.49,30.15,,,
2024-05-28T00:25:55Z,1716823555,60E85BB84C91,3.82,5.09,105.86,440,16.46,67.07,87.49,33.86,,,
2024-05-28T00:26:55Z,1716823615,60E85BB84C91,3.39,4.52,111.3,439,16.42,67.37,91.99,30.05,,,
2024-05-28T00:27:55Z,1716823675,60E85BB84C91,3.76,5.01,116.76,445,16.42,67.23,96.49,33.29,,,
2024-05-28T00:28:55Z,1716823735,60E85BB84C91,3.68,4.9,122.22,445,16.46,66.94,101.01,32.58,,,
2024-05-28T00:29:55Z,1716823795,60E85BB84C91,3.51,4.68,122.22,441,16.43,67.14,101.01,31.1,,,
2024-05-28T00:30:55Z,1716823855,60E85BB84C91,3.88,5.17,127.7,439,16.31,67.7,105.54,34.37,,,
2024-05-28T00:31:55Z,1716823915,60E85BB84C91,4,5.33,127.7,437,16.32,67.65,105.54,35.42,,,
2024-05-28T00:32:55Z,1716823975,60E85BB84C91,3.68,4.9,133.19,441,16.38,67.59,110.07,32.6,,,
2024-05-28T00:33:55Z,1716824035,60E85BB84C91,4.18,5.59,138.68,443,16.4,67.59,114.62,36.87,,,
2024-05-28T00:34:55Z,1716824095,60E85BB84C91,4.3,5.73,144.19,443,16.39,67.52,119.17,38.09,,,
2024-05-28T00:35:55Z,1716824155,60E85BB84C91,3.94,5.25,144.19,441,16.38,67.64,119.17,34.88,,,
2024-05-28T00:36:55Z,1716824215,60E85BB84C91,3.64,4.85,144.19,438,16.35,67.71,119.17,32.23,,,
2024-05-28T00:37:55Z,1716824275,60E85BB84C91,3.43,4.57,149.72,441,16.34,67.97,123.73,30.41,,,
2024-05-28T00:38:55Z,1716824335,60E85BB84C91,3.45,4.6,149.72,444,16.29,67.9,123.73,30.59,,,
2024-05-28T00:39:55Z,1716824395,60E85BB84C91,3.37,4.49,155.25,444,16.34,67.68,128.31,29.86,,,
2024-05-28T00:40:55Z,1716824455,60E85BB84C91,3.91,5.21,155.25,445,16.32,67.84,128.31,34.64,,,
2024-05-28T00:41:55Z,1716824515,60E85BB84C91,4.37,5.82,155.25,442,16.3,68,128.31,38.72,,,
2024-05-28T00:42:55Z,1716824575,60E85BB84C91,3.54,4.71,155.25,443,16.26,68.21,128.31,31.34,,,
2024-05-28T00:43:55Z,1716824635,60E85BB84C91,3.65,4.87,160.79,445,16.23,68.43,132.89,32.35,,,
2024-05-28T00:44:55Z,1716824695,60E85BB84C91,3.63,4.84,160.79,443,16.18,68.69,132.89,32.17,,,
2024-05-28T00:45:55Z,1716824755,60E85BB84C91,3.86,5.15,160.79,440,16.22,68.37,132.89,34.23,,,
2024-05-28T00:46:55Z,1716824815,60E85BB84C91,3.73,4.97,160.79,442,16.25,68.44,132.89,33.02,,,
2024-05-28T00:47:55Z,1716824875,60E85BB84C91,4.06,5.41,160.79,450,16.31,68.26,132.89,35.95,,,
2024-05-28T00:48:55Z,1716824935,60E85BB84C91,4.14,5.53,166.35,454,16.31,68.61,137.48,36.73,,,
2024-05-28T00:49:55Z,1716824995,60E85BB84C91,3.52,4.69,171.92,456,16.31,68.54,142.08,31.2,,,
2024-05-28T00:50:55Z,1716825055,60E85BB84C91,3.84,5.11,199.93,452,16.26,68.38,165.23,33.99,,,
2024-05-28T00:51:55Z,1716825115,60E85BB84C91,3.77,5.03,245.36,454,16.3,68.61,202.78,33.44,,,
