CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-26T00:00:27Z,1716649227,60E85BB84C91,10.68,14.46,429.08,476,21.63,60.67,354.61,92.71,,,
2024-05-26T00:01:27Z,1716649287,60E85BB84C91,10.51,14.17,447.55,464,21.59,60.78,369.87,91.64,,,
2024-05-26T00:02:27Z,1716649347,60E85BB84C91,10.3,13.9,466.14,449,21.57,60.58,385.24,89.76,,,
2024-05-26T00:03:27Z,1716649407,60E85BB84C91,11.12,14.97,472.37,447,21.59,60.57,390.39,97.25,,,
2024-05-26T00:04:27Z,1716649467,60E85BB84C91,10.2,13.77,484.86,448,21.61,60.82,400.71,88.9,,,
2024-05-26T00:05:27Z,1716649527,60E85BB84C91,10.35,13.92,503.72,457,21.6,60.91,416.3,90.58,,,423.7340278
2024-05-26T00:06:27Z,1716649587,60E85BB84C91,10.68,14.29,522.71,462,21.56,60.72,431.99,94.15,,,
2024-05-26T00:07:27Z,1716649647,60E85BB84C91,8.88,11.84,541.83,461,21.57,59.89,447.8,78.68,,,
2024-05-26T00:08:27Z,1716649707,60E85BB84C91,9.73,12.98,535.44,452,21.52,60.09,442.52,86.26,,,
2024-05-26T00:09:27Z,1716649767,60E85BB84C91,8.27,11.02,516.36,444,21.51,59.57,426.75,73.27,,,
2024-05-26T00:10:27Z,1716649827,60E85BB84C91,10.42,13.93,503.72,445,21.5,61.15,416.3,92.11,,,
2024-05-26T00:11:27Z,1716649887,60E85BB84C91,10.21,13.68,497.42,445,21.49,61.16,411.09,89.83,,,
2024-05-26T00:12:27Z,1716649947,60E85BB84C91,10.15,13.59,510.03,447,21.51,61.35,421.52,89.36,,,
2024-05-26T00:13:27Z,1716650007,60E85BB84C91,10.63,14.17,535.44,452,21.51,61.5,442.52,94.17,,,
2024-05-26T00:14:27Z,1716650067,60E85BB84C91,10.15,13.57,561.1,456,21.56,61.38,463.72,89.74,,,
2024-05-26T00:15:27Z,1716650127,60E85BB84C91,10.08,13.45,593.51,450,21.53,61.12,490.5,89.23,,,
2024-05-26T00:16:27Z,1716650187,60E85BB84C91,10.76,14.35,619.73,453,21.53,61.59,512.17,95.35,,,
2024-05-26T00:17:27Z,1716650247,60E85BB84C91,10.21,13.73,652.86,460,21.55,61.58,539.56,89.48,,,
2024-05-26T00:18:27Z,1716650307,60E85BB84C91,10.24,13.82,672.94,460,21.49,61.03,556.15,89.27,,,
2024-05-26T00:19:27Z,1716650367,60E85BB84C91,9.14,12.27,699.95,459,21.49,60.74,578.47,80.32,,,
2024-05-26T00:20:27Z,1716650427,60E85BB84C91,10.08,13.48,713.56,459,21.52,60.93,589.72,89.04,,,
2024-05-26T00:21:27Z,1716650487,60E85BB84C91,9.88,13.17,720.39,461,21.5,60.84,595.36,87.52,,,
2024-05-26T00:22:27Z,1716650547,60E85BB84C91,10.29,13.72,713.56,461,21.55,60.68,589.72,91.11,,,
2024-05-26T00:23:27Z,1716650607,60E85BB84C91,11.35,15.16,699.95,459,21.53,60.51,578.47,100.37,,,
2024-05-26T00:24:27Z,1716650667,60E85BB84C91,10.19,13.6,666.23,454,21.53,60.39,550.61,90.28,,,
2024-05-26T00:25:27Z,1716650727,60E85BB84C91,9.83,13.1,639.56,453,21.53,60.74,528.56,87.11,,,
2024-05-26T00:26:27Z,1716650787,60E85BB84C91,10.51,14.02,626.32,458,21.55,60.76,517.62,93.14,,,
2024-05-26T00:27:27Z,1716650847,60E85BB84C91,11.05,14.87,626.32,470,21.54,60.72,517.62,96.58,,,
2024-05-26T00:28:27Z,1716650907,60E85BB84C91,9.63,12.88,626.32,467,21.54,60.54,517.62,85,,,
2024-05-26T00:29:27Z,1716650967,60E85BB84C91,10.02,13.38,613.15,462,21.51,59.65,506.73,88.52,,,
2024-05-26T00:30:27Z,1716651027,60E85BB84C91,9.95,13.38,580.5,462,21.52,59.27,479.75,87.13,,,
2024-05-26T00:31:27Z,1716651087,60E85BB84C91,8.74,11.65,554.66,463,21.59,58.51,458.4,77.43,,,
2024-05-26T00:32:27Z,1716651147,60E85BB84C91,9.37,12.57,541.83,462,21.57,57.7,447.8,82.37,,,
2024-05-26T00:33:27Z,1716651207,60E85BB84C91,9.24,12.32,535.44,457,21.58,57.66,442.52,81.86,,,
2024-05-26T00:34:27Z,1716651267,60E85BB84C91,9.34,12.49,522.71,455,21.63,58.11,431.99,82.32,,,
2024-05-26T00:35:27Z,1716651327,60E85BB84C91,9.34,12.58,503.72,457,21.66,58.54,416.3,81.59,,,
2024-05-26T00:36:27Z,1716651387,60E85BB84C91,9.07,12.11,472.37,452,21.63,58.73,390.39,80.27,,,
2024-05-26T00:37:27Z,1716651447,60E85BB84C91,9.56,12.75,447.55,452,21.64,59.02,369.87,84.72,,,
2024-05-26T00:38:27Z,1716651507,60E85BB84C91,9.94,13.36,429.08,456,21.63,59.24,354.61,87.11,,,
2024-05-26T00:39:27Z,1716651567,60E85BB84C91,8.87,11.99,416.84,454,21.61,58.01,344.5,77.12,,,
2024-05-26T00:40:27Z,1716651627,60E85BB84C91,9.59,12.99,398.58,450,21.61,57.23,329.41,83.22,,,
