CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-11-06T00:00:06Z,1730818806,60E85BB84C91,5.58,7.46,1455.33,419.00,8.88,41.42,1202.76,49.38
2024-11-06T00:01:06Z,1730818866,60E85BB84C91,5.74,7.66,1464.34,421.00,8.85,41.30,1210.20,50.70
2024-11-06T00:02:06Z,1730818926,60E85BB84C91,5.90,7.91,1455.33,423.00,8.71,41.43,1202.76,51.95
2024-11-06T00:03:06Z,1730818986,60E85BB84C91,5.45,7.33,1437.40,422.00,8.67,41.56,1187.94,47.69
2024-11-06T00:04:06Z,1730819046,60E85BB84C91,5.28,7.08,1419.59,423.00,8.65,41.58,1173.22,46.35
2024-11-06T00:05:06Z,1730819106,60E85BB84C91,5.67,7.59,1375.57,422.00,8.72,41.79,1136.84,50.06
2024-11-06T00:06:06Z,1730819166,60E85BB84C91,5.60,7.52,1358.17,420.00,8.71,41.59,1122.45,49.23
2024-11-06T00:07:06Z,1730819226,60E85BB84C91,5.53,7.43,1340.87,422.00,8.71,41.64,1108.16,48.40
2024-11-06T00:08:06Z,1730819286,60E85BB84C91,5.00,6.75,1332.27,424.00,8.73,41.78,1101.05,43.49
2024-11-06T00:09:06Z,1730819346,60E85BB84C91,4.67,6.28,1323.69,425.00,8.72,41.96,1093.96,40.98
2024-11-06T00:10:06Z,1730819406,60E85BB84C91,6.20,8.40,1323.69,424.00,8.66,42.10,1093.96,53.81
2024-11-06T00:11:06Z,1730819466,60E85BB84C91,5.42,7.37,1323.69,424.00,8.65,42.25,1093.96,46.77
2024-11-06T00:12:06Z,1730819526,60E85BB84C91,4.83,6.50,1323.69,431.00,8.63,42.48,1093.96,42.33
2024-11-06T00:13:06Z,1730819586,60E85BB84C91,5.66,7.64,1315.14,431.00,8.63,42.69,1086.89,49.28
2024-11-06T00:14:06Z,1730819646,60E85BB84C91,5.64,7.58,1315.14,422.00,8.64,42.56,1086.89,49.42
2024-11-06T00:15:06Z,1730819706,60E85BB84C91,5.95,8.02,1306.61,425.00,8.65,42.38,1079.85,52.00
2024-11-06T00:16:06Z,1730819766,60E85BB84C91,5.87,7.88,1306.61,428.00,8.63,42.65,1079.85,51.52
2024-11-06T00:17:06Z,1730819826,60E85BB84C91,5.75,7.72,1298.12,430.00,8.58,42.81,1072.82,50.52
2024-11-06T00:18:06Z,1730819886,60E85BB84C91,5.20,6.96,1289.65,430.00,8.59,42.86,1065.83,45.79
2024-11-06T00:19:06Z,1730819946,60E85BB84C91,5.40,7.20,1289.65,431.00,8.57,42.79,1065.83,47.80
2024-11-06T00:20:06Z,1730820006,60E85BB84C91,5.69,7.60,1281.21,428.00,8.44,43.04,1058.85,50.22
2024-11-06T00:21:06Z,1730820066,60E85BB84C91,5.39,7.24,1281.21,428.00,8.47,43.59,1058.85,47.27
2024-11-06T00:22:06Z,1730820126,60E85BB84C91,5.62,7.54,1281.21,433.00,8.47,43.29,1058.85,49.28
2024-11-06T00:23:06Z,1730820186,60E85BB84C91,5.67,7.66,1272.79,430.00,8.43,43.23,1051.89,49.39
2024-11-06T00:24:06Z,1730820246,60E85BB84C91,5.69,7.63,1272.79,432.00,8.43,43.59,1051.89,50.00
2024-11-06T00:25:06Z,1730820306,60E85BB84C91,6.15,8.22,1272.79,428.00,8.41,43.74,1051.89,54.22
2024-11-06T00:26:06Z,1730820366,60E85BB84C91,5.74,7.74,1264.40,429.00,8.40,44.00,1044.96,50.09
2024-11-06T00:27:06Z,1730820426,60E85BB84C91,6.29,8.48,1264.40,434.00,8.41,43.82,1044.96,54.84
2024-11-06T00:28:06Z,1730820486,60E85BB84C91,6.24,8.43,1264.40,431.00,8.47,44.03,1044.96,54.28
2024-11-06T00:29:06Z,1730820546,60E85BB84C91,5.60,7.57,1272.79,429.00,8.47,43.97,1051.89,48.70
2024-11-06T00:30:06Z,1730820606,60E85BB84C91,5.70,7.69,1272.79,431.00,8.43,43.99,1051.89,49.66
2024-11-06T00:31:06Z,1730820666,60E85BB84C91,5.76,7.73,1289.65,432.00,8.36,43.66,1065.83,50.69
2024-11-06T00:32:06Z,1730820726,60E85BB84C91,5.54,7.42,1306.61,431.00,8.32,44.06,1079.85,48.73
2024-11-06T00:33:06Z,1730820786,60E85BB84C91,5.72,7.63,1323.69,428.00,8.29,43.91,1093.96,50.64
2024-11-06T00:34:06Z,1730820846,60E85BB84C91,6.06,8.10,1332.27,422.00,8.28,44.04,1101.05,53.51
2024-11-06T00:35:06Z,1730820906,60E85BB84C91,6.28,8.42,1349.51,424.00,8.31,44.14,1115.29,55.31
2024-11-06T00:36:06Z,1730820966,60E85BB84C91,5.92,7.96,1358.17,427.00,8.30,44.41,1122.45,51.95
2024-11-06T00:37:06Z,1730821026,60E85BB84C91,6.20,8.37,1375.57,427.00,8.31,44.58,1136.84,54.06
2024-11-06T00:38:06Z,1730821086,60E85BB84C91,6.50,8.67,1401.90,425.00,8.28,44.40,1158.59,57.61
2024-11-06T00:39:06Z,1730821146,60E85BB84C91,6.47,8.63,1428.48,423.00,8.32,44.44,1180.56,57.38
2024-11-06T00:40:06Z,1730821206,60E85BB84C91,5.50,7.34,1446.35,425.00,8.34,44.54,1195.33,48.79
2024-11-06T00:41:06Z,1730821266,60E85BB84C91,6.28,8.47,1455.33,430.00,8.34,44.02,1202.76,54.86
2024-11-06T00:42:06Z,1730821326,60E85BB84C91,6.12,8.22,1446.35,432.00,8.40,43.91,1195.33,53.64
2024-11-06T00:43:06Z,1730821386,60E85BB84C91,5.84,7.86,1419.59,429.00,8.40,43.58,1173.22,51.03
2024-11-06T00:44:06Z,1730821446,60E85BB84C91,5.99,8.07,1393.09,425.00,8.37,43.35,1151.32,52.34
2024-11-06T00:45:06Z,1730821506,60E85BB84C91,6.67,8.93,1366.86,426.00,8.38,43.62,1129.63,58.66
2024-11-06T00:46:06Z,1730821566,60E85BB84C91,5.88,7.88,1358.17,429.00,8.39,43.67,1122.45,51.75
2024-11-06T00:47:06Z,1730821626,60E85BB84C91,5.65,7.60,1349.51,429.00,8.41,44.05,1115.29,49.50
2024-11-06T00:48:06Z,1730821686,60E85BB84C91,5.42,7.29,1349.51,425.00,8.44,44.42,1115.29,47.51
2024-11-06T00:49:06Z,1730821746,60E85BB84C91,6.39,8.61,1349.51,421.00,8.49,44.49,1115.29,55.80
2024-11-06T00:50:06Z,1730821806,60E85BB84C91,6.27,8.46,1349.51,427.00,8.50,44.55,1115.29,54.60
2024-11-06T00:51:06Z,1730821866,60E85BB84C91,5.67,7.63,1340.87,428.00,8.50,44.40,1108.16,49.59
2024-11-06T00:52:06Z,1730821926,60E85BB84C91,5.35,7.23,1340.87,429.00,8.60,44.57,1108.16,46.63
2024-11-06T00:53:06Z,1730821986,60E85BB84C91,5.78,7.87,1340.87,429.00,8.56,44.19,1108.16,49.79
2024-11-06T00:54:06Z,1730822046,60E85BB84C91,5.54,7.48,1340.87,431.00,8.55,43.43,1108.16,48.22
2024-11-06T00:55:06Z,1730822106,60E85BB84C91,6.26,8.39,1332.27,434.00,8.55,42.74,1101.05,55.13
2024-11-06T00:56:06Z,1730822166,60E85BB84C91,5.86,7.86,1323.69,429.00,8.50,42.90,1093.96,51.48
2024-11-06T00:57:06Z,1730822226,60E85BB84C91,5.38,7.17,1298.12,427.00,8.55,43.32,1072.82,47.61
2024-11-06T00:58:06Z,1730822286,60E85BB84C91,6.09,8.12,1198.21,424.00,8.53,43.44,990.25,53.98
2024-11-06T00:59:06Z,1730822346,60E85BB84C91,5.78,7.71,1117.70,425.00,8.53,43.59,923.72,51.14
2024-11-06T01:00:06Z,1730822406,60E85BB84C91,6.60,8.81,1024.18,426.00,8.55,43.44,846.43,58.36
2024-11-06T01:01:06Z,1730822466,60E85BB84C91,6.23,8.33,971.10,427.00,8.58,43.77,802.56,55.05
2024-11-06T01:02:06Z,1730822526,60E85BB84C91,5.70,7.59,933.81,430.00,8.58,43.82,771.75,50.47
2024-11-06T01:03:06Z,1730822586,60E85BB84C91,5.61,7.50,897.04,428.00,8.50,43.88,741.36,49.57
2024-11-06T01:04:06Z,1730822646,60E85BB84C91,5.62,7.49,875.22,426.00,8.55,43.95,723.32,49.77
2024-11-06T01:05:06Z,1730822706,60E85BB84C91,5.38,7.18,860.77,432.00,8.63,43.99,711.38,47.54
2024-11-06T01:06:06Z,1730822766,60E85BB84C91,5.77,7.74,853.57,444.00,8.62,43.92,705.43,50.81
2024-11-06T01:07:06Z,1730822826,60E85BB84C91,5.45,7.33,853.57,449.00,8.63,43.93,705.43,47.68
2024-11-06T01:08:06Z,1730822886,60E85BB84C91,5.66,7.59,853.57,445.00,8.57,44.24,705.43,49.85
2024-11-06T01:09:06Z,1730822946,60E85BB84C91,6.01,8.07,846.39,443.00,8.52,44.27,699.50,52.66
2024-11-06T01:10:06Z,1730823006,60E85BB84C91,5.54,7.43,846.39,443.00,8.56,44.78,699.50,48.73
2024-11-06T01:11:06Z,1730823066,60E85BB84C91,6.07,8.13,839.24,448.00,8.52,44.62,693.58,53.53
2024-11-06T01:12:06Z,1730823126,60E85BB84C91,5.57,7.46,832.10,446.00,8.43,44.86,687.68,48.96
2024-11-06T01:13:06Z,1730823186,60E85BB84C91,5.60,7.50,817.88,444.00,8.36,45.17,675.93,49.39
2024-11-06T01:14:06Z,1730823246,60E85BB84C91,5.81,7.82,803.73,443.00,8.39,45.33,664.24,50.87
2024-11-06T01:15:06Z,1730823306,60E85BB84C91,5.69,7.64,789.66,443.00,8.46,45.36,652.61,49.94
2024-11-06T01:16:06Z,1730823366,60E85BB84C91,5.60,7.49,782.65,446.00,8.43,45.61,646.82,49.34
2024-11-06T01:17:06Z,1730823426,60E85BB84C91,5.73,7.66,768.69,447.00,8.36,45.18,635.28,50.54
2024-11-06T01:18:06Z,1730823486,60E85BB84C91,5.67,7.62,761.74,443.00,8.25,45.17,629.53,49.82
