CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-11-09T00:00:24Z,1731078024,60E85BB84C91,8.98,12.06,2256.66,439.00,10.63,47.41,1865.01,78.88
2024-11-09T00:01:24Z,1731078084,60E85BB84C91,8.77,11.83,2058.00,438.00,10.61,47.59,1700.83,76.41
2024-11-09T00:02:24Z,1731078144,60E85BB84C91,8.40,11.22,1862.57,438.00,10.60,47.70,1539.31,74.25
2024-11-09T00:03:24Z,1731078204,60E85BB84C91,7.93,10.60,1729.78,440.00,10.59,47.82,1429.57,69.99
2024-11-09T00:04:24Z,1731078264,60E85BB84C91,8.54,11.43,1584.32,439.00,10.59,47.94,1309.36,75.18
2024-11-09T00:05:24Z,1731078324,60E85BB84C91,9.58,12.92,1473.39,444.00,10.55,47.12,1217.67,83.48
2024-11-09T00:06:24Z,1731078384,60E85BB84C91,8.18,10.92,1332.27,442.00,10.59,47.71,1101.05,72.40
2024-11-09T00:07:24Z,1731078444,60E85BB84C91,8.15,11.01,1222.84,438.00,10.56,47.43,1010.61,71.03
2024-11-09T00:08:24Z,1731078504,60E85BB84C91,8.96,12.21,1109.78,439.00,10.59,47.44,917.18,77.05
2024-11-09T00:09:24Z,1731078564,60E85BB84C91,9.28,12.59,1039.54,438.00,10.55,47.49,859.13,80.23
2024-11-09T00:10:24Z,1731078624,60E85BB84C91,8.46,11.47,956.12,439.00,10.54,47.86,790.18,73.26
2024-11-09T00:11:24Z,1731078684,60E85BB84C91,8.42,11.42,904.36,439.00,10.59,48.15,747.40,72.89
2024-11-09T00:12:24Z,1731078744,60E85BB84C91,8.84,11.99,853.57,435.00,10.59,47.52,705.43,76.45
2024-11-09T00:13:24Z,1731078804,60E85BB84C91,8.48,11.45,768.69,435.00,10.59,47.32,635.28,73.84
2024-11-09T00:14:24Z,1731078864,60E85BB84C91,8.42,11.31,699.95,433.00,10.57,46.92,578.47,73.88
2024-11-09T00:15:24Z,1731078924,60E85BB84C91,8.50,11.34,626.32,433.00,10.61,47.58,517.62,75.33
2024-11-09T00:16:24Z,1731078984,60E85BB84C91,7.94,10.63,587.00,430.00,10.64,47.77,485.12,70.02
2024-11-09T00:17:24Z,1731079044,60E85BB84C91,7.84,10.53,567.55,430.00,10.67,48.34,469.05,68.83
2024-11-09T00:18:24Z,1731079104,60E85BB84C91,8.26,11.08,574.01,429.00,10.69,48.13,474.39,72.65
2024-11-09T00:19:24Z,1731079164,60E85BB84C91,8.74,11.84,632.93,433.00,10.66,47.91,523.08,75.68
2024-11-09T00:20:24Z,1731079224,60E85BB84C91,8.93,12.12,693.17,433.00,10.65,48.18,572.87,77.09
2024-11-09T00:21:24Z,1731079284,60E85BB84C91,9.31,12.57,789.66,432.00,10.59,48.05,652.61,80.95
2024-11-09T00:22:24Z,1731079344,60E85BB84C91,8.43,11.31,882.47,434.00,10.62,48.54,729.32,74.02
2024-11-09T00:23:24Z,1731079404,60E85BB84C91,7.85,10.54,986.16,436.00,10.61,48.51,815.01,68.97
2024-11-09T00:24:24Z,1731079464,60E85BB84C91,7.99,10.67,1070.53,436.00,10.65,48.74,884.74,70.76
2024-11-09T00:25:24Z,1731079524,60E85BB84C91,8.02,10.74,1206.39,437.00,10.74,48.78,997.02,70.59
2024-11-09T00:26:24Z,1731079584,60E85BB84C91,8.35,11.14,1349.51,438.00,10.79,48.55,1115.29,73.85
2024-11-09T00:27:24Z,1731079644,60E85BB84C91,8.29,11.16,1574.90,436.00,10.78,48.14,1301.57,72.44
2024-11-09T00:28:24Z,1731079704,60E85BB84C91,8.05,10.82,1780.08,434.00,10.77,48.15,1471.14,70.59
2024-11-09T00:29:24Z,1731079764,60E85BB84C91,8.27,11.03,2002.27,439.00,10.76,48.20,1654.77,73.32
2024-11-09T00:30:24Z,1731079824,60E85BB84C91,8.32,11.15,2173.07,437.00,10.82,48.60,1795.92,73.24
2024-11-09T00:31:24Z,1731079884,60E85BB84C91,7.87,10.56,2196.69,444.00,10.83,48.66,1815.44,69.22
2024-11-09T00:32:24Z,1731079944,60E85BB84C91,7.40,9.97,2355.49,442.00,10.83,48.50,1946.69,64.54
2024-11-09T00:33:24Z,1731080004,60E85BB84C91,8.11,10.90,2592.17,437.00,10.81,48.22,2142.29,71.16
2024-11-09T00:34:24Z,1731080064,60E85BB84C91,7.69,10.32,2836.69,444.00,10.80,48.31,2344.37,67.66
2024-11-09T00:35:24Z,1731080124,60E85BB84C91,7.87,10.50,2944.24,435.00,10.81,48.20,2433.25,69.77
2024-11-09T00:36:24Z,1731080184,60E85BB84C91,7.71,10.33,2913.07,433.00,10.83,48.47,2407.49,67.97
