CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-10-16T00:00:02Z,1729004402,60E85BB84C91,20.4,27.55,8441.2,446,18.34,90.25,6976.2,177.64,,,
2024-10-16T00:01:02Z,1729004462,60E85BB84C91,20.04,27.14,8441.2,445,18.35,90.24,6976.2,173.79,,,
2024-10-16T00:02:02Z,1729004522,60E85BB84C91,20.4,27.59,8322.04,445,18.31,90.21,6877.72,177.36,,,
2024-10-16T00:03:02Z,1729004582,60E85BB84C91,20.53,27.97,8322.04,444,18.28,90.33,6877.72,176.5,,,445.1236111
2024-10-16T00:04:02Z,1729004642,60E85BB84C91,21.28,28.91,8322.04,444,18.25,90.5,6877.72,183.76,,,
2024-10-16T00:05:02Z,1729004702,60E85BB84C91,20.95,28.27,8207.96,443,18.25,90.45,6783.44,182.59,,,
2024-10-16T00:06:02Z,1729004762,60E85BB84C91,20.39,27.86,8207.96,441,18.2,90.35,6783.44,174.46,,,
2024-10-16T00:07:02Z,1729004822,60E85BB84C91,21.41,29.41,8207.96,442,18.15,90.65,6783.44,181.92,,,
2024-10-16T00:08:02Z,1729004882,60E85BB84C91,20.63,28.07,8098.53,439,18.16,90.65,6693,177.75,,,
2024-10-16T00:09:02Z,1729004942,60E85BB84C91,21.25,28.79,8098.53,440,18.17,90.54,6693,184.21,,,
2024-10-16T00:10:02Z,1729005002,60E85BB84C91,20.41,27.56,8098.53,445,18.2,90.57,6693,177.69,,,
2024-10-16T00:11:02Z,1729005062,60E85BB84C91,20.23,27.52,8098.53,440,18.2,90.5,6693,174.34,,,
2024-10-16T00:12:02Z,1729005122,60E85BB84C91,21.17,28.88,7993.39,440,18.22,90.45,6606.11,181.53,,,
2024-10-16T00:13:02Z,1729005182,60E85BB84C91,20.14,27.35,7993.39,445,18.14,90.41,6606.11,173.98,,,
2024-10-16T00:14:02Z,1729005242,60E85BB84C91,21.02,28.77,7993.39,444,18.16,90.43,6606.11,179.48,,,
2024-10-16T00:15:02Z,1729005302,60E85BB84C91,20.07,27.58,7993.39,443,18.22,90.35,6606.11,170.43,,,
2024-10-16T00:16:02Z,1729005362,60E85BB84C91,21.61,29.79,7892.22,439,18.16,90.39,6522.5,182.68,,,
2024-10-16T00:17:02Z,1729005422,60E85BB84C91,19.9,27.2,7892.22,442,18.22,90.16,6522.5,170.28,,,
2024-10-16T00:18:02Z,1729005482,60E85BB84C91,21.15,28.74,7892.22,443,18.18,90.28,6522.5,182.41,,,
