CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-05-29T00:22:55Z,1716909775,60E85BB84C91,1.9,2.53,529.07,441,17.89,60.67,437.25,16.83,,,,
2024-05-29T00:23:55Z,1716909835,60E85BB84C91,1.95,2.6,580.5,442,17.89,61.04,479.75,17.27,,,,
2024-05-29T00:24:55Z,1716909895,60E85BB84C91,1.7,2.26,593.51,441,17.84,60.9,490.5,15.04,,,,
2024-05-29T00:25:55Z,1716909955,60E85BB84C91,1.85,2.47,529.07,439,17.89,61.06,437.25,16.41,,,,
2024-05-29T00:26:55Z,1716910015,60E85BB84C91,1.89,2.52,459.93,440,17.92,60.88,380.11,16.75,,,,
2024-05-29T00:27:55Z,1716910075,60E85BB84C91,1.81,2.41,398.58,440,17.92,60.92,329.41,16.03,,,,
2024-05-29T00:28:55Z,1716910135,60E85BB84C91,1.89,2.52,374.43,439,17.88,61.07,309.45,16.72,,,,
2024-05-29T00:29:55Z,1716910195,60E85BB84C91,2,2.67,356.46,442,17.84,60.93,294.6,17.72,,,,
2024-05-29T00:30:55Z,1716910255,60E85BB84C91,1.94,2.58,374.43,440,17.9,61.02,309.45,17.15,,,,
2024-05-29T00:31:55Z,1716910315,60E85BB84C91,1.77,2.36,459.93,443,17.88,61.14,380.11,15.67,,,,
2024-05-29T00:32:55Z,1716910375,60E85BB84C91,2.02,2.7,491.14,442,17.82,61.68,405.9,17.92,,,,
2024-05-29T00:33:55Z,1716910435,60E85BB84C91,1.7,2.27,503.72,444,17.83,61.45,416.3,15.09,,,,
2024-05-29T00:34:55Z,1716910495,60E85BB84C91,1.84,2.45,529.07,444,17.82,61.51,437.25,16.31,,,,
2024-05-29T00:35:55Z,1716910555,60E85BB84C91,1.94,2.59,522.71,444,17.81,61.4,431.99,17.22,,,,
2024-05-29T00:36:55Z,1716910615,60E85BB84C91,1.95,2.61,497.42,443,17.79,61.61,411.09,17.33,,,,
2024-05-29T00:37:55Z,1716910675,60E85BB84C91,1.91,2.55,441.38,443,17.82,61.56,364.77,16.96,,,,
2024-05-29T00:38:55Z,1716910735,60E85BB84C91,2.06,2.74,392.53,443,17.8,61.6,324.4,18.22,,,,
2024-05-29T00:39:55Z,1716910795,60E85BB84C91,1.96,2.61,338.61,442,17.79,61.87,279.84,17.35,,,,
2024-05-29T00:40:55Z,1716910855,60E85BB84C91,1.78,2.38,303.26,440,17.76,61.91,250.63,15.81,,,,
2024-05-29T00:41:55Z,1716910915,60E85BB84C91,1.96,2.61,268.37,440,17.8,61.79,221.8,17.33,,,,
2024-05-29T00:42:55Z,1716910975,60E85BB84C91,1.91,2.55,251.1,438,17.8,61.95,207.52,16.95,,,,
2024-05-29T00:43:55Z,1716911035,60E85BB84C91,2.13,2.85,239.64,436,17.76,61.85,198.05,18.91,,,,
2024-05-29T00:44:55Z,1716911095,60E85BB84C91,1.93,2.57,228.23,438,17.79,62.05,188.62,17.11,,,,
2024-05-29T00:45:55Z,1716911155,60E85BB84C91,2.17,2.89,216.88,440,17.8,61.88,179.24,19.24,,,,
2024-05-29T00:46:55Z,1716911215,60E85BB84C91,1.83,2.44,211.21,441,17.8,61.86,174.56,16.21,,,,
2024-05-29T00:47:55Z,1716911275,60E85BB84C91,1.9,2.54,205.56,439,17.76,61.93,169.89,16.86,,,,
2024-05-29T00:48:55Z,1716911335,60E85BB84C91,1.9,2.53,194.3,439,17.82,61.96,160.58,16.8,,,,
2024-05-29T00:49:55Z,1716911395,60E85BB84C91,2.4,3.2,188.69,441,17.73,62.16,155.94,21.28,,,,
2024-05-29T00:50:55Z,1716911455,60E85BB84C91,2.03,2.71,183.09,444,17.71,62.51,151.31,18,,,,
2024-05-29T00:51:55Z,1716911515,60E85BB84C91,2.18,2.91,183.09,443,17.69,62.53,151.31,19.31,,,,
2024-05-29T00:52:55Z,1716911575,60E85BB84C91,1.93,2.58,177.5,442,17.74,62.51,146.69,17.15,,,,
2024-05-29T00:53:55Z,1716911635,60E85BB84C91,1.83,2.44,177.5,442,17.67,62.56,146.69,16.25,,,,
2024-05-29T00:54:55Z,1716911695,60E85BB84C91,2.24,2.98,177.5,441,17.7,62.48,146.69,19.83,,,,
2024-05-29T00:55:55Z,1716911755,60E85BB84C91,2.22,2.95,183.09,441,17.67,62.59,151.31,19.64,,,,
2024-05-29T00:56:55Z,1716911815,60E85BB84C91,2.16,2.87,183.09,442,17.66,62.8,151.31,19.11,,,,
2024-05-29T00:57:55Z,1716911875,60E85BB84C91,2.11,2.82,183.09,444,17.69,62.84,151.31,18.71,,,,
2024-05-29T00:58:55Z,1716911935,60E85BB84C91,2.14,2.85,183.09,442,17.66,62.98,151.31,18.98,,,,
2024-05-29T00:59:55Z,1716911995,60E85BB84C91,2.24,2.99,188.69,442,17.68,62.96,155.94,19.88,,,,
2024-05-29T01:00:55Z,1716912055,60E85BB84C91,1.85,2.47,194.3,441,17.67,62.92,160.58,16.44,,,,
2024-05-29T01:01:55Z,1716912115,60E85BB84C91,2.43,3.24,194.3,442,17.57,63.16,160.58,21.51,,,,
2024-05-29T01:02:55Z,1716912175,60E85BB84C91,2.2,2.93,194.3,446,17.63,63.04,160.58,19.5,,,,
2024-05-29T01:03:55Z,1716912235,60E85BB84C91,2.16,2.88,194.3,443,17.64,63.11,160.58,19.15,,,,
2024-05-29T01:04:55Z,1716912295,60E85BB84C91,2.19,2.92,194.3,442,17.62,63.28,160.58,19.39,,,,
2024-05-29T01:05:55Z,1716912355,60E85BB84C91,1.9,2.54,194.3,440,17.59,63.47,160.58,16.88,,,,
2024-05-29T01:06:55Z,1716912415,60E85BB84C91,2.39,3.18,188.69,439,17.57,63.29,155.94,21.16,,,,
2024-05-29T01:07:55Z,1716912475,60E85BB84C91,2.02,2.69,188.69,441,17.52,63.64,155.94,17.86,,,,
2024-05-29T01:08:55Z,1716912535,60E85BB84C91,2.14,2.86,183.09,443,17.46,63.9,151.31,18.98,,,,
2024-05-29T01:09:55Z,1716912595,60E85BB84C91,2.56,3.42,183.09,444,17.47,63.84,151.31,22.71,,,,
2024-05-29T01:10:55Z,1716912655,60E85BB84C91,2.64,3.52,228.23,444,17.52,63.92,188.62,23.42,,,,
2024-05-29T01:11:55Z,1716912715,60E85BB84C91,2.35,3.14,309.12,447,17.52,64,255.47,20.86,,,,
2024-05-29T01:12:55Z,1716912775,60E85BB84C91,2.24,2.98,374.43,450,17.51,63.89,309.45,19.81,,,,
2024-05-29T01:13:55Z,1716912835,60E85BB84C91,2.41,3.21,435.22,448,17.57,63.84,359.69,21.32,,,,
2024-05-29T01:14:55Z,1716912895,60E85BB84C91,2.27,3.03,478.61,452,17.6,63.49,395.54,20.15,,,,
2024-05-29T01:15:55Z,1716912955,60E85BB84C91,2.5,3.34,497.42,449,17.57,63.51,411.09,22.18,,,,
2024-05-29T01:16:55Z,1716913015,60E85BB84C91,2.44,3.25,484.86,447,17.52,63.74,400.71,21.59,,,,
2024-05-29T01:17:55Z,1716913075,60E85BB84C91,2.34,3.12,466.14,444,17.54,63.75,385.24,20.73,,,,
2024-05-29T01:18:55Z,1716913135,60E85BB84C91,2.2,2.93,472.37,445,17.57,63.77,390.39,19.49,,,,
2024-05-29T01:19:55Z,1716913195,60E85BB84C91,2,2.66,491.14,447,17.55,63.8,405.9,17.69,,,,
2024-05-29T01:20:55Z,1716913255,60E85BB84C91,1.92,2.56,491.14,445,17.55,63.94,405.9,16.99,,,,
2024-05-29T01:21:55Z,1716913315,60E85BB84C91,2.19,2.92,484.86,445,17.51,63.99,400.71,19.42,,,,
2024-05-29T01:22:55Z,1716913375,60E85BB84C91,2.32,3.1,453.73,447,17.53,64.05,374.98,20.58,,,,
2024-05-29T01:23:55Z,1716913435,60E85BB84C91,2.19,2.92,429.08,445,17.57,63.94,354.61,19.38,,,,
2024-05-29T01:24:55Z,1716913495,60E85BB84C91,2.35,3.13,392.53,447,17.56,64.02,324.4,20.82,,,,
2024-05-29T01:25:55Z,1716913555,60E85BB84C91,1.83,2.44,362.44,446,17.55,64.01,299.54,16.21,,,,
2024-05-29T01:26:55Z,1716913615,60E85BB84C91,1.87,2.49,326.78,448,17.53,64.09,270.06,16.53,,,,
2024-05-29T01:27:55Z,1716913675,60E85BB84C91,2,2.66,314.99,448,17.51,64.33,260.33,17.68,,,,
2024-05-29T01:28:55Z,1716913735,60E85BB84C91,2.27,3.03,320.88,450,17.57,64.26,265.19,20.13,,,,
2024-05-29T01:29:55Z,1716913795,60E85BB84C91,2.02,2.69,344.55,450,17.49,64.52,284.75,17.9,,,,
2024-05-29T01:30:55Z,1716913855,60E85BB84C91,2.21,2.95,380.45,447,17.52,64.73,314.42,19.59,,,,
2024-05-29T01:31:55Z,1716913915,60E85BB84C91,2.22,2.97,410.74,448,17.52,64.65,339.46,19.72,,,,
2024-05-29T01:32:55Z,1716913975,60E85BB84C91,2.41,3.21,435.22,446,17.45,65.06,359.69,21.36,,,,
2024-05-29T01:33:55Z,1716914035,60E85BB84C91,2.64,3.52,429.08,446,17.5,65.06,354.61,23.37,,,,
2024-05-29T01:34:55Z,1716914095,60E85BB84C91,2.35,3.14,416.84,445,17.49,65.17,344.5,20.87,,,,
2024-05-29T01:35:55Z,1716914155,60E85BB84C91,2.24,2.99,386.48,445,17.5,65.03,319.41,19.86,,,,
2024-05-29T01:36:55Z,1716914215,60E85BB84C91,2.62,3.5,362.44,444,17.44,65.5,299.54,23.24,,,,
2024-05-29T01:37:55Z,1716914275,60E85BB84C91,2.68,3.57,326.78,447,17.38,65.78,270.06,23.72,,,,
2024-05-29T01:38:55Z,1716914335,60E85BB84C91,2.52,3.35,297.42,446,17.39,65.84,245.8,22.29,,,,
2024-05-29T01:39:55Z,1716914395,60E85BB84C91,2.31,3.08,268.37,449,17.39,65.91,221.8,20.49,,,,
2024-05-29T01:40:55Z,1716914455,60E85BB84C91,2.33,3.11,256.84,446,17.38,66.05,212.27,20.66,,,,
2024-05-29T01:41:55Z,1716914515,60E85BB84C91,2.07,2.76,251.1,444,17.4,65.92,207.52,18.32,,,,
2024-05-29T01:42:55Z,1716914575,60E85BB84C91,2.39,3.19,256.84,444,17.42,65.96,212.27,21.2,,,,
2024-05-29T01:43:55Z,1716914635,60E85BB84C91,2.66,3.55,285.76,444,17.42,66.17,236.17,23.61,,,,
2024-05-29T01:44:55Z,1716914695,60E85BB84C91,2.67,3.56,309.12,446,17.4,66.17,255.47,23.65,,,,
2024-05-29T01:45:55Z,1716914755,60E85BB84C91,2.11,2.82,344.55,446,17.37,66.34,284.75,18.71,,,,
2024-05-29T01:46:55Z,1716914815,60E85BB84C91,2.82,3.75,380.45,447,17.39,66.38,314.42,24.95,,,,
2024-05-29T01:47:55Z,1716914875,60E85BB84C91,2.73,3.63,410.74,449,17.39,66.39,339.46,24.16,,,,
2024-05-29T01:48:55Z,1716914935,60E85BB84C91,2.4,3.19,416.84,446,17.35,66.49,344.5,21.23,,,,
2024-05-29T01:49:55Z,1716914995,60E85BB84C91,2.33,3.11,422.95,446,17.38,66.57,349.55,20.66,,,,
2024-05-29T01:50:55Z,1716915055,60E85BB84C91,2.49,3.31,429.08,446,17.35,66.83,354.61,22.03,,,,
2024-05-29T01:51:55Z,1716915115,60E85BB84C91,2.46,3.28,429.08,450,17.33,67.06,354.61,21.8,,,,
2024-05-29T01:52:55Z,1716915175,60E85BB84C91,2.19,2.91,447.55,450,17.33,67.1,369.87,19.37,,,,
2024-05-29T01:53:55Z,1716915235,60E85BB84C91,2.6,3.46,466.14,450,17.3,67.27,385.24,23.02,,,,
2024-05-29T01:54:55Z,1716915295,60E85BB84C91,2.33,3.1,484.86,448,17.33,67.33,400.71,20.62,,,,
2024-05-29T01:55:55Z,1716915355,60E85BB84C91,2.82,3.76,491.14,451,17.31,67.52,405.9,25.02,,,,
2024-05-29T01:56:55Z,1716915415,60E85BB84C91,2.34,3.12,497.42,450,17.31,67.43,411.09,20.72,,,,
2024-05-29T01:57:55Z,1716915475,60E85BB84C91,2.91,3.88,497.42,451,17.26,67.61,411.09,25.82,,,,
2024-05-29T01:58:55Z,1716915535,60E85BB84C91,3.02,4.02,497.42,452,17.25,67.81,411.09,26.72,,,,
2024-05-29T01:59:55Z,1716915595,60E85BB84C91,2.53,3.38,497.42,451,17.22,68.09,411.09,22.44,,,,
2024-05-29T02:00:55Z,1716915655,60E85BB84C91,2.41,3.21,497.42,448,17.26,68.11,411.09,21.32,,,,
2024-05-29T02:01:55Z,1716915715,60E85BB84C91,2.65,3.54,497.42,452,17.25,68.22,411.09,23.53,,,,
2024-05-29T02:02:55Z,1716915775,60E85BB84C91,2.61,3.48,497.42,454,17.18,68.51,411.09,23.11,,,,
2024-05-29T02:03:55Z,1716915835,60E85BB84C91,2.76,3.68,497.42,451,17.22,68.44,411.09,24.48,,,,
2024-05-29T02:04:55Z,1716915895,60E85BB84C91,2.73,3.64,497.42,448,17.28,68.26,411.09,24.22,,,,
2024-05-29T02:05:55Z,1716915955,60E85BB84C91,2.72,3.63,497.42,453,17.25,68.18,411.09,24.11,,,,
2024-05-29T02:06:55Z,1716916015,60E85BB84C91,3.02,4.03,497.42,450,17.25,68.29,411.09,26.8,,,,
2024-05-29T02:07:55Z,1716916075,60E85BB84C91,3.05,4.07,484.86,448,17.25,68.35,400.71,27.01,,,,
2024-05-29T02:08:55Z,1716916135,60E85BB84C91,2.85,3.81,472.37,449,17.21,68.41,390.39,25.21,,,,
2024-05-29T02:09:55Z,1716916195,60E85BB84C91,2.86,3.83,435.22,443,17.19,68.54,359.69,25.18,,,,
2024-05-29T02:10:55Z,1716916255,60E85BB84C91,2.94,3.92,404.66,443,17.22,68.7,334.43,26.07,,,,
2024-05-29T02:11:55Z,1716916315,60E85BB84C91,2.95,3.94,374.43,446,17.26,68.56,309.45,26.17,,,,
2024-05-29T02:12:55Z,1716916375,60E85BB84C91,2.91,3.87,356.46,447,17.21,68.69,294.6,25.75,,,,
2024-05-29T02:13:55Z,1716916435,60E85BB84C91,3.4,4.53,344.55,449,17.21,68.75,284.75,30.12,,,,
2024-05-29T02:14:55Z,1716916495,60E85BB84C91,3.04,4.05,344.55,451,17.2,68.93,284.75,26.94,,,,
2024-05-29T02:15:55Z,1716916555,60E85BB84C91,2.83,3.77,350.5,450,17.23,69.1,289.67,25.05,,,,
2024-05-29T02:16:55Z,1716916615,60E85BB84C91,3.06,4.08,368.43,448,17.22,68.86,304.49,27.12,,,,
2024-05-29T02:17:55Z,1716916675,60E85BB84C91,2.78,3.72,386.48,451,17.19,69.1,319.41,24.5,,,,
2024-05-29T02:18:55Z,1716916735,60E85BB84C91,3.23,4.32,398.58,449,17.13,69.43,329.41,28.51,,,,
2024-05-29T02:19:55Z,1716916795,60E85BB84C91,2.8,3.74,404.66,449,17.06,69.78,334.43,24.85,,,,
2024-05-29T02:20:55Z,1716916855,60E85BB84C91,2.9,3.87,410.74,450,17.06,69.89,339.46,25.61,,,,
2024-05-29T02:21:55Z,1716916915,60E85BB84C91,3.18,4.25,416.84,451,17.11,69.81,344.5,28.03,,,,
2024-05-29T02:22:55Z,1716916975,60E85BB84C91,2.57,3.44,447.55,453,17.08,69.87,369.87,22.64,,,,
2024-05-29T02:23:55Z,1716917035,60E85BB84C91,2.88,3.86,574.01,452,17.05,69.86,474.39,25.43,,,,
2024-05-29T02:24:55Z,1716917095,60E85BB84C91,2.61,3.49,693.17,452,17.06,69.97,572.87,23.1,,,,
2024-05-29T02:25:55Z,1716917155,60E85BB84C91,3.24,4.33,796.69,452,17.04,70.11,658.42,28.68,,,,
2024-05-29T02:26:55Z,1716917215,60E85BB84C91,3.11,4.16,926.42,448,17,70.23,765.64,27.57,,,,
2024-05-29T02:27:55Z,1716917275,60E85BB84C91,2.51,3.35,1031.85,451,16.97,70.44,852.77,22.18,,,,
2024-05-29T02:28:55Z,1716917335,60E85BB84C91,2.97,3.96,1165.71,451,16.95,70.6,963.4,26.24,,,,
2024-05-29T02:29:55Z,1716917395,60E85BB84C91,2.49,3.32,1264.4,452,16.87,70.74,1044.96,22.02,,,,
2024-05-29T02:30:55Z,1716917455,60E85BB84C91,2.79,3.72,1358.17,455,16.84,70.88,1122.45,24.74,,,,
2024-05-29T02:31:55Z,1716917515,60E85BB84C91,3.07,4.1,1419.59,456,16.84,70.9,1173.22,27.25,,,,
2024-05-29T02:32:55Z,1716917575,60E85BB84C91,2.98,3.97,1464.34,462,16.75,71.22,1210.2,26.38,,,,
2024-05-29T02:33:55Z,1716917635,60E85BB84C91,2.63,3.51,1455.33,460,16.74,71.53,1202.76,23.31,,,,
2024-05-29T02:34:55Z,1716917695,60E85BB84C91,2.81,3.75,1428.48,457,16.73,71.5,1180.56,24.9,,,,
2024-05-29T02:35:55Z,1716917755,60E85BB84C91,3.35,4.48,1401.9,457,16.71,71.45,1158.59,29.66,,,,
2024-05-29T02:36:55Z,1716917815,60E85BB84C91,3.17,4.22,1340.87,456,16.68,71.54,1108.16,28.05,,,,
2024-05-29T02:37:55Z,1716917875,60E85BB84C91,3.09,4.12,1289.65,455,16.64,71.65,1065.83,27.37,,,,
2024-05-29T02:38:55Z,1716917935,60E85BB84C91,3.25,4.34,1222.84,454,16.65,71.89,1010.61,28.84,,,,
2024-05-29T02:39:55Z,1716917995,60E85BB84C91,3.57,4.76,1198.21,457,16.63,71.83,990.25,31.63,,,,
2024-05-29T02:40:55Z,1716918055,60E85BB84C91,3.2,4.26,1281.21,456,16.61,71.94,1058.85,28.33,,,,
2024-05-29T02:41:55Z,1716918115,60E85BB84C91,2.8,3.75,1651.22,454,16.64,72.03,1364.65,24.75,,,,
2024-05-29T02:42:55Z,1716918175,60E85BB84C91,3.23,4.34,1947.67,456,16.64,71.96,1609.65,28.38,,,,
2024-05-29T02:43:55Z,1716918235,60E85BB84C91,3.26,4.39,2220.51,456,16.59,72.36,1835.14,28.59,,,,
2024-05-29T02:44:55Z,1716918295,60E85BB84C91,3.28,4.4,2330.44,453,16.61,72.17,1925.98,28.72,,,,
2024-05-29T02:45:55Z,1716918355,60E85BB84C91,2.97,3.96,2419.17,457,16.64,72.12,1999.31,26.32,,,,
2024-05-29T02:46:55Z,1716918415,60E85BB84C91,3.18,4.25,2471.22,454,16.65,72.14,2042.33,28.23,,,,
2024-05-29T02:47:55Z,1716918475,60E85BB84C91,3.25,4.33,2537.74,456,16.6,72.32,2097.31,28.78,,,,
2024-05-29T02:48:55Z,1716918535,60E85BB84C91,2.76,3.68,2592.17,457,16.57,72.43,2142.29,24.46,,,,
2024-05-29T02:49:55Z,1716918595,60E85BB84C91,2.95,3.94,2675.95,460,16.57,72.46,2211.53,26.18,,,,
2024-05-29T02:50:55Z,1716918655,60E85BB84C91,3.33,4.44,2791.89,454,16.52,72.51,2307.35,29.48,,,,
2024-05-29T02:51:55Z,1716918715,60E85BB84C91,3.16,4.22,2944.24,456,16.47,72.64,2433.25,28.04,,,,
2024-05-29T02:52:55Z,1716918775,60E85BB84C91,3.32,4.43,3023.79,453,16.45,72.7,2499,29.46,,,,
2024-05-29T02:53:55Z,1716918835,60E85BB84C91,2.89,3.86,3072.68,453,16.47,72.8,2539.4,25.65,,,,
2024-05-29T02:54:55Z,1716918895,60E85BB84C91,3.19,4.25,3089.17,450,16.44,72.84,2553.04,28.26,,,,
2024-05-29T02:55:55Z,1716918955,60E85BB84C91,3.23,4.31,3039.99,451,16.47,72.79,2512.38,28.65,,,,
2024-05-29T02:56:55Z,1716919015,60E85BB84C91,3.23,4.31,2944.24,452,16.47,72.77,2433.25,28.63,,,,
2024-05-29T02:57:55Z,1716919075,60E85BB84C91,3.2,4.26,2791.89,454,16.53,72.45,2307.35,28.33,,,,
2024-05-29T02:58:55Z,1716919135,60E85BB84C91,3.25,4.34,2647.73,456,16.53,72.59,2188.21,28.82,,,,
2024-05-29T02:59:55Z,1716919195,60E85BB84C91,2.92,3.9,2537.74,452,16.55,72.42,2097.31,25.9,,,,
2024-05-29T03:00:55Z,1716919255,60E85BB84C91,2.97,3.96,2458.11,453,16.6,72.3,2031.5,26.32,,,,
2024-05-29T03:01:55Z,1716919315,60E85BB84C91,2.85,3.8,2393.52,454,16.57,72.31,1978.11,25.25,,,,
2024-05-29T03:02:55Z,1716919375,60E85BB84C91,3.25,4.33,2342.94,453,16.57,72.45,1936.31,28.79,,,,
2024-05-29T03:03:55Z,1716919435,60E85BB84C91,3.23,4.3,2330.44,453,16.59,72.4,1925.98,28.59,,,,
2024-05-29T03:04:55Z,1716919495,60E85BB84C91,3.2,4.27,2355.49,452,16.56,72.44,1946.69,28.38,,,,
2024-05-29T03:05:55Z,1716919555,60E85BB84C91,3.06,4.1,2393.52,450,16.53,72.44,1978.11,27.05,,,,
2024-05-29T03:06:55Z,1716919615,60E85BB84C91,3.26,4.38,2380.78,451,16.51,72.64,1967.59,28.67,,,,
2024-05-29T03:07:55Z,1716919675,60E85BB84C91,3.2,4.29,2368.11,451,16.51,72.62,1957.11,28.21,,,,
2024-05-29T03:08:55Z,1716919735,60E85BB84C91,3.6,4.85,2368.11,453,16.52,72.7,1957.11,31.46,,,,
2024-05-29T03:09:55Z,1716919795,60E85BB84C91,3.43,4.64,2406.31,451,16.53,72.68,1988.69,29.83,,,,
2024-05-29T03:10:55Z,1716919855,60E85BB84C91,3.13,4.25,2484.4,452,16.53,72.66,2053.22,27.01,,,,
2024-05-29T03:11:55Z,1716919915,60E85BB84C91,3.18,4.29,2551.25,454,16.54,72.59,2108.47,27.7,,,,
2024-05-29T03:12:55Z,1716919975,60E85BB84C91,2.88,3.84,2647.73,452,16.55,72.62,2188.21,25.5,,,,
2024-05-29T03:13:55Z,1716920035,60E85BB84C91,3.13,4.18,2675.95,453,16.52,72.62,2211.53,27.77,,,,
2024-05-29T03:14:55Z,1716920095,60E85BB84C91,3.07,4.09,2661.8,456,16.49,72.75,2199.84,27.18,,,,
2024-05-29T03:15:55Z,1716920155,60E85BB84C91,3.22,4.3,2647.73,454,16.49,72.84,2188.21,28.56,,,,
2024-05-29T03:16:55Z,1716920215,60E85BB84C91,3.36,4.48,2619.81,453,16.48,72.82,2165.13,29.79,,,,
2024-05-29T03:17:55Z,1716920275,60E85BB84C91,3.28,4.37,2605.96,452,16.45,73.14,2153.68,29.06,,,,
2024-05-29T03:18:55Z,1716920335,60E85BB84C91,3.14,4.19,2647.73,454,16.45,73.05,2188.21,27.84,,,,
2024-05-29T03:19:55Z,1716920395,60E85BB84C91,3.37,4.49,2733.29,450,16.45,73.2,2258.92,29.87,,,,
2024-05-29T03:20:55Z,1716920455,60E85BB84C91,3.17,4.23,2836.69,452,16.46,73.16,2344.37,28.09,,,,
2024-05-29T03:21:55Z,1716920515,60E85BB84C91,3.16,4.21,2975.78,452,16.44,73.2,2459.32,28,,,,
2024-05-29T03:22:55Z,1716920575,60E85BB84C91,3.07,4.1,3105.77,454,16.45,73.22,2566.75,27.23,,,,
2024-05-29T03:23:55Z,1716920635,60E85BB84C91,2.95,3.93,3277.67,453,16.45,73.23,2708.81,26.15,,,,
2024-05-29T03:24:55Z,1716920695,60E85BB84C91,2.97,3.96,3404.91,453,16.43,73.21,2813.97,26.33,,,,
2024-05-29T03:25:55Z,1716920755,60E85BB84C91,3.38,4.51,3558.13,460,16.42,73.37,2940.6,29.99,,,,
2024-05-29T03:26:55Z,1716920815,60E85BB84C91,3.08,4.1,3658.54,460,16.46,73.44,3023.58,27.28,,,,
2024-05-29T03:27:55Z,1716920875,60E85BB84C91,3.46,4.61,3784.21,460,16.43,73.31,3127.45,30.63,,,,
2024-05-29T03:28:55Z,1716920935,60E85BB84C91,2.75,3.67,3916.08,461,16.44,73.39,3236.43,24.38,,,,
2024-05-29T03:29:55Z,1716920995,60E85BB84C91,2.98,3.98,4102.63,460,16.43,73.44,3390.6,26.45,,,,
2024-05-29T03:30:55Z,1716921055,60E85BB84C91,3.08,4.11,4251.59,461,16.42,73.52,3513.71,27.31,,,,
2024-05-29T03:31:55Z,1716921115,60E85BB84C91,3.43,4.58,4491.81,461,16.35,73.68,3712.24,30.42,,,,
2024-05-29T03:32:55Z,1716921175,60E85BB84C91,3.44,4.58,4694.76,459,16.34,73.76,3879.97,30.47,,,,
2024-05-29T03:33:55Z,1716921235,60E85BB84C91,3.11,4.15,4914.35,462,16.32,73.94,4061.45,27.59,,,,
2024-05-29T03:34:55Z,1716921295,60E85BB84C91,3.19,4.25,5153.55,464,16.26,74.17,4259.13,28.25,,,,
2024-05-29T03:35:55Z,1716921355,60E85BB84C91,3.55,4.73,5338.5,463,16.26,74.23,4411.98,31.44,,,,
2024-05-29T03:36:55Z,1716921415,60E85BB84C91,2.95,3.93,5496.23,465,16.18,74.41,4542.33,26.15,,,,
2024-05-29T03:37:55Z,1716921475,60E85BB84C91,3.22,4.31,5537.15,465,16.13,74.56,4576.16,28.44,,,,
