CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-10-19T00:00:10Z,1729263610,60E85BB84C91,10.52,14.11,5014.27,467,18.75,89.07,4144.02,92.5,,
2024-10-19T00:01:10Z,1729263670,60E85BB84C91,11.04,14.85,5014.27,459,18.75,89.08,4144.02,96.69,,
2024-10-19T00:02:10Z,1729263730,60E85BB84C91,10.08,13.54,5014.27,464,18.74,89.16,4144.02,88.34,,431.7430556
2024-10-19T00:03:10Z,1729263790,60E85BB84C91,10.43,14.04,4980.55,463,18.74,89.17,4116.15,91.11,,
2024-10-19T00:04:10Z,1729263850,60E85BB84C91,9.7,13.03,4980.55,462,18.75,89.03,4116.15,84.97,,
2024-10-19T00:05:10Z,1729263910,60E85BB84C91,9.91,13.26,4980.55,461,18.8,89.04,4116.15,87.38,,
2024-10-19T00:06:10Z,1729263970,60E85BB84C91,9.24,12.39,4980.55,464,18.82,88.94,4116.15,81.28,,
2024-10-19T00:07:10Z,1729264030,60E85BB84C91,9.38,12.62,4980.55,462,18.82,88.78,4116.15,82.18,,
2024-10-19T00:08:10Z,1729264090,60E85BB84C91,9.47,12.93,4947.25,465,18.81,88.84,4088.63,81.16,,
2024-10-19T00:09:10Z,1729264150,60E85BB84C91,9.54,12.91,4947.25,466,18.79,88.85,4088.63,82.78,,
2024-10-19T00:10:10Z,1729264210,60E85BB84C91,8.88,12,4947.25,468,18.78,88.94,4088.63,77.29,,
2024-10-19T00:11:10Z,1729264270,60E85BB84C91,9.77,13.4,4914.35,462,18.76,88.96,4061.45,83.21,,
2024-10-19T00:12:10Z,1729264330,60E85BB84C91,9.58,12.92,4914.35,459,18.75,88.94,4061.45,83.6,,
2024-10-19T00:13:10Z,1729264390,60E85BB84C91,10.3,13.9,4914.35,454,18.72,89.01,4061.45,89.87,,
2024-10-19T00:14:10Z,1729264450,60E85BB84C91,9.58,13.03,4881.86,456,18.72,89.25,4034.6,82.62,,
2024-10-19T00:15:10Z,1729264510,60E85BB84C91,9.85,13.6,4881.86,463,18.72,89.16,4034.6,83.17,,
2024-10-19T00:16:10Z,1729264570,60E85BB84C91,9.63,13.17,4881.86,462,18.75,89.22,4034.6,82.19,,
2024-10-19T00:17:10Z,1729264630,60E85BB84C91,8.81,11.75,4881.86,464,18.78,89.14,4034.6,78.08,,
2024-10-19T00:18:10Z,1729264690,60E85BB84C91,9.64,12.85,4881.86,466,18.76,88.99,4034.6,85.44,,
2024-10-19T00:19:10Z,1729264750,60E85BB84C91,9.42,12.57,4849.76,464,18.76,89.15,4008.06,83.4,,
2024-10-19T00:20:10Z,1729264810,60E85BB84C91,9.89,13.19,4849.76,462,18.74,88.98,4008.06,87.57,,
2024-10-19T00:21:10Z,1729264870,60E85BB84C91,10.27,13.77,4849.76,464,18.75,89.11,4008.06,90.23,,
2024-10-19T00:22:10Z,1729264930,60E85BB84C91,8.88,12,4849.76,463,18.72,89.19,4008.06,77.3,,
2024-10-19T00:23:10Z,1729264990,60E85BB84C91,8.87,12.02,4849.76,467,18.77,89.19,4008.06,76.85,,
2024-10-19T00:24:10Z,1729265050,60E85BB84C91,9.02,12.23,4849.76,471,18.8,89.28,4008.06,78.02,,
2024-10-19T00:25:10Z,1729265110,60E85BB84C91,8.96,12.04,4849.76,466,18.79,89.09,4008.06,78.52,,
2024-10-19T00:26:10Z,1729265170,60E85BB84C91,9.01,12.15,4818.03,465,18.76,89.08,3981.85,78.65,,
2024-10-19T00:27:10Z,1729265230,60E85BB84C91,9.45,12.61,4818.03,465,18.78,89.09,3981.85,83.8,,
2024-10-19T00:28:10Z,1729265290,60E85BB84C91,9.28,12.37,4818.03,468,18.75,89.21,3981.85,82.2,,
2024-10-19T00:29:10Z,1729265350,60E85BB84C91,9.75,13.13,4818.03,468,18.74,89.22,3981.85,85.24,,
2024-10-19T00:30:10Z,1729265410,60E85BB84C91,9.38,12.51,4818.03,466,18.74,89.33,3981.85,83.15,,
2024-10-19T00:31:10Z,1729265470,60E85BB84C91,9.13,12.18,4818.03,470,18.75,89.26,3981.85,80.96,,
2024-10-19T00:32:10Z,1729265530,60E85BB84C91,8.36,11.18,4818.03,469,18.78,89.4,3981.85,73.73,,
2024-10-19T00:33:10Z,1729265590,60E85BB84C91,8.94,11.98,4818.03,465,18.77,89.17,3981.85,78.67,,
2024-10-19T00:34:10Z,1729265650,60E85BB84C91,9.21,12.35,4818.03,464,18.78,89.21,3981.85,80.92,,
2024-10-19T00:35:10Z,1729265710,60E85BB84C91,8.68,11.65,4818.03,466,18.79,89.17,3981.85,76.26,,
2024-10-19T00:36:10Z,1729265770,60E85BB84C91,8.97,12.07,4818.03,468,18.8,89.17,3981.85,78.59,,
2024-10-19T00:37:10Z,1729265830,60E85BB84C91,9.13,12.17,4818.03,465,18.78,89.2,3981.85,80.82,,
2024-10-19T00:38:10Z,1729265890,60E85BB84C91,7.75,10.37,4818.03,465,18.82,89.2,3981.85,68.3,,
2024-10-19T00:39:10Z,1729265950,60E85BB84C91,8.58,11.62,4818.03,465,18.83,89.08,3981.85,74.36,,
2024-10-19T00:40:10Z,1729266010,60E85BB84C91,8.58,11.62,4818.03,468,18.8,89.09,3981.85,74.39,,
2024-10-19T00:41:10Z,1729266070,60E85BB84C91,8.8,11.88,4818.03,466,18.78,89.2,3981.85,76.73,,
2024-10-19T00:42:10Z,1729266130,60E85BB84C91,8.66,11.74,4818.03,465,18.8,89.13,3981.85,74.92,,
2024-10-19T00:43:10Z,1729266190,60E85BB84C91,9.09,12.31,4786.68,465,18.81,89.02,3955.94,78.72,,
