CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-10-29T00:00:48Z,1730127648,60E85BB84C91,1.89,2.52,183.09,431.00,17.15,59.83,151.31,16.75
2024-10-29T00:01:48Z,1730127708,60E85BB84C91,2.33,3.11,183.09,436.00,17.13,59.78,151.31,20.69
2024-10-29T00:02:48Z,1730127768,60E85BB84C91,2.07,2.76,183.09,437.00,17.19,59.89,151.31,18.32
2024-10-29T00:03:48Z,1730127828,60E85BB84C91,2.33,3.10,183.09,439.00,17.19,59.78,151.31,20.62
2024-10-29T00:04:48Z,1730127888,60E85BB84C91,2.22,2.96,183.09,439.00,17.20,59.73,151.31,19.67
2024-10-29T00:05:48Z,1730127948,60E85BB84C91,2.19,2.93,183.09,442.00,17.16,59.28,151.31,19.45
2024-10-29T00:06:48Z,1730128008,60E85BB84C91,1.88,2.51,183.09,438.00,17.15,59.40,151.31,16.66
2024-10-29T00:07:48Z,1730128068,60E85BB84C91,2.21,2.94,183.09,438.00,17.10,59.67,151.31,19.56
2024-10-29T00:08:48Z,1730128128,60E85BB84C91,2.14,2.86,183.09,440.00,17.11,59.71,151.31,18.98
2024-10-29T00:09:48Z,1730128188,60E85BB84C91,1.92,2.57,183.09,435.00,17.06,59.59,151.31,17.05
2024-10-29T00:10:48Z,1730128248,60E85BB84C91,2.08,2.78,183.09,436.00,17.10,59.71,151.31,18.45
2024-10-29T00:11:48Z,1730128308,60E85BB84C91,1.93,2.57,183.09,439.00,17.07,59.55,151.31,17.10
2024-10-29T00:12:48Z,1730128368,60E85BB84C91,2.00,2.67,183.09,433.00,17.13,59.49,151.31,17.72
2024-10-29T00:13:48Z,1730128428,60E85BB84C91,1.72,2.30,177.50,433.00,17.11,59.42,146.69,15.27
2024-10-29T00:14:48Z,1730128488,60E85BB84C91,2.36,3.15,177.50,432.00,17.07,59.38,146.69,20.95
2024-10-29T00:15:48Z,1730128548,60E85BB84C91,2.32,3.10,177.50,434.00,17.03,59.52,146.69,20.60
2024-10-29T00:16:48Z,1730128608,60E85BB84C91,2.28,3.04,177.50,432.00,17.04,59.53,146.69,20.18
2024-10-29T00:17:48Z,1730128668,60E85BB84C91,2.24,2.99,177.50,432.00,16.98,59.48,146.69,19.88
2024-10-29T00:18:48Z,1730128728,60E85BB84C91,2.22,2.96,171.92,434.00,16.99,59.60,142.08,19.67
2024-10-29T00:19:48Z,1730128788,60E85BB84C91,1.94,2.59,171.92,432.00,16.90,59.71,142.08,17.22
2024-10-29T00:20:48Z,1730128848,60E85BB84C91,2.07,2.77,171.92,430.00,16.91,59.78,142.08,18.38
2024-10-29T00:21:48Z,1730128908,60E85BB84C91,2.07,2.75,171.92,424.00,16.87,59.81,142.08,18.30
2024-10-29T00:22:48Z,1730128968,60E85BB84C91,2.39,3.19,171.92,423.00,16.86,59.83,142.08,21.21
2024-10-29T00:23:48Z,1730129028,60E85BB84C91,2.08,2.77,171.92,426.00,16.91,59.72,142.08,18.42
2024-10-29T00:24:48Z,1730129088,60E85BB84C91,2.40,3.20,171.92,424.00,16.85,59.81,142.08,21.28
2024-10-29T00:25:48Z,1730129148,60E85BB84C91,2.08,2.78,171.92,423.00,16.79,59.74,142.08,18.47
2024-10-29T00:26:48Z,1730129208,60E85BB84C91,2.15,2.86,166.35,424.00,16.76,59.92,137.48,19.02
2024-10-29T00:27:48Z,1730129268,60E85BB84C91,2.02,2.69,166.35,424.00,16.79,60.07,137.48,17.89
2024-10-29T00:28:48Z,1730129328,60E85BB84C91,2.15,2.86,166.35,424.00,16.83,59.89,137.48,19.02
2024-10-29T00:29:48Z,1730129388,60E85BB84C91,2.31,3.09,166.35,421.00,16.84,59.91,137.48,20.52
2024-10-29T00:30:48Z,1730129448,60E85BB84C91,2.11,2.82,166.35,426.00,16.84,59.86,137.48,18.73
2024-10-29T00:31:48Z,1730129508,60E85BB84C91,2.00,2.66,166.35,424.00,16.76,59.99,137.48,17.68
2024-10-29T00:32:48Z,1730129568,60E85BB84C91,2.35,3.13,166.35,429.00,16.76,60.13,137.48,20.80
2024-10-29T00:33:48Z,1730129628,60E85BB84C91,2.35,3.13,166.35,428.00,16.74,60.27,137.48,20.80
2024-10-29T00:34:48Z,1730129688,60E85BB84C91,2.31,3.08,166.35,430.00,16.74,60.34,137.48,20.44
2024-10-29T00:35:48Z,1730129748,60E85BB84C91,2.34,3.12,166.35,432.00,16.75,60.29,137.48,20.73
2024-10-29T00:36:48Z,1730129808,60E85BB84C91,2.09,2.79,166.35,436.00,16.77,60.29,137.48,18.52
2024-10-29T00:37:48Z,1730129868,60E85BB84C91,2.26,3.02,166.35,441.00,16.83,60.25,137.48,20.05
2024-10-29T00:38:48Z,1730129928,60E85BB84C91,2.23,2.98,166.35,436.00,16.79,60.14,137.48,19.81
2024-10-29T00:39:48Z,1730129988,60E85BB84C91,2.21,2.95,166.35,431.00,16.74,60.21,137.48,19.58
2024-10-29T00:40:48Z,1730130048,60E85BB84C91,2.24,2.98,166.35,429.00,16.76,60.25,137.48,19.81
2024-10-29T00:41:48Z,1730130108,60E85BB84C91,2.03,2.71,166.35,426.00,16.76,60.18,137.48,18.02
2024-10-29T00:42:48Z,1730130168,60E85BB84C91,2.03,2.71,166.35,429.00,16.74,60.05,137.48,18.02
2024-10-29T00:43:48Z,1730130228,60E85BB84C91,1.97,2.62,166.35,425.00,16.69,60.18,137.48,17.43
