CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-05-30T00:00:14Z,1716994814,60E85BB84C91,2.5,3.33,144.19,444,18.04,37.4,119.17,22.16,,,,
2024-05-30T00:01:14Z,1716994874,60E85BB84C91,2.19,2.92,149.72,443,18.07,37.07,123.73,19.43,,,,
2024-05-30T00:02:14Z,1716994934,60E85BB84C91,2.76,3.68,149.72,438,18.05,37.14,123.73,24.48,,,,
2024-05-30T00:03:14Z,1716994994,60E85BB84C91,2.64,3.52,149.72,438,18.06,37.53,123.73,23.42,,,,
2024-05-30T00:04:14Z,1716995054,60E85BB84C91,2.64,3.52,155.25,438,18.1,37.78,128.31,23.42,,,,
2024-05-30T00:05:14Z,1716995114,60E85BB84C91,2.98,3.97,155.25,435,18.09,38.17,128.31,26.4,,,,460.7395833
2024-05-30T00:06:14Z,1716995174,60E85BB84C91,2.86,3.81,155.25,437,18.09,38.45,128.31,25.34,,,,
2024-05-30T00:07:14Z,1716995234,60E85BB84C91,2.84,3.79,160.79,439,18.09,38.77,132.89,25.18,,,,
2024-05-30T00:08:14Z,1716995294,60E85BB84C91,2.67,3.56,160.79,438,18.09,39.02,132.89,23.65,,,,
2024-05-30T00:09:14Z,1716995354,60E85BB84C91,2.72,3.63,166.35,438,18.02,39.44,137.48,24.12,,,,
2024-05-30T00:10:14Z,1716995414,60E85BB84C91,2.82,3.76,166.35,435,18.04,39.53,137.48,25.02,,,,
2024-05-30T00:11:14Z,1716995474,60E85BB84C91,2.8,3.74,166.35,436,18.02,39.8,137.48,24.85,,,,
2024-05-30T00:12:14Z,1716995534,60E85BB84C91,2.97,3.96,166.35,440,17.97,40.14,137.48,26.34,,,,
2024-05-30T00:13:14Z,1716995594,60E85BB84C91,2.54,3.38,166.35,440,17.94,40.31,137.48,22.47,,,,
2024-05-30T00:14:14Z,1716995654,60E85BB84C91,2.9,3.86,166.35,442,17.92,39.8,137.48,25.68,,,,
2024-05-30T00:15:14Z,1716995714,60E85BB84C91,2.83,3.78,171.92,439,17.94,39.77,142.08,25.1,,,,
2024-05-30T00:16:14Z,1716995774,60E85BB84C91,2.79,3.71,171.92,437,17.92,39.7,142.08,24.69,,,,
2024-05-30T00:17:14Z,1716995834,60E85BB84C91,2.99,3.98,171.92,438,17.89,39.76,142.08,26.47,,,,
2024-05-30T00:18:14Z,1716995894,60E85BB84C91,3.09,4.12,177.5,435,17.93,39.86,146.69,27.38,,,,
2024-05-30T00:19:14Z,1716995954,60E85BB84C91,2.66,3.55,188.69,437,17.92,39.99,155.94,23.59,,,,
2024-05-30T00:20:14Z,1716996014,60E85BB84C91,2.9,3.86,222.55,437,17.96,40.12,183.92,25.67,,,,
2024-05-30T00:21:14Z,1716996074,60E85BB84C91,3.14,4.18,262.6,436,17.96,40.05,217.03,27.8,,,,
2024-05-30T00:22:14Z,1716996134,60E85BB84C91,2.58,3.44,320.88,438,17.96,40.34,265.19,22.85,,,,
2024-05-30T00:23:14Z,1716996194,60E85BB84C91,2.95,3.94,362.44,441,17.97,40.33,299.54,26.15,,,,
2024-05-30T00:24:14Z,1716996254,60E85BB84C91,2.89,3.86,398.58,438,17.94,40.26,329.41,25.65,,,,
2024-05-30T00:25:14Z,1716996314,60E85BB84C91,2.84,3.79,416.84,438,17.97,40.54,344.5,25.21,,,,
2024-05-30T00:26:14Z,1716996374,60E85BB84C91,2.79,3.73,435.22,439,17.95,40.8,359.69,24.76,,,,
2024-05-30T00:27:14Z,1716996434,60E85BB84C91,3.02,4.03,447.55,438,17.98,41.57,369.87,26.8,,,,
2024-05-30T00:28:14Z,1716996494,60E85BB84C91,2.88,3.83,435.22,440,17.97,41.74,359.69,25.48,,,,
2024-05-30T00:29:14Z,1716996554,60E85BB84C91,2.99,3.98,429.08,440,18,42.06,354.61,26.46,,,,
2024-05-30T00:30:14Z,1716996614,60E85BB84C91,2.35,3.14,422.95,441,18,42.43,349.55,20.84,,,,
2024-05-30T00:31:14Z,1716996674,60E85BB84C91,2.88,3.83,435.22,441,17.99,42.85,359.69,25.49,,,,
2024-05-30T00:32:14Z,1716996734,60E85BB84C91,2.69,3.59,447.55,439,18.02,42.83,369.87,23.85,,,,
2024-05-30T00:33:14Z,1716996794,60E85BB84C91,2.76,3.68,441.38,441,18.02,43.03,364.77,24.46,,,,
2024-05-30T00:34:14Z,1716996854,60E85BB84C91,2.47,3.29,422.95,439,17.99,43.37,349.55,21.87,,,,
2024-05-30T00:35:14Z,1716996914,60E85BB84C91,2.87,3.83,392.53,439,17.96,43.66,324.4,25.47,,,,
2024-05-30T00:36:14Z,1716996974,60E85BB84C91,2.41,3.22,374.43,438,17.96,43.91,309.45,21.4,,,,
2024-05-30T00:37:14Z,1716997034,60E85BB84C91,3.3,4.4,362.44,438,17.96,43.84,299.54,29.22,,,,
2024-05-30T00:38:14Z,1716997094,60E85BB84C91,2.61,3.48,356.46,438,17.98,43.96,294.6,23.12,,,,
2024-05-30T00:39:14Z,1716997154,60E85BB84C91,2.8,3.73,350.5,439,17.98,43.67,289.67,24.82,,,,
2024-05-30T00:40:14Z,1716997214,60E85BB84C91,2.77,3.69,350.5,436,17.99,43.94,289.67,24.54,,,,
2024-05-30T00:41:14Z,1716997274,60E85BB84C91,2.57,3.42,350.5,439,17.96,43.88,289.67,22.77,,,,
2024-05-30T00:42:14Z,1716997334,60E85BB84C91,2.9,3.87,350.5,439,17.95,43.84,289.67,25.74,,,,
