CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-06-03T00:00:16Z,1717340416,60E85BB84C91,4.52,6.02,149.72,436,17.13,56.29,123.73,40.03,,,
2024-06-03T00:01:16Z,1717340476,60E85BB84C91,4.34,5.79,149.72,436,17.11,56.32,123.73,38.47,,,
2024-06-03T00:02:16Z,1717340536,60E85BB84C91,4.49,5.98,149.72,436,17.2,56.25,123.73,39.76,,,
2024-06-03T00:03:16Z,1717340596,60E85BB84C91,4.54,6.06,149.72,441,17.19,56.08,123.73,40.26,,,
2024-06-03T00:04:16Z,1717340656,60E85BB84C91,4.84,6.45,149.72,441,17.17,56.14,123.73,42.9,,,
2024-06-03T00:05:16Z,1717340716,60E85BB84C91,4.53,6.04,149.72,440,17.18,56.09,123.73,40.12,,,434.8451389
2024-06-03T00:06:16Z,1717340776,60E85BB84C91,5.06,6.74,149.72,443,17.19,56.23,123.73,44.81,,,
2024-06-03T00:07:16Z,1717340836,60E85BB84C91,4.46,5.95,149.72,443,17.15,56.51,123.73,39.57,,,
2024-06-03T00:08:16Z,1717340896,60E85BB84C91,3.95,5.26,149.72,442,17.17,56.23,123.73,34.97,,,
2024-06-03T00:09:16Z,1717340956,60E85BB84C91,4.39,5.85,149.72,442,17.2,56.26,123.73,38.9,,,
2024-06-03T00:10:16Z,1717341016,60E85BB84C91,4.25,5.67,149.72,443,17.22,56.09,123.73,37.67,,,
2024-06-03T00:11:16Z,1717341076,60E85BB84C91,4.27,5.7,149.72,439,17.19,56.2,123.73,37.86,,,
2024-06-03T00:12:16Z,1717341136,60E85BB84C91,4.59,6.12,149.72,437,17.22,56.12,123.73,40.65,,,
2024-06-03T00:13:16Z,1717341196,60E85BB84C91,4.43,5.9,149.72,438,17.22,55.9,123.73,39.23,,,
2024-06-03T00:14:16Z,1717341256,60E85BB84C91,5.03,6.71,149.72,442,17.21,55.82,123.73,44.58,,,
2024-06-03T00:15:16Z,1717341316,60E85BB84C91,4.38,5.84,149.72,440,17.2,55.94,123.73,38.8,,,
2024-06-03T00:16:16Z,1717341376,60E85BB84C91,4.56,6.08,149.72,437,17.2,55.9,123.73,40.38,,,
2024-06-03T00:17:16Z,1717341436,60E85BB84C91,4.47,5.96,149.72,437,17.21,55.98,123.73,39.63,,,
2024-06-03T00:18:16Z,1717341496,60E85BB84C91,4.73,6.31,149.72,442,17.19,56.3,123.73,41.95,,,
2024-06-03T00:19:16Z,1717341556,60E85BB84C91,4.34,5.78,149.72,438,17.19,56.15,123.73,38.45,,,
2024-06-03T00:20:16Z,1717341616,60E85BB84C91,4.21,5.62,149.72,438,17.25,56.13,123.73,37.35,,,
2024-06-03T00:21:16Z,1717341676,60E85BB84C91,4.32,5.76,149.72,440,17.24,56.35,123.73,38.3,,,
2024-06-03T00:22:16Z,1717341736,60E85BB84C91,4.97,6.63,155.25,441,17.29,56.25,128.31,44.04,,,
2024-06-03T00:23:16Z,1717341796,60E85BB84C91,4.26,5.68,155.25,441,17.26,55.78,128.31,37.77,,,
2024-06-03T00:24:16Z,1717341856,60E85BB84C91,4.8,6.4,155.25,442,17.27,55.37,128.31,42.57,,,
2024-06-03T00:25:16Z,1717341916,60E85BB84C91,4.26,5.68,155.25,442,17.23,55.68,128.31,37.73,,,
2024-06-03T00:26:16Z,1717341976,60E85BB84C91,3.81,5.08,155.25,439,17.21,55.55,128.31,33.79,,,
2024-06-03T00:27:16Z,1717342036,60E85BB84C91,4.26,5.68,155.25,439,17.21,55.76,128.31,37.75,,,
2024-06-03T00:28:16Z,1717342096,60E85BB84C91,4.49,5.98,155.25,439,17.24,55.4,128.31,39.77,,,
2024-06-03T00:29:16Z,1717342156,60E85BB84C91,4.25,5.67,155.25,435,17.25,55.4,128.31,37.67,,,
2024-06-03T00:30:16Z,1717342216,60E85BB84C91,4.35,5.8,155.25,433,17.16,55.74,128.31,38.57,,,
2024-06-03T00:31:16Z,1717342276,60E85BB84C91,4.09,5.46,149.72,434,17.16,55.87,123.73,36.28,,,
2024-06-03T00:32:16Z,1717342336,60E85BB84C91,4.26,5.68,149.72,436,17.16,55.79,123.73,37.75,,,
2024-06-03T00:33:16Z,1717342396,60E85BB84C91,4.32,5.76,149.72,438,17.17,55.78,123.73,38.27,,,
2024-06-03T00:34:16Z,1717342456,60E85BB84C91,4.52,6.03,149.72,438,17.14,55.89,123.73,40.07,,,
2024-06-03T00:35:16Z,1717342516,60E85BB84C91,4.09,5.45,149.72,440,17.15,55.53,123.73,36.24,,,
2024-06-03T00:36:16Z,1717342576,60E85BB84C91,4.05,5.4,149.72,440,17.19,55.48,123.73,35.91,,,
