CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-24T00:00:25Z,1716476425,60E85BB84C91,15.95,21.43,1500.69,517,18.09,73.41,1240.24,139.78,,,
2024-05-24T00:01:25Z,1716476485,60E85BB84C91,15.73,21.01,1455.33,484,18.07,73.5,1202.76,139.17,,,
2024-05-24T00:02:25Z,1716476545,60E85BB84C91,16.18,21.94,1419.59,481,18.06,73.47,1173.22,140.09,,,501.0770833
2024-05-24T00:03:25Z,1716476605,60E85BB84C91,15.4,20.8,1410.73,484,18.04,73.8,1165.89,134.14,,,
2024-05-24T00:04:25Z,1716476665,60E85BB84C91,15.67,21.29,1410.73,482,18.02,73.83,1165.89,135.29,,,
2024-05-24T00:05:25Z,1716476725,60E85BB84C91,14.78,19.81,1446.35,481,18.13,73.67,1195.33,130.07,,,
2024-05-24T00:06:25Z,1716476785,60E85BB84C91,16.01,21.59,1491.56,502,18.13,73.57,1232.69,139.58,,,
2024-05-24T00:07:25Z,1716476845,60E85BB84C91,15.64,20.96,1500.69,497,18.21,73.35,1240.24,137.63,,,
2024-05-24T00:08:25Z,1716476905,60E85BB84C91,16.82,22.77,1500.69,484,18.18,73.45,1240.24,146.03,,,
2024-05-24T00:09:25Z,1716476965,60E85BB84C91,15.54,20.93,1491.56,478,18.21,73.33,1232.69,135.8,,,
2024-05-24T00:10:25Z,1716477025,60E85BB84C91,16.64,22.24,1464.34,473,18.18,73.37,1210.2,147.03,,,
2024-05-24T00:11:25Z,1716477085,60E85BB84C91,15.72,21.09,1446.35,470,18.21,73.36,1195.33,138.17,,,
2024-05-24T00:12:25Z,1716477145,60E85BB84C91,15.78,21.41,1401.9,461,18.14,73.46,1158.59,136.46,,,
2024-05-24T00:13:25Z,1716477205,60E85BB84C91,16.56,22.35,1340.87,462,18.1,73.62,1108.16,144.38,,,
2024-05-24T00:14:25Z,1716477265,60E85BB84C91,16.01,21.71,1256.03,460,18.17,73.61,1038.05,138.52,,,
2024-05-24T00:15:25Z,1716477325,60E85BB84C91,16.21,21.92,1247.7,457,18.21,73.51,1031.15,140.92,,,
2024-05-24T00:16:25Z,1716477385,60E85BB84C91,17.5,23.72,1239.38,454,18.16,73.51,1024.29,151.64,,,
2024-05-24T00:17:25Z,1716477445,60E85BB84C91,17.44,23.88,1214.6,453,18.17,73.48,1003.8,148.92,,,
2024-05-24T00:18:25Z,1716477505,60E85BB84C91,17.5,23.82,1198.21,457,18.19,73.35,990.25,150.7,,,
2024-05-24T00:19:25Z,1716477565,60E85BB84C91,17.19,23.06,1190.05,454,18.2,73.53,983.51,151.06,,,
2024-05-24T00:20:25Z,1716477625,60E85BB84C91,16.03,21.49,1190.05,456,18.23,73.37,983.51,141.11,,,
2024-05-24T00:21:25Z,1716477685,60E85BB84C91,17.36,23.26,1190.05,462,18.21,73.36,983.51,152.77,,,
2024-05-24T00:22:25Z,1716477745,60E85BB84C91,16.84,22.71,1190.05,462,18.25,73.38,983.51,146.76,,,
2024-05-24T00:23:25Z,1716477805,60E85BB84C91,18.02,24.56,1214.6,462,18.24,73.24,1003.8,154.81,,,
2024-05-24T00:24:25Z,1716477865,60E85BB84C91,19.06,25.94,1206.39,462,18.19,73.25,997.02,164.01,,,
2024-05-24T00:25:25Z,1716477925,60E85BB84C91,17.94,24.14,1165.71,458,18.23,73.4,963.4,157.09,,,
2024-05-24T00:26:25Z,1716477985,60E85BB84C91,17.88,24.21,1149.61,465,18.25,73.3,950.09,155.17,,,
2024-05-24T00:27:25Z,1716478045,60E85BB84C91,17.79,23.98,1133.61,464,18.24,73.24,936.87,155.39,,,
2024-05-24T00:28:25Z,1716478105,60E85BB84C91,18.34,24.83,1133.61,460,18.2,73.34,936.87,159.01,,,
2024-05-24T00:29:25Z,1716478165,60E85BB84C91,18.08,24.75,1125.64,451,18.24,73.15,930.28,154.44,,,
2024-05-24T00:30:25Z,1716478225,60E85BB84C91,19.01,25.57,1125.64,452,18.24,73.12,930.28,166.36,,,
2024-05-24T00:31:25Z,1716478285,60E85BB84C91,17.52,23.52,1109.78,457,18.29,73.05,917.18,153.78,,,
2024-05-24T00:32:25Z,1716478345,60E85BB84C91,18.36,24.75,1101.89,459,18.29,73,910.65,160.34,,,
2024-05-24T00:33:25Z,1716478405,60E85BB84C91,18.67,25.11,1094.01,466,18.27,72.86,904.14,163.39,,,
2024-05-24T00:34:25Z,1716478465,60E85BB84C91,17.9,24.03,1086.16,464,18.36,72.77,897.66,157.14,,,
2024-05-24T00:35:25Z,1716478525,60E85BB84C91,17.42,23.32,1086.16,461,18.3,72.78,897.66,153.64,,,
2024-05-24T00:36:25Z,1716478585,60E85BB84C91,18.02,24.27,1094.01,469,18.29,72.9,904.14,157.41,,,
