CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-10-31T00:00:50Z,1730300450,60E85BB84C91,13.03,17.55,453.73,455.00,14.58,76.34,374.98,113.85
2024-10-31T00:01:50Z,1730300510,60E85BB84C91,13.31,17.98,453.73,455.00,14.54,76.46,374.98,115.78
2024-10-31T00:02:50Z,1730300570,60E85BB84C91,12.92,17.29,447.55,459.00,14.57,76.36,369.87,113.86
2024-10-31T00:03:50Z,1730300630,60E85BB84C91,12.98,17.31,453.73,463.00,14.58,76.23,374.98,115.05
2024-10-31T00:04:50Z,1730300690,60E85BB84C91,12.56,16.88,453.73,459.00,14.62,76.16,374.98,110.17
2024-10-31T00:05:50Z,1730300750,60E85BB84C91,12.38,16.71,459.93,456.00,14.67,75.88,380.11,107.86
2024-10-31T00:06:50Z,1730300810,60E85BB84C91,12.60,16.82,459.93,458.00,14.66,75.93,380.11,111.39
2024-10-31T00:07:50Z,1730300870,60E85BB84C91,12.67,16.93,466.14,459.00,14.67,75.90,385.24,112.01
2024-10-31T00:08:50Z,1730300930,60E85BB84C91,13.03,17.47,466.14,456.00,14.64,75.93,385.24,114.62
2024-10-31T00:09:50Z,1730300990,60E85BB84C91,12.76,17.02,472.37,455.00,14.59,76.07,390.39,113.12
2024-10-31T00:10:50Z,1730301050,60E85BB84C91,12.27,16.36,472.37,451.00,14.54,76.25,390.39,108.73
2024-10-31T00:11:50Z,1730301110,60E85BB84C91,12.23,16.37,472.37,454.00,14.49,76.29,390.39,107.88
2024-10-31T00:12:50Z,1730301170,60E85BB84C91,12.36,16.70,472.37,456.00,14.45,76.41,390.39,107.44
2024-10-31T00:13:50Z,1730301230,60E85BB84C91,11.84,16.00,466.14,457.00,14.49,76.27,385.24,102.92
2024-10-31T00:14:50Z,1730301290,60E85BB84C91,13.20,17.70,453.73,455.00,14.44,76.46,374.98,115.97
2024-10-31T00:15:50Z,1730301350,60E85BB84C91,13.44,18.18,441.38,453.00,14.45,76.40,364.77,116.77
2024-10-31T00:16:50Z,1730301410,60E85BB84C91,12.84,17.22,429.08,452.00,14.40,76.50,354.61,112.85
2024-10-31T00:17:50Z,1730301470,60E85BB84C91,12.80,17.21,416.84,448.00,14.38,76.52,344.50,112.10
2024-10-31T00:18:50Z,1730301530,60E85BB84C91,12.85,17.23,398.58,449.00,14.39,76.38,329.41,113.06
2024-10-31T00:19:50Z,1730301590,60E85BB84C91,12.28,16.57,380.45,447.00,14.39,76.32,314.42,107.04
2024-10-31T00:20:50Z,1730301650,60E85BB84C91,13.05,17.45,362.44,447.00,14.39,76.31,299.54,115.24
2024-10-31T00:21:50Z,1730301710,60E85BB84C91,12.92,17.24,344.55,450.00,14.39,76.27,284.75,114.46
