,feature,id.x,formula,compound,pubchem,ionmass,NPC_pathway,NPC_superclass,NPC_class,ClassyFire_superclass,ClassyFire_class,ClassyFire_subclass,ClassyFire_level5,ClassyFire_most_specific,datafile.E2_B_3.mzML.area,datafile.E2_G_1.mzML.area,datafile.E2_B_5.mzML.area,datafile.E2_G_4.mzML.area,datafile.E2_G_2.mzML.area,datafile.E2_B_4.mzML.area,datafile.E2_S_3.mzML.area,datafile.E2_G_5.mzML.area,datafile.E2_B_1.mzML.area,datafile.E2_S_4.mzML.area,datafile.E2_C_1.mzML.area,datafile.E2_C_2.mzML.area,datafile.E2_G_3.mzML.area,datafile.E2_C_3.mzML.area,datafile.E1_B_5.mzML.area,datafile.E1_B_4.mzML.area,datafile.E2_S_5.mzML.area,datafile.E2_S_2.mzML.area,datafile.E1_B_3.mzML.area,datafile.E2_B_2.mzML.area,datafile.E2_S_1.mzML.area,datafile.A2_B_4.mzML.area,datafile.A2_G_2.mzML.area,datafile.E1_B_1.mzML.area,datafile.A1_S_5.mzML.area,datafile.A2_G_4.mzML.area,datafile.E1_B_2.mzML.area,datafile.A1_B_2.mzML.area,datafile.A1_G_5.mzML.area,datafile.A1_G_4.mzML.area,datafile.A1_G_3.mzML.area,datafile.A1_S_3.mzML.area,datafile.A1_B_4.mzML.area,datafile.A2_G_1.mzML.area,datafile.A1_B_3.mzML.area,datafile.A1_B_1.mzML.area,datafile.A1_S_4.mzML.area,datafile.A1_G_1.mzML.area,datafile.A1_B_5.mzML.area,datafile.E1_G_3.mzML.area,datafile.E1_G_5.mzML.area,datafile.A2_G_3.mzML.area,datafile.E1_G_4.mzML.area,datafile.A2_C_1.mzML.area,datafile.A1_G_2.mzML.area,datafile.A2_B_2.mzML.area,datafile.E1_C_1.mzML.area,datafile.A2_S_4.mzML.area,datafile.A2_C_3.mzML.area,datafile.E1_S_3.mzML.area,datafile.A2_S_5.mzML.area,datafile.E1_G_1.mzML.area,datafile.A1_C_3.mzML.area,datafile.A1_C_2.mzML.area,datafile.A1_C_1.mzML.area,datafile.E1_S_4.mzML.area,datafile.E1_G_6.mzML.area,datafile.A2_S_3.mzML.area,datafile.A2_B_1.mzML.area,datafile.E1_C_3.mzML.area,datafile.E1_S_2.mzML.area,datafile.A2_G_5.mzML.area,datafile.A2_B_5.mzML.area,datafile.E1_S_5.mzML.area,datafile.E1_C_2.mzML.area,datafile.A1_S_2.mzML.area,datafile.A1_S_1.mzML.area,datafile.E1_G_2.mzML.area,datafile.A2_C_2.mzML.area,datafile.A2_S_1.mzML.area,datafile.A2_B_3.mzML.area,datafile.E1_S_1.mzML.area,datafile.A2_S_2.mzML.area
359,244.06133_5.6924,4469,NA,NA,NA,NA,Alkaloids,Tryptophan alkaloids,Simple indole alkaloids,Organoheterocyclic compounds,Indoles and derivatives,Indoles,3-alkylindoles,3-alkylindoles,916.8044437,0.96623192,307.3202984,0.975972161,58.27604847,365.8815401,1.225524536,0.862891607,529.1191243,206.8630892,1.047796952,0.998107612,81.24332768,0.970104593,73.72871987,1.0043199,915.7913007,5087.532617,76.46636776,91.28549926,839.3441745,4.524132633,146.8641516,271.2432699,1169.811866,92.18652362,61.22441503,596.3315257,375.4669392,198.9524612,1142.919924,8981.453523,989.823542,1.014847362,8352.757397,733.879817,7455.502704,79.50156235,6183.370034,69.09073985,81.95116762,1.107739569,710.3906164,1.095208579,542.7640978,1531.790597,75.69906463,558.6386257,69.22375342,341.2539807,1002.171988,260.1818542,161.0252613,89.72328957,71.83302978,204.0561786,133.3394854,847.9536385,1685.323186,1.149838935,80.27940833,88.88946345,983.843159,283.375968,194.7231519,7596.000915,32032.76482,76.4501897,1.1001868,941.4406033,593.6705404,450.3145072,489.9337348
360,244.39605_1.3595,3250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.370865,873.3770322,714.6203445,1851.419189,561.0388479,589.3583189,556.7557968,1095.00945,720.33159,767.249762,1341.180098,1312.51151,1646.664981,882.1161062,1762.772167,3510.09805,1121.226562,1032.76056,1177.623024,395.067078,1610.252613,4.524132633,1585.994774,620.321565,780.302023,2439.493037,945.4460708,783.857861,1785.259837,1110.906568,2055.947533,796.488092,1843.194386,2164.669424,984.3288153,780.8862538,1296.989951,1746.947311,1109.061487,1695.377946,1148.916103,1111.062788,1174.262377,2509.122854,664.8294274,1449.973889,1837.234295,1178.127744,1396.471888,1609.213821,3134.902981,2466.748765,1191.586934,1547.494229,3187.791252,4801.734536,884.013895,1571.017671,1274.152139,904.3483226,1319.246216,3477.340947,1839.316344,5006.60349,3696.032951,1658.623463,1943.421546,1275.193258,1161.79726,2599.842055,1331.672598,953.9961243,1186.267349
361,244.89638_1.3582,3332,NA,NA,NA,NA,Fatty acids,Fatty acyls,Oxygenated hydrocarbons,Organic oxygen compounds,Organooxygen compounds,NA,NA,Organooxygen compounds,31258.72202,25334.60094,25210.61712,27005.14969,28539.57098,28512.28443,37697.13473,29847.4207,33790.66585,33219.11481,29705.04359,30003.11481,27729.17058,31751.52332,33397.91866,33514.15506,32096.95447,32158.00026,19968.39041,27464.66319,31903.12989,21733.93317,39339.22838,37277.69825,36867.18679,41568.80066,34297.94222,37238.7998,38450.90211,38283.27663,30727.0704,50724.89824,42246.18859,36016.93289,37518.49676,49987.56069,41943.17412,33170.7418,42349.64372,40263.86338,39048.60427,40299.56553,40142.51575,39361.79632,37751.44575,63828.39604,38749.35568,59450.73665,52628.15307,49318.86885,50357.84082,43143.45563,49625.97272,50503.66755,63224.06808,47426.02343,39108.2889,58548.75134,53344.66227,42187.59054,46110.0512,48862.36878,57707.69286,48242.43761,46674.6816,48132.41596,51103.47534,43147.79113,44062.48132,46109.97407,55589.0694,58436.19824,57674.93542
362,244.96186_1.0063,2527,NA,NA,NA,NA,Amino acids and Peptides,Small peptides,Aminoacids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Monoalkyl phosphates,50503.94086,67491.29959,105251.93,61535.04474,66237.69331,75737.71379,76828.13317,46518.48656,55081.63796,70725.2287,87250.05219,84749.31733,109188.5187,57158.5626,79198.09812,21211.23629,66028.81096,75686.48417,36287.54584,124321.1083,68999.32447,123825.5102,53162.75194,72084.44331,102651.0714,102641.4938,60553.41001,134788.0231,162536.9364,100008.1891,104479.5155,54727.22065,106086.5582,102296.6141,153391.9493,65164.19157,97373.76983,84728.87704,204602.7226,57075.90707,93689.64137,98710.67302,71147.98014,100310.1537,143135.0941,95748.27577,103741.6612,103426.396,119968.1954,83312.46236,104914.0146,50725.10951,58784.28445,110218.3435,79149.272,35228.75578,84644.9811,123629.9129,125861.3699,53364.02499,100141.4474,150075.801,144048.7494,104431.3386,114151.8141,111652.7491,94599.9448,79469.30696,95111.14882,128884.9747,106819.6128,110040.147,125648.5865
363,245.04298_1.1437,2576,C6H14O8P-,Glycerol 2-phosphoglycerol,134021,245.043,Fatty acids,Glycerophospholipids,Glycerophosphates,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,NA,Glycerophosphates,109902.4,87511.62497,165258.9502,109113.6876,97082.41758,102612.8918,103042.103,98801.08905,110474.4716,144916.9782,96229.67206,114383.1323,181162.6052,121845.1368,95409.22268,99678.75007,140522.1448,157676.9326,76215.01739,164027.8501,120165.1012,174224.3477,164208.2729,79677.00855,167441.1449,133273.2507,125094.507,158325.9646,186796.1806,115257.6647,105320.585,172972.9403,98386.72735,149182.5622,174916.1663,126627.6776,130017.4703,105609.1488,170284.2138,138464.9513,173064.5776,155748.1834,115526.2151,167457.3917,116928.4863,177383.1693,100199.3186,208213.6656,199526.0512,144865.1906,164831.6479,147689.4345,145828.5023,125726.9026,128996.9022,148532.0514,149041.7931,203620.4461,151798.6132,124987.4923,134271.6867,223152.601,199708.4022,171860.2302,144570.4924,129056.883,209325.6511,160166.7294,177570.1494,182103.4744,323584.8304,200638.2938,185547.1082
364,245.0752_0.5937,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4544.665943,12831.55989,9710.401194,10140.35075,10949.47815,7294.914971,15539.65112,16895.41767,8529.355333,16030.09461,8529.067189,10689.73252,10143.14207,10583.84111,15910.91855,15104.9713,13074.82948,4948.22279,13805.65174,7808.325767,7875.141685,4.524132633,10898.321,15274.98331,21828.58042,18027.5422,14695.0099,19329.97926,13662.36528,12678.34312,7835.963664,16406.92857,14630.76155,18551.40978,13229.31122,19746.44153,14649.8558,17846.30356,22483.15211,28063.68382,39339.4691,20725.80734,28088.86918,27654.01661,11736.3812,32067.60435,18770.99887,16806.78935,30739.21918,31908.68507,20105.47318,21788.62818,20258.99069,22590.50228,15008.38159,15143.8549,10887.51166,25274.84901,19925.06207,19282.79895,19529.53812,19229.10711,31690.72486,20866.37393,26373.75725,20152.65549,10355.45788,19527.0364,28868.90162,17874.39134,47122.09675,22795.15492,25842.54162
365,245.77037_1.3555,3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730.692226,2620.420966,2094.494236,1790.908915,1270.494104,1826.666135,1481.659164,1678.324176,3279.656849,3301.399524,2819.621598,2090.037339,2529.403095,1183.527603,851.6469258,1970.475644,3602.493568,2299.779545,2360.831612,2887.490264,2817.942073,1796.985482,3590.491979,2560.806026,4949.820557,3598.478202,2272.789855,2021.820347,3059.972852,2423.957349,2576.476067,2206.896135,3735.121878,2437.663364,2637.354648,3812.848151,1901.296503,2961.500834,3643.196537,3123.638467,2445.342231,3805.085421,2674.55411,3760.946259,2180.111166,4779.459386,1483.000032,3533.411179,1563.79595,4422.642005,2399.363907,2632.381776,4564.05975,4581.972412,4305.397675,4514.091494,1394.122011,2705.641544,2095.298968,3686.383627,2766.603072,1785.633671,5150.477733,1203.574217,3539.033321,3522.672767,2703.235536,1017.800718,2825.279701,1928.693401,3685.098013,4534.630092,3876.913202
366,245.89431_1.3591,3349,NA,NA,NA,NA,Alkaloids,Histidine alkaloids,Imidazole alkaloids,"Organic 1,3-dipolar compounds","Allyl-type 1,3-dipolar organic compounds",NA,NA,"Allyl-type 1,3-dipolar organic compounds",765282.782,629306.8493,650299.7206,636821.835,691102.6895,630795.1279,830660.5306,705327.5999,839969.046,802222.6492,648795.8726,742093.0095,663379.1659,766867.6806,766463.4703,747214.0056,776283.4234,714916.2401,571589.3572,643809.3117,761347.5636,472319.4469,847100.691,875279.0071,899879.9419,915839.3168,793990.6524,936077.2842,809045.7952,776925.3199,714535.2198,1002741.683,879145.2423,735561.3681,861819.4381,984985.7725,914819.7999,765545.55,836727.514,833842.4781,894409.3715,962847.2336,823544.8288,895004.4505,758859.7812,1297703.904,767241.7985,1114944.325,1066033.175,1091940.845,1107628.795,882981.6924,1008420.699,1063524.093,1078183.064,1059368.275,843847.2185,1121127.158,1208412.582,982537.3703,961514.3656,953301.3056,1284679.663,1164891.85,1015700.383,931073.6066,987669.5268,909112.4967,1078733.157,988016.3346,1156617.045,1217683.172,1191586.934
367,245.94977_1.364,3441,NA,NA,NA,NA,Amino acids and Peptides,Small peptides,Aminoacids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,27411.64606,26494.07924,20149.32212,24633.53734,27794.82914,21243.21851,35638.25351,25645.13857,23901.55822,29250.05108,26834.07994,28855.29106,22485.76509,28171.83737,32675.54795,28914.36992,26039.01161,28235.53363,24585.78978,22683.85147,26649.68075,78448.45986,33014.2329,37041.83454,70336.18071,39319.12408,33741.96664,39203.99585,41141.47284,39551.11094,33913.78907,42141.08366,38856.53029,36199.60541,34923.68009,39408.77611,38201.09138,42291.97113,33986.39421,41452.26336,40336.71997,44387.12454,39888.3726,42494.09285,35775.06701,54612.6529,39398.59533,40398.5058,52964.9059,45700.23464,43844.33215,43182.89206,50521.67573,50839.83574,50480.23765,38906.97864,36045.90514,43639.37974,53021.94081,48028.77233,44907.1803,43660.2915,48427.81765,44164.21092,43654.61928,40276.77961,42246.3671,44027.94057,49299.37049,37596.5412,44139.00723,42929.82559,49227.43519
368,245.96447_0.438,461,NA,NA,NA,NA,Polyketides,Tropolones,Tropolones and derivatives (PKS),Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Cyclic ketones,11846.239,14609.42663,5237.673457,5473.251878,7216.016408,7981.873033,5782.024762,10208.00772,13113.4408,7998.637741,7759.984226,9665.674114,9753.323349,5451.017707,6218.955134,4498.348832,6339.171559,9346.988944,0.930927292,5134.871844,7327.655797,4.524132633,11588.63429,8582.069669,3.20584233,14170.95379,9443.916343,12346.31645,5674.457765,7350.779216,8475.176443,11704.41585,10499.27707,1.014847362,3812.253605,14765.44137,15135.53037,21005.88193,7697.00749,6640.866284,7970.735317,10750.61252,8563.413973,7449.608752,14635.65044,8781.660042,6180.305818,13900.35209,16311.46516,7456.543266,11520.49152,11505.57877,13536.18603,18265.13825,18574.82046,7277.268726,7137.175971,19606.22855,12323.17876,5792.888556,13495.62474,1.032158191,10916.3474,24944.60061,4929.13421,14246.66254,10922.88022,6133.413479,14170.40598,10124.49505,11164.25719,11948.56532,14788.44498
369,246.00523_4.1058,4206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,432.4148054,354.6682833,210.7442069,0.783304517,280.6451188,0.862891607,0.864432485,75.25837126,174.7725316,81.69510804,658.7641835,64.424646,739.8201869,1.0043199,155.0907136,239.0058539,0.930927292,230.1390751,87.72857517,4.524132633,1045.824628,1.123160538,3.20584233,1261.425794,216.6387631,636.1905869,636.0332761,1142.824075,916.018078,697.2512427,1816.120438,751.6974412,434.908289,292.9725234,528.6687094,2344.078637,1460.297838,1.090275207,1.038802987,1975.099652,1.210205479,505.0006756,4186.092047,351.3573092,1.139016922,537.0590582,1981.579929,1.198223247,88.76317169,0.985910778,1176.490815,1107.225958,1548.51292,1.002240563,366.9655325,434.4142792,245.6268899,1.149838935,129.1863789,1100.280632,566.4937552,170.9760618,1.090275207,550.5602767,4026.925485,445.6012395,342.1580946,589.5265935,361.0074205,211.1857757,621.5402559
370,246.04574_1.1434,2371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,11656.31575,0.975972161,0.886597421,0.783304517,1.225524536,0.862891607,0.864432485,9653.952693,1.047796952,0.998107612,11890.9439,0.970104593,0.938143783,1.0043199,0.922061318,0.778267189,0.930927292,1.000169818,1.006407883,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,1.110280256,12206.81062,0.886597421,0.934521606,0.864432485,1.082957923,1.014847362,0.850759564,0.934521606,0.796187815,0.96623192,1.006407883,1.090275207,1.038802987,10095.93843,1.210205479,11565.40259,0.870651424,1.136343173,1.139016922,0.972052594,12638.75462,1.198223247,1.107739569,0.985910778,1.006407883,1.120560629,0.916822333,1.002240563,11277.90053,0.899781026,1.195264671,1.149838935,0.977943822,14078.63773,0.979923465,1.105210484,1.090275207,0.951045563,0.886597421,9575.207159,1.1001868,0.76353658,0.893140575,0.787125515,1.063916905
371,246.96135_0.4385,470,NA,NA,NA,NA,Amino acids and Peptides,Peptide alkaloids,Thiodiketopiperazine alkaloids,Organoheterocyclic compounds,Thiazines,"1,2-thiazines",NA,"1,2-thiazines",13479.52445,17450.14847,5818.572087,5987.589207,8277.273521,8851.341047,6621.509069,10743.00051,14678.0636,9246.790341,8582.504833,10779.56221,11380.35011,6057.333077,7184.305087,4805.670721,7669.70604,10436.56301,0.930927292,6010.020435,9231.779512,4.524132633,13254.01509,9122.309888,3.20584233,15858.21122,11177.02645,14511.36295,6862.05804,8617.726931,9276.99598,13753.12084,12042.49211,1.014847362,0.850759564,16092.46205,16855.29605,21073.51817,8366.268732,7180.552511,9056.284438,12129.74828,9584.827397,8334.537284,17613.27831,8653.253264,6894.469428,14357.21681,17868.94699,8228.199037,12561.76672,13230.92263,14985.41338,17973.79249,19885.8764,8136.188888,7920.556292,19939.14753,13422.82226,6363.208668,14551.80407,1.032158191,13277.96295,27475.53262,5566.945205,16643.29736,11969.06518,6929.641692,16106.73474,10895.667,11700.14154,13074.15481,16171.53696
372,247.04684_1.1183,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665.754371,1023.239603,2366.730557,1527.396432,1273.153896,1608.907479,504.3033466,1416.005128,1503.248092,2404.001393,1376.805195,1781.622087,2423.356692,1374.638208,1267.43225,1121.825328,2243.375186,2184.596001,719.9791675,2492.423186,1821.598268,501.2738958,2189.156008,1142.254267,1301.89257,1684.244472,1484.838248,2410.418437,2939.779324,1751.916504,1470.937007,2087.604452,986.6829641,2269.198702,2611.831861,1349.449199,988.0690789,1476.402373,2251.334435,1808.766568,2465.079487,2269.758377,1435.303699,2635.07184,1578.491032,2589.726092,1462.497728,3190.276613,1850.035855,2161.594738,2216.586878,2537.734341,2140.629567,1806.343734,1816.225042,1936.328767,2037.829872,2820.813515,2178.967495,1572.979664,2184.726498,2893.139411,2740.845932,2980.752674,1939.599593,1603.46282,2879.668423,1972.148802,2281.787422,2650.23547,4811.348279,2699.840517,2910.876652
373,247.09328_0.6257,1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651.629079,728.9253602,4208.160043,539.1270217,543.3068995,3393.27517,912.4030172,893.0928137,2224.184785,2241.956931,1136.859693,979.4429996,2037.465614,1183.527603,420.5698577,1.0043199,2223.089837,1189.192265,1297.712645,4461.757557,2273.475408,4.524132633,1334.030425,583.8188475,3.20584233,1428.142898,1317.086993,1638.773658,2139.224264,309.5111596,1080.306976,1050.28547,1306.047256,1788.161052,3278.827359,956.0156027,525.7228145,831.4425669,3256.73591,823.4848636,1412.772062,1422.337607,283.7931849,1162.016302,0.870651424,2007.918387,635.0019339,2577.883479,280.2414949,1181.567944,1978.422871,535.1523701,572.0422408,286.0791286,178.413626,1000.236082,1846.973094,942.0707338,1828.754947,1375.207367,2095.73361,2839.467185,1995.124175,1492.034153,2354.994447,1211.632048,1024.020021,1162.616004,773.43132,2174.55218,3111.701764,1345.984631,2187.413157
374,247.89195_1.3599,3355,NA,NA,NA,NA,Alkaloids,Small peptides,Aminoacids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,Phosphate esters,98685.86145,75250.14191,80539.77377,85290.20714,95043.24351,83421.93111,106387.785,94918.07682,102262.363,92375.59961,85227.80407,97994.20534,90001.97505,95089.65218,98505.09716,97137.82072,94880.10959,96271.65132,65518.6628,82033.92845,97842.9744,64287.92472,112089.6198,111945.4108,112172.4231,122225.7318,100363.1792,108574.3063,110489.8306,102136.0229,83116.35162,131220.8513,115659.9062,96542.42957,107621.0848,130552.6683,113217.9074,99232.01816,106276.6725,110990.016,111982.962,119192.7777,109511.4938,113354.0879,102736.868,166587.9092,98900.83932,151445.7941,140910.0119,143547.145,127722.3723,122548.7097,127008.6748,127968.0238,140273.8169,145926.2259,111217.4498,146574.3291,145702.7634,129126.9124,125959.1642,124787.9253,160217.4866,139919.6472,137265.6485,130007.9285,135649.4054,125677.1525,146434.863,123387.5113,146207.1122,160573.6051,154055.1678
375,248.89329_1.3468,3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,0.958578598,0.975972161,0.886597421,0.783304517,1.225524536,0.862891607,0.864432485,1.025597864,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,1.0043199,0.922061318,0.778267189,0.930927292,1.000169818,1.006407883,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,1.110280256,1.10269292,0.886597421,0.934521606,50854.56311,1.082957923,1.014847362,0.850759564,0.934521606,10891.84932,0.96623192,1.006407883,1.090275207,1.038802987,1.107739569,1.210205479,1.095208579,13538.62964,58283.04135,1.139016922,50848.07119,1.052352591,1.198223247,44287.42798,0.985910778,46083.41697,46301.5652,50956.98526,38435.92558,0.86753081,55957.38198,47846.44478,1.149838935,0.977943822,1.032158191,52857.07171,1.105210484,1.090275207,48389.19827,47574.8176,1.023429581,1.1001868,43040.55702,50149.8433,51375.68237,57121.69863
376,249.89198_1.3543,3282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41668.45696,30030.48806,36569.7735,31582.45913,34063.07291,35828.34863,41778.13144,36310.47884,46912.75098,41321.33794,31433.90856,35362.95269,34484.71922,36679.65465,40011.83232,37350.65708,42258.07019,39333.62375,26782.77819,35065.95381,40769.58335,23453.10357,49348.77103,45263.36967,34046.04554,46439.75217,40174.02902,49784.9667,44339.2823,45251.93236,39754.54911,78922.68591,58869.59272,38046.62761,54856.97667,65126.81071,59984.79001,46958.8713,53812.62951,44973.85228,47452.52043,46126.27567,39694.73973,46338.27496,44786.30925,81316.71747,40093.39565,81701.02052,66466.58964,62667.07582,64758.45522,47688.50431,63363.44032,61843.74112,71677.16999,57117.68967,47375.85751,78568.87916,62201.57348,53570.996,55625.44458,52196.23974,82372.36648,61880.73497,59638.05381,67609.8291,72293.1537,47507.60115,67265.42092,56578.06059,61644.5625,74462.07373,76506.26464
377,249.90633_1.3539,3278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15457.1773,10860.44678,8518.887997,9462.050099,13502.87872,10793.93625,15649.94833,11985.56443,14721.28523,13271.23636,9249.951491,10709.69468,9447.948984,12019.5959,12899.47701,12112.09799,13526.63953,15565.34379,7162.554584,8579.456696,11090.61487,4.524132633,19665.29973,10804.80437,3.20584233,16661.66714,12509.4507,17109.41875,15327.43158,20063.69963,11606.75834,23305.0998,20760.30339,10757.38204,19763.14467,23007.92193,23734.35878,15904.1774,21174.82186,9185.568617,14148.49668,15752.05668,11922.94438,14752.45955,18466.5167,23340.48878,7454.865753,28675.55152,25666.87969,14270.83887,20171.93756,16543.58285,17400.7923,16808.40944,20435.9698,16506.90207,16621.89031,27236.37165,17438.91155,12705.72024,16194.74969,20973.45445,24752.86673,20136.93501,11840.38874,22425.65439,21553.1833,14051.68815,19253.26899,22761.02545,21685.45317,26329.34848,27587.36535
378,250.01792_0.8228,1909,C11H8NO4S-,But-3-ynyl 4-isocyanatobenzenesulfonate,137451345,250.018,Amino acids and Peptides,Small peptides,Aminoacids,Benzenoids,Benzene and substituted derivatives,NA,NA,Benzene and substituted derivatives,2787.40823,3805.987532,2825.889706,2700.514969,2960.348788,1959.827903,4096.928524,3183.20714,3404.135127,3840.864,3710.249007,3500.363395,3510.332324,2933.596288,2315.338855,2751.836526,2349.412237,3769.147998,3140.017756,2767.469886,3305.043488,9360.430419,4337.756111,3327.924673,6261.01007,5189.320923,3533.320711,4710.919128,5318.287952,3273.317678,3892.282488,4795.006996,4552.75511,3745.801614,3386.023064,5113.702227,3095.578226,5400.270199,4383.912739,4121.240281,4831.472691,4956.026833,3555.583699,5469.471642,5297.913915,4163.561387,4150.577663,4246.897783,6660.339547,4251.29608,6441.505595,4913.779315,4951.526785,5801.142377,5808.986301,3817.534303,4069.587028,5783.792433,5748.027803,3674.885237,5964.479369,1871.302801,5383.699517,6033.34403,3875.92836,4898.835697,4578.389081,3804.087752,7281.036239,4801.881552,6397.56594,5642.115692,7014.404155
379,250.89139_1.355,3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10271.98797,7500.858393,8503.550739,7754.098818,9681.643836,9399.654209,11690.27855,8150.874124,12456.47211,10512.37811,6884.025974,9338.294817,9028.672928,8901.679743,9850.509716,9949.797249,10502.27841,10319.82293,6379.644731,8247.400317,10828.94882,4.524132633,15937.60799,12029.04936,12505.99093,14291.47218,10601.87929,16898.4655,13099.99189,15214.01174,11513.30618,25561.26859,16006.11811,12705.88898,18282.82303,20811.79616,17356.89438,12812.23526,17481.30493,11785.87498,11208.68423,13968.59597,11290.00692,17118.11008,13599.57524,29181.29269,12084.96954,26925.85685,20562.96962,18141.09996,19651.29996,14837.9572,19463.92846,17772.09158,21728.68929,17980.19569,13004.28684,22755.46214,22901.2711,13878.55595,14004.15553,14233.46146,24233.50729,19506.96503,14740.52079,24327.74551,22954.00723,14389.41991,17812.02428,18637.92792,21703.31598,22921.095,27342.66446
380,250.97831_1.1412,2545,NA,NA,NA,NA,Amino acids and Peptides,Small peptides,Aminoacids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids,6058.898652,7138.521423,9067.194955,6425.800707,6829.459933,6731.719023,8851.963725,3821.746929,4745.734344,7183.287439,9741.368262,9581.833074,10496.63008,6083.525901,9784.839652,3894.752572,6556.77803,7938.325331,4885.506428,10291.74742,7424.270954,17567.20702,11157.18848,9401.976862,16061.27007,15647.30404,7900.604801,19862.91379,24380.54046,15231.74369,17026.98366,12352.74022,14468.31786,14542.7627,20282.108,12457.173,15047.94971,16773.78613,27484.99929,7316.836912,12008.56253,14356.30482,10258.91185,17468.57683,21661.80743,14772.46125,16333.50266,16379.08621,20489.30494,11603.59392,15752.05668,8851.506961,14009.19773,19744.27829,20325.95112,6965.571911,11355.9783,19471.26139,20068.49383,8481.211987,14268.20036,23884.14055,21185.94532,22093.15757,16016.14279,18250.56436,15843.49591,11605.69145,15732.67123,19897.76328,16281.95269,16419.43824,20639.98796
381,251.8896_1.3549,3286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12594.00824,7612.941295,8372.225471,8080.07352,8682.448542,8357.859201,12229.50935,9526.323346,14219.91438,14091.71465,8245.114215,9690.626804,8810.688655,9119.953276,9794.22109,10696.00693,11286.03053,13028.19275,6318.20353,8572.455508,12288.24025,4284.353604,15566.5646,11411.31106,13275.39309,13789.31223,11061.99702,18053.15697,12272.9722,15320.40343,11999.25742,27030.80382,20446.24559,11335.84504,18197.74707,22129.47162,19243.8595,14348.54401,18699.05847,10897.30069,11925.45829,12606.0763,9796.613356,16318.60782,13486.39056,26204.07357,9382.082385,26517.59476,19331.71709,19818.61251,21390.45108,13033.74048,21899.43554,20595.90436,25295.12817,19653.93743,14010.62258,27659.26873,21275.71114,14798.4271,14542.02463,12953.5853,27036.0884,18788.57822,15023.99235,26401.02484,25276.89247,15136.5235,19429.29888,19264.02792,17943.19416,25983.01325,24565.84134
382,251.96701_1.145,2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.188885,1884.152243,2823.972548,1570.339207,827.1953936,2062.440794,1546.611965,803.610954,975.9442759,1739.413977,2068.351183,1882.430956,2729.712968,1316.431932,1993.555538,402.9331439,1842.278513,2013.377219,837.9276554,2111.358485,1431.11201,767.2928946,1569.599834,1534.237295,1702.943446,2050.821236,1287.371057,2652.459532,3392.986114,2257.277033,2270.887502,1511.892417,2185.40909,2071.303466,2667.981992,1800.823134,2042.221747,2114.11544,2991.044229,1053.532932,1757.654653,2225.448795,1426.83226,1614.337445,3119.544052,1712.469162,1456.802643,2263.910491,2462.505063,1605.619151,1586.283063,1612.950032,1321.413551,2292.667047,762.3377698,852.1049264,1858.250994,2734.434537,2553.085337,440.61828,2269.80761,3385.478868,2756.524707,3799.713642,2042.085462,2485.082057,2462.967635,1041.851313,1582.068618,2655.580226,2416.838397,2327.530148,2178.901821
