,feature,id.x,formula,compound,pubchem,ionmass,NPC_pathway,NPC_superclass,NPC_class,ClassyFire_superclass,ClassyFire_class,ClassyFire_subclass,ClassyFire_level5,ClassyFire_most_specific,datafile.E2_B_3.mzML.area,datafile.E2_G_1.mzML.area,datafile.E2_B_5.mzML.area,datafile.E2_G_4.mzML.area,datafile.E2_G_2.mzML.area,datafile.E2_B_4.mzML.area,datafile.E2_S_3.mzML.area,datafile.E2_G_5.mzML.area,datafile.E2_B_1.mzML.area,datafile.E2_S_4.mzML.area,datafile.E2_C_1.mzML.area,datafile.E2_C_2.mzML.area,datafile.E2_G_3.mzML.area,datafile.E2_C_3.mzML.area,datafile.E1_B_5.mzML.area,datafile.E1_B_4.mzML.area,datafile.E2_S_5.mzML.area,datafile.E2_S_2.mzML.area,datafile.E1_B_3.mzML.area,datafile.E2_B_2.mzML.area,datafile.E2_S_1.mzML.area,datafile.A2_B_4.mzML.area,datafile.A2_G_2.mzML.area,datafile.E1_B_1.mzML.area,datafile.A1_S_5.mzML.area,datafile.A2_G_4.mzML.area,datafile.E1_B_2.mzML.area,datafile.A1_B_2.mzML.area,datafile.A1_G_5.mzML.area,datafile.A1_G_4.mzML.area,datafile.A1_G_3.mzML.area,datafile.A1_S_3.mzML.area,datafile.A1_B_4.mzML.area,datafile.A2_G_1.mzML.area,datafile.A1_B_3.mzML.area,datafile.A1_B_1.mzML.area,datafile.A1_S_4.mzML.area,datafile.A1_G_1.mzML.area,datafile.A1_B_5.mzML.area,datafile.E1_G_3.mzML.area,datafile.E1_G_5.mzML.area,datafile.A2_G_3.mzML.area,datafile.E1_G_4.mzML.area,datafile.A2_C_1.mzML.area,datafile.A1_G_2.mzML.area,datafile.A2_B_2.mzML.area,datafile.E1_C_1.mzML.area,datafile.A2_S_4.mzML.area,datafile.A2_C_3.mzML.area,datafile.E1_S_3.mzML.area,datafile.A2_S_5.mzML.area,datafile.E1_G_1.mzML.area,datafile.A1_C_3.mzML.area,datafile.A1_C_2.mzML.area,datafile.A1_C_1.mzML.area,datafile.E1_S_4.mzML.area,datafile.E1_G_6.mzML.area,datafile.A2_S_3.mzML.area,datafile.A2_B_1.mzML.area,datafile.E1_C_3.mzML.area,datafile.E1_S_2.mzML.area,datafile.A2_G_5.mzML.area,datafile.A2_B_5.mzML.area,datafile.E1_S_5.mzML.area,datafile.E1_C_2.mzML.area,datafile.A1_S_2.mzML.area,datafile.A1_S_1.mzML.area,datafile.E1_G_2.mzML.area,datafile.A2_C_2.mzML.area,datafile.A2_S_1.mzML.area,datafile.A2_B_3.mzML.area,datafile.E1_S_1.mzML.area,datafile.A2_S_2.mzML.area
1,1000.62419_24.8412,12505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13695.98396,11826.6787,14714.18147,18660.58772,14300.8164,11882.72953,16127.9029,13883.92596,12897.33268,19517.12735,14019.52322,15820.00565,15386.54756,15987.32369,12843.18838,6909.720912,17731.23914,17090.74748,8419.306428,22183.76656,15931.43679,7831.273589,19121.67802,12365.99752,14006.32514,17465.12306,14618.32361,20084.96984,20973.21933,19895.24612,22437.86375,23858.33659,20457.07517,22965.99581,17474.60144,16541.03242,16369.62149,25363.58789,22201.3579,17444.40331,15519.71662,17757.0653,10841.02068,21827.50697,18518.75579,21056.439,14283.2722,23475.07014,23909.45086,19303.37651,21623.07639,15459.08099,23690.84157,21772.49302,28467.33344,12688.36552,15815.08666,24249.09864,16339.26805,11103.9946,16967.32531,20529.62643,23635.75398,17108.65828,20540.78489,26752.9117,21659.57499,19516.80211,24545.1675,22783.93155,20702.99853,20174.02695,23246.58437
2,1009.54126_20.4863,8496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3616.841742,525.3402948,2995.558117,678.0078601,659.0965227,1420.914395,1792.942396,1624.824897,4954.062573,6384.346703,976.4419795,1866.461234,2573.589097,414.428682,1109.824095,2731.750128,8000.726053,9121.291459,4367.910854,1914.325031,6415.850255,725.2184611,592.2025102,4994.694911,16788.99628,704.5304098,693.2440418,3024.403418,102.2306606,570.968739,581.1789866,4656.697798,3831.505133,315.4145602,12642.28712,5427.701486,15382.34859,137.6880486,7545.0399,3534.67222,1354.599095,187.872631,2352.639452,1.095208579,237.6007736,7971.44736,90.67713715,8929.275128,1.052352591,4718.603147,7376.437792,611.166091,491.3283285,266.9175419,0.916822333,4173.329703,360.7193106,3215.817386,3209.285642,226.2883025,330.7406005,396.9680404,8371.486163,4373.317883,623.0922806,13685.54566,3204.163079,203.4578007,299.4708468,3700.098267,9235.073548,3198.090968,2337.42544
3,101.02427_0.6384,1446,C4H5O3-,4-hydroxybut-2-enoic acid,6604732;19770800;6155526;153704933;188975;73653336,101.024,Carbohydrates,Saccharides,Monosaccharides,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Ketones,22934.8697,23344.16318,44219.23071,26614.76083,24603.07843,23107.48326,27059.58176,18336.44666,17487.46918,25332.26724,29348.79262,29264.51518,60318.8013,26512.95852,26455.65467,15737.69283,26168.1002,27628.48522,23105.61538,53289.04789,23086.99684,4.524132633,48071.69145,27483.73836,3.20584233,36748.06514,32716.28754,39559.28553,58178.07845,46191.72563,42333.82874,32208.7544,40968.29824,46469.86072,45830.4177,36661.28259,32603.89104,37286.88978,61249.98377,34605.33506,45686.55535,41130.37021,32360.89452,56195.15217,42548.73509,46271.89401,48544.90121,51392.42064,53491.08219,39301.7225,55586.37159,31637.87685,39592.08612,54190.31202,61362.91874,36421.42205,46031.18476,47400.46443,50989.99087,47810.30293,48163.73322,60577.36426,52024.13676,49546.58598,62069.36752,38165.45846,41058.32656,36301.04724,64922.02304,51332.56428,52159.40959,46747.38434,50025.37287
4,101.07186_0.5995,1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3143.582526,2264.84762,2748.244839,2408.699293,2184.576045,2666.368577,3137.342813,2054.544917,1441.873386,1754.797945,3102.526775,2343.556673,2931.986663,3361.412414,2628.678879,1250.378275,2224.93396,3110.733956,2189.540991,2614.443904,3235.601344,875.8720778,5015.988914,2518.125926,3459.103874,4099.633832,3523.734925,3354.156655,4567.354074,3873.544132,4603.45343,2313.221331,2812.441727,3977.186813,2462.098178,3428.759772,3372.651586,2834.924452,3371.466408,2188.18234,2840.087366,3510.426695,2257.033219,2727.069361,2799.144328,3431.756383,2598.097599,3485.780602,3129.696605,2805.040621,4765.495627,1540.978545,2502.936405,3851.366882,3890.077159,2439.45353,4024.475426,3834.866731,3351.522138,4415.381512,3661.421669,3478.373105,2770.243636,5144.754801,3561.9291,2501.249832,4315.069647,3316.935272,3993.678082,3042.693272,2852.690997,4227.651142,3376.872257
5,1011.55623_21.1705,9286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160.591658,0.96623192,562.8773525,129.9994918,479.7378644,1362.94986,444.9879591,84.13193173,1158.33953,759.9680172,80.70132124,83.79113402,122.5425102,0.970104593,996.308697,305.7149775,2622.342387,894.2290006,141.8733193,1531.259991,1694.790875,4.524132633,127.6216687,1.123160538,250.8571623,148.5389132,269.7440174,709.3580558,1179.881424,1164.102414,432.1227905,6551.533806,720.4919065,75.59598001,4728.521655,4552.989263,7033.523161,527.3693818,8038.179762,1172.045847,347.5834793,258.5464155,1.210205479,84.62676688,437.4152755,303.4036272,1.139016922,1903.278979,145.7508338,505.6502102,1137.648538,72.28697821,119.7625381,89.80172882,155.8597966,248.9565558,622.1063436,4919.102867,1390.092812,1.149838935,416.9952456,104.454409,4427.294216,198.7168449,1.090275207,6612.619802,1124.20553,307.4382461,1.1001868,3879.529363,5175.749634,592.7842254,2043.784375
6,1013.57195_21.3384,9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6175.983573,425.9150302,1999.594955,489.8404275,547.0306087,3797.460301,983.3608878,928.4713696,3190.620303,910.4232238,415.8706102,347.0420167,268.6508878,623.0011695,1176.432303,994.9797249,3215.227815,1084.904462,780.3963488,3182.54036,2965.884032,773.6266803,864.6173907,533.2766233,4081.037286,636.6383846,994.0460057,2108.422207,1894.426436,2115.421446,691.5459883,4984.31771,2579.605774,938.4293558,8448.042468,3373.622997,6410.108102,701.5809969,7780.539344,1526.385289,1140.605679,490.2855334,939.2404726,87.03622575,797.0813787,1631.788797,923.2871168,2952.123728,83.13585468,1918.355418,2464.720542,896.7844433,1199.638197,211.7859589,177.4968037,2319.184662,515.3133009,3584.727606,3267.853611,274.2365861,770.3263484,731.4905103,5574.784593,1648.974041,897.7326052,7329.708157,2418.637764,507.5187292,336.547142,2299.772179,9029.651216,1741.121639,4268.434623
7,1015.67972_23.453,11534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.014946,1655.155278,851.697084,1332.202,1003.62828,1566.609035,3040.526374,929.3342612,994.9617906,1528.140817,1355.849256,1405.335518,2001.134902,2136.170313,1439.112562,1237.322117,1414.442061,1591.556402,1858.130875,1539.261349,1613.271837,1212.919959,3651.757283,2055.383784,1358.956564,3367.484625,1458.956626,3638.3884,3783.339408,3322.080536,4564.203523,4148.411497,4163.973216,3815.826082,3317.962299,3947.419263,3617.877433,4537.425095,3467.075157,2937.201407,1250.718796,3521.504091,1844.353151,4751.014814,3708.975067,3943.110811,2848.681322,4605.58519,4770.314294,3535.956802,4226.026457,3473.363669,3626.087603,3891.707065,3861.655666,1145.560963,2992.981293,4397.229872,2739.546626,1821.344874,2972.949218,1407.863773,3580.640342,2723.238631,4155.038813,4217.887074,4072.141954,2603.604854,5240.189726,3960.464241,3410.010716,3261.848135,5168.508325
8,1016.4083_20.8008,8853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3800.832331,0.96623192,790.4439116,0.975972161,0.886597421,3448.88979,73.56823791,2373.814812,5370.719031,5042.864697,1.047796952,0.998107612,337.9738142,0.970104593,0.938143783,861.0034502,2977.335995,2664.008589,81.47475659,600.2019076,2955.819953,4.524132633,0.862891607,850.5694753,3.20584233,1.0043199,85.38059569,588.1154518,1.10269292,0.886597421,0.934521606,3518.240215,600.0669854,1.014847362,194.5687122,1733.537579,330.0198495,0.96623192,1452.246575,1.090275207,568.2252337,1.107739569,1.210205479,1.095208579,0.870651424,253.9726992,1.139016922,3329.280134,1.052352591,1375.560288,1446.707877,0.985910778,1.006407883,1.120560629,0.916822333,1019.278652,0.86753081,5318.605642,1.195264671,1.149838935,0.977943822,1.032158191,3702.150851,4328.004253,1.090275207,3205.023549,0.886597421,1.023429581,1.1001868,1585.865477,4203.119547,5128.122731,2925.771489
9,1018.41142_20.7995,8869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403.051231,0.96623192,108.5110972,0.975972161,0.886597421,1431.097353,1.225524536,912.9393207,1951.024119,2045.042141,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,343.0756778,1336.988911,1095.800203,0.930927292,175.729837,1155.35625,4.524132633,0.862891607,99.29862314,3.20584233,1.0043199,0.958578598,107.5639512,1.10269292,0.886597421,0.934521606,1574.995988,1.082957923,1.014847362,0.850759564,674.0704342,0.796187815,0.96623192,117.8503631,1.090275207,1.038802987,1.107739569,1.210205479,1.095208579,0.870651424,1.136343173,1.139016922,1479.464048,1.052352591,386.4269972,451.9577443,0.985910778,1.006407883,1.120560629,0.916822333,277.6206359,0.86753081,2251.252126,1.195264671,1.149838935,0.977943822,1.032158191,1350.334535,1933.013136,1.090275207,1342.876336,0.886597421,1.023429581,1.1001868,545.7759475,1696.967093,2237.797839,1132.007587
10,1018.8534_1.3521,3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4872.306938,2123.77776,3964.68108,3225.587992,3462.162928,4083.366449,4692.533449,3425.679682,5165.848532,5027.480729,2620.540177,3292.757012,3016.431021,3764.975924,3057.410587,2806.0698,5305.540822,6030.014183,2947.315806,3109.527963,5106.513599,4.524132633,4757.121432,4237.684709,4501.002631,4350.713807,3893.746263,4607.663064,2793.121166,3604.018516,2773.660126,6132.284051,5558.823021,3029.319376,5271.306257,7380.851642,5529.524378,3128.658956,5919.691169,3292.631124,4210.268505,3577.998809,3413.989658,3386.384925,3947.533557,5610.126246,2459.137534,8328.546625,4697.701965,4426.236674,6407.165669,3302.801105,4229.932333,3503.993087,3039.266034,4037.024987,4766.214268,8828.651423,4875.484593,5143.229558,3266.332365,5113.31168,7517.972825,6224.545443,3968.601752,5377.211616,5780.615184,3154.209968,3208.144707,2241.743399,7084.391043,7103.020648,4396.104652
11,102.05589_0.6091,1222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18645.03564,15749.58029,17522.81676,21305.47227,16987.20658,19049.96586,18517.67574,19751.58889,14410.08953,19250.47191,15853.16788,17975.91809,23850.62158,17985.73915,16839.6809,11660.15404,19215.75786,22382.96437,11496.95205,21473.64599,18377.00795,16051.62258,21874.30225,12759.10371,19344.05262,20367.60757,22401.98183,25414.31507,27457.0537,26624.52055,22400.48289,22924.74951,20056.38074,20581.10451,24714.56533,25774.10589,22651.54335,23885.25306,34368.82921,17804.19413,18033.61985,19972.54443,15829.48767,18300.93535,24526.25062,21988.2404,15057.80371,24690.13589,21404.8517,16235.925,19440.82944,18357.65868,24526.16011,23778.29655,23809.87599,14652.75703,21931.17887,19507.25264,20235.83088,17431.55826,20204.31936,21716.60835,25360.41928,17241.28354,21129.53351,21969.15252,29346.37463,22044.67317,21431.63885,21035.43278,28517.97857,25494.99543,22129.47162
12,102.95671_1.2591,2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983906894,0.96623192,0.958578598,0.975972161,0.886597421,0.783304517,1.225524536,0.862891607,0.864432485,1.025597864,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,1.0043199,0.922061318,0.778267189,0.930927292,1.000169818,1.006407883,283844.0814,0.862891607,1.123160538,272592.7733,1.0043199,0.958578598,1.110280256,1.10269292,0.886597421,0.934521606,0.864432485,1.082957923,1.014847362,0.850759564,0.934521606,0.796187815,56080.10062,1.006407883,1.090275207,1.038802987,1.107739569,1.210205479,69074.80506,0.870651424,1.136343173,72760.40097,0.972052594,62983.30256,1.198223247,1.107739569,0.985910778,67751.37869,76063.6555,55641.94738,1.002240563,0.86753081,50531.7024,78696.22594,1.149838935,0.977943822,1.032158191,0.979923465,65472.66904,71467.5398,0.951045563,0.886597421,1.023429581,32004.434,42330.468,49354.94819,48227.18031,1.063916905
13,1020.59346_22.5855,11155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83061.41998,89250.84242,92330.29052,93947.0802,88748.40183,76223.36259,114402.7154,91984.24535,80003.22652,113431.1238,88748.40183,109093.162,101725.9941,100502.8358,101038.0854,97007.25914,100689.0959,90901.60772,87879.53635,98406.70837,33513.38251,195352.0471,107688.8726,108901.6457,192158.1892,116199.8124,116659.0153,136342.4155,140152.2701,35348.63917,113637.8273,106152.3092,120858.1043,81979.36992,103197.1351,114478.8967,95781.3942,120489.1204,127008.6748,127889.2817,130993.0566,132374.8785,128765.863,120691.9854,108396.1023,147156.4409,112739.8949,128602.5582,122388.6063,126412.5526,125174.5713,126196.5795,109899.7408,112840.4554,93240.83126,119968.1954,107487.0673,115351.9275,142475.5488,105831.1756,124198.8654,130051.9321,132975.6142,106453.8738,120584.4379,112318.481,100628.8073,134683.3329,132462.4907,99336.10907,139151.3016,115313.888,128840.3372
14,1021.53883_22.0464,10143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7644.956565,7678.645066,8068.356056,8390.432667,9779.169552,6587.590992,11136.34146,10596.30894,7950.185568,9843.688298,6509.962462,10080.88688,10437.71541,8305.065419,10572.88043,8378.036605,10327.08676,8763.288552,6219.525237,8332.414752,9388.779142,2639.831392,11036.38366,9386.252614,12746.4291,10274.19258,13209.21307,12812.63416,16154.45127,12775.86883,11597.41313,12352.74022,10543.67834,10777.67899,10838.67684,12634.73211,12078.16916,12174.52219,13355.03261,11753.16673,13348.61838,13536.57754,11274.27425,10351.91149,11231.40337,11988.42048,9450.4234,10439.84486,13491.16021,11274.08253,9139.959186,13753.45535,13113.49472,12135.67161,11001.868,10383.21223,13377.32508,10779.37669,12992.52697,8567.449907,12273.19496,15214.01174,14189.29178,10860.90342,9031.839812,10984.57626,10169.27242,15177.46069,12113.05666,11239.25846,15022.62448,12523.16695,11894.591
15,1021.59677_22.5941,10930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29940.28678,10647.87576,49673.54293,21988.65278,8109.706608,27368.65984,58261.43645,44576.98044,43031.44912,65535.70351,38055.98529,26859.07584,28171.03059,52453.55533,53811.92737,45455.51867,24904.87619,46182.37502,15509.24868,59120.03793,24948.85142,73336.18999,28699.77486,36424.09624,61231.5885,11057.5621,33147.6479,68781.86188,68256.69173,48550.07477,41604.90189,22604.90949,32033.89538,49747.8177,32507.52293,43679.53985,11807.4653,43779.96828,46958.99183,67313.59126,47390.19225,80621.28585,60135.11027,55362.79365,31578.52715,70862.36028,55857.38985,58459.243,55090.65813,70874.90506,44088.03486,54678.61172,47663.47734,22814.61441,17080.40006,24995.87963,51375.17455,36756.0549,17271.5745,40037.39173,73961.89124,67441.21623,80255.7318,17782.83668,43240.3147,29472.90201,21074.42069,81117.02858,48694.26775,26166.3986,49560.37052,36916.18666,61834.85052
16,1022.60415_22.9587,10957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14994.74106,10251.72067,8948.331208,3216.804242,10408.65372,9423.153345,11246.63867,13659.57415,2251.846624,11527.71999,6651.415051,9811.397825,7441.904526,4321.815961,10338.34448,10806.48212,8748.517782,7992.804035,11310.7666,22383.80052,978.6310255,6935.495327,12028.70901,2180.054604,13871.67976,12081.9684,11550.8721,18463.96066,9361.862889,26792.97406,14391.63273,11713.06018,9120.671631,10716.78815,8830.884272,15214.01174,12539.95809,13305.01353,15257.14351,14391.63273,9689.95426,15209.26429,17426.9589,8898.569702,13251.31467,13658.84494,7444.614601,16320.76305,11428.54914,19602.93232,22885.8995,20832.29473,5763.697947,6169.806824,8791.40935,14231.81599,4214.464673,9483.69201,8880.816506,12901.19285,9265.039768,10149.2115,7001.553158,13129.90054,7818.363507,15834.90863,18645.14376,5406.778476,20287.44458,28800.5998,21301.40272,9327.437354,12011.62186
17,1023.40558_24.9947,12683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11619.94042,122.9047002,11809.68832,10198.90908,811.3252998,9078.499357,108.0422431,9992.284814,11479.66341,177.1207511,1.047796952,0.998107612,6113.378755,0.970104593,0.938143783,1.0043199,85.32755434,0.778267189,0.930927292,12612.1414,1.006407883,4.524132633,0.862891607,1.123160538,3.20584233,1.0043199,0.958578598,1.110280256,1.10269292,0.886597421,0.934521606,0.864432485,1.082957923,1.014847362,0.850759564,0.934521606,0.796187815,0.96623192,1.006407883,1.090275207,1.038802987,1.107739569,1.210205479,1.095208579,0.870651424,1.136343173,1.139016922,0.972052594,1.052352591,1.198223247,1.107739569,0.985910778,1.006407883,1.120560629,0.916822333,1.002240563,0.86753081,0.899781026,1.195264671,1.149838935,0.977943822,1.032158191,0.979923465,1.105210484,1.090275207,0.951045563,0.886597421,1.023429581,1.1001868,0.76353658,0.893140575,0.787125515,1.063916905
18,1024.87072_1.3541,3280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9516.347477,6095.957182,9065.277797,5535.714096,7311.76893,9188.16199,9427.960257,6997.188045,12024.25587,11578.99988,6323.454605,5740.116876,8471.929312,7203.026601,7016.377349,8989.667425,9755.408741,10148.60415,5402.171075,8918.514265,11885.6771,4854.394316,8424.410764,8876.33773,10919.09897,8747.626329,7550.723613,10441.07553,8215.062252,8036.119023,6412.687259,13355.4819,10373.65395,6861.383016,13663.19859,12849.67208,10676.8786,5630.233396,11402.60132,4318.580094,9251.579399,8326.878342,7751.366096,7625.937333,8906.764068,13363.39572,4986.616084,15241.78467,8208.350208,11489.76272,13713.81587,7666.442206,10184.84778,9655.870941,9718.316729,11816.41623,9030.995728,14297.5205,9204.733232,6050.452478,8044.565878,11167.95163,15972.75248,11195.7822,8431.098174,12839.11511,12190.71454,8193.577225,9885.178394,10483.35724,14013.37563,13585.78639,14022.42481
19,1025.48148_22.0466,10137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.33002,1739.217455,1305.58405,1598.642399,848.2077525,869.4680144,1572.34798,1751.669963,867.8902153,664.8950952,1042.034069,2097.024093,1046.717275,2160.422928,2691.534512,2076.933553,1949.237626,1906.754614,939.3056375,1944.330126,2092.321989,380.2533478,3162.497741,2046.3985,1438.782038,1849.957256,2926.540458,1360.093314,4373.28012,2940.843645,1758.769662,3003.038454,2097.689498,1736.403837,2873.015047,3442.777596,2728.535643,3091.942143,2908.518782,2767.118475,3799.941325,3655.540579,2312.702671,2267.081758,2369.042525,2359.048428,1739.27884,1216.037795,3019.199583,1333.622474,1610.653334,3752.376419,3977.323954,2391.276383,3137.366023,2484.554355,3352.139048,2687.645924,3014.4575,1298.168158,1781.813643,3514.498642,2208.74749,2743.13242,1571.086573,2311.991765,884.7355663,3710.95566,2455.616936,2848.75498,4073.614164,3162.67032,3083.231191
20,1026.86787_1.3505,3298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515.216617,627.7608782,816.9965387,951.5728568,678.9563049,1929.279026,1018.288337,574.1680756,1070.167417,2435.794927,487.7494811,526.601576,2287.852955,948.5682708,1786.225762,1078.639573,1206.978265,1184.522662,801.0629347,1574.267293,825.4557457,4.524132633,582.2792567,1451.123415,1208.602558,1418.099699,2457.795524,1284.594257,1574.645489,916.7417332,310.1677209,2576.873239,2607.76268,553.3962666,887.342225,1038.253504,2335.218863,433.355016,1715.925441,770.6065161,1217.4771,649.3569355,991.0372671,231.0890101,2460.460924,1353.384719,214.8185915,1798.297299,431.6750328,1690.693001,1383.566722,3013.929247,1306.317432,673.1207699,1240.460616,2076.642446,916.112535,1938.128329,621.1790496,1237.226694,915.4532116,2231.52601,4038.2646,2633.716582,654.8192892,1782.259386,1596.761955,1323.294448,1500.654795,2529.59669,1510.300713,1949.709901,3022.587927
21,1027.58603_24.8712,11953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31770.3536,30049.8127,35697.46697,36101.21023,33424.72277,26702.851,37684.87949,31322.96535,29796.98777,40972.63466,31245.30511,35602.49852,38579.28867,31964.94633,32506.68206,23450.86966,34208.47489,33605.57724,24660.26396,39806.75875,36431.96537,43956.47267,32427.46661,33256.78352,43439.16357,37210.05229,39618.05344,47553.30338,42078.76182,34116.26875,32035.40065,35268.8454,32477.90812,35164.4611,31197.3532,34166.10991,26799.68187,34388.19402,39622.27836,38922.82488,42809.07108,39889.70189,36947.57329,39077.04209,30821.06041,41487.88925,35571.49847,35752.09441,39379.03395,37180.86735,35979.38121,39042.06679,34811.64868,29100.95954,31382.82846,35268.8454,37303.82481,38438.64541,40364.08794,30562.7189,41709.304,38674.96743,44282.74139,44595.24301,40928.93126,35607.14589,27723.90135,46279.48565,37692.39975,34481.31196,56687.63231,40725.87415,36268.92729
22,1027.58728_21.518,9663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082.297583,0.96623192,91.74555757,143.8582965,0.886597421,131.7518198,1.225524536,55.78594242,652.1278669,634.742518,74.88604815,0.998107612,62.38081469,0.970104593,1107.009663,483.5800318,2312.529785,52.29177245,96.72334563,1.000169818,651.6491043,4.524132633,75.11471443,568.4315482,3394.987027,107.2613653,618.8583426,304.9939864,263.5436078,1086.968438,207.18344,3029.835861,790.8841715,1.014847362,6421.533187,2719.457873,2398.913888,1015.509748,1749.136901,403.510854,270.8159386,1.107739569,156.8426301,74.99988347,863.3379521,83.82803589,344.8943239,1863.424823,84.09349553,3136.948461,1066.863979,1770.695756,421.9868254,1279.680238,406.7940691,731.1344905,311.9640791,975.3626318,136.2601725,239.5114502,1382.812564,1.032158191,550.031041,2113.162444,410.4886153,3723.343381,2275.008982,1162.616004,371.3130448,649.693276,1379.902189,1375.8954,380.882252
23,1029.56606_21.0322,9147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338.113376,0.96623192,72.05635318,0.975972161,0.886597421,290.4493151,1.225524536,0.862891607,486.8483757,98.43688298,1.047796952,0.998107612,0.98191114,0.970104593,0.938143783,274.0789007,188.8381579,0.778267189,0.930927292,66.11122495,420.0746504,4.524132633,0.862891607,1.123160538,210.4956074,1.0043199,130.8459786,350.5154769,1.10269292,75.96366702,0.934521606,2080.688992,102.4045012,1.014847362,5032.24282,200.7352409,1649.701154,0.96623192,1082.894882,148.6045107,1.038802987,1.107739569,1.210205479,1.095208579,144.3540061,82.18033829,1.139016922,128.894174,1.052352591,224.1875695,635.6209649,0.985910778,1.006407883,1.120560629,0.916822333,276.6183953,0.86753081,671.8664918,447.8656722,1.149838935,0.977943822,1.032158191,1708.0066,78.31521486,1.090275207,1212.583093,332.3853731,1.023429581,1.1001868,349.6997537,1782.708588,117.2817017,638.0309679
24,1029.60002_24.867,12523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24568.15514,20841.62251,26686.82816,33758.87704,26048.23222,22112.68653,32427.37923,23099.60833,21602.16781,32890.9235,25765.32705,29044.93151,29850.09864,30170.25283,24973.38749,16018.9024,31718.90933,29356.23838,17911.0411,37976.44798,30212.36465,32609.94802,29717.98696,22474.44236,37668.64737,29838.34423,27913.80876,31076.74438,33213.11074,30117.71439,35820.21315,34473.56751,32055.55453,34159.76221,27955.95927,30428.02348,22818.74279,35566.99696,35606.7109,33362.42133,29761.70557,29554.49171,23526.39452,33086.25116,28174.28008,37828.86424,28407.08203,42362.05204,36874.43478,35587.23044,38671.18836,28344.93485,34499.66223,33807.31418,36434.51951,25106.1261,29895.1117,37259.93227,32104.80906,22720.81736,30414.05286,32884.55998,40559.03222,32305.30243,37723.52215,38878.74263,34204.9285,34336.06244,39254.66501,34305.69854,37690.53228,35877.18098,42822.65543
25,1030.88491_1.3517,3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3850.027676,1701.534411,3286.007433,2702.466913,2895.627176,2916.242718,3386.124293,2215.042756,4136.309442,4120.852217,2225.520726,2838.618048,1552.401512,3451.632141,2278.751248,3448.834536,3644.908389,3803.391754,2128.099789,3511.59623,4184.643978,1743.148304,3587.903304,4029.90001,5632.664973,2823.143239,2703.191645,3012.190336,1789.670609,1990.41121,2734.410218,4960.113601,4396.809169,2731.969099,4314.201748,4086.662982,4021.544656,2548.919804,4324.534674,3160.707824,1187.351814,3715.358515,1581.738562,3875.94316,3307.60476,4503.327995,1878.238904,5264.636849,2588.787373,4420.245558,3659.971537,3368.857127,2726.358955,4454.228501,2381.904421,4733.582178,2893.21525,4857.917757,5152.785997,3085.017864,3491.259444,3509.337851,5234.751151,5423.267843,3553.206899,3951.594316,4651.976667,4205.272148,2840.682316,2279.156692,5332.942375,6674.037242,6742.041427
