CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-05-30T00:00:57Z,1716994857,60E85BBA74C1,2.97,3.95,155.25,456,18.41,36.42,128.31,25.5,,,
2024-05-30T00:01:57Z,1716994917,60E85BBA74C1,3.27,4.35,155.25,457,18.33,36.45,128.31,28.07,,,
2024-05-30T00:02:57Z,1716994977,60E85BBA74C1,2.73,3.64,160.79,458,18.39,36.61,132.89,23.46,,,
2024-05-30T00:03:57Z,1716995037,60E85BBA74C1,2.43,3.24,160.79,453,18.37,36.83,132.89,20.92,,,
2024-05-30T00:04:57Z,1716995097,60E85BBA74C1,2.72,3.63,160.79,446,18.33,37.16,132.89,23.38,,,
2024-05-30T00:05:57Z,1716995157,60E85BBA74C1,2.55,3.4,160.79,448,18.38,37.28,132.89,21.89,,,478.7784722
2024-05-30T00:06:57Z,1716995217,60E85BBA74C1,2.8,3.73,166.35,458,18.34,37.63,137.48,24.05,,,
2024-05-30T00:07:57Z,1716995277,60E85BBA74C1,2.34,3.12,166.35,459,18.24,38.25,137.48,20.15,,,
2024-05-30T00:08:57Z,1716995337,60E85BBA74C1,2.93,3.91,166.35,456,18.27,38.5,137.48,25.2,,,
2024-05-30T00:09:57Z,1716995397,60E85BBA74C1,2.93,3.91,166.35,451,18.33,38.65,137.48,25.22,,,
2024-05-30T00:10:57Z,1716995457,60E85BBA74C1,2.56,3.41,166.35,453,18.2,38.77,137.48,21.99,,,
2024-05-30T00:11:57Z,1716995517,60E85BBA74C1,3.33,4.44,171.92,467,18.23,39.06,142.08,28.64,,,
2024-05-30T00:12:57Z,1716995577,60E85BBA74C1,2.56,3.42,171.92,464,18.28,39.14,142.08,22.02,,,
2024-05-30T00:13:57Z,1716995637,60E85BBA74C1,3.18,4.23,171.92,461,18.36,39.24,142.08,27.31,,,
2024-05-30T00:14:57Z,1716995697,60E85BBA74C1,3.2,4.26,171.92,457,18.4,38.86,142.08,27.49,,,
2024-05-30T00:15:57Z,1716995757,60E85BBA74C1,2.89,3.88,171.92,456,18.39,38.65,142.08,24.71,,,
2024-05-30T00:16:57Z,1716995817,60E85BBA74C1,3.01,4.01,177.5,455,18.38,38.64,146.69,25.85,,,
2024-05-30T00:17:57Z,1716995877,60E85BBA74C1,3.11,4.15,188.69,454,18.41,38.75,155.94,26.78,,,
2024-05-30T00:18:57Z,1716995937,60E85BBA74C1,3.04,4.06,211.21,452,18.43,38.7,174.56,26.16,,,
2024-05-30T00:19:57Z,1716995997,60E85BBA74C1,2.68,3.62,251.1,447,18.39,38.88,207.52,22.66,,,
2024-05-30T00:20:57Z,1716996057,60E85BBA74C1,2.79,3.73,297.42,450,18.4,38.95,245.8,24.03,,,
2024-05-30T00:21:57Z,1716996117,60E85BBA74C1,3,4,356.46,445,18.38,39.06,294.6,25.78,,,
