CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-17T00:00:18Z,1715871618,60E85BBA74C1,16.37,21.93,138.68,451,14.04,67.01,114.62,140.03,,
2024-05-17T00:01:18Z,1715871678,60E85BBA74C1,16.47,21.96,138.68,449,14.03,67.19,114.62,141.58,,
2024-05-17T00:02:18Z,1715871738,60E85BBA74C1,17.52,23.68,144.19,452,14.03,66.99,119.17,148.4,,
2024-05-17T00:03:18Z,1715871798,60E85BBA74C1,16.69,22.65,144.19,458,14.03,67.1,119.17,140.71,,
2024-05-17T00:04:18Z,1715871858,60E85BBA74C1,15.99,21.38,144.19,458,13.99,67.13,119.17,137,,
2024-05-17T00:05:18Z,1715871918,60E85BBA74C1,17.16,23.02,144.19,456,13.95,67.31,119.17,146.47,,476.4768856
2024-05-17T00:06:18Z,1715871978,60E85BBA74C1,16.39,21.88,144.19,453,13.94,67.45,119.17,140.8,,
2024-05-17T00:07:18Z,1715872038,60E85BBA74C1,16.89,22.52,149.72,453,13.93,67.76,123.73,145.2,,
2024-05-17T00:08:18Z,1715872098,60E85BBA74C1,16.53,22.13,149.72,452,13.93,67.81,123.73,141.5,,
2024-05-17T00:09:18Z,1715872158,60E85BBA74C1,16.88,22.73,149.72,453,13.93,67.95,123.73,143.5,,
2024-05-17T00:10:18Z,1715872218,60E85BBA74C1,17.38,23.3,149.72,452,13.9,68.01,123.73,148.44,,
2024-05-17T00:11:18Z,1715872278,60E85BBA74C1,17.79,24.07,149.72,452,13.89,68.48,123.73,150.39,,
2024-05-17T00:12:18Z,1715872338,60E85BBA74C1,17.34,23.15,144.19,454,13.92,68.35,119.17,148.8,,
2024-05-17T00:13:18Z,1715872398,60E85BBA74C1,17.48,23.75,144.19,457,13.9,68.3,119.17,147.07,,
2024-05-17T00:14:18Z,1715872458,60E85BBA74C1,16.51,22.24,144.19,451,13.99,68.31,119.17,140.33,,
2024-05-17T00:15:18Z,1715872518,60E85BBA74C1,17.58,23.55,144.19,451,13.95,68.48,119.17,150.4,,
2024-05-17T00:16:18Z,1715872578,60E85BBA74C1,17.06,22.84,144.19,449,13.89,68.51,119.17,145.96,,
2024-05-17T00:17:18Z,1715872638,60E85BBA74C1,16.57,22.15,138.68,448,13.86,68.79,114.62,142.13,,
2024-05-17T00:18:18Z,1715872698,60E85BBA74C1,16.7,22.29,138.68,446,13.89,68.95,114.62,143.39,,
2024-05-17T00:19:18Z,1715872758,60E85BBA74C1,17.07,22.87,138.68,443,13.94,68.9,114.62,146,,
2024-05-17T00:20:18Z,1715872818,60E85BBA74C1,16.95,22.9,133.19,443,13.9,69.05,110.07,143.53,,
2024-05-17T00:21:18Z,1715872878,60E85BBA74C1,16.58,22.16,133.19,440,13.89,69.09,110.07,142.11,,
2024-05-17T00:22:18Z,1715872938,60E85BBA74C1,17.83,24.04,127.7,438,13.83,69.44,105.54,151.41,,
