CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-10-15T00:00:08Z,1728918008,60E85BBA74C1,7.06,9.41,6240.45,448,19.85,76.55,5157.4,60.68,,,,
2024-10-15T00:01:08Z,1728918068,60E85BBA74C1,7.06,9.42,6240.45,450,19.83,76.7,5157.4,60.74,,,,
2024-10-15T00:02:08Z,1728918128,60E85BBA74C1,7.06,9.41,6240.45,454,19.83,76.59,5157.4,60.67,,,,
2024-10-15T00:03:08Z,1728918188,60E85BBA74C1,6.75,9,6240.45,450,19.83,76.76,5157.4,58.05,,,,
2024-10-15T00:04:08Z,1728918248,60E85BBA74C1,6.6,8.79,6240.45,450,19.81,76.77,5157.4,56.71,,,,
2024-10-15T00:05:08Z,1728918308,60E85BBA74C1,6.78,9.03,6294.61,450,19.82,76.87,5202.16,58.26,,,,
2024-10-15T00:06:08Z,1728918368,60E85BBA74C1,6.98,9.3,6294.61,451,19.81,76.97,5202.16,59.97,,,,445.8638889
2024-10-15T00:07:08Z,1728918428,60E85BBA74C1,7.06,9.41,6294.61,459,19.78,76.81,5202.16,60.71,,,,
2024-10-15T00:08:08Z,1728918488,60E85BBA74C1,7.21,9.61,6294.61,456,19.8,76.8,5202.16,61.99,,,,
2024-10-15T00:09:08Z,1728918548,60E85BBA74C1,7.04,9.39,6294.61,454,19.83,76.74,5202.16,60.54,,,,
2024-10-15T00:10:08Z,1728918608,60E85BBA74C1,6.77,9.02,6294.61,451,19.82,76.72,5202.16,58.19,,,,
2024-10-15T00:11:08Z,1728918668,60E85BBA74C1,6.33,8.45,6349.88,454,19.81,76.9,5247.84,54.47,,,,
2024-10-15T00:12:08Z,1728918728,60E85BBA74C1,7.49,9.99,6349.88,460,19.82,76.9,5247.84,64.44,,,,
2024-10-15T00:13:08Z,1728918788,60E85BBA74C1,7.71,10.28,6294.61,461,19.78,77.14,5202.16,66.31,,,,
2024-10-15T00:14:08Z,1728918848,60E85BBA74C1,7.12,9.49,6294.61,458,19.81,77.17,5202.16,61.19,,,,
2024-10-15T00:15:08Z,1728918908,60E85BBA74C1,7.18,9.58,6294.61,452,19.79,77.38,5202.16,61.76,,,,
2024-10-15T00:16:08Z,1728918968,60E85BBA74C1,6.75,9.01,6240.45,452,19.73,77.43,5157.4,58.07,,,,
2024-10-15T00:17:08Z,1728919028,60E85BBA74C1,7.27,9.69,6240.45,452,19.71,77.6,5157.4,62.52,,,,
2024-10-15T00:18:08Z,1728919088,60E85BBA74C1,7.77,10.36,6187.37,448,19.73,77.37,5113.53,66.82,,,,
2024-10-15T00:19:08Z,1728919148,60E85BBA74C1,6.66,8.88,6187.37,446,19.72,77.12,5113.53,57.28,,,,
2024-10-15T00:20:08Z,1728919208,60E85BBA74C1,6.69,8.91,6135.32,443,19.74,77.35,5070.51,57.48,,,,
2024-10-15T00:21:08Z,1728919268,60E85BBA74C1,6.85,9.13,6135.32,450,19.74,77.23,5070.51,58.87,,,,
2024-10-15T00:22:08Z,1728919328,60E85BBA74C1,7.32,9.96,6135.32,453,19.75,77.22,5070.51,61.6,,,,
2024-10-15T00:23:08Z,1728919388,60E85BBA74C1,7.01,9.34,6135.32,449,19.74,77.21,5070.51,60.23,,,,
2024-10-15T00:24:08Z,1728919448,60E85BBA74C1,7.02,9.36,6135.32,444,19.71,77.39,5070.51,60.39,,,,
2024-10-15T00:25:08Z,1728919508,60E85BBA74C1,6.96,9.3,6135.32,443,19.71,77.54,5070.51,59.77,,,,
2024-10-15T00:26:08Z,1728919568,60E85BBA74C1,7.97,10.62,6187.37,447,19.69,77.55,5113.53,68.51,,,,
