CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-29T00:00:28Z,1716908428,60E85BBA74C1,1.8,2.4,587,460,18.08,59.29,485.12,15.5,,
2024-05-29T00:01:28Z,1716908488,60E85BBA74C1,1.81,2.41,606.59,463,18.09,59.36,501.31,15.53,,
2024-05-29T00:02:28Z,1716908548,60E85BBA74C1,1.81,2.41,574.01,459,18.02,59.41,474.39,15.52,,
2024-05-29T00:03:28Z,1716908608,60E85BBA74C1,1.87,2.49,535.44,460,18.06,59.22,442.52,16.09,,
2024-05-29T00:04:28Z,1716908668,60E85BBA74C1,1.89,2.51,478.61,458,18.05,59.28,395.54,16.22,,461.056446
2024-05-29T00:05:28Z,1716908728,60E85BBA74C1,1.67,2.23,435.22,457,18.13,59.15,359.69,14.4,,
2024-05-29T00:06:28Z,1716908788,60E85BBA74C1,1.86,2.48,429.08,456,18.14,59.15,354.61,16.01,,
2024-05-29T00:07:28Z,1716908848,60E85BBA74C1,1.51,2.02,472.37,456,18.06,59.48,390.39,13.01,,
2024-05-29T00:08:28Z,1716908908,60E85BBA74C1,1.89,2.52,541.83,455,18.03,59.78,447.8,16.23,,
2024-05-29T00:09:28Z,1716908968,60E85BBA74C1,1.57,2.09,580.5,457,18.04,59.75,479.75,13.46,,
2024-05-29T00:10:28Z,1716909028,60E85BBA74C1,1.71,2.28,567.55,454,18.05,59.82,469.05,14.68,,
2024-05-29T00:11:28Z,1716909088,60E85BBA74C1,1.81,2.41,529.07,457,17.99,60,437.25,15.52,,
2024-05-29T00:12:28Z,1716909148,60E85BBA74C1,1.78,2.38,484.86,457,17.95,60.27,400.71,15.32,,
2024-05-29T00:13:28Z,1716909208,60E85BBA74C1,1.92,2.56,447.55,457,18,59.87,369.87,16.53,,
2024-05-29T00:14:28Z,1716909268,60E85BBA74C1,1.46,1.95,422.95,458,17.97,60.2,349.55,12.56,,
2024-05-29T00:15:28Z,1716909328,60E85BBA74C1,1.86,2.48,404.66,458,18,59.93,334.43,15.97,,
2024-05-29T00:16:28Z,1716909388,60E85BBA74C1,1.95,2.61,410.74,458,18.03,59.92,339.46,16.8,,
2024-05-29T00:17:28Z,1716909448,60E85BBA74C1,2.05,2.74,392.53,458,18.03,60.03,324.4,17.65,,
2024-05-29T00:18:28Z,1716909508,60E85BBA74C1,1.97,2.62,374.43,457,17.93,60.09,309.45,16.9,,
2024-05-29T00:19:28Z,1716909568,60E85BBA74C1,2.08,2.77,368.43,456,18.01,60.12,304.49,17.85,,
2024-05-29T00:20:28Z,1716909628,60E85BBA74C1,1.73,2.3,368.43,456,17.93,60.33,304.49,14.85,,
