CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,
2024-06-02T00:00:57Z,1717254057,60E85BBA74C1,4.71,6.27,853.57,458,18.04,60.84,705.43,40.46,,,
2024-06-02T00:01:57Z,1717254117,60E85BBA74C1,4.61,6.14,832.1,468,18.19,60.27,687.68,39.6,,,
2024-06-02T00:02:57Z,1717254177,60E85BBA74C1,4.47,5.96,817.88,465,18.13,60.46,675.93,38.4,,,
2024-06-02T00:03:57Z,1717254237,60E85BBA74C1,4.7,6.27,810.79,454,18.02,60.72,670.08,40.4,,,
2024-06-02T00:04:57Z,1717254297,60E85BBA74C1,4.77,6.35,803.73,454,18.14,60.4,664.24,40.97,,,
2024-06-02T00:05:57Z,1717254357,60E85BBA74C1,5.29,7.05,803.73,459,18.07,60.58,664.24,45.48,,,
2024-06-02T00:06:57Z,1717254417,60E85BBA74C1,5.05,6.73,810.79,459,18.1,60.54,670.08,43.43,,,
2024-06-02T00:07:57Z,1717254477,60E85BBA74C1,4.36,5.82,810.79,457,18.04,60.56,670.08,37.5,,,
2024-06-02T00:08:57Z,1717254537,60E85BBA74C1,4.51,6.02,817.88,456,18.1,60.15,675.93,38.79,,,
2024-06-02T00:09:57Z,1717254597,60E85BBA74C1,4.89,6.51,810.79,456,18.14,59.98,670.08,42.01,,,
2024-06-02T00:10:57Z,1717254657,60E85BBA74C1,4.06,5.42,803.73,456,18.09,59.83,664.24,34.93,,,
2024-06-02T00:11:57Z,1717254717,60E85BBA74C1,4.29,5.72,796.69,454,18.07,59.92,658.42,36.9,,,
2024-06-02T00:12:57Z,1717254777,60E85BBA74C1,4.79,6.38,782.65,450,18.03,60.29,646.82,41.16,,,
2024-06-02T00:13:57Z,1717254837,60E85BBA74C1,4.33,5.78,768.69,451,18.02,59.52,635.28,37.26,,,447.5895833
2024-06-02T00:14:57Z,1717254897,60E85BBA74C1,4.55,6.07,754.8,452,18.12,59.38,623.8,39.12,,,
2024-06-02T00:15:57Z,1717254957,60E85BBA74C1,4.15,5.53,747.88,452,18.1,59.45,618.08,35.65,,,
2024-06-02T00:16:57Z,1717255017,60E85BBA74C1,4.88,6.51,740.98,447,18.15,59.42,612.38,41.96,,,
2024-06-02T00:17:57Z,1717255077,60E85BBA74C1,4.6,6.13,740.98,447,18.21,59.43,612.38,39.54,,,
2024-06-02T00:18:57Z,1717255137,60E85BBA74C1,4.61,6.14,740.98,455,18.14,59.51,612.38,39.6,,,
2024-06-02T00:19:57Z,1717255197,60E85BBA74C1,4.59,6.12,734.1,456,18.23,59.03,606.69,39.46,,,
2024-06-02T00:20:57Z,1717255257,60E85BBA74C1,4.29,5.72,734.1,455,18.12,59.3,606.69,36.85,,,
2024-06-02T00:21:57Z,1717255317,60E85BBA74C1,4.81,6.42,734.1,448,17.99,59.51,606.69,41.38,,,
2024-06-02T00:22:57Z,1717255377,60E85BBA74C1,4.29,5.71,727.24,451,18.18,59.33,601.02,36.85,,,
