CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2024-10-22T00:00:56Z,1729522856,60E85BBA74C1,3.15,4.20,3538.49,429.00,16.50,84.78,2924.37,27.07
2024-10-22T00:01:56Z,1729522916,60E85BBA74C1,3.35,4.46,3597.84,427.00,16.47,84.70,2973.42,28.77
2024-10-22T00:02:56Z,1729522976,60E85BBA74C1,3.49,4.65,3658.54,439.00,16.47,84.51,3023.58,29.98
2024-10-22T00:03:56Z,1729523036,60E85BBA74C1,3.29,4.39,3699.78,437.00,16.45,84.80,3057.67,28.28
2024-10-22T00:04:56Z,1729523096,60E85BBA74C1,3.59,4.78,3720.64,451.00,16.45,84.73,3074.91,30.84
2024-10-22T00:05:56Z,1729523156,60E85BBA74C1,3.53,4.71,3762.85,455.00,16.44,84.97,3109.80,30.35
2024-10-22T00:06:56Z,1729523216,60E85BBA74C1,3.49,4.66,3805.75,438.00,16.45,84.61,3145.24,30.04
2024-10-22T00:07:56Z,1729523276,60E85BBA74C1,3.34,4.46,3827.45,443.00,16.48,84.64,3163.18,28.76
2024-10-22T00:08:56Z,1729523336,60E85BBA74C1,3.57,4.76,3849.33,461.00,16.45,84.69,3181.27,30.69
2024-10-22T00:09:56Z,1729523396,60E85BBA74C1,3.32,4.43,3871.40,476.00,16.43,84.79,3199.50,28.56
2024-10-22T00:10:56Z,1729523456,60E85BBA74C1,3.27,4.36,3893.64,458.00,16.41,84.73,3217.89,28.15
2024-10-22T00:11:56Z,1729523516,60E85BBA74C1,3.62,4.82,3893.64,459.00,16.45,84.64,3217.89,31.11
2024-10-22T00:12:56Z,1729523576,60E85BBA74C1,3.44,4.58,3916.08,473.00,16.43,84.64,3236.43,29.57
2024-10-22T00:13:56Z,1729523636,60E85BBA74C1,3.26,4.35,3938.70,472.00,16.47,84.41,3255.12,28.03
2024-10-22T00:14:56Z,1729523696,60E85BBA74C1,3.80,5.07,3961.51,445.00,16.44,84.62,3273.98,32.71
2024-10-22T00:15:56Z,1729523756,60E85BBA74C1,4.00,5.33,3984.52,443.00,16.45,84.63,3292.99,34.35
2024-10-22T00:16:56Z,1729523816,60E85BBA74C1,3.60,4.82,3984.52,449.00,16.44,84.76,3292.99,30.90
2024-10-22T00:17:56Z,1729523876,60E85BBA74C1,3.87,5.17,4007.73,461.00,16.43,84.78,3312.17,33.27
2024-10-22T00:18:56Z,1729523936,60E85BBA74C1,3.82,5.10,4007.73,467.00,16.43,84.81,3312.17,32.87
2024-10-22T00:19:56Z,1729523996,60E85BBA74C1,3.95,5.28,4007.73,473.00,16.44,84.84,3312.17,33.94
2024-10-22T00:20:56Z,1729524056,60E85BBA74C1,3.82,5.10,4031.14,468.00,16.48,84.61,3331.52,32.87
2024-10-22T00:21:56Z,1729524116,60E85BBA74C1,3.54,4.71,4031.14,479.00,16.45,84.64,3331.52,30.40
2024-10-22T00:22:56Z,1729524176,60E85BBA74C1,4.00,5.34,4031.14,466.00,16.44,84.62,3331.52,34.43
2024-10-22T00:23:56Z,1729524236,60E85BBA74C1,4.07,5.42,4031.14,454.00,16.44,84.84,3331.52,34.98
2024-10-22T00:24:56Z,1729524296,60E85BBA74C1,3.48,4.64,4031.14,456.00,16.48,84.57,3331.52,29.90
2024-10-22T00:25:56Z,1729524356,60E85BBA74C1,4.04,5.39,4031.14,450.00,16.45,84.71,3331.52,34.75
2024-10-22T00:26:56Z,1729524416,60E85BBA74C1,3.93,5.24,4031.14,459.00,16.47,84.45,3331.52,33.76
2024-10-22T00:27:56Z,1729524476,60E85BBA74C1,3.66,4.89,4007.73,457.00,16.45,84.28,3312.17,31.51
2024-10-22T00:28:56Z,1729524536,60E85BBA74C1,4.53,6.05,4007.73,454.00,16.42,84.41,3312.17,38.98
2024-10-22T00:29:56Z,1729524596,60E85BBA74C1,4.16,5.54,4007.73,453.00,16.42,84.10,3312.17,35.73
2024-10-22T00:30:56Z,1729524656,60E85BBA74C1,4.47,5.97,4031.14,453.00,16.42,84.12,3331.52,38.47
2024-10-22T00:31:56Z,1729524716,60E85BBA74C1,3.89,5.18,4031.14,455.00,16.37,84.16,3331.52,33.43
2024-10-22T00:32:56Z,1729524776,60E85BBA74C1,4.10,5.46,4054.76,447.00,16.43,84.08,3351.04,35.21
2024-10-22T00:33:56Z,1729524836,60E85BBA74C1,4.12,5.49,4054.76,450.00,16.44,83.78,3351.04,35.43
2024-10-22T00:34:56Z,1729524896,60E85BBA74C1,5.12,6.82,4078.59,457.00,16.42,83.80,3370.73,44.01
2024-10-22T00:35:56Z,1729524956,60E85BBA74C1,4.85,6.47,4102.63,454.00,16.40,83.81,3390.60,41.71
2024-10-22T00:36:56Z,1729525016,60E85BBA74C1,4.21,5.62,4151.37,462.00,16.44,83.81,3430.88,36.21
2024-10-22T00:37:56Z,1729525076,60E85BBA74C1,4.77,6.35,4151.37,453.00,16.43,83.76,3430.88,40.98
2024-10-22T00:38:56Z,1729525136,60E85BBA74C1,4.53,6.04,4176.08,455.00,16.41,83.96,3451.30,38.95
2024-10-22T00:39:56Z,1729525196,60E85BBA74C1,4.42,5.89,4201.01,450.00,16.40,84.01,3471.91,37.99
2024-10-22T00:40:56Z,1729525256,60E85BBA74C1,4.92,6.57,4226.18,459.00,16.41,83.77,3492.71,42.34
2024-10-22T00:41:56Z,1729525316,60E85BBA74C1,4.90,6.54,4251.59,444.00,16.40,83.62,3513.71,42.15
2024-10-22T00:42:56Z,1729525376,60E85BBA74C1,4.34,5.79,4277.24,445.00,16.40,83.73,3534.91,37.34
2024-10-22T00:43:56Z,1729525436,60E85BBA74C1,4.53,6.04,4303.14,473.00,16.41,83.51,3556.32,38.96
2024-10-22T00:44:56Z,1729525496,60E85BBA74C1,4.30,5.73,4329.30,437.00,16.41,83.46,3577.93,36.96
2024-10-22T00:45:56Z,1729525556,60E85BBA74C1,4.63,6.17,4355.71,444.00,16.39,83.83,3599.76,39.78
2024-10-22T00:46:56Z,1729525616,60E85BBA74C1,4.14,5.52,4382.38,461.00,16.40,83.83,3621.80,35.62
2024-10-22T00:47:56Z,1729525676,60E85BBA74C1,4.45,5.93,4382.38,454.00,16.40,83.82,3621.80,38.25
2024-10-22T00:48:56Z,1729525736,60E85BBA74C1,4.34,5.78,4382.38,444.00,16.38,83.95,3621.80,37.29
2024-10-22T00:49:56Z,1729525796,60E85BBA74C1,4.55,6.06,4409.32,440.00,16.37,84.07,3644.07,39.11
2024-10-22T00:50:56Z,1729525856,60E85BBA74C1,4.19,5.59,4409.32,461.00,16.39,84.07,3644.07,36.03
2024-10-22T00:51:56Z,1729525916,60E85BBA74C1,4.26,5.68,4436.54,475.00,16.39,84.12,3666.56,36.65
2024-10-22T00:52:56Z,1729525976,60E85BBA74C1,4.51,6.01,4436.54,463.00,16.36,84.22,3666.56,38.74
2024-10-22T00:53:56Z,1729526036,60E85BBA74C1,3.96,5.28,4436.54,454.00,16.41,83.86,3666.56,34.05
2024-10-22T00:54:56Z,1729526096,60E85BBA74C1,4.88,6.51,4436.54,459.00,16.41,83.90,3666.56,41.96
2024-10-22T00:55:56Z,1729526156,60E85BBA74C1,4.17,5.55,4436.54,469.00,16.40,83.70,3666.56,35.82
2024-10-22T00:56:56Z,1729526216,60E85BBA74C1,4.47,5.96,4436.54,456.00,16.38,83.75,3666.56,38.45
2024-10-22T00:57:56Z,1729526276,60E85BBA74C1,4.48,5.98,4436.54,444.00,16.39,83.68,3666.56,38.54
2024-10-22T00:58:56Z,1729526336,60E85BBA74C1,4.07,5.43,4409.32,454.00,16.40,83.38,3644.07,35.02
2024-10-22T00:59:56Z,1729526396,60E85BBA74C1,4.26,5.68,4382.38,442.00,16.40,83.19,3621.80,36.63
2024-10-22T01:00:56Z,1729526456,60E85BBA74C1,4.66,6.22,4355.71,444.00,16.40,82.96,3599.76,40.09
2024-10-22T01:01:56Z,1729526516,60E85BBA74C1,4.90,6.53,4303.14,436.00,16.34,82.72,3556.32,42.09
2024-10-22T01:02:56Z,1729526576,60E85BBA74C1,4.29,5.72,4277.24,433.00,16.36,82.44,3534.91,36.87
2024-10-22T01:03:56Z,1729526636,60E85BBA74C1,4.54,6.06,4226.18,450.00,16.32,82.72,3492.71,39.06
2024-10-22T01:04:56Z,1729526696,60E85BBA74C1,4.69,6.26,4201.01,453.00,16.36,82.82,3471.91,40.36
2024-10-22T01:05:56Z,1729526756,60E85BBA74C1,4.23,5.63,4176.08,432.00,16.36,82.81,3451.30,36.33
2024-10-22T01:06:56Z,1729526816,60E85BBA74C1,4.29,5.72,4176.08,447.00,16.36,82.78,3451.30,36.87
2024-10-22T01:07:56Z,1729526876,60E85BBA74C1,3.99,5.32,4151.37,451.00,16.40,82.57,3430.88,34.31
2024-10-22T01:08:56Z,1729526936,60E85BBA74C1,4.04,5.38,4126.89,443.00,16.34,82.53,3410.65,34.70
