CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,,,
2024-05-26T00:00:44Z,1716649244,60E85BBA74C1,13.86,18.97,362.44,434,21.66,61.18,299.54,115.68,,,,
2024-05-26T00:01:44Z,1716649304,60E85BBA74C1,13.15,17.67,362.44,434,21.75,60.27,299.54,112.06,,,,
2024-05-26T00:02:44Z,1716649364,60E85BBA74C1,11.07,14.79,368.43,434,21.75,60.34,304.49,94.96,,,,
2024-05-26T00:03:44Z,1716649424,60E85BBA74C1,12.11,16.19,374.43,435,21.7,60.33,309.45,103.76,,,,
2024-05-26T00:04:44Z,1716649484,60E85BBA74C1,11.14,14.86,380.45,435,21.67,60.81,314.42,95.65,,,,411.4590278
2024-05-26T00:05:44Z,1716649544,60E85BBA74C1,10.8,14.4,386.48,431,21.68,60.27,319.41,92.86,,,,
2024-05-26T00:06:44Z,1716649604,60E85BBA74C1,9.38,12.62,386.48,427,21.6,59.37,319.41,79.79,,,,
2024-05-26T00:07:44Z,1716649664,60E85BBA74C1,11.09,14.82,386.48,424,21.57,60.02,319.41,95.06,,,,
2024-05-26T00:08:44Z,1716649724,60E85BBA74C1,10.4,14.03,380.45,425,21.7,59.45,314.42,88.3,,,,
2024-05-26T00:09:44Z,1716649784,60E85BBA74C1,9.71,12.94,380.45,427,21.63,59.53,314.42,83.44,,,,
2024-05-26T00:10:44Z,1716649844,60E85BBA74C1,10.77,14.53,380.45,436,21.73,59.61,314.42,91.29,,,,
2024-05-26T00:11:44Z,1716649904,60E85BBA74C1,11.71,15.87,386.48,437,21.6,60.55,319.41,98.86,,,,
2024-05-26T00:12:44Z,1716649964,60E85BBA74C1,10.33,13.77,386.48,437,21.78,60.14,319.41,88.79,,,,
2024-05-26T00:13:44Z,1716650024,60E85BBA74C1,11.45,15.51,392.53,435,21.63,60.81,324.4,96.71,,,,
2024-05-26T00:14:44Z,1716650084,60E85BBA74C1,10.15,13.77,398.58,429,21.61,60.15,329.41,85.63,,,,
2024-05-26T00:15:44Z,1716650144,60E85BBA74C1,12.45,16.9,410.74,427,21.63,60.9,339.46,104.85,,,,
2024-05-26T00:16:44Z,1716650204,60E85BBA74C1,11.76,15.81,422.95,427,21.45,61.2,349.55,100.16,,,,
2024-05-26T00:17:44Z,1716650264,60E85BBA74C1,10.2,13.61,435.22,426,21.42,60.76,359.69,87.73,,,,
2024-05-26T00:18:44Z,1716650324,60E85BBA74C1,10.93,14.58,447.55,426,21.61,60.45,369.87,94.01,,,,
2024-05-26T00:19:44Z,1716650384,60E85BBA74C1,11.18,15.09,453.73,427,21.6,60.32,374.98,94.79,,,,
2024-05-26T00:20:44Z,1716650444,60E85BBA74C1,11.8,16.03,466.14,429,21.55,60.22,385.24,99.29,,,,
2024-05-26T00:21:44Z,1716650504,60E85BBA74C1,12.2,16.6,466.14,428,21.56,60.25,385.24,102.57,,,,
2024-05-26T00:22:44Z,1716650564,60E85BBA74C1,10.87,14.68,453.73,427,21.55,60.47,374.98,92.07,,,,
2024-05-26T00:23:44Z,1716650624,60E85BBA74C1,11.31,15.26,459.93,430,21.51,60.89,380.11,95.91,,,,
2024-05-26T00:24:44Z,1716650684,60E85BBA74C1,11.89,16.01,459.93,430,21.63,60.43,380.11,100.99,,,,
2024-05-26T00:25:44Z,1716650744,60E85BBA74C1,10.96,14.8,466.14,437,21.66,60.53,385.24,92.87,,,,
2024-05-26T00:26:44Z,1716650804,60E85BBA74C1,11.3,15.14,472.37,437,21.63,60.46,390.39,96.7,,,,
2024-05-26T00:27:44Z,1716650864,60E85BBA74C1,11.36,15.42,466.14,435,21.55,60.74,385.24,95.65,,,,
2024-05-26T00:28:44Z,1716650924,60E85BBA74C1,11.19,15.21,453.73,433,21.65,60.18,374.98,94.04,,,,
2024-05-26T00:29:44Z,1716650984,60E85BBA74C1,11.89,16.11,441.38,428,21.65,58.87,364.77,100.32,,,,
2024-05-26T00:30:44Z,1716651044,60E85BBA74C1,10.89,14.66,435.22,426,21.49,58.81,359.69,92.64,,,,
2024-05-26T00:31:44Z,1716651104,60E85BBA74C1,10.39,14,429.08,418,21.61,57.7,354.61,88.22,,,,
2024-05-26T00:32:44Z,1716651164,60E85BBA74C1,10.25,13.88,422.95,417,21.66,57.4,349.55,86.6,,,,
2024-05-26T00:33:44Z,1716651224,60E85BBA74C1,10,13.57,410.74,419,21.69,57.71,339.46,84.27,,,,
2024-05-26T00:34:44Z,1716651284,60E85BBA74C1,10.66,14.48,392.53,416,21.6,58.9,324.4,89.67,,,,
2024-05-26T00:35:44Z,1716651344,60E85BBA74C1,10.55,14.1,368.43,419,21.65,58.83,304.49,90.39,,,,
2024-05-26T00:36:44Z,1716651404,60E85BBA74C1,11.07,14.89,356.46,418,21.65,58.68,294.6,94.21,,,,
2024-05-26T00:37:44Z,1716651464,60E85BBA74C1,10.94,14.58,344.55,420,21.69,59.46,284.75,94.04,,,,
