CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-24T00:00:44Z,1716476444,60E85BBA74C1,16.68,22.67,356.46,458,18.05,73.65,294.6,140.37,,
2024-05-24T00:01:44Z,1716476504,60E85BBA74C1,17.91,24.3,362.44,463,17.97,74.05,299.54,151.05,,
2024-05-24T00:02:44Z,1716476564,60E85BBA74C1,17.77,24.14,362.44,465,18,74.25,299.54,149.57,,
2024-05-24T00:03:44Z,1716476624,60E85BBA74C1,17.09,23.32,362.44,467,18.01,74.34,299.54,143.04,,
2024-05-24T00:04:44Z,1716476684,60E85BBA74C1,17.9,24.59,368.43,485,18.07,73.94,304.49,148.77,,
2024-05-24T00:05:44Z,1716476744,60E85BBA74C1,18.28,25.11,368.43,485,18.06,74.13,304.49,151.81,,
2024-05-24T00:06:44Z,1716476804,60E85BBA74C1,17.42,23.76,368.43,477,17.94,74.17,304.49,145.84,,
2024-05-24T00:07:44Z,1716476864,60E85BBA74C1,18.7,25.57,362.44,469,17.98,74.39,299.54,156.28,,
2024-05-24T00:08:44Z,1716476924,60E85BBA74C1,18.43,25.17,362.44,462,18.06,73.88,299.54,154.1,,
2024-05-24T00:09:44Z,1716476984,60E85BBA74C1,18.87,25.8,356.46,460,18,74.34,294.6,157.71,,
2024-05-24T00:10:44Z,1716477044,60E85BBA74C1,18,24.63,338.61,444,17.96,74.5,279.84,150.16,,473.8152778
2024-05-24T00:11:44Z,1716477104,60E85BBA74C1,18.16,24.67,320.88,439,18.1,73.99,265.19,152.87,,
2024-05-24T00:12:44Z,1716477164,60E85BBA74C1,17.81,24.2,309.12,429,18.02,74.22,255.47,149.93,,
2024-05-24T00:13:44Z,1716477224,60E85BBA74C1,19.52,26.92,291.58,426,18.03,74.2,240.98,161.39,,
2024-05-24T00:14:44Z,1716477284,60E85BBA74C1,17.98,24.74,279.95,426,18.03,74.21,231.37,149.07,,
2024-05-24T00:15:44Z,1716477344,60E85BBA74C1,19.86,27.14,279.95,428,17.98,74.41,231.37,165.94,,
2024-05-24T00:16:44Z,1716477404,60E85BBA74C1,20.32,27.86,268.37,428,18.06,74.32,221.8,169.17,,
2024-05-24T00:17:44Z,1716477464,60E85BBA74C1,19.66,26.87,268.37,428,18.11,74.06,221.8,164.25,,
2024-05-24T00:18:44Z,1716477524,60E85BBA74C1,18.59,25.52,279.95,427,18.16,74.05,231.37,154.51,,
2024-05-24T00:19:44Z,1716477584,60E85BBA74C1,20.05,27.32,285.76,428,18.05,74.32,236.17,168.14,,
2024-05-24T00:20:44Z,1716477644,60E85BBA74C1,19.37,26.43,285.76,434,18.09,74.24,236.17,162.28,,
2024-05-24T00:21:44Z,1716477704,60E85BBA74C1,20.35,27.69,285.76,436,18.1,73.95,236.17,170.95,,
2024-05-24T00:22:44Z,1716477764,60E85BBA74C1,20.42,28.08,291.58,437,18.09,74.06,240.98,169.39,,
2024-05-24T00:23:44Z,1716477824,60E85BBA74C1,21.56,29.39,291.58,441,17.99,74.42,240.98,180.74,,
2024-05-24T00:24:44Z,1716477884,60E85BBA74C1,22.1,30.26,279.95,451,18.04,74.23,231.37,184.22,,
2024-05-24T00:25:44Z,1716477944,60E85BBA74C1,21.46,29.35,274.16,457,18.07,74.28,226.58,179.23,,
2024-05-24T00:26:44Z,1716478004,60E85BBA74C1,21.72,29.9,274.16,458,18.05,74.13,226.58,179.91,,
2024-05-24T00:27:44Z,1716478064,60E85BBA74C1,22.26,30.37,268.37,447,18.05,74.11,221.8,186.39,,
2024-05-24T00:28:44Z,1716478124,60E85BBA74C1,22.01,30.09,262.6,443,18.11,74.03,217.03,183.86,,
2024-05-24T00:29:44Z,1716478184,60E85BBA74C1,21.03,28.7,256.84,443,18.08,73.89,212.27,176.11,,
2024-05-24T00:30:44Z,1716478244,60E85BBA74C1,21.37,29.53,256.84,445,18.04,74.1,212.27,176.24,,
2024-05-24T00:31:44Z,1716478304,60E85BBA74C1,22.97,31.93,256.84,447,18.03,74.14,212.27,188.15,,
2024-05-24T00:32:44Z,1716478364,60E85BBA74C1,21.4,29.32,251.1,445,18.07,73.95,207.52,178.35,,
2024-05-24T00:33:44Z,1716478424,60E85BBA74C1,22.05,30.42,251.1,450,18.1,74.02,207.52,182.23,,
2024-05-24T00:34:44Z,1716478484,60E85BBA74C1,22.03,30.28,251.1,455,18.13,73.73,207.52,182.91,,
2024-05-24T00:35:44Z,1716478544,60E85BBA74C1,20.54,28.05,256.84,463,18.18,73.88,212.27,171.79,,
2024-05-24T00:36:44Z,1716478604,60E85BBA74C1,20.42,27.77,268.37,469,18.24,73.71,221.8,171.65,,
2024-05-24T00:37:44Z,1716478664,60E85BBA74C1,20.72,28.33,274.16,471,18.29,73.42,226.58,173.05,,
2024-05-24T00:38:44Z,1716478724,60E85BBA74C1,20.47,27.93,279.95,472,18.32,73.07,231.37,171.44,,
2024-05-24T00:39:44Z,1716478784,60E85BBA74C1,21.01,28.97,279.95,474,18.27,73.11,231.37,173.7,,
2024-05-24T00:40:44Z,1716478844,60E85BBA74C1,20.33,28.04,285.76,470,18.27,72.98,236.17,168.04,,
2024-05-24T00:41:44Z,1716478904,60E85BBA74C1,20.84,28.64,285.76,466,18.28,73.04,236.17,173.02,,
2024-05-24T00:42:44Z,1716478964,60E85BBA74C1,19.85,27.22,285.76,468,18.24,73.03,236.17,165.31,,
2024-05-24T00:43:44Z,1716479024,60E85BBA74C1,20.02,27.3,285.76,468,18.29,73.19,236.17,167.74,,
2024-05-24T00:44:44Z,1716479084,60E85BBA74C1,20.34,28.05,291.58,469,18.36,72.81,240.98,168.22,,
2024-05-24T00:45:44Z,1716479144,60E85BBA74C1,20.67,28.41,291.58,471,18.31,72.68,240.98,171.62,,
2024-05-24T00:46:44Z,1716479204,60E85BBA74C1,22.18,30.52,285.76,467,18.3,72.74,236.17,183.8,,
2024-05-24T00:47:44Z,1716479264,60E85BBA74C1,21.13,28.91,279.95,467,18.23,72.56,231.37,176.28,,
2024-05-24T00:48:44Z,1716479324,60E85BBA74C1,20.86,28.42,262.6,469,18.29,72.16,217.03,175,,
2024-05-24T00:49:44Z,1716479384,60E85BBA74C1,21.07,29.03,233.93,465,18.3,72.42,193.33,174.38,,
2024-05-24T00:50:44Z,1716479444,60E85BBA74C1,20.77,27.79,216.88,462,18.28,72.49,179.24,177.83,,
2024-05-24T00:51:44Z,1716479504,60E85BBA74C1,20.7,28.09,199.93,462,18.25,72.46,165.23,174.45,,
2024-05-24T00:52:44Z,1716479564,60E85BBA74C1,19.71,26.79,188.69,451,18.21,72.68,155.94,165.74,,
2024-05-24T00:53:44Z,1716479624,60E85BBA74C1,21,28.62,177.5,450,18.15,72.94,146.69,176.01,,
2024-05-24T00:54:44Z,1716479684,60E85BBA74C1,21.29,29.13,177.5,452,18.07,72.97,146.69,177.71,,
2024-05-24T00:55:44Z,1716479744,60E85BBA74C1,21.18,28.91,166.35,451,18.04,73.18,137.48,177.18,,
2024-05-24T00:56:44Z,1716479804,60E85BBA74C1,21.72,29.76,160.79,448,17.99,73.33,132.89,181,,
2024-05-24T00:57:44Z,1716479864,60E85BBA74C1,19.97,27.25,155.25,434,18.12,73.16,128.31,167.12,,
2024-05-24T00:58:44Z,1716479924,60E85BBA74C1,21.29,29.25,155.25,431,18.07,73.03,128.31,176.82,,
2024-05-24T00:59:44Z,1716479984,60E85BBA74C1,20.24,27.74,155.25,429,17.98,73.31,128.31,168.63,,
2024-05-24T01:00:44Z,1716480044,60E85BBA74C1,19.78,26.99,155.25,428,18.02,73.43,128.31,165.67,,
2024-05-24T01:01:44Z,1716480104,60E85BBA74C1,20.67,28.33,155.25,431,18.04,73.14,128.31,172.15,,
2024-05-24T01:02:44Z,1716480164,60E85BBA74C1,19.63,26.77,155.25,438,17.98,73.42,128.31,164.54,,
2024-05-24T01:03:44Z,1716480224,60E85BBA74C1,20.23,27.38,160.79,441,17.97,73.47,132.89,171,,
2024-05-24T01:04:44Z,1716480284,60E85BBA74C1,19.26,26.42,166.35,449,17.93,73.45,137.48,160.25,,
2024-05-24T01:05:44Z,1716480344,60E85BBA74C1,20.59,28.44,160.79,447,17.98,73.22,132.89,169.99,,
2024-05-24T01:06:44Z,1716480404,60E85BBA74C1,20.92,28.75,160.79,448,17.98,73.1,132.89,173.71,,
2024-05-24T01:07:44Z,1716480464,60E85BBA74C1,20.02,27.06,160.79,447,18.02,73.01,132.89,169.57,,
2024-05-24T01:08:44Z,1716480524,60E85BBA74C1,19.19,26.2,166.35,451,17.97,73.38,137.48,160.52,,
2024-05-24T01:09:44Z,1716480584,60E85BBA74C1,20.33,27.59,166.35,453,17.94,73.34,137.48,171.34,,
2024-05-24T01:10:44Z,1716480644,60E85BBA74C1,20.37,27.8,171.92,458,18,72.95,142.08,170.53,,
2024-05-24T01:11:44Z,1716480704,60E85BBA74C1,19.89,27.28,177.5,459,18.04,72.91,146.69,165.6,,
2024-05-24T01:12:44Z,1716480764,60E85BBA74C1,20.21,27.45,183.09,461,17.92,73.44,151.31,170.11,,
2024-05-24T01:13:44Z,1716480824,60E85BBA74C1,18.09,24.46,183.09,459,18.11,72.97,151.31,153.11,,
2024-05-24T01:14:44Z,1716480884,60E85BBA74C1,21.41,29.09,188.69,460,17.98,73.13,155.94,180.14,,
2024-05-24T01:15:44Z,1716480944,60E85BBA74C1,18.41,24.99,194.3,463,17.98,73.22,160.58,155.09,,
2024-05-24T01:16:44Z,1716481004,60E85BBA74C1,20.09,27.43,194.3,462,17.97,73.21,160.58,168.13,,
2024-05-24T01:17:44Z,1716481064,60E85BBA74C1,20.63,28.13,194.3,466,17.98,73.11,160.58,172.86,,
2024-05-24T01:18:44Z,1716481124,60E85BBA74C1,19.54,26.52,194.3,470,18.11,72.91,160.58,164.57,,
2024-05-24T01:19:44Z,1716481184,60E85BBA74C1,19.91,27.36,199.93,472,18.05,73.06,165.23,165.37,,
2024-05-24T01:20:44Z,1716481244,60E85BBA74C1,19.26,26.32,199.93,469,17.96,73.36,165.23,160.96,,
2024-05-24T01:21:44Z,1716481304,60E85BBA74C1,19.79,26.83,199.93,468,17.87,73.71,165.23,167,,
2024-05-24T01:22:44Z,1716481364,60E85BBA74C1,19.58,26.35,194.3,464,18.1,73.15,160.58,166.69,,
2024-05-24T01:23:44Z,1716481424,60E85BBA74C1,18.86,25.75,194.3,460,18.14,72.68,160.58,157.81,,
2024-05-24T01:24:44Z,1716481484,60E85BBA74C1,19.98,27.84,194.3,453,17.97,72.93,160.58,163.03,,
2024-05-24T01:25:44Z,1716481544,60E85BBA74C1,19.99,27.59,188.69,453,18.01,72.98,155.94,165.12,,
2024-05-24T01:26:44Z,1716481604,60E85BBA74C1,17.35,23.92,183.09,453,18.08,72.96,151.31,143.49,,
2024-05-24T01:27:44Z,1716481664,60E85BBA74C1,19.69,27.26,183.09,462,18.05,72.96,151.31,162.01,,
2024-05-24T01:28:44Z,1716481724,60E85BBA74C1,18.44,25.47,183.09,462,17.93,73.49,151.31,152.17,,
2024-05-24T01:29:44Z,1716481784,60E85BBA74C1,18.9,26.05,188.69,465,17.9,73.39,155.94,156.34,,
2024-05-24T01:30:44Z,1716481844,60E85BBA74C1,18.24,24.86,194.3,468,17.97,72.84,160.58,152.86,,
2024-05-24T01:31:44Z,1716481904,60E85BBA74C1,17.89,24.48,199.93,472,18,72.8,165.23,149.2,,
