CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-10-16T00:00:08Z,1729004408,60E85BBA74C1,23.84,32.99,4303.14,436,18.39,90.39,3556.32,196.36,,
2024-10-16T00:01:08Z,1729004468,60E85BBA74C1,24.62,33.76,4277.24,441,18.36,90.32,3534.91,205.02,,
2024-10-16T00:02:08Z,1729004528,60E85BBA74C1,24.98,34.51,4277.24,442,18.41,90.09,3534.91,206.14,,
2024-10-16T00:03:08Z,1729004588,60E85BBA74C1,22.58,30.92,4277.24,439,18.31,90.54,3534.91,188.28,,435.2902778
2024-10-16T00:04:08Z,1729004648,60E85BBA74C1,24.85,33.92,4251.59,439,18.35,90.47,3513.71,207.94,,
2024-10-16T00:05:08Z,1729004708,60E85BBA74C1,24.75,33.84,4251.59,439,18.33,90.41,3513.71,206.7,,
2024-10-16T00:06:08Z,1729004768,60E85BBA74C1,24.65,33.96,4251.59,433,18.38,90.02,3513.71,204.13,,
2024-10-16T00:07:08Z,1729004828,60E85BBA74C1,25.43,34.8,4226.18,435,18.32,90.31,3492.71,212.26,,
2024-10-16T00:08:08Z,1729004888,60E85BBA74C1,24.83,33.75,4226.18,439,18.28,90.42,3492.71,208.84,,
2024-10-16T00:09:08Z,1729004948,60E85BBA74C1,24.03,33.09,4226.18,437,18.25,90.51,3492.71,198.95,,
2024-10-16T00:10:08Z,1729005008,60E85BBA74C1,24.75,34,4226.18,436,18.28,90.51,3492.71,205.71,,
2024-10-16T00:11:08Z,1729005068,60E85BBA74C1,24.83,34.17,4201.01,430,18.25,90.56,3471.91,205.81,,
2024-10-16T00:12:08Z,1729005128,60E85BBA74C1,25.11,34.49,4201.01,432,18.31,90.17,3471.91,208.72,,
2024-10-16T00:13:08Z,1729005188,60E85BBA74C1,23.93,32.64,4201.01,437,18.27,90.36,3471.91,200.47,,
2024-10-16T00:14:08Z,1729005248,60E85BBA74C1,23.28,31.87,4201.01,439,18.25,90.3,3471.91,194.27,,
2024-10-16T00:15:08Z,1729005308,60E85BBA74C1,24.75,34.72,4176.08,437,18.25,90.37,3451.3,200.39,,
2024-10-16T00:16:08Z,1729005368,60E85BBA74C1,24.39,33.58,4176.08,435,18.27,90.31,3451.3,202.04,,
2024-10-16T00:17:08Z,1729005428,60E85BBA74C1,24.05,33.49,4176.08,434,18.26,90.42,3451.3,196.53,,
2024-10-16T00:18:08Z,1729005488,60E85BBA74C1,23.43,32.3,4176.08,435,18.27,90.33,3451.3,193.88,,
2024-10-16T00:19:08Z,1729005548,60E85BBA74C1,24.73,33.65,4176.08,437,18.25,90.18,3451.3,207.66,,
2024-10-16T00:20:08Z,1729005608,60E85BBA74C1,23.93,32.77,4176.08,437,18.22,90.29,3451.3,199.6,,
2024-10-16T00:21:08Z,1729005668,60E85BBA74C1,25.23,34.44,4176.08,437,18.22,90.31,3451.3,211.14,,
2024-10-16T00:22:08Z,1729005728,60E85BBA74C1,25.1,34.52,4151.37,435,18.24,90.19,3430.88,208.27,,
2024-10-16T00:23:08Z,1729005788,60E85BBA74C1,24.16,33.08,4151.37,434,18.21,90.23,3430.88,201.49,,
