CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-10-18T00:00:08Z,1729177208,60E85BBA74C1,5.98,7.97,149.72,411,20.84,64.47,123.73,51.41,,
2024-10-18T00:01:08Z,1729177268,60E85BBA74C1,6.61,8.83,149.72,411,20.87,64.08,123.73,56.78,,
2024-10-18T00:02:08Z,1729177328,60E85BBA74C1,5.86,7.81,149.72,410,20.82,64.39,123.73,50.34,,433.3534722
2024-10-18T00:03:08Z,1729177388,60E85BBA74C1,5.62,7.52,149.72,407,20.87,64.29,123.73,48.12,,
2024-10-18T00:04:08Z,1729177448,60E85BBA74C1,5.93,8,149.72,408,20.82,64.43,123.73,50.39,,
2024-10-18T00:05:08Z,1729177508,60E85BBA74C1,6.34,8.45,149.72,405,20.82,64.43,123.73,54.43,,
2024-10-18T00:06:08Z,1729177568,60E85BBA74C1,6.88,9.21,149.72,403,20.8,64.41,123.73,58.85,,
2024-10-18T00:07:08Z,1729177628,60E85BBA74C1,6.13,8.18,149.72,397,20.75,64.79,123.73,52.61,,
2024-10-18T00:08:08Z,1729177688,60E85BBA74C1,6.01,8.02,149.72,395,20.71,64.62,123.73,51.6,,
2024-10-18T00:09:08Z,1729177748,60E85BBA74C1,5.99,7.98,149.72,403,20.71,64.85,123.73,51.49,,
2024-10-18T00:10:08Z,1729177808,60E85BBA74C1,6.8,9.06,149.72,402,20.71,64.59,123.73,58.44,,
2024-10-18T00:11:08Z,1729177868,60E85BBA74C1,6.32,8.43,149.72,401,20.7,64.64,123.73,54.35,,
2024-10-18T00:12:08Z,1729177928,60E85BBA74C1,6.14,8.19,149.72,400,20.66,64.71,123.73,52.73,,
2024-10-18T00:13:08Z,1729177988,60E85BBA74C1,6.12,8.16,149.72,399,20.72,64.69,123.73,52.65,,
2024-10-18T00:14:08Z,1729178048,60E85BBA74C1,6.01,8.01,149.72,399,20.68,65.01,123.73,51.67,,
2024-10-18T00:15:08Z,1729178108,60E85BBA74C1,5.59,7.49,149.72,402,20.65,65.23,123.73,47.79,,
2024-10-18T00:16:08Z,1729178168,60E85BBA74C1,6.35,8.49,149.72,403,20.68,64.69,123.73,54.32,,
2024-10-18T00:17:08Z,1729178228,60E85BBA74C1,6.7,8.98,149.72,402,20.66,64.82,123.73,57.25,,
2024-10-18T00:18:08Z,1729178288,60E85BBA74C1,5.91,7.91,144.19,401,20.69,64.77,119.17,50.68,,
2024-10-18T00:19:08Z,1729178348,60E85BBA74C1,6.08,8.12,144.19,400,20.7,64.79,119.17,52.14,,
2024-10-18T00:20:08Z,1729178408,60E85BBA74C1,6.92,9.23,144.19,402,20.72,64.78,119.17,59.49,,
2024-10-18T00:21:08Z,1729178468,60E85BBA74C1,6.53,8.71,144.19,404,20.72,65.09,119.17,56.16,,
2024-10-18T00:22:08Z,1729178528,60E85BBA74C1,6.04,8.06,144.19,405,20.67,64.76,119.17,51.96,,
2024-10-18T00:23:08Z,1729178588,60E85BBA74C1,6.13,8.18,144.19,405,20.68,64.96,119.17,52.71,,
2024-10-18T00:24:08Z,1729178648,60E85BBA74C1,6.84,9.13,144.19,405,20.67,64.86,119.17,58.85,,
2024-10-18T00:25:08Z,1729178708,60E85BBA74C1,6.22,8.3,144.19,405,20.68,64.89,119.17,53.51,,
2024-10-18T00:26:08Z,1729178768,60E85BBA74C1,6.33,8.44,144.19,406,20.65,64.95,119.17,54.37,,
2024-10-18T00:27:08Z,1729178828,60E85BBA74C1,6.2,8.27,144.19,408,20.66,64.95,119.17,53.3,,
2024-10-18T00:28:08Z,1729178888,60E85BBA74C1,6.17,8.23,144.19,404,20.62,64.95,119.17,53.07,,
2024-10-18T00:29:08Z,1729178948,60E85BBA74C1,6.44,8.6,144.19,404,20.64,64.99,119.17,55.37,,
2024-10-18T00:30:08Z,1729179008,60E85BBA74C1,5.7,7.6,144.19,402,20.62,65.01,119.17,49.03,,
2024-10-18T00:31:08Z,1729179068,60E85BBA74C1,5.95,7.93,144.19,408,20.59,65.24,119.17,51.16,,
2024-10-18T00:32:08Z,1729179128,60E85BBA74C1,5.95,7.94,144.19,406,20.58,65.01,119.17,51.19,,
2024-10-18T00:33:08Z,1729179188,60E85BBA74C1,5.98,7.97,144.19,408,20.6,65,119.17,51.39,,
2024-10-18T00:34:08Z,1729179248,60E85BBA74C1,6,8,144.19,405,20.6,65.05,119.17,51.57,,
2024-10-18T00:35:08Z,1729179308,60E85BBA74C1,6.19,8.26,144.19,404,20.63,64.87,119.17,53.26,,
2024-10-18T00:36:08Z,1729179368,60E85BBA74C1,6.06,8.13,144.19,408,20.64,64.54,119.17,51.82,,
2024-10-18T00:37:08Z,1729179428,60E85BBA74C1,6.5,8.76,144.19,409,20.62,64.66,119.17,55.18,,
2024-10-18T00:38:08Z,1729179488,60E85BBA74C1,6.06,8.09,144.19,414,20.63,64.75,119.17,51.95,,
2024-10-18T00:39:08Z,1729179548,60E85BBA74C1,6.72,9.07,144.19,410,20.61,64.65,119.17,56.91,,
2024-10-18T00:40:08Z,1729179608,60E85BBA74C1,6.21,8.39,144.19,410,20.59,64.76,119.17,52.62,,
2024-10-18T00:41:08Z,1729179668,60E85BBA74C1,5.73,7.71,144.19,407,20.6,64.89,119.17,48.8,,
2024-10-18T00:42:08Z,1729179728,60E85BBA74C1,6.06,8.11,144.19,408,20.62,64.79,119.17,51.96,,
2024-10-18T00:43:08Z,1729179788,60E85BBA74C1,6.09,8.12,144.19,415,20.59,64.78,119.17,52.34,,
