CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-25T00:00:05Z,1758726005,60E85BB834C4,1.65,2.2,875.22,478,22.81,91.02,723.32,14.6
2025-09-25T00:01:05Z,1758726065,60E85BB834C4,1.6,2.14,875.22,471,22.83,91.07,723.32,14.21
2025-09-25T00:02:05Z,1758726125,60E85BB834C4,1.91,2.55,875.22,468,22.83,91.06,723.32,16.95
2025-09-25T00:03:05Z,1758726185,60E85BB834C4,1.83,2.45,882.47,638,22.85,91.15,729.32,16.26
2025-09-25T00:04:05Z,1758726245,60E85BB834C4,1.81,2.41,882.47,592,22.84,91.12,729.32,16.04
2025-09-25T00:05:05Z,1758726305,60E85BB834C4,1.64,2.19,889.75,539,22.84,91.12,735.33,14.57
2025-09-25T00:06:05Z,1758726365,60E85BB834C4,1.66,2.22,897.04,487,22.87,91.12,741.36,14.72
2025-09-25T00:07:05Z,1758726425,60E85BB834C4,2.02,2.69,919.04,480,22.86,91.19,759.54,17.9
2025-09-25T00:08:05Z,1758726485,60E85BB834C4,2.18,2.9,933.81,471,22.84,90.95,771.75,19.28
2025-09-25T00:09:05Z,1758726545,60E85BB834C4,2.28,3.04,933.81,462,22.83,90.98,771.75,20.21
2025-09-25T00:10:05Z,1758726605,60E85BB834C4,2.01,2.68,933.81,709,22.82,91.06,771.75,17.79
2025-09-25T00:11:05Z,1758726665,60E85BB834C4,2.22,2.96,933.81,591,22.87,91.04,771.75,19.7
2025-09-25T00:12:05Z,1758726725,60E85BB834C4,2.22,2.96,956.12,521,22.88,91.15,790.18,19.68
2025-09-25T00:13:05Z,1758726785,60E85BB834C4,2.36,3.14,986.16,495,22.85,91.14,815.01,20.88
2025-09-25T00:14:05Z,1758726845,60E85BB834C4,2.03,2.71,1024.18,476,22.86,91.21,846.43,17.99
2025-09-25T00:15:05Z,1758726905,60E85BB834C4,1.99,2.66,1047.26,468,22.88,91.25,865.5,17.67
2025-09-25T00:16:05Z,1758726965,60E85BB834C4,1.91,2.55,1078.34,460,22.87,91.3,891.19,16.93
2025-09-25T00:17:05Z,1758727025,60E85BB834C4,2.19,2.92,1117.7,638,22.86,91.25,923.72,19.42
2025-09-25T00:18:05Z,1758727085,60E85BB834C4,2.33,3.1,1125.64,659,22.84,91.25,930.28,20.63
2025-09-25T00:19:05Z,1758727145,60E85BB834C4,2.54,3.38,1094.01,552,22.8,91.31,904.14,22.47
2025-09-25T00:20:05Z,1758727205,60E85BB834C4,2.58,3.44,1086.16,509,22.81,91.36,897.66,22.87
2025-09-25T00:21:05Z,1758727265,60E85BB834C4,3.15,4.2,1086.16,475,22.82,91.26,897.66,27.9
2025-09-25T00:22:05Z,1758727325,60E85BB834C4,2.97,3.95,1078.34,471,22.83,91.14,891.19,26.29
2025-09-25T00:23:05Z,1758727385,60E85BB834C4,3,4,1070.53,462,22.85,91.13,884.74,26.59
2025-09-25T00:24:05Z,1758727445,60E85BB834C4,2.79,3.72,1070.53,617,22.88,91.16,884.74,24.74
2025-09-25T00:25:05Z,1758727505,60E85BB834C4,2.51,3.35,1078.34,581,22.88,91.19,891.19,22.28
2025-09-25T00:26:05Z,1758727565,60E85BB834C4,2.7,3.6,1101.89,511,22.9,91.27,910.65,23.92
2025-09-25T00:27:05Z,1758727625,60E85BB834C4,2.65,3.53,1117.7,478,22.88,91.4,923.72,23.46
2025-09-25T00:28:05Z,1758727685,60E85BB834C4,2.63,3.5,1125.64,473,22.86,91.33,930.28,23.28
2025-09-25T00:29:05Z,1758727745,60E85BB834C4,3.24,4.32,1141.6,459,22.91,91.26,943.47,28.72
2025-09-25T00:30:05Z,1758727805,60E85BB834C4,2.74,3.65,1149.61,649,22.9,91.29,950.09,24.27
2025-09-25T00:31:05Z,1758727865,60E85BB834C4,2.55,3.4,1157.65,603,22.89,91.33,956.74,22.57
2025-09-25T00:32:05Z,1758727925,60E85BB834C4,3.15,4.2,1165.71,512,22.9,91.4,963.4,27.9
2025-09-25T00:33:05Z,1758727985,60E85BB834C4,2.95,3.94,1181.91,484,22.89,91.44,976.79,26.17
2025-09-25T00:34:05Z,1758728045,60E85BB834C4,2.8,3.73,1173.8,465,22.88,91.17,970.08,24.83
2025-09-25T00:35:05Z,1758728105,60E85BB834C4,2.71,3.61,1165.71,460,22.9,91.13,963.4,24.02
2025-09-25T00:36:05Z,1758728165,60E85BB834C4,2.46,3.29,1157.65,654,22.91,90.98,956.74,21.84
2025-09-25T00:37:05Z,1758728225,60E85BB834C4,2.76,3.68,1149.61,691,22.92,91.05,950.09,24.46
2025-09-25T00:38:05Z,1758728285,60E85BB834C4,2.85,3.79,1165.71,553,22.91,91.07,963.4,25.22
2025-09-25T00:39:05Z,1758728345,60E85BB834C4,2.87,3.83,1173.8,500,22.92,91.05,970.08,25.44
2025-09-25T00:40:05Z,1758728405,60E85BB834C4,3.05,4.07,1181.91,471,22.92,91.07,976.79,27.05
2025-09-25T00:41:05Z,1758728465,60E85BB834C4,2.75,3.67,1198.21,469,22.94,91.17,990.25,24.41
2025-09-25T00:42:05Z,1758728525,60E85BB834C4,3.42,4.57,1222.84,459,22.95,91.03,1010.61,30.35
2025-09-25T00:43:05Z,1758728585,60E85BB834C4,3.48,4.64,1214.6,678,22.93,90.85,1003.8,30.86
2025-09-25T00:44:05Z,1758728645,60E85BB834C4,3.47,4.63,1206.39,635,22.92,90.81,997.02,30.79
2025-09-25T00:45:05Z,1758728705,60E85BB834C4,3.09,4.12,1206.39,543,22.91,90.87,997.02,27.38
2025-09-25T00:46:05Z,1758728765,60E85BB834C4,3.19,4.26,1214.6,493,22.9,90.93,1003.8,28.3
2025-09-25T00:47:05Z,1758728825,60E85BB834C4,3.41,4.55,1214.6,471,22.89,90.7,1003.8,30.25
2025-09-25T00:48:05Z,1758728885,60E85BB834C4,3.36,4.48,1214.6,460,22.9,90.76,1003.8,29.81
2025-09-25T00:49:05Z,1758728945,60E85BB834C4,3.18,4.24,1231.1,733,22.91,90.82,1017.44,28.18
2025-09-25T00:50:05Z,1758729005,60E85BB834C4,2.7,3.6,1247.7,755,22.92,90.8,1031.15,23.93
2025-09-25T00:51:05Z,1758729065,60E85BB834C4,3.37,4.49,1264.4,567,22.95,90.84,1044.96,29.86
2025-09-25T00:52:05Z,1758729125,60E85BB834C4,3.33,4.44,1264.4,507,22.92,90.57,1044.96,29.53
2025-09-25T00:53:05Z,1758729185,60E85BB834C4,3.4,4.53,1256.03,472,22.96,90.48,1038.05,30.11
2025-09-25T00:54:05Z,1758729245,60E85BB834C4,3.37,4.5,1256.03,465,22.96,90.54,1038.05,29.91
2025-09-25T00:55:05Z,1758729305,60E85BB834C4,3.23,4.31,1272.79,461,22.95,90.52,1051.89,28.64
2025-09-25T00:56:05Z,1758729365,60E85BB834C4,3.63,4.84,1289.65,619,22.95,90.48,1065.83,32.17
2025-09-25T00:57:05Z,1758729425,60E85BB834C4,3.78,5.04,1315.14,615,22.96,90.53,1086.89,33.49
2025-09-25T00:58:05Z,1758729485,60E85BB834C4,3.69,4.92,1340.87,536,22.98,90.51,1108.16,32.67
2025-09-25T00:59:05Z,1758729545,60E85BB834C4,3.42,4.56,1349.51,493,22.96,90.4,1115.29,30.28
2025-09-25T01:00:05Z,1758729605,60E85BB834C4,4.26,5.69,1323.69,479,22.9,90.19,1093.96,37.8
2025-09-25T01:01:05Z,1758729665,60E85BB834C4,3.8,5.06,1281.21,468,22.91,90.3,1058.85,33.64
2025-09-25T01:02:05Z,1758729725,60E85BB834C4,4.85,6.47,1264.4,470,22.86,90.35,1044.96,42.97
2025-09-25T01:03:05Z,1758729785,60E85BB834C4,4.29,5.72,1272.79,646,22.86,90.51,1051.89,38.05
2025-09-25T01:04:05Z,1758729845,60E85BB834C4,3.91,5.21,1298.12,585,22.83,90.63,1072.82,34.65
2025-09-25T01:05:05Z,1758729905,60E85BB834C4,3.89,5.19,1340.87,527,22.87,90.61,1108.16,34.52
2025-09-25T01:06:05Z,1758729965,60E85BB834C4,3.91,5.21,1384.32,485,22.81,90.75,1144.07,34.65
2025-09-25T01:07:05Z,1758730025,60E85BB834C4,4.13,5.51,1375.57,473,22.87,90.52,1136.84,36.6
2025-09-25T01:08:05Z,1758730085,60E85BB834C4,3.8,5.06,1358.17,468,22.86,90.43,1122.45,33.66
2025-09-25T01:09:05Z,1758730145,60E85BB834C4,3.63,4.84,1349.51,552,22.88,90.37,1115.29,32.18
2025-09-25T01:10:05Z,1758730205,60E85BB834C4,3.58,4.78,1366.86,561,22.89,90.53,1129.63,31.74
2025-09-25T01:11:05Z,1758730265,60E85BB834C4,3.46,4.62,1393.09,510,22.89,90.52,1151.32,30.7
2025-09-25T01:12:05Z,1758730325,60E85BB834C4,4.27,5.7,1393.09,478,22.86,90.38,1151.32,37.86
2025-09-25T01:13:05Z,1758730385,60E85BB834C4,3.99,5.32,1358.17,470,22.85,90.4,1122.45,35.35
2025-09-25T01:14:05Z,1758730445,60E85BB834C4,3.91,5.22,1332.27,462,22.82,90.49,1101.05,34.68
2025-09-25T01:15:05Z,1758730505,60E85BB834C4,3.87,5.16,1306.61,691,22.82,90.29,1079.85,34.28
2025-09-25T01:16:05Z,1758730565,60E85BB834C4,4.2,5.6,1289.65,673,22.83,90.35,1065.83,37.22
2025-09-25T01:17:05Z,1758730625,60E85BB834C4,3.8,5.07,1281.21,569,22.82,90.25,1058.85,33.72
2025-09-25T01:18:05Z,1758730685,60E85BB834C4,3.98,5.31,1272.79,507,22.83,90.32,1051.89,35.27
2025-09-25T01:19:05Z,1758730745,60E85BB834C4,3.88,5.17,1264.4,487,22.83,90.34,1044.96,34.38
2025-09-25T01:20:05Z,1758730805,60E85BB834C4,4.45,5.93,1256.03,472,22.84,90.43,1038.05,39.44
2025-09-25T01:21:05Z,1758730865,60E85BB834C4,3.92,5.23,1256.03,471,22.84,90.43,1038.05,34.77
2025-09-25T01:22:05Z,1758730925,60E85BB834C4,4.31,5.75,1247.7,583,22.83,90.48,1031.15,38.23
2025-09-25T01:23:05Z,1758730985,60E85BB834C4,3.54,4.72,1247.7,560,22.83,90.5,1031.15,31.36
2025-09-25T01:24:05Z,1758731045,60E85BB834C4,3.19,4.25,1247.7,512,22.84,90.48,1031.15,28.27
2025-09-25T01:25:05Z,1758731105,60E85BB834C4,3.21,4.28,1256.03,487,22.87,90.55,1038.05,28.45
2025-09-25T01:26:05Z,1758731165,60E85BB834C4,3.28,4.37,1264.4,477,22.86,90.47,1044.96,29.04
2025-09-25T01:27:05Z,1758731225,60E85BB834C4,2.91,3.88,1281.21,470,22.86,90.56,1058.85,25.78
2025-09-25T01:28:05Z,1758731285,60E85BB834C4,3.65,4.87,1281.21,613,22.84,90.56,1058.85,32.38
2025-09-25T01:29:05Z,1758731345,60E85BB834C4,3.53,4.7,1289.65,728,22.87,90.46,1065.83,31.25
2025-09-25T01:30:05Z,1758731405,60E85BB834C4,3.72,4.96,1281.21,576,22.85,90.39,1058.85,32.98
2025-09-25T01:31:05Z,1758731465,60E85BB834C4,3.85,5.13,1272.79,509,22.84,90.18,1051.89,34.1
2025-09-25T01:32:05Z,1758731525,60E85BB834C4,3.78,5.04,1264.4,491,22.85,90.14,1044.96,33.5
2025-09-25T01:33:05Z,1758731585,60E85BB834C4,3.86,5.15,1272.79,470,22.86,90.02,1051.89,34.2
2025-09-25T01:34:05Z,1758731645,60E85BB834C4,3.45,4.6,1272.79,467,22.87,90.1,1051.89,30.59
2025-09-25T01:35:05Z,1758731705,60E85BB834C4,3.39,4.56,1289.65,754,22.9,90.22,1065.83,29.68
2025-09-25T01:36:05Z,1758731765,60E85BB834C4,3.97,5.29,1298.12,697,22.9,90.27,1072.82,35.16
2025-09-25T01:37:05Z,1758731825,60E85BB834C4,4.41,5.89,1306.61,571,22.88,90.35,1079.85,38.88
2025-09-25T01:38:05Z,1758731885,60E85BB834C4,4.2,5.59,1315.14,504,22.87,90.31,1086.89,37.18
2025-09-25T01:39:05Z,1758731945,60E85BB834C4,3.71,4.95,1298.12,485,22.78,90.24,1072.82,32.88
2025-09-25T01:40:05Z,1758732005,60E85BB834C4,4.22,5.62,1289.65,473,22.76,90.24,1065.83,37.38
2025-09-25T01:41:05Z,1758732065,60E85BB834C4,3.96,5.28,1281.21,471,22.76,90.16,1058.85,35.1
2025-09-25T01:42:05Z,1758732125,60E85BB834C4,3.71,4.94,1281.21,636,22.77,89.95,1058.85,32.86
2025-09-25T01:43:05Z,1758732185,60E85BB834C4,4.08,5.47,1272.79,601,22.78,89.96,1051.89,35.99
2025-09-25T01:44:05Z,1758732245,60E85BB834C4,4.02,5.36,1272.79,517,22.79,89.98,1051.89,35.62
2025-09-25T01:45:05Z,1758732305,60E85BB834C4,3.65,4.87,1272.79,493,22.81,90.11,1051.89,32.34
2025-09-25T01:46:05Z,1758732365,60E85BB834C4,3.62,4.82,1272.79,465,22.79,90.15,1051.89,32.06
2025-09-25T01:47:05Z,1758732425,60E85BB834C4,3.44,4.59,1272.79,458,22.82,90.14,1051.89,30.53
2025-09-25T01:48:05Z,1758732485,60E85BB834C4,3.48,4.63,1281.21,614,22.82,90.13,1058.85,30.8
2025-09-25T01:49:05Z,1758732545,60E85BB834C4,3.57,4.76,1281.21,580,22.84,90.2,1058.85,31.62
2025-09-25T01:50:05Z,1758732605,60E85BB834C4,3.25,4.34,1289.65,515,22.8,90.17,1065.83,28.84
2025-09-25T01:51:05Z,1758732665,60E85BB834C4,3.88,5.17,1289.65,480,22.83,90.16,1065.83,34.36
2025-09-25T01:52:05Z,1758732725,60E85BB834C4,3.34,4.45,1281.21,464,22.82,90.05,1058.85,29.56
2025-09-25T01:53:05Z,1758732785,60E85BB834C4,3.31,4.42,1281.21,463,22.79,89.91,1058.85,29.38
2025-09-25T01:54:05Z,1758732845,60E85BB834C4,3.07,4.09,1272.79,757,22.79,89.88,1051.89,27.19
2025-09-25T01:55:05Z,1758732905,60E85BB834C4,3.5,4.67,1272.79,682,22.77,90.04,1051.89,31.05
2025-09-25T01:56:05Z,1758732965,60E85BB834C4,3.55,4.73,1272.79,550,22.79,90.14,1051.89,31.42
2025-09-25T01:57:05Z,1758733025,60E85BB834C4,3.32,4.42,1272.79,496,22.78,90.08,1051.89,29.4
2025-09-25T01:58:05Z,1758733085,60E85BB834C4,3.21,4.28,1272.79,478,22.76,89.84,1051.89,28.44
2025-09-25T01:59:05Z,1758733145,60E85BB834C4,3.19,4.25,1264.4,460,22.77,89.91,1044.96,28.25
2025-09-25T02:00:05Z,1758733205,60E85BB834C4,2.97,3.96,1264.4,551,22.77,89.8,1044.96,26.31
2025-09-25T02:01:05Z,1758733265,60E85BB834C4,2.81,3.75,1264.4,615,22.78,89.91,1044.96,24.92
2025-09-25T02:02:05Z,1758733325,60E85BB834C4,2.86,3.81,1264.4,553,22.78,90.02,1044.96,25.33
2025-09-25T02:03:05Z,1758733385,60E85BB834C4,2.98,3.97,1264.4,484,22.78,90.2,1044.96,26.42
2025-09-25T02:04:05Z,1758733445,60E85BB834C4,3.09,4.13,1281.21,477,22.76,90.3,1058.85,27.42
2025-09-25T02:05:05Z,1758733505,60E85BB834C4,3.09,4.11,1281.21,468,22.77,90.1,1058.85,27.34
