CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-22T00:00:01Z,1758466801,60E85BB834C4,0.96,1.27,297.42,424,21.86,63.42,245.8,8.47
2025-09-22T00:01:01Z,1758466861,60E85BB834C4,1.19,1.58,297.42,424,21.86,63.48,245.8,10.51
2025-09-22T00:02:01Z,1758466921,60E85BB834C4,0.9,1.21,297.42,426,21.84,63.46,245.8,8.02
2025-09-22T00:03:01Z,1758466981,60E85BB834C4,1.19,1.58,279.95,428,21.86,63.43,231.37,10.52
2025-09-22T00:04:01Z,1758467041,60E85BB834C4,0.89,1.18,256.84,428,21.86,62.6,212.27,7.85
2025-09-22T00:05:01Z,1758467101,60E85BB834C4,0.94,1.26,233.93,426,21.81,63.44,193.33,8.37
2025-09-22T00:06:01Z,1758467161,60E85BB834C4,0.84,1.12,251.1,425,21.81,64.13,207.52,7.43
2025-09-22T00:07:01Z,1758467221,60E85BB834C4,0.87,1.16,262.6,426,21.8,63.68,217.03,7.7
2025-09-22T00:08:01Z,1758467281,60E85BB834C4,1.17,1.56,262.6,431,21.8,63.83,217.03,10.35
2025-09-22T00:09:01Z,1758467341,60E85BB834C4,1.12,1.49,262.6,430,21.82,63.59,217.03,9.89
2025-09-22T00:10:01Z,1758467401,60E85BB834C4,0.92,1.23,256.84,430,21.81,63.38,212.27,8.18
2025-09-22T00:11:01Z,1758467461,60E85BB834C4,0.92,1.23,239.64,430,21.84,63.47,198.05,8.17
2025-09-22T00:12:01Z,1758467521,60E85BB834C4,1.12,1.5,222.55,432,21.78,63.09,183.92,9.94
2025-09-22T00:13:01Z,1758467581,60E85BB834C4,1.01,1.34,239.64,432,21.8,63.69,198.05,8.94
2025-09-22T00:14:01Z,1758467641,60E85BB834C4,1.13,1.5,251.1,432,21.82,63.75,207.52,9.99
2025-09-22T00:15:01Z,1758467701,60E85BB834C4,0.92,1.23,256.84,432,21.82,62.79,212.27,8.17
2025-09-22T00:16:01Z,1758467761,60E85BB834C4,0.99,1.33,251.1,432,21.83,63.12,207.52,8.82
2025-09-22T00:17:01Z,1758467821,60E85BB834C4,1.04,1.38,233.93,431,21.84,63.54,193.33,9.2
2025-09-22T00:18:01Z,1758467881,60E85BB834C4,1.1,1.47,222.55,430,21.85,63.38,183.92,9.74
2025-09-22T00:19:01Z,1758467941,60E85BB834C4,1.12,1.5,205.56,427,21.82,62.75,169.89,9.95
2025-09-22T00:20:01Z,1758468001,60E85BB834C4,1.19,1.58,239.64,428,21.83,63.5,198.05,10.52
2025-09-22T00:21:01Z,1758468061,60E85BB834C4,1.03,1.37,256.84,428,21.78,62.82,212.27,9.09
2025-09-22T00:22:01Z,1758468121,60E85BB834C4,0.75,1,256.84,427,21.83,63.02,212.27,6.66
2025-09-22T00:23:01Z,1758468181,60E85BB834C4,1.03,1.37,251.1,422,21.84,62.77,207.52,9.11
2025-09-22T00:24:01Z,1758468241,60E85BB834C4,1.02,1.36,239.64,422,21.85,63.01,198.05,9.05
2025-09-22T00:25:01Z,1758468301,60E85BB834C4,0.99,1.32,222.55,425,21.87,62.35,183.92,8.77
2025-09-22T00:26:01Z,1758468361,60E85BB834C4,0.92,1.23,211.21,428,21.88,62.8,174.56,8.18
2025-09-22T00:27:01Z,1758468421,60E85BB834C4,1.08,1.44,239.64,427,21.89,63.19,198.05,9.6
2025-09-22T00:28:01Z,1758468481,60E85BB834C4,1.06,1.42,245.36,429,21.87,62.92,202.78,9.41
2025-09-22T00:29:01Z,1758468541,60E85BB834C4,0.79,1.05,245.36,428,21.89,62.86,202.78,7
2025-09-22T00:30:01Z,1758468601,60E85BB834C4,1.2,1.6,233.93,428,21.84,62.99,193.33,10.61
2025-09-22T00:31:01Z,1758468661,60E85BB834C4,1.19,1.59,228.23,427,21.86,62.93,188.62,10.55
2025-09-22T00:32:01Z,1758468721,60E85BB834C4,1.13,1.5,211.21,427,21.84,62.51,174.56,10
2025-09-22T00:33:01Z,1758468781,60E85BB834C4,1.15,1.53,205.56,427,21.88,63.19,169.89,10.15
2025-09-22T00:34:01Z,1758468841,60E85BB834C4,0.85,1.13,233.93,430,21.84,63.05,193.33,7.54
2025-09-22T00:35:01Z,1758468901,60E85BB834C4,1.1,1.47,245.36,431,21.83,62.99,202.78,9.77
2025-09-22T00:36:01Z,1758468961,60E85BB834C4,0.84,1.11,245.36,432,21.83,63.63,202.78,7.4
2025-09-22T00:37:01Z,1758469021,60E85BB834C4,1.08,1.44,245.36,425,21.82,63.26,202.78,9.56
2025-09-22T00:38:01Z,1758469081,60E85BB834C4,1.18,1.57,233.93,426,21.84,63.17,193.33,10.45
2025-09-22T00:39:01Z,1758469141,60E85BB834C4,1.29,1.72,228.23,426,21.82,62.94,188.62,11.45
2025-09-22T00:40:01Z,1758469201,60E85BB834C4,1.1,1.47,211.21,428,21.85,62.91,174.56,9.79
2025-09-22T00:41:01Z,1758469261,60E85BB834C4,1.07,1.42,233.93,426,21.84,63.12,193.33,9.45
2025-09-22T00:42:01Z,1758469321,60E85BB834C4,0.9,1.21,239.64,426,21.88,63.5,198.05,8.01
2025-09-22T00:43:01Z,1758469381,60E85BB834C4,0.89,1.19,239.64,428,21.85,63.47,198.05,7.89
2025-09-22T00:44:01Z,1758469441,60E85BB834C4,1.25,1.66,239.64,433,21.83,63.8,198.05,11.07
2025-09-22T00:45:01Z,1758469501,60E85BB834C4,0.93,1.24,233.93,435,21.83,64.08,193.33,8.21
2025-09-22T00:46:01Z,1758469561,60E85BB834C4,0.97,1.29,228.23,435,21.82,63.87,188.62,8.56
2025-09-22T00:47:01Z,1758469621,60E85BB834C4,1.2,1.61,222.55,435,21.8,63.68,183.92,10.67
2025-09-22T00:48:01Z,1758469681,60E85BB834C4,1.11,1.47,239.64,431,21.81,63.66,198.05,9.8
2025-09-22T00:49:01Z,1758469741,60E85BB834C4,1.18,1.58,239.64,434,21.81,63.71,198.05,10.49
2025-09-22T00:50:01Z,1758469801,60E85BB834C4,1.16,1.54,239.64,431,21.82,64.44,198.05,10.26
2025-09-22T00:51:01Z,1758469861,60E85BB834C4,1.15,1.54,239.64,430,21.79,64.33,198.05,10.24
2025-09-22T00:52:01Z,1758469921,60E85BB834C4,0.95,1.27,239.64,427,21.78,64.4,198.05,8.46
2025-09-22T00:53:01Z,1758469981,60E85BB834C4,1.09,1.45,233.93,426,21.76,64.57,193.33,9.65
2025-09-22T00:54:01Z,1758470041,60E85BB834C4,0.92,1.23,233.93,425,21.76,64.89,193.33,8.15
2025-09-22T00:55:01Z,1758470101,60E85BB834C4,1.23,1.64,239.64,430,21.77,65.03,198.05,10.87
2025-09-22T00:56:01Z,1758470161,60E85BB834C4,1.19,1.59,245.36,429,21.73,65.14,202.78,10.55
2025-09-22T00:57:01Z,1758470221,60E85BB834C4,1.21,1.61,245.36,430,21.71,65.52,202.78,10.72
2025-09-22T00:58:01Z,1758470281,60E85BB834C4,1.24,1.65,245.36,432,21.69,65.68,202.78,10.97
2025-09-22T00:59:01Z,1758470341,60E85BB834C4,1.16,1.55,245.36,431,21.71,65.71,202.78,10.32
2025-09-22T01:00:01Z,1758470401,60E85BB834C4,1.13,1.51,245.36,433,21.67,66.12,202.78,10.06
2025-09-22T01:01:01Z,1758470461,60E85BB834C4,1.24,1.65,245.36,430,21.67,65.9,202.78,10.95
2025-09-22T01:02:01Z,1758470521,60E85BB834C4,1.19,1.58,251.1,429,21.66,66.3,207.52,10.52
2025-09-22T01:03:01Z,1758470581,60E85BB834C4,1.17,1.55,262.6,432,21.64,66.41,217.03,10.33
2025-09-22T01:04:01Z,1758470641,60E85BB834C4,1.29,1.71,262.6,425,21.63,66.61,217.03,11.39
2025-09-22T01:05:01Z,1758470701,60E85BB834C4,0.95,1.27,262.6,422,21.63,66.76,217.03,8.41
2025-09-22T01:06:01Z,1758470761,60E85BB834C4,1.05,1.4,262.6,424,21.57,66.9,217.03,9.3
2025-09-22T01:07:01Z,1758470821,60E85BB834C4,1.21,1.62,262.6,426,21.55,67.34,217.03,10.74
2025-09-22T01:08:01Z,1758470881,60E85BB834C4,1.13,1.5,262.6,427,21.47,67.28,217.03,10
2025-09-22T01:09:01Z,1758470941,60E85BB834C4,1.06,1.42,268.37,424,21.44,67.29,221.8,9.44
2025-09-22T01:10:01Z,1758471001,60E85BB834C4,1.21,1.62,279.95,424,21.41,67.41,231.37,10.74
2025-09-22T01:11:01Z,1758471061,60E85BB834C4,1.14,1.52,279.95,433,21.38,67.36,231.37,10.08
2025-09-22T01:12:01Z,1758471121,60E85BB834C4,1.09,1.45,279.95,436,21.36,67.77,231.37,9.64
2025-09-22T01:13:01Z,1758471181,60E85BB834C4,1.06,1.42,274.16,434,21.31,67.89,226.58,9.41
2025-09-22T01:14:01Z,1758471241,60E85BB834C4,1.47,1.96,274.16,430,21.26,67.84,226.58,13.05
2025-09-22T01:15:01Z,1758471301,60E85BB834C4,1.09,1.45,274.16,430,21.25,68.1,226.58,9.66
2025-09-22T01:16:01Z,1758471361,60E85BB834C4,1.09,1.45,274.16,427,21.24,67.98,226.58,9.63
2025-09-22T01:17:01Z,1758471421,60E85BB834C4,0.99,1.32,279.95,425,21.18,68.13,231.37,8.76
2025-09-22T01:18:01Z,1758471481,60E85BB834C4,1.23,1.65,274.16,425,21.15,68.13,226.58,10.94
2025-09-22T01:19:01Z,1758471541,60E85BB834C4,1.21,1.61,274.16,425,21.13,68.24,226.58,10.71
2025-09-22T01:20:01Z,1758471601,60E85BB834C4,0.97,1.29,274.16,426,21.1,68.26,226.58,8.59
2025-09-22T01:21:01Z,1758471661,60E85BB834C4,1.45,1.93,268.37,428,21.05,68.04,221.8,12.81
2025-09-22T01:22:01Z,1758471721,60E85BB834C4,0.83,1.11,274.16,423,21.05,67.62,226.58,7.36
2025-09-22T01:23:01Z,1758471781,60E85BB834C4,1.22,1.62,274.16,426,21.02,67.49,226.58,10.78
2025-09-22T01:24:01Z,1758471841,60E85BB834C4,1.01,1.35,274.16,425,20.97,67.77,226.58,8.96
2025-09-22T01:25:01Z,1758471901,60E85BB834C4,1.14,1.52,274.16,429,20.92,67.71,226.58,10.07
2025-09-22T01:26:01Z,1758471961,60E85BB834C4,1.2,1.6,268.37,427,20.92,67.97,221.8,10.65
2025-09-22T01:27:01Z,1758472021,60E85BB834C4,1.22,1.63,262.6,431,20.9,67.92,217.03,10.84
2025-09-22T01:28:01Z,1758472081,60E85BB834C4,0.87,1.16,256.84,431,20.88,67.96,212.27,7.73
2025-09-22T01:29:01Z,1758472141,60E85BB834C4,1.12,1.5,291.58,433,20.93,68.48,240.98,9.97
2025-09-22T01:30:01Z,1758472201,60E85BB834C4,1.16,1.54,320.88,430,20.91,68.01,265.19,10.26
2025-09-22T01:31:01Z,1758472261,60E85BB834C4,1.28,1.71,314.99,430,20.89,67.87,260.33,11.36
2025-09-22T01:32:01Z,1758472321,60E85BB834C4,1.16,1.55,314.99,431,20.87,67.73,260.33,10.28
2025-09-22T01:33:01Z,1758472381,60E85BB834C4,1.08,1.44,309.12,431,20.85,68.19,255.47,9.57
2025-09-22T01:34:01Z,1758472441,60E85BB834C4,1.32,1.76,309.12,432,20.86,68.1,255.47,11.72
2025-09-22T01:35:01Z,1758472501,60E85BB834C4,1.23,1.64,297.42,432,20.81,68.23,245.8,10.88
