CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-28T00:00:25Z,1758985225,60E85BB84C91,11.08,14.77,2406.31,490.00,23.58,77.00,1988.69,98.20
2025-09-28T00:01:25Z,1758985285,60E85BB84C91,10.87,14.49,2342.94,490.00,23.56,77.05,1936.31,96.31
2025-09-28T00:02:25Z,1758985345,60E85BB84C91,10.82,14.44,2281.03,492.00,23.55,76.54,1885.15,95.83
2025-09-28T00:03:25Z,1758985405,60E85BB84C91,10.40,13.87,2232.51,491.00,23.57,75.96,1845.05,92.17
2025-09-28T00:04:25Z,1758985465,60E85BB84C91,10.41,13.88,2196.69,489.00,23.60,76.40,1815.44,92.25
2025-09-28T00:05:25Z,1758985525,60E85BB84C91,9.80,13.07,2173.07,484.00,23.58,76.91,1795.92,86.85
2025-09-28T00:06:25Z,1758985585,60E85BB84C91,10.98,14.64,2161.34,488.00,23.56,77.36,1786.23,97.29
2025-09-28T00:07:25Z,1758985645,60E85BB84C91,10.70,14.26,2161.34,492.00,23.58,77.63,1786.23,94.81
2025-09-28T00:08:25Z,1758985705,60E85BB84C91,10.86,14.49,2161.34,493.00,23.56,77.64,1786.23,96.28
2025-09-28T00:09:25Z,1758985765,60E85BB84C91,10.64,14.19,2173.07,493.00,23.55,77.67,1795.92,94.21
2025-09-28T00:10:25Z,1758985825,60E85BB84C91,10.78,14.38,2208.57,494.00,23.55,77.63,1825.27,95.56
2025-09-28T00:11:25Z,1758985885,60E85BB84C91,10.74,14.32,2232.51,490.00,23.56,77.33,1845.05,95.17
2025-09-28T00:12:25Z,1758985945,60E85BB84C91,11.18,14.90,2268.81,489.00,23.56,77.62,1875.05,99.05
2025-09-28T00:13:25Z,1758986005,60E85BB84C91,10.76,14.34,2293.30,497.00,23.57,77.93,1895.29,95.35
2025-09-28T00:14:25Z,1758986065,60E85BB84C91,11.13,14.85,2330.44,496.00,23.57,78.12,1925.98,98.68
2025-09-28T00:15:25Z,1758986125,60E85BB84C91,11.80,15.74,2355.49,499.00,23.54,78.46,1946.69,104.59
2025-09-28T00:16:25Z,1758986185,60E85BB84C91,11.04,14.73,2380.78,500.00,23.54,78.63,1967.59,97.89
2025-09-28T00:17:25Z,1758986245,60E85BB84C91,11.29,15.06,2393.52,499.00,23.54,78.77,1978.11,100.08
2025-09-28T00:18:25Z,1758986305,60E85BB84C91,10.43,13.99,2368.11,498.00,23.53,79.04,1957.11,91.63
2025-09-28T00:19:25Z,1758986365,60E85BB84C91,11.90,16.09,2318.00,499.00,23.54,79.21,1915.70,103.46
2025-09-28T00:20:25Z,1758986425,60E85BB84C91,11.00,14.73,2256.66,500.00,23.52,79.29,1865.01,96.91
2025-09-28T00:21:25Z,1758986485,60E85BB84C91,11.40,15.20,2173.07,505.00,23.53,79.38,1795.92,101.06
2025-09-28T00:22:25Z,1758986545,60E85BB84C91,12.41,16.55,2114.92,498.00,23.55,79.51,1747.87,109.99
2025-09-28T00:23:25Z,1758986605,60E85BB84C91,12.21,16.42,2046.76,496.00,23.56,79.57,1691.54,106.99
2025-09-28T00:24:25Z,1758986665,60E85BB84C91,11.92,16.23,1991.26,496.00,23.55,79.62,1645.67,102.57
2025-09-28T00:25:25Z,1758986725,60E85BB84C91,11.25,15.01,1947.67,497.00,23.53,79.62,1609.65,99.68
2025-09-28T00:26:25Z,1758986785,60E85BB84C91,11.55,15.39,1926.14,500.00,23.53,79.81,1591.85,102.33
2025-09-28T00:27:25Z,1758986845,60E85BB84C91,11.49,15.32,1915.44,499.00,23.51,79.90,1583.01,101.83
2025-09-28T00:28:25Z,1758986905,60E85BB84C91,11.96,16.00,1915.44,502.00,23.52,80.03,1583.01,105.50
2025-09-28T00:29:25Z,1758986965,60E85BB84C91,12.24,16.35,1915.44,503.00,23.52,79.67,1583.01,108.18
2025-09-28T00:30:25Z,1758987025,60E85BB84C91,11.20,15.05,1904.78,503.00,23.54,79.76,1574.20,98.26
2025-09-28T00:31:25Z,1758987085,60E85BB84C91,12.26,16.46,1883.59,500.00,23.53,79.79,1556.69,107.58
2025-09-28T00:32:25Z,1758987145,60E85BB84C91,12.14,16.20,1862.57,504.00,23.54,79.92,1539.31,107.59
