CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-20T00:00:59Z,1758294059,60E85BB84C91,2.28,3.04,422.95,446.00,19.57,89.44,349.55,20.23
2025-09-20T00:01:59Z,1758294119,60E85BB84C91,2.39,3.19,453.73,450.00,19.59,89.41,374.98,21.19
2025-09-20T00:02:59Z,1758294179,60E85BB84C91,2.91,3.88,491.14,447.00,19.60,89.39,405.90,25.78
2025-09-20T00:03:59Z,1758294239,60E85BB84C91,3.24,4.33,548.24,445.00,19.60,89.45,453.09,28.76
2025-09-20T00:04:59Z,1758294299,60E85BB84C91,2.48,3.31,587.00,441.00,19.63,89.48,485.12,21.99
2025-09-20T00:05:59Z,1758294359,60E85BB84C91,2.77,3.69,626.32,443.00,19.63,89.45,517.62,24.54
2025-09-20T00:06:59Z,1758294419,60E85BB84C91,2.59,3.45,672.94,449.00,19.63,89.53,556.15,22.89
2025-09-20T00:07:59Z,1758294479,60E85BB84C91,3.10,4.14,699.95,444.00,19.63,89.56,578.47,27.50
2025-09-20T00:08:59Z,1758294539,60E85BB84C91,3.19,4.26,734.10,445.00,19.62,89.62,606.69,28.30
2025-09-20T00:09:59Z,1758294599,60E85BB84C91,2.58,3.44,747.88,449.00,19.61,89.64,618.08,22.86
2025-09-20T00:10:59Z,1758294659,60E85BB84C91,3.27,4.36,768.69,451.00,19.58,89.69,635.28,28.98
2025-09-20T00:11:59Z,1758294719,60E85BB84C91,2.71,3.61,782.65,452.00,19.59,89.72,646.82,24.00
2025-09-20T00:12:59Z,1758294779,60E85BB84C91,3.23,4.31,796.69,449.00,19.63,89.70,658.42,28.63
2025-09-20T00:13:59Z,1758294839,60E85BB84C91,2.83,3.77,810.79,449.00,19.62,89.67,670.08,25.08
2025-09-20T00:14:59Z,1758294899,60E85BB84C91,2.87,3.83,824.98,450.00,19.61,89.65,681.80,25.44
2025-09-20T00:15:59Z,1758294959,60E85BB84C91,2.93,3.90,839.24,448.00,19.62,89.75,693.58,25.95
2025-09-20T00:16:59Z,1758295019,60E85BB84C91,2.37,3.16,853.57,455.00,19.64,89.73,705.43,21.04
2025-09-20T00:17:59Z,1758295079,60E85BB84C91,2.38,3.17,867.98,455.00,19.65,89.77,717.34,21.07
2025-09-20T00:18:59Z,1758295139,60E85BB84C91,2.74,3.65,889.75,455.00,19.65,89.69,735.33,24.28
2025-09-20T00:19:59Z,1758295199,60E85BB84C91,3.11,4.14,904.36,457.00,19.66,89.67,747.40,27.52
2025-09-20T00:20:59Z,1758295259,60E85BB84C91,2.63,3.51,919.04,456.00,19.70,89.63,759.54,23.34
