CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
2025-09-26T00:00:07Z,1758812407,60E85BB84C91,14.96,20.23,5455.91,507.00,21.06,88.33,4509.02,130.02
2025-09-26T00:01:07Z,1758812467,60E85BB84C91,14.67,19.86,5578.71,510.00,21.05,88.26,4610.51,127.24
2025-09-26T00:02:07Z,1758812527,60E85BB84C91,14.26,19.06,5751.72,505.00,21.01,88.40,4753.48,126.02
2025-09-26T00:03:07Z,1758812587,60E85BB84C91,15.92,21.33,5936.66,504.00,21.00,88.43,4906.33,140.22
2025-09-26T00:04:07Z,1758812647,60E85BB84C91,15.25,20.48,6135.32,512.00,20.99,88.49,5070.51,133.89
2025-09-26T00:05:07Z,1758812707,60E85BB84C91,15.07,20.30,6406.32,508.00,21.00,88.38,5294.48,131.63
2025-09-26T00:06:07Z,1758812767,60E85BB84C91,15.00,20.39,6583.13,511.00,21.00,88.41,5440.60,129.41
2025-09-26T00:07:07Z,1758812827,60E85BB84C91,16.44,22.31,6707.83,513.00,20.96,88.55,5543.66,142.12
2025-09-26T00:08:07Z,1758812887,60E85BB84C91,14.18,19.35,6906.49,509.00,20.96,88.46,5707.84,121.75
2025-09-26T00:09:07Z,1758812947,60E85BB84C91,14.77,20.05,7047.61,497.00,20.99,88.42,5824.47,127.54
2025-09-26T00:10:07Z,1758813007,60E85BB84C91,14.80,20.19,7121.05,499.00,20.98,88.39,5885.17,126.99
2025-09-26T00:11:07Z,1758813067,60E85BB84C91,15.19,20.81,7196.57,502.00,20.97,88.39,5947.58,129.55
2025-09-26T00:12:07Z,1758813127,60E85BB84C91,14.77,20.01,7274.27,512.00,20.99,88.42,6011.80,128.00
2025-09-26T00:13:07Z,1758813187,60E85BB84C91,14.77,20.02,7274.27,513.00,21.03,88.34,6011.80,127.95
2025-09-26T00:14:07Z,1758813247,60E85BB84C91,14.82,19.79,7274.27,508.00,20.99,88.34,6011.80,131.09
2025-09-26T00:15:07Z,1758813307,60E85BB84C91,15.80,21.38,7274.27,506.00,20.99,88.43,6011.80,137.28
2025-09-26T00:16:07Z,1758813367,60E85BB84C91,14.62,19.70,7274.27,498.00,20.99,88.44,6011.80,127.73
2025-09-26T00:17:07Z,1758813427,60E85BB84C91,15.41,20.82,7196.57,501.00,20.99,88.41,5947.58,134.13
2025-09-26T00:18:07Z,1758813487,60E85BB84C91,15.34,20.63,7121.05,507.00,20.98,88.32,5885.17,134.25
2025-09-26T00:19:07Z,1758813547,60E85BB84C91,14.96,20.14,7121.05,506.00,20.98,88.38,5885.17,130.81
2025-09-26T00:20:07Z,1758813607,60E85BB84C91,15.36,20.67,7047.61,506.00,20.96,88.53,5824.47,134.41
2025-09-26T00:21:07Z,1758813667,60E85BB84C91,14.67,19.64,6976.12,505.00,20.95,88.60,5765.39,129.22
2025-09-26T00:22:07Z,1758813727,60E85BB84C91,15.30,20.52,6906.49,503.00,20.93,88.67,5707.84,134.55
2025-09-26T00:23:07Z,1758813787,60E85BB84C91,15.22,20.49,6906.49,501.00,20.96,88.60,5707.84,133.17
2025-09-26T00:24:07Z,1758813847,60E85BB84C91,14.86,20.01,6838.62,504.00,20.95,88.63,5651.75,129.88
2025-09-26T00:25:07Z,1758813907,60E85BB84C91,14.63,19.76,6838.62,506.00,20.93,88.62,5651.75,127.43
2025-09-26T00:26:07Z,1758813967,60E85BB84C91,15.77,21.44,6772.43,507.00,20.90,88.76,5597.05,136.03
2025-09-26T00:27:07Z,1758814027,60E85BB84C91,14.88,20.17,6772.43,504.00,20.89,88.84,5597.05,128.82
2025-09-26T00:28:07Z,1758814087,60E85BB84C91,16.43,22.19,6707.83,504.00,20.91,88.86,5543.66,143.04
2025-09-26T00:29:07Z,1758814147,60E85BB84C91,14.92,20.24,6644.76,502.00,20.94,88.71,5491.53,129.04
2025-09-26T00:30:07Z,1758814207,60E85BB84C91,14.85,20.11,6522.89,502.00,20.91,88.79,5390.82,128.78
2025-09-26T00:31:07Z,1758814267,60E85BB84C91,15.30,20.69,6294.61,502.00,20.95,88.74,5202.16,132.97
